StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
NLIXr,2045-07-31,8713,548919,false
LWokn,2063-01-11,7758,69822,true
mEnMN,2075-07-31,3035,179065,true
jikCb,2061-11-10,3690,280440,false
hMhBO,2038-10-04,6070,66770,true
iPoPi,2120-12-02,5340,85440,false
dqwSi,2037-11-03,5003,240144,false
fQpRI,2038-08-24,2301,89739,false
PqbsG,2104-06-23,9886,346010,false
DTWMq,2095-02-27,4871,248421,false
gwbWS,2102-03-15,2364,146568,false
yaSLi,2050-07-26,9666,763614,false
NSXnP,2045-01-03,5766,495876,false
btuqq,2118-03-22,2943,123606,false
rGKjc,2045-04-22,3108,96348,true
AMajW,2080-03-24,3957,296775,false
zmeiH,2076-06-18,7707,131019,true
UodQV,2105-10-15,6350,311150,true
kFoXg,2085-03-15,9478,75824,false
aVuXr,2096-01-22,3544,99232,true
uCgMd,2060-09-13,9632,722400,true
hRuRL,2103-08-23,6667,333350,true
tBSGm,2081-03-22,5940,243540,true
QJNYu,2069-09-21,2922,195774,true
NUyOZ,2054-04-25,3931,385238,false
qSebG,2062-02-03,4905,490500,false
HXgiL,2062-12-24,3395,74690,false
dziKG,2116-05-19,7939,523974,false
xjIiO,2039-08-04,4295,128850,false
rpbLk,2079-08-08,8872,88720,true
DZcGC,2093-02-10,9873,355428,false
CRFfQ,2026-04-23,5110,475230,false
OiMKI,2098-07-27,9393,422685,true
BTAjc,2088-03-25,4031,237829,true
XXAjT,2115-12-21,8192,57344,false
IsNDn,2084-03-08,2699,94465,true
QaUMN,2116-07-25,4983,104643,true
wurcK,2054-11-29,4613,336749,true
kpmEp,2051-07-15,8930,366130,true
iyUdi,2025-06-30,7252,340844,true
TUqOz,2062-01-05,3071,270248,false
TQhEH,2103-12-31,7831,415043,false
vNjvh,2044-04-12,3144,257808,true
nCpCR,2071-11-17,6737,336850,false
OisEW,2103-07-09,8079,40395,true
rzWpv,2032-01-17,5254,488622,true
raUeR,2079-08-21,7014,112224,true
Nmidn,2025-12-06,5953,559582,true
TFkna,2078-03-27,6579,250002,true
fwNoW,2064-02-04,6567,380886,false
Pfnjx,2036-02-04,5939,368218,false
gnIxY,2113-10-26,6424,244112,false
eQsqH,2027-02-06,2881,265052,true
ekYdJ,2032-02-03,3773,207515,true
UqncH,2044-11-11,7198,172752,true
bHvQY,2025-09-26,7331,329895,true
ooFMl,2058-07-09,4362,300978,true
BHMMR,2029-08-02,6886,364958,false
iNHre,2069-05-16,3033,45495,false
vneIJ,2023-10-07,8574,317238,false
LtozY,2030-07-04,9537,247962,false
rDduE,2042-11-13,8913,383259,false
yfBSp,2040-04-08,5360,396640,false
hlorh,2075-10-20,6906,455796,false
hFHEe,2086-05-07,3014,241120,false
ueVpT,2056-06-24,3217,308832,false
kARRM,2068-07-17,9621,962100,true
HeRgG,2108-09-24,9310,819280,false
KtVeF,2028-08-31,6348,330096,true
TYMCc,2096-03-23,8756,481580,false
rPlyx,2031-10-12,9254,860622,false
RwoJX,2049-08-31,7132,456448,false
RnfWE,2033-07-25,6107,574058,true
dLNJC,2047-08-10,4557,423801,false
wRVSD,2094-02-17,6567,157608,false
naVXO,2101-11-08,3333,33330,true
Vhrir,2075-08-20,3002,258172,false
xnqgV,2042-01-17,4462,240948,false
UAlSz,2117-06-09,5361,514656,false
soSos,2032-03-11,4886,302932,true
pBadJ,2083-03-16,7906,276710,true
DiAjh,2080-02-21,2151,45171,false
MGHhA,2047-06-30,3905,331925,true
rWKmx,2111-06-14,5454,190890,false
JuHHk,2089-05-24,7903,679658,true
gosJF,2111-08-07,9092,118196,true
wEXNf,2060-12-12,4681,177878,true
erENa,2057-05-03,8022,369012,true
KIYze,2100-08-23,8193,680019,false
ZITXO,2042-09-16,6885,585225,false
ukwKz,2059-12-01,6063,145512,true
fROpz,2065-07-18,9857,266139,true
SOpJC,2065-10-27,2576,252448,true
dEUJN,2052-12-27,2088,162864,false
