StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
VjKsx,2070-02-26,5741,562618,false
svunt,2115-05-01,3376,283584,true
YuwRT,2074-07-20,7829,649807,false
hPeiL,2029-12-07,8994,395736,true
uadTG,2043-02-12,5477,224557,true
CcTQy,2120-06-26,9490,294190,true
MfVCP,2052-12-27,5937,201858,false
gfSXb,2044-08-08,7678,307120,false
GPemI,2099-11-14,3493,234031,false
LohWj,2062-12-09,8133,756369,false
AlHDZ,2052-12-12,7322,226982,true
rykeP,2025-07-30,5519,143494,true
hAfge,2059-07-06,4309,64635,true
HMraQ,2046-09-15,7232,325440,true
eRGZG,2082-06-01,2074,82960,false
BzeNi,2029-10-14,2574,41184,false
dnagi,2091-07-05,6260,331780,false
JIrDE,2114-01-22,2643,105720,true
hYddv,2069-10-10,7414,215006,false
NvIxY,2044-11-19,6844,109504,true
geUiu,2022-09-05,6079,170212,true
vFTOt,2070-07-04,6162,166374,true
rLEAw,2022-07-02,6481,479594,true
jTOEa,2060-04-25,7608,562992,true
UufKk,2052-06-15,2445,12225,false
NaMdF,2102-11-23,8111,40555,true
vGgMR,2092-06-16,5699,165271,true
pqzjt,2028-11-13,8478,703674,true
qoWVi,2051-01-24,3597,348909,false
EzcZR,2033-02-16,9896,534384,false
XdLFb,2047-07-04,4693,441142,true
WqIEX,2035-12-17,4969,278264,false
KsXVw,2059-05-01,2305,175180,false
pQOhV,2065-05-18,6566,413658,true
sQwdy,2031-04-23,7320,417240,false
jaMrl,2045-04-30,7041,654813,true
GRjmN,2099-11-11,9428,857948,true
emfQE,2107-12-16,4235,139755,true
wRGlS,2102-07-27,9943,775554,false
YxXHJ,2121-09-12,4500,297000,false
JHBjS,2066-04-02,5214,448404,false
vyoFP,2070-10-10,5148,442728,true
cIism,2048-03-01,5062,80992,true
OSbey,2044-10-30,8848,610512,false
RLQox,2067-04-11,6649,186172,false
DLXXM,2080-01-27,4874,482526,false
oFMyv,2024-12-23,2545,68715,true
FMBqm,2021-09-03,6556,249128,false
RNPtE,2109-08-23,2209,37553,false
zpakt,2049-08-06,8117,373382,true
NLIXr,2084-02-20,2954,118160,false
LWokn,2079-05-24,9273,871662,true
mEnMN,2056-02-12,8055,475245,true
jikCb,2090-02-26,6375,159375,true
hMhBO,2029-01-07,7558,188950,false
iPoPi,2025-04-13,9447,821889,false
dqwSi,2034-05-05,3760,78960,false
fQpRI,2120-09-29,7476,127092,false
PqbsG,2090-03-27,7673,92076,false
DTWMq,2048-03-03,3671,345074,true
gwbWS,2093-01-28,2508,155496,true
yaSLi,2030-02-24,9672,328848,false
NSXnP,2094-07-17,4939,350669,false
btuqq,2120-02-21,9342,728676,true
