StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
Bxwxe,2063-12-27,9578,680038,true
aaCPZ,2050-08-04,6880,172000,true
BlIdp,2106-05-10,5185,248880,true
VBYtQ,2027-06-23,9911,981189,false
ZpOOw,2085-12-17,9651,357087,false
fRyHQ,2057-12-07,3805,334840,false
ttEre,2092-06-19,4825,173700,false
XfzNT,2110-10-04,7305,189930,false
KFoSd,2091-04-26,9793,479857,true
WTDQv,2021-08-16,3066,116508,false
MkNMD,2072-04-30,8968,582920,true
KBamU,2035-04-04,3986,187342,false
xViNc,2032-06-21,3452,317584,false
gKIyA,2085-10-30,2043,171612,false
OdkJD,2030-03-23,5104,61248,false
zxAJF,2113-10-21,7792,202592,true
Igdvq,2117-09-13,6548,405976,true
wiIhA,2056-08-17,2001,48024,true
FnFgI,2117-11-20,8035,160700,false
wJMYW,2055-06-01,7029,485001,false
mjplW,2117-02-13,2463,211818,true
eDTeH,2057-09-03,2429,196749,false
TIOBi,2051-12-23,9753,526662,false
xwKsc,2036-02-25,2291,224518,true
stMiO,2072-06-09,7329,183225,false
HawXD,2108-03-09,2115,200925,false
rfDaa,2098-02-18,8545,76905,true
OXAud,2077-09-04,8600,206400,true
lglks,2035-02-01,6308,170316,true
nTacC,2028-11-27,6332,538220,true
SeDoA,2113-06-18,9251,832590,false
TGccw,2117-07-01,5157,226908,false
XBWmR,2027-07-02,6289,238982,true
gykMD,2113-12-17,9391,159647,false
wEQqZ,2087-08-09,8884,684068,false
NyJnU,2027-12-21,6234,261828,true
DXhHc,2078-12-14,7381,177144,false
qDvAh,2069-05-26,3213,221697,false
nUTHk,2043-01-21,2491,206753,false
acGxm,2043-05-22,4382,70112,false
shnja,2048-09-05,3609,303156,false
KFUGw,2112-01-30,2629,139337,true
UDpYo,2094-07-05,3543,67317,false
LplpW,2034-11-25,3155,224005,true
aZUOR,2056-12-28,5741,338719,true
FWGHn,2106-02-06,2884,178808,true
LtwFp,2050-05-17,6376,612096,false
bRHtm,2119-04-27,4431,172809,true
MkghG,2022-01-07,7368,132624,false
Ikadb,2101-05-06,2161,157753,false
HZIVT,2056-12-19,6355,603725,true
WDVmp,2022-12-17,6693,174018,false
ozDIX,2038-06-14,2029,52754,true
qIDXq,2073-11-13,4153,141202,false
CTQfN,2034-06-17,3534,67146,true
QgAhx,2066-04-12,2888,193496,true
slAcJ,2048-07-01,4208,420800,false
vmrLU,2042-11-13,7400,59200,false
yTHEh,2059-12-28,2682,225288,true
lGoVa,2082-11-24,2454,132516,true
IRJuG,2075-07-07,7095,503745,false
psBFq,2055-08-21,3295,296550,true
VbuxQ,2041-02-22,6985,230505,false
uKndT,2053-06-11,8340,383640,false
fxCIy,2073-12-11,6175,568100,false
zGyGG,2095-03-23,8674,867400,false
uAkbh,2055-05-27,9493,474650,true
EwABN,2054-12-21,2589,240777,true
bxvtl,2056-08-03,2463,125613,true
mqxxj,2066-05-22,6297,560433,false
tsOJz,2063-05-15,5944,546848,true
GzhSX,2115-01-16,6502,234072,false
kvryu,2114-05-23,3006,93186,true
ZwgUp,2037-08-14,2534,197652,true
NUeWz,2021-06-11,4704,136416,true
vKyIK,2079-02-17,7478,82258,true
AmWQO,2030-06-13,2118,27534,false
fQyRo,2069-12-12,5294,31764,true
hjPHN,2082-09-16,3373,246229,false
POqse,2076-05-16,3148,135364,true
EVDgI,2094-08-12,9223,857739,true
IPcfn,2041-05-20,4603,165708,true
MeMGs,2076-01-23,8430,775560,true
jAhpX,2049-04-20,9545,429525,false
uGDff,2103-03-19,7090,553020,false
gOkdO,2039-02-24,7630,366240,false
jWIre,2037-02-20,4622,73952,true
fHpMI,2067-03-05,5281,258769,true
lVMVN,2076-01-05,2800,240800,true
GSRWU,2053-09-08,3126,118788,true
idOvW,2087-04-15,8431,581739,true
VWqbE,2101-12-14,5250,446250,true
vLmKV,2042-07-28,5117,399126,false
aWOOV,2120-03-07,7482,291798,false
kRrkx,2087-03-11,9456,236400,false
QkEUL,2064-10-19,4906,260018,true
uFpQH,2070-09-02,4570,132530,true
rkxtL,2026-02-24,9415,649635,false
talwS,2065-07-24,2050,43050,true
UaAMB,2111-06-22,2159,189992,true
UAeYW,2039-07-09,7251,456813,false
eyUEn,2082-08-18,8034,385632,true
PjnUz,2120-11-04,5179,46611,true
ODyWO,2045-11-14,2535,243360,false
VHTBY,2112-05-13,6207,31035,true
qfuvj,2036-05-08,5569,501210,false
GWKlk,2086-05-22,2076,180612,true
uDRja,2119-07-26,3642,324138,false
xncbm,2109-12-28,5992,113848,true
QqxEp,2046-01-19,3223,112805,false
QrNwO,2118-11-28,9105,437040,false
Sahxf,2108-09-29,2112,63360,false
oRlni,2041-05-01,5485,219400,true
pWhCP,2065-02-28,6388,587696,true
nYIib,2103-08-09,7228,556556,true
lDLzU,2099-01-25,8931,366171,false
HSBSH,2059-06-07,2507,193039,false
Amagt,2083-04-16,8487,364941,true
eZQuo,2063-09-05,4122,189612,true
oUUDg,2054-07-22,7956,763776,true
CbeQK,2104-02-27,4731,435252,false
ZBfsh,2096-01-25,5925,284400,true
FvhES,2028-03-16,4632,92640,true
ldomP,2074-08-22,3138,21966,true
QnFtv,2052-04-12,8176,147168,false
eQHIq,2092-06-02,8354,626550,true
rhihY,2063-11-21,3669,66042,false
ScgLy,2037-02-16,8686,416928,true
TxJsD,2051-02-16,8883,124362,false
XgfTL,2102-04-19,5562,317034,true
esjbO,2073-03-14,3529,56464,false
puVXA,2092-01-09,6369,140118,true
rEUwW,2034-06-03,5792,359104,false
hAomW,2111-09-17,8404,647108,false
HtCeM,2063-03-04,7294,437640,false
AhDNA,2068-07-28,5459,70967,true
KErsa,2101-08-18,8947,286304,true
bfbuU,2034-02-08,7556,559144,true
crBFQ,2079-02-04,9542,343512,true
mFdLN,2035-04-21,9477,530712,false
CVBrm,2044-07-24,7930,293410,true
qDQip,2058-02-13,8503,467665,true
KUxkt,2095-08-21,7821,711711,false
qQbgw,2065-07-20,3715,22290,false
FBeJv,2100-08-18,2572,144032,true
kJFpB,2111-11-07,3674,99198,false
glKdt,2026-07-01,2964,47424,false
Tocnf,2029-01-13,8816,520144,false
JcCWb,2090-08-20,6340,437460,false
pXHPq,2059-05-27,5580,379440,false
iRpPc,2084-03-07,9477,360126,true
CjhMA,2110-08-10,7103,284120,false
mwCWY,2082-01-19,9683,242075,false
BfPZz,2102-01-30,5336,490912,false
XAFCB,2054-12-18,8266,768738,false
hQLuY,2074-04-30,5505,236715,false
bKFVJ,2062-01-27,2158,116532,true
cCncM,2106-04-26,2126,34016,true
NmlOX,2097-08-28,8053,636187,true
Gmust,2044-06-26,3850,115500,true
Rxykd,2036-08-07,7288,670496,false
