StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
Pfnjx,2104-09-13,4202,235312,true
gnIxY,2023-01-12,5570,94690,false
eQsqH,2046-12-31,6861,631212,true
ekYdJ,2053-05-05,2161,155592,true
UqncH,2034-08-28,9172,247644,true
bHvQY,2074-07-01,9907,951072,false
ooFMl,2065-11-08,9587,412241,false
BHMMR,2091-06-25,4693,173641,false
iNHre,2093-10-29,7907,490234,false
vneIJ,2103-08-03,9348,401964,true
LtozY,2076-12-16,3718,55770,false
rDduE,2080-07-08,9381,909957,false
yfBSp,2029-05-14,6208,465600,true
hlorh,2111-11-21,6441,244758,true
hFHEe,2067-10-17,6892,544468,true
ueVpT,2083-09-20,2898,98532,true
kARRM,2071-01-21,8587,498046,false
HeRgG,2060-11-22,8276,206900,false
KtVeF,2117-07-21,2486,87010,false
TYMCc,2057-12-15,6154,227698,false
rPlyx,2045-01-28,4602,82836,false
RwoJX,2082-09-17,7439,580242,true
RnfWE,2050-08-09,6587,579656,true
dLNJC,2103-06-28,6200,322400,true
wRVSD,2103-09-30,4021,309617,false
naVXO,2076-11-25,9731,963369,true
Vhrir,2028-04-12,9409,94090,false
xnqgV,2107-06-08,5272,495568,true
UAlSz,2120-05-11,5912,484784,false
soSos,2104-11-09,4754,199668,true
pBadJ,2076-01-07,8612,775080,true
DiAjh,2116-06-18,6694,66940,true
MGHhA,2052-12-19,2079,180873,false
rWKmx,2120-05-14,2207,209665,false
JuHHk,2059-01-08,5255,131375,false
gosJF,2033-06-18,8360,300960,true
wEXNf,2095-07-15,7118,92534,false
erENa,2025-04-04,8254,561272,true
KIYze,2077-10-20,2317,220115,true
ZITXO,2118-06-24,5368,241560,false
ukwKz,2121-04-30,9512,818032,false
fROpz,2058-04-06,7632,343440,false
SOpJC,2087-08-29,4031,221705,true
dEUJN,2075-01-17,9303,874482,false
SIymk,2086-02-17,6169,431830,true
dGlTK,2027-10-12,7417,81587,false
rKzml,2061-02-11,2804,148612,true
lbbAI,2031-04-13,5794,231760,false
DJjpR,2075-11-11,4393,188899,true
hejzM,2060-08-19,7872,771456,false
oZZEy,2111-01-10,7794,545580,true
HytDf,2022-08-08,4936,286288,false
ImKgR,2038-10-21,6876,680724,false
bzqhj,2027-05-16,2783,208725,true
JtNFm,2075-04-16,3021,226575,true
gIBGn,2072-01-12,5447,87152,false
BYHfs,2105-11-03,4711,292082,false
jSYfC,2108-09-10,2246,119038,false
XfDRz,2107-01-14,3567,317463,false
wuyow,2085-03-16,4424,88480,false
GhoWI,2104-02-09,8738,751468,false
LWALp,2055-04-15,7993,799300,true
kImZj,2077-02-06,6508,494608,false
xUZHW,2082-04-11,2604,148428,false
XHXCu,2061-01-21,8829,750465,true
LrRYP,2106-12-25,9767,224641,true
ZTCzx,2111-05-31,6018,78234,true
GaflA,2076-04-22,2258,117416,true
xXQVx,2080-03-14,9075,871200,true
yoPMM,2068-07-24,6040,54360,true
fnifp,2085-12-30,3234,139062,true
UBiHD,2046-03-10,9197,266713,true
pHkIy,2108-09-15,5405,145935,true
hAamr,2118-01-16,7006,245210,false
NGGPn,2064-11-17,6344,539240,false
PieYt,2091-07-11,9882,49410,true
BBviV,2035-03-05,8742,253518,false
WGIMR,2108-01-13,4392,70272,true
Fcoqj,2079-10-13,6698,435370,false
zxbcV,2097-10-07,6277,451944,false
aqXjv,2057-11-22,4303,309816,false
HwABJ,2075-08-02,4647,264879,false
pwxsm,2098-06-08,3137,216453,false
AxKjw,2059-12-20,5163,449181,true
KhQou,2062-11-19,5564,456248,false
FVLXv,2059-03-25,6073,91095,false
LzYQM,2046-01-05,4946,395680,false
eiFNn,2062-01-05,9415,112980,true
HTneU,2068-04-06,3785,378500,false
woWTU,2084-07-22,5800,162400,false
afDKH,2097-06-21,7661,459660,false
fXnQd,2050-09-26,9963,717336,true
nDWOq,2073-04-25,8105,324200,false
mgRkA,2077-11-02,8223,781185,false
rwALY,2062-10-15,6893,117181,true
bGjFI,2066-11-08,8987,242649,false
OjAxV,2022-03-12,6038,78494,true
pliSK,2044-05-19,8825,882500,true
dkzSF,2074-06-09,5840,70080,true
MuwFP,2085-09-10,5322,298032,false
cfFWu,2105-09-07,8280,215280,false
xfVbw,2025-11-13,5289,460143,false
