StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
DZcGC,2054-12-20,8044,410244,false
CRFfQ,2105-02-15,2935,137945,true
OiMKI,2048-03-23,8008,616616,true
BTAjc,2044-07-28,4766,309790,true
XXAjT,2051-04-08,5378,155962,false
IsNDn,2055-12-20,8735,445485,true
QaUMN,2055-03-15,3992,43912,true
wurcK,2079-04-27,3162,252960,false
kpmEp,2097-11-16,8129,154451,false
iyUdi,2070-12-18,7599,395148,false
TUqOz,2108-01-06,5325,420675,false
TQhEH,2042-08-13,7486,464132,true
vNjvh,2052-07-01,3053,131279,true
nCpCR,2109-05-07,5830,227370,true
OisEW,2104-09-28,8311,448794,true
rzWpv,2120-05-19,5338,362984,true
raUeR,2055-11-21,3359,272079,true
Nmidn,2028-08-27,7098,582036,true
TFkna,2031-01-25,6196,123920,false
fwNoW,2104-10-12,6075,492075,false
Pfnjx,2036-05-24,8519,102228,true
gnIxY,2037-09-20,4268,140844,true
eQsqH,2102-10-17,9060,425820,true
ekYdJ,2029-03-03,5708,348188,false
UqncH,2106-06-09,4217,75906,true
bHvQY,2062-11-20,3437,158102,true
ooFMl,2108-06-04,6591,388869,false
BHMMR,2108-12-20,7945,39725,false
iNHre,2120-03-28,3756,247896,false
vneIJ,2116-02-07,6031,512635,false
LtozY,2077-12-28,4524,235248,true
rDduE,2088-09-10,5777,346620,true
yfBSp,2117-09-11,3181,66801,false
hlorh,2026-12-31,3870,139320,false
hFHEe,2065-11-23,2763,41445,false
ueVpT,2098-02-09,5471,432209,false
kARRM,2053-04-08,6105,409035,true
HeRgG,2099-12-03,4991,324415,true
KtVeF,2079-04-26,3213,285957,false
TYMCc,2102-03-13,8133,105729,false
rPlyx,2025-08-26,4380,359160,false
RwoJX,2094-02-10,9057,335109,true
RnfWE,2052-08-09,5306,302442,false
dLNJC,2077-10-27,6060,103020,true
wRVSD,2023-06-05,8544,692064,true
naVXO,2101-11-03,7627,205929,true
Vhrir,2081-12-01,4073,81460,true
xnqgV,2024-06-28,9211,175009,true
UAlSz,2056-05-10,8760,832200,true
soSos,2119-02-13,9214,506770,true
pBadJ,2058-03-26,3328,39936,false
DiAjh,2058-11-09,5881,323455,false
MGHhA,2033-05-14,2662,77198,true
rWKmx,2053-03-07,5634,45072,false
JuHHk,2030-06-16,4262,93764,true
gosJF,2036-09-25,4979,383383,false
wEXNf,2110-06-28,2569,46242,true
