StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
esjbO,2083-08-11,5389,274839,true
puVXA,2069-12-23,2484,139104,true
rEUwW,2107-05-11,3643,134791,false
hAomW,2033-05-18,8165,359260,true
HtCeM,2100-03-27,5608,476680,false
AhDNA,2064-08-26,7682,545422,false
KErsa,2105-04-03,8698,556672,true
bfbuU,2056-03-14,3389,118615,true
crBFQ,2105-02-01,7009,420540,true
mFdLN,2050-07-26,9352,289912,true
CVBrm,2097-07-05,4202,50424,true
qDQip,2040-05-18,5760,276480,false
KUxkt,2021-09-17,7610,692510,true
qQbgw,2101-08-13,5725,435100,true
FBeJv,2040-12-25,6694,629236,false
kJFpB,2051-07-16,7521,263235,true
glKdt,2101-09-20,6695,522210,true
Tocnf,2084-11-22,4519,361520,true
JcCWb,2041-11-26,6633,417879,true
pXHPq,2083-01-31,7469,44814,false
iRpPc,2057-10-29,6526,502502,false
CjhMA,2028-12-17,8996,206908,false
mwCWY,2094-07-27,2639,89726,false
BfPZz,2080-09-22,9326,335736,true
XAFCB,2103-06-08,7519,406026,false
hQLuY,2100-01-10,2705,102790,false
bKFVJ,2069-02-14,9215,571330,false
cCncM,2114-01-30,6519,267279,false
NmlOX,2121-02-24,3710,293090,true
Gmust,2068-12-22,7191,560898,false
Rxykd,2057-11-07,6188,241332,true
oWaGI,2042-11-19,6236,492644,true
RsycJ,2112-09-17,5937,189984,true
RLIcT,2043-04-06,5712,542640,true
xzYdQ,2060-02-09,3106,68332,false
vDyzg,2089-10-29,9828,176904,false
UlCVn,2023-01-14,9636,327624,true
FzEpU,2038-02-02,7927,665868,true
yBIot,2050-08-06,5314,154106,true
iyptw,2069-08-12,6151,61510,false
xutyH,2064-01-23,5970,501480,false
yJMiJ,2079-07-04,5674,487964,true
NDifr,2118-02-01,6987,356337,true
RLjJn,2050-07-14,8914,472442,true
ufPuW,2086-09-27,3282,177228,true
SLgwX,2103-08-09,9977,688413,false
NAEvs,2082-11-05,2214,135054,false
eABiL,2046-12-03,6935,492385,false
fQuLm,2076-08-24,4037,298738,true
ldnYd,2037-12-25,3758,22548,false
ltiCp,2050-06-12,9951,358236,true
HnpRj,2085-05-25,6134,251494,true
OTaJQ,2080-06-24,2693,172352,false
ISWmm,2052-02-15,5877,452529,false
DahmV,2103-03-03,6700,649900,false
nNdzJ,2054-04-20,8178,760554,false
blkyR,2026-09-10,7674,268590,false
WOYco,2074-09-21,9920,49600,false
pzkIS,2077-05-01,2553,160839,false
qeYBQ,2025-12-31,3365,269200,false
voZEK,2062-10-04,5643,536085,false
rpnBO,2078-02-18,9792,763776,true
ZVuTI,2024-02-16,4175,229625,false
BtlKJ,2056-07-25,3670,253230,true
RbQBt,2113-10-03,7689,115335,true
mZDVM,2033-08-29,9723,933408,false
SaNNh,2043-11-22,7178,380434,false
Ksnvj,2023-07-30,2718,184824,true
NlpJP,2078-02-21,5567,501030,true
qDBKc,2073-02-09,3173,180861,false
ELRhJ,2025-01-03,2582,185904,false
mZpJm,2040-10-15,6353,482828,false
Myijg,2053-09-15,3913,371735,true
HESXi,2038-05-12,8684,225784,true
zmKuF,2084-03-19,3023,54414,true
Zhwqx,2086-07-16,9684,522936,false
mrMBd,2097-05-05,4854,305802,false
gRnNs,2092-10-17,5438,43504,true
AEaYi,2040-07-24,8845,309575,false
auACm,2102-08-19,2050,41000,false
uxZcL,2048-04-28,3801,277473,true
LLHRI,2111-07-13,2188,102836,false
Gfuml,2050-11-05,6952,549208,true
xpWFE,2071-12-08,3692,217828,true
hzYwn,2086-07-31,7386,487476,true
asrDF,2029-07-21,4789,469322,false
WqXEo,2094-06-01,5917,201178,false
UzyND,2060-08-17,7134,107010,true
VfSTP,2060-06-01,9489,113868,false
KICbe,2027-03-24,6422,398164,true
arcPj,2040-12-02,4739,459683,true
xuXJD,2081-06-13,8709,548667,true
LncVn,2037-02-21,3670,29360,false
DpLms,2114-07-21,9722,748594,false
ukbYT,2115-09-14,9689,125957,false
LUaMu,2061-10-08,2666,106640,false
HlQhV,2071-08-12,5881,64691,false
xqytA,2060-10-08,9177,376257,true
yRrjt,2021-10-31,6530,646470,false
qnaRz,2116-06-27,9984,868608,true
bLEdL,2080-12-06,6262,194122,false
nBWsX,2028-08-30,8005,256160,false
YEDdv,2112-01-04,9116,519612,false
Huqaw,2100-09-12,9207,506385,false
VEMDU,2097-03-25,3539,233574,true
ScRaF,2072-12-17,8030,457710,false
IkEWb,2038-04-05,8497,730742,true
yUAkF,2040-11-23,6525,561150,true
vmMwF,2115-04-29,3592,247848,true
CxgDi,2034-08-04,5311,302727,false
EiFLE,2121-06-29,2724,57204,true
vebAI,2086-05-18,5921,284208,false
hjmEW,2026-07-17,9130,639100,true
XwqDz,2102-11-01,7243,514253,false
oTQNK,2061-10-20,9088,136320,true
yfCFT,2120-03-12,4332,311904,false
sqipH,2033-01-20,6989,139780,true
vKHum,2059-12-26,3171,60249,true
GJYlu,2044-08-06,3565,64170,false
XsQNB,2030-04-21,2934,117360,true
XyNYW,2078-01-05,6634,132680,false
KfNPE,2120-07-06,8771,447321,false
zWLjt,2043-11-01,8279,215254,false
LBZOO,2116-01-04,9156,412020,true
jBUyx,2070-06-07,5350,251450,false
BkcIO,2090-10-04,5010,470940,true
npohD,2043-09-09,7595,546840,false
oHlSy,2082-07-18,6131,122620,false
ORjNJ,2069-10-23,2819,194511,true
nMeRc,2071-08-19,2011,183001,true
KPZsa,2029-10-28,8152,40760,false
HjFMY,2094-04-17,3601,90025,false
ZfISm,2119-12-14,7433,512877,false
xdQSe,2090-02-08,5040,176400,false
WZjPt,2069-12-25,2883,221991,false
uJKMn,2065-10-13,7012,308528,false
ycZWf,2027-06-26,6927,526452,false
jzDgS,2064-09-09,6649,498675,false
ThCjH,2080-09-06,5075,411075,true
LHQkS,2031-02-24,5563,300402,true
sEorK,2040-01-28,9587,95870,true
mlKgn,2119-02-03,9074,626106,false
wywHO,2085-11-02,7770,163170,false
YBGmN,2077-05-15,5802,237882,true
jBTfn,2080-03-01,9594,940212,true
NxHAX,2025-06-04,2397,93483,false
BtXrB,2084-01-22,8757,490392,false
SIGvq,2092-08-09,8757,648018,true
YUuxM,2036-01-06,6565,597415,false
lIxwY,2039-12-06,9565,430425,true
WRTEU,2063-12-07,8384,578496,false
aYZse,2072-11-09,9388,159596,false
uGymu,2115-10-23,3346,321216,true
bdVkY,2026-09-30,2294,103230,true
