StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
iRpPc,2081-06-09,4621,332712,true
CjhMA,2039-02-16,4886,434854,false
mwCWY,2042-03-02,2833,283300,true
BfPZz,2062-11-07,5227,182945,true
XAFCB,2074-12-12,8997,755748,true
hQLuY,2075-02-14,8326,333040,false
bKFVJ,2037-08-25,5849,280752,true
cCncM,2058-04-12,7145,564455,false
NmlOX,2115-01-14,8051,273734,true
Gmust,2070-07-14,6704,556432,true
Rxykd,2032-05-24,9963,169371,false
oWaGI,2083-11-27,3777,339930,true
RsycJ,2094-11-15,8469,660582,true
RLIcT,2042-08-21,8124,203100,true
xzYdQ,2104-02-16,2273,102285,true
vDyzg,2035-08-05,6988,531088,true
UlCVn,2113-02-22,2953,271676,true
FzEpU,2096-07-08,8077,331157,false
yBIot,2067-07-31,4679,364962,false
iyptw,2064-07-02,6886,75746,false
xutyH,2029-02-25,2232,13392,false
yJMiJ,2024-12-21,3130,159630,false
NDifr,2120-08-14,9392,713792,true
RLjJn,2082-04-12,5687,335533,true
ufPuW,2083-03-31,4253,255180,false
SLgwX,2060-10-04,8270,190210,false
NAEvs,2077-08-12,5413,525061,false
eABiL,2035-03-26,5844,403236,true
fQuLm,2048-12-11,7763,558936,true
ldnYd,2024-02-08,6486,227010,true
ltiCp,2027-09-19,9007,819637,false
HnpRj,2021-12-11,9671,319143,false
OTaJQ,2030-10-20,8646,69168,false
ISWmm,2062-09-06,2686,99382,true
DahmV,2104-05-04,7443,632655,false
nNdzJ,2095-12-08,5991,581127,true
blkyR,2084-09-30,9768,78144,false
WOYco,2056-07-04,6810,667380,true
pzkIS,2043-05-16,7308,365400,false
qeYBQ,2028-04-08,5796,336168,true
voZEK,2075-05-31,9202,386484,true
rpnBO,2026-07-02,6346,171342,true
ZVuTI,2068-09-07,5303,58333,false
BtlKJ,2099-06-11,4266,396738,false
RbQBt,2083-04-14,7878,244218,true
mZDVM,2052-05-08,7964,708796,true
SaNNh,2070-01-04,2293,59618,false
Ksnvj,2081-11-27,3989,327098,true
NlpJP,2114-05-14,7808,312320,false
qDBKc,2058-03-06,6123,61230,true
ELRhJ,2082-05-24,4568,287784,false
mZpJm,2029-10-14,2773,85963,true
Myijg,2076-07-12,5714,91424,true
HESXi,2112-04-03,3948,268464,false
zmKuF,2029-08-06,8042,691612,true
Zhwqx,2058-04-02,2319,127545,true
mrMBd,2068-01-18,9252,758664,true
gRnNs,2030-03-01,2998,218854,true
AEaYi,2080-01-10,8466,76194,false
auACm,2055-01-04,8570,128550,false
uxZcL,2099-10-07,9582,939036,false
LLHRI,2099-12-09,7295,714910,false
Gfuml,2062-05-09,9108,901692,true
xpWFE,2119-08-10,2520,42840,true
hzYwn,2030-04-08,9761,937056,true
asrDF,2028-06-18,4948,133596,false
WqXEo,2075-06-24,7974,382752,false
UzyND,2039-04-29,9026,695002,true
