StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
lTPEo,2027-09-03,7578,234918,false
sTXYe,2047-02-13,4737,317379,true
gsXOr,2069-02-19,9977,349195,false
YRwUE,2103-07-30,9196,367840,true
RHAuO,2030-07-11,3297,181335,false
INYMj,2099-08-15,7539,572964,true
qNgVE,2044-05-30,8037,168777,true
bPUCM,2108-12-05,9867,404547,false
NyHOc,2111-08-23,3418,146974,true
pwnlB,2113-06-20,4601,400287,true
jcBdh,2021-01-25,9955,189145,false
byOjC,2021-01-11,2022,163782,false
AaqJK,2114-04-24,7045,211350,true
tzcPa,2076-10-08,8197,811503,false
Hkqpu,2083-10-05,3451,203609,false
Iizvd,2040-03-12,9395,601280,true
RDqil,2061-01-27,5613,308715,true
uHVWC,2075-08-16,5654,548438,true
RJhmE,2057-12-12,7845,627600,true
XvqqP,2064-03-14,7648,726560,false
xWhJf,2062-09-11,3581,114592,false
yGLBj,2105-08-14,4101,229656,true
dNYXo,2098-08-12,8265,41325,true
synBh,2116-11-14,8292,796032,true
hgXTv,2089-12-30,6791,529698,true
QscgK,2025-02-18,2407,43326,true
uDZNS,2072-01-06,3761,176767,true
gYdPd,2051-04-03,2011,164902,false
swMcN,2109-05-13,8414,521668,true
huOCi,2048-09-27,9809,49045,false
XKpkB,2082-10-27,6050,344850,false
IQIoQ,2038-03-24,5583,234486,false
Pqibt,2075-04-12,2287,196682,false
QLYru,2096-11-17,9105,910500,false
prNjp,2051-10-13,8344,216944,true
ywDgw,2051-06-06,6345,456840,true
EOuGi,2113-04-05,8621,112073,false
qGCvQ,2059-04-26,6304,69344,false
IwMFG,2087-03-28,5559,50031,false
RNCWl,2046-10-15,6530,241610,false
iufYB,2087-10-29,2774,97090,false
anlBU,2089-07-06,8654,752898,false
SPPBt,2109-03-22,6977,279080,true
uDaMI,2036-10-21,5584,139600,false
abUtW,2054-01-04,9313,726414,false
bceYY,2049-05-01,4696,286456,false
yIpfP,2112-03-07,4994,349580,false
iapZh,2050-05-10,6096,176784,false
xqxiX,2083-09-20,2304,218880,false
GpVwe,2059-09-25,7130,627440,true
TfCjo,2048-04-11,6965,201985,true
uSIuL,2053-03-20,9074,45370,true
DKhMG,2121-01-09,2575,172525,true
UMzIr,2109-01-01,8273,512926,false
JEcPe,2023-07-01,8849,168131,false
dHOWb,2096-06-08,9347,934700,true
MTtET,2065-08-26,2666,77314,true
cDvSm,2055-02-21,2486,246114,false
YqlzQ,2086-06-25,3903,273210,true
TIIHZ,2053-06-17,7551,279387,true
tQEig,2072-12-10,5276,237420,false
zEpHg,2098-12-01,9380,750400,false
EJFNk,2087-02-03,4251,208299,false
AvbxV,2046-02-26,7521,263235,false
HpTWl,2033-03-04,3427,215901,false
QCjmN,2043-11-13,4352,21760,true
tzeZO,2040-02-15,2056,108968,true
Kwcjp,2088-09-22,6410,416650,false
pcROx,2023-11-14,4230,152280,false
gAMtd,2057-04-09,7386,716442,true
VjKsx,2086-11-03,4089,122670,false
svunt,2100-12-30,8059,80590,true
YuwRT,2104-05-17,7055,663170,false
hPeiL,2033-03-09,6763,223179,false
uadTG,2092-09-20,6439,412096,false
CcTQy,2060-05-18,4856,184528,false
MfVCP,2056-05-19,2958,156774,false
gfSXb,2080-11-24,6205,384710,false
GPemI,2030-01-09,5138,149002,true
LohWj,2031-01-26,6280,590320,true
AlHDZ,2038-07-16,8093,169953,true
rykeP,2107-12-11,2450,132300,true
hAfge,2104-02-28,4228,367836,false
HMraQ,2072-05-10,7396,636056,true
eRGZG,2082-04-02,8595,309420,true
BzeNi,2053-06-02,2858,20006,false
dnagi,2079-04-22,7240,557480,true
JIrDE,2051-02-20,6499,201469,true
hYddv,2099-12-13,4301,60214,true
NvIxY,2031-06-24,9538,782116,false
geUiu,2035-05-18,5776,479408,false
vFTOt,2071-10-26,5465,546500,false
rLEAw,2095-11-10,5897,489451,true
jTOEa,2022-11-11,2654,114122,true
UufKk,2086-10-01,2937,138039,false
NaMdF,2044-05-10,8437,615901,false
vGgMR,2041-07-21,7462,686504,false
pqzjt,2031-03-09,3606,266844,true
qoWVi,2032-12-23,4274,183782,false
EzcZR,2103-10-09,7933,182459,true
XdLFb,2096-02-24,8703,156654,false
WqIEX,2036-11-17,9249,924900,false
KsXVw,2031-08-08,2396,206056,false
pQOhV,2045-06-21,7775,660875,true
sQwdy,2074-04-19,7068,593712,true
jaMrl,2083-09-29,9097,100067,true
GRjmN,2106-04-01,9773,596153,false
emfQE,2067-08-25,3253,22771,true
wRGlS,2052-07-20,4773,76368,false
YxXHJ,2071-09-28,4822,28932,false
JHBjS,2079-04-13,7508,705752,true
vyoFP,2083-02-01,2051,100499,true
cIism,2035-02-05,5925,568800,false
OSbey,2068-05-21,6100,591700,false
RLQox,2081-11-30,7559,400627,false
DLXXM,2027-11-07,2424,104232,true
oFMyv,2087-09-23,9605,787610,true
FMBqm,2056-07-08,3173,22211,false
RNPtE,2094-10-20,9692,445832,false
zpakt,2120-04-05,7259,261324,false
NLIXr,2104-03-20,8950,563850,true
LWokn,2033-10-26,5162,113564,false
mEnMN,2063-07-12,4561,50171,false
jikCb,2048-02-08,5849,204715,true
hMhBO,2086-06-17,3014,217008,true
iPoPi,2030-09-23,4919,344330,true
dqwSi,2074-06-21,3045,210105,true
fQpRI,2111-11-06,6997,146937,false
PqbsG,2037-08-27,5267,337088,true
DTWMq,2071-01-14,8373,535872,true
gwbWS,2085-05-20,8458,439816,true
yaSLi,2080-10-01,9079,472108,false
NSXnP,2021-12-11,9829,176922,true
btuqq,2053-04-30,9980,499000,true
rGKjc,2095-05-04,9213,644910,false
AMajW,2116-09-05,6925,34625,true
zmeiH,2052-12-27,6428,379252,true
UodQV,2035-03-01,3261,68481,false
kFoXg,2031-12-05,7124,163852,true
aVuXr,2026-10-21,3650,120450,false
uCgMd,2105-08-27,7244,702668,false
hRuRL,2040-06-15,4086,326880,true
tBSGm,2105-01-05,5270,121210,false
QJNYu,2074-09-16,5037,100740,true
NUyOZ,2081-07-22,5745,499815,true
qSebG,2107-08-12,6192,241488,true
HXgiL,2076-05-30,3658,226796,false
dziKG,2102-06-23,7165,207785,true
xjIiO,2113-01-31,8718,418464,true
rpbLk,2059-03-22,2290,52670,true
DZcGC,2031-07-01,5107,331955,false
CRFfQ,2050-02-18,9984,758784,false
OiMKI,2032-05-06,7192,352408,true
BTAjc,2097-12-26,7463,320909,false
XXAjT,2077-09-15,3886,318652,false
