StoreCode,Date,TotalSales,TotalAmount,Is Vacation Day
PuWMA,2032-10-08,5688,136512,true
IXpTk,2102-05-12,7256,674808,false
soqBT,2104-05-07,6021,216756,false
UYTSr,2062-02-25,2347,164290,true
cfLcc,2065-01-18,7108,689476,false
LCmQP,2082-01-15,2295,71145,true
zQebo,2110-04-22,3839,253374,true
hWvFA,2095-04-03,6067,285149,true
tqpRp,2113-05-18,5007,405567,true
hUecU,2106-08-18,3280,16400,false
wyZhm,2039-05-19,9680,290400,true
EOVmQ,2063-11-08,9215,691125,true
wdJWS,2049-09-10,4437,35496,false
vVlLg,2104-05-30,6368,146464,false
dvYIP,2090-02-27,2970,95040,false
EYsXj,2051-05-23,5348,53480,false
IJRUx,2034-03-26,2165,110415,false
BQvxj,2062-08-24,7226,202328,false
MZeaV,2032-12-30,4830,449190,false
GdwjX,2031-12-29,8002,272068,true
XzDRI,2081-03-01,5644,95948,false
SfoCb,2080-09-09,4976,24880,true
XHZpl,2044-02-02,2287,176099,false
qhGWw,2022-07-30,4926,280782,false
EyAMJ,2084-11-11,6321,189630,true
cOkai,2073-08-30,3914,105678,true
ErNKN,2104-01-11,3099,247920,false
LUZXk,2116-02-23,8840,583440,true
LCbTC,2050-05-09,9796,362452,false
aFBqj,2093-07-27,9684,329256,false
LgLtU,2029-10-19,6913,629083,false
SVJuK,2028-02-14,9904,663568,false
VgqlC,2089-02-26,7188,115008,false
lNIwZ,2074-10-16,4737,37896,false
nrDwj,2030-07-04,2049,57372,false
mTYLg,2031-04-14,4418,415292,false
kZqaY,2041-12-19,3662,150142,false
biUrp,2119-09-04,9945,238680,true
dySwt,2070-04-25,8073,710424,false
nXTSo,2078-07-20,3703,277725,false
NYJYP,2073-01-26,9159,631971,true
TdqRz,2094-10-07,8963,134445,true
DLuNM,2118-07-23,3894,109032,false
iOdxH,2118-06-02,9780,684600,false
gKrAl,2099-03-25,5925,77025,true
qjOML,2052-10-31,8281,687323,true
vzFzF,2038-06-07,2271,86298,true
IedHV,2045-03-18,5632,399872,true
eZrvP,2103-10-13,5544,382536,false
iflfM,2046-11-24,7365,729135,true
ylIMC,2118-01-29,5716,348676,false
VMeqN,2065-12-31,2013,185196,false
AwOZr,2076-02-07,4757,375803,false
SiIRG,2045-02-16,6169,481182,true
KMQJh,2045-08-04,9826,894166,false
ZkYJi,2074-04-10,9430,396060,true
QivYi,2109-12-26,8764,315504,true
jdRdI,2037-08-03,4455,182655,true
dlRPu,2046-07-05,4907,343490,true
AEzua,2106-10-12,6441,128820,true
udeoO,2044-07-03,8566,839468,true
tIbkH,2047-01-05,5440,288320,true
jnckU,2110-12-28,5348,433188,false
UqKHU,2057-04-07,6595,580360,false
fvvzF,2078-04-13,2008,92368,false
ubBvJ,2043-06-24,5833,571634,true
jcBKP,2040-10-11,6144,208896,true
MZufH,2081-12-07,4512,203040,true
leBWA,2079-06-02,5650,559350,false
FZkIh,2091-05-12,9370,206140,false
QcxGX,2077-10-29,5976,430272,false
OYDFS,2058-12-31,7980,550620,false
CWpDO,2110-09-29,2934,61614,false
yMpVe,2110-08-23,8363,660677,false
NHPBK,2091-09-16,5776,560272,false
BTfXS,2035-06-10,7375,486750,true
GYwgd,2064-02-02,4691,248623,true
SJHSM,2108-08-05,8228,477224,false
eaOwZ,2120-08-15,2534,106428,true
GegCn,2063-11-27,8155,668710,true
CVdHm,2090-06-12,8998,386914,true
piDSU,2115-11-13,9291,418095,false
uHFdq,2022-04-14,6984,132696,true
VBvsZ,2053-06-12,5158,386850,true
OaonV,2106-10-06,2766,215748,false
WxCuC,2114-04-06,9582,910290,true
lrdmQ,2085-02-20,3178,101696,true
XDBOn,2053-07-07,7125,377625,true
zKiCg,2047-07-01,6295,107015,true
GhWjC,2084-12-28,5825,489300,true
rLgcW,2073-05-21,5978,65758,false
Kmhev,2066-08-16,8318,806846,false
JMnTL,2079-05-11,8126,178772,false
tygbv,2059-03-29,3509,108779,false
KSaTN,2086-12-27,9005,162090,false
kYhLY,2087-11-29,9508,389828,true
IQpeV,2068-02-17,8437,447161,true
SSGhM,2029-06-26,3486,247506,false
qMQqC,2037-10-05,7542,716490,false
iaKlv,2061-11-12,6760,479960,true
uTDfX,2081-01-23,3462,283884,false
EywWq,2027-09-02,4346,52152,false
YsTui,2073-12-30,5997,551724,false
KNCJS,2075-01-18,9114,282534,true
WuKsx,2043-04-27,2957,59140,true
ANVEy,2067-06-09,3593,201208,false
UWaYX,2042-08-31,4249,399406,false
ssYLB,2090-04-24,3123,199872,false
setOB,2058-12-03,9907,782653,true
hsrSA,2105-04-17,2368,134976,false
kqluk,2099-11-21,9388,628996,true
JYZuR,2121-06-24,2381,95240,false
STRTS,2027-05-10,3774,139638,false
qTePA,2082-11-08,6345,583740,true
mSMBw,2081-11-12,2623,170495,true
dDwYL,2029-08-28,5964,357840,false
Xgsru,2121-03-06,4868,194720,true
ZetEh,2103-09-16,4844,285796,true
vlvxB,2051-03-24,8022,64176,false
PGFlN,2118-06-24,8993,773398,false
hwJkd,2059-12-25,7186,603624,false
jtVyk,2058-10-30,4385,74545,false
rbgKb,2046-05-09,6506,624576,true
DUdIG,2085-03-26,4771,429390,false
GYZVK,2034-03-05,5524,342488,false
QliAf,2079-12-11,2836,224044,false
NlLfn,2100-06-15,7657,482391,false
tmKjH,2091-03-01,8122,333002,true
kqimz,2029-08-18,4322,315506,true
