StoreCode,Date,TotalSales,TotalAmount
iufYB,2078-08-04,4569,452331
anlBU,2108-11-04,6057,66627
SPPBt,2099-07-16,2384,128736
uDaMI,2035-05-11,4127,383811
abUtW,2037-08-09,2695,21560
bceYY,2027-04-10,8636,716788
yIpfP,2029-09-18,3300,112200
iapZh,2069-07-18,9328,680944
xqxiX,2086-01-01,9084,726720
GpVwe,2023-10-23,5160,330240
TfCjo,2055-11-24,9816,893256
uSIuL,2117-09-28,3744,63648
DKhMG,2070-10-31,9975,389025
UMzIr,2040-06-05,2242,13452
JEcPe,2025-10-12,5962,220594
dHOWb,2093-08-10,7216,187616
MTtET,2064-04-30,2671,32052
cDvSm,2111-07-26,2970,59400
YqlzQ,2069-05-26,7655,275580
TIIHZ,2079-11-12,3840,337920
tQEig,2042-09-19,4416,331200
zEpHg,2046-06-16,7895,710550
EJFNk,2077-10-25,8305,681010
AvbxV,2056-02-18,6031,42217
HpTWl,2062-02-14,4309,146506
QCjmN,2075-01-22,2431,162877
tzeZO,2106-01-28,8816,149872
Kwcjp,2030-10-13,7788,638616
pcROx,2074-02-09,3140,251200
gAMtd,2034-02-24,7513,187825
VjKsx,2074-02-12,2419,193520
svunt,2061-05-25,4085,363565
YuwRT,2104-03-02,4865,330820
hPeiL,2057-08-29,5105,45945
uadTG,2045-01-24,2069,105519
CcTQy,2079-03-05,8334,475038
MfVCP,2086-06-04,3892,245196
gfSXb,2102-11-10,8541,743067
GPemI,2081-04-11,8483,559878
LohWj,2092-10-01,3999,95976
AlHDZ,2109-01-27,7685,407305
rykeP,2059-08-20,5948,576956
hAfge,2045-04-28,7157,551089
HMraQ,2106-08-27,8031,289116
eRGZG,2099-04-26,6766,101490
BzeNi,2080-08-10,9378,600192
dnagi,2059-04-28,4407,136617
JIrDE,2048-11-06,2135,12810
hYddv,2103-09-26,3966,384702
NvIxY,2027-05-12,7844,345136
geUiu,2043-10-03,6147,405702
vFTOt,2094-08-04,6064,291072
rLEAw,2092-12-04,6807,258666
jTOEa,2067-07-31,4602,289926
UufKk,2078-10-10,7561,446099
NaMdF,2033-01-26,6515,221510
vGgMR,2107-09-05,2822,98770
pqzjt,2079-03-25,3529,310552
qoWVi,2090-08-06,3663,293040
EzcZR,2088-02-22,4437,288405
XdLFb,2074-05-14,8931,509067
