StoreCode,Date,TotalSales,TotalAmount
BvaxX,2031-02-27,6530,404860
WkQEr,2081-04-27,4598,114950
NEJMD,2053-03-31,5804,34824
iWElQ,2053-10-02,2572,149176
uBeRU,2040-06-05,9735,632775
IGvms,2122-07-08,7826,735644
QtidG,2073-02-24,5742,120582
QAbBt,2063-11-16,4019,401900
GlqCH,2090-01-28,9976,259376
clIpF,2090-12-11,2783,125235
hgYlA,2085-06-03,9622,933334
GXuAF,2056-12-23,9345,102795
aTYKa,2093-10-20,3982,258830
jDKYr,2066-03-04,9138,831558
HpDxV,2073-11-22,3314,265120
yKFQJ,2052-09-01,9562,640654
mYRzy,2087-04-17,5857,550558
YbrVf,2061-01-20,8427,530901
OnxjQ,2104-02-17,5534,27670
TSqRr,2115-03-21,2018,139242
NDtjR,2119-09-18,7791,662235
kPsmd,2033-07-30,4418,44180
GeMWZ,2065-05-22,7886,417958
Dgwbu,2025-02-03,7334,117344
RJOUN,2029-03-08,9295,334620
KOOGk,2044-01-05,6151,553590
etwzA,2029-04-09,6260,532100
gkJwL,2107-06-15,7649,397748
TkCEQ,2096-07-28,3950,264650
mfVba,2023-02-24,9660,96600
iVjoX,2065-06-10,4667,261352
xNjcJ,2037-03-21,9565,219995
GQUGT,2087-11-05,7678,399256
YaHYp,2033-07-14,5242,319762
XPLIp,2062-05-30,6267,532695
KhXqf,2085-04-18,7877,102401
nBQnc,2102-08-29,3730,33570
TbFwW,2066-11-05,9314,726492
kNhde,2044-05-16,5446,206948
dhFID,2030-04-26,3241,126399
EZiaQ,2118-10-29,8821,352840
sLFmF,2050-03-18,2086,185654
toqFu,2062-05-08,9152,64064
PdveO,2074-12-13,8767,753962
BzZTV,2025-07-22,9509,599067
khBfg,2084-08-30,2064,94944
Brbyo,2054-05-02,6923,311535
hxCJQ,2038-05-30,4309,77562
PXenY,2039-04-24,8290,298440
cwtDX,2093-09-10,8365,108745
eUPbR,2103-07-24,6756,168900
WmlnQ,2080-02-06,9202,864988
kOlaN,2098-07-20,5417,541700
yrQct,2096-02-23,6078,249198
WJdpA,2101-04-29,4268,145112
fXWVR,2024-06-19,2582,167830
NMxTB,2102-01-19,5561,483807
pUtri,2049-03-29,4557,337218
wnZIE,2023-09-15,5689,176359
TgYFa,2075-09-01,8658,432900
