StoreCode,Date,TotalSales,TotalAmount
CRFfQ,2106-08-30,5577,262119
OiMKI,2041-07-18,7264,690080
BTAjc,2119-01-11,6260,81380
XXAjT,2083-04-02,8034,249054
IsNDn,2121-04-27,8301,282234
QaUMN,2117-05-04,5096,244608
wurcK,2031-07-16,4321,172840
kpmEp,2036-09-02,7039,126702
iyUdi,2082-10-24,3434,103020
TUqOz,2054-12-22,6281,458513
TQhEH,2109-05-09,6878,495216
vNjvh,2086-07-29,6937,104055
nCpCR,2059-02-12,7194,460416
OisEW,2098-01-14,7754,186096
rzWpv,2095-02-20,2125,191250
raUeR,2029-11-02,4617,83106
Nmidn,2036-10-04,3380,283920
TFkna,2037-04-06,9616,865440
fwNoW,2074-12-14,9931,268137
Pfnjx,2115-04-29,6468,498036
gnIxY,2043-07-28,4616,133864
eQsqH,2101-10-10,3967,234053
ekYdJ,2118-12-05,7007,483483
UqncH,2089-01-24,4475,259550
bHvQY,2026-11-11,5144,411520
ooFMl,2080-12-09,3217,106161
BHMMR,2048-10-06,2797,215369
iNHre,2102-09-12,7459,656392
vneIJ,2072-05-25,8426,547690
LtozY,2057-11-11,6720,658560
rDduE,2108-08-05,2928,284016
yfBSp,2057-10-06,4130,210630
hlorh,2045-03-08,2577,247392
hFHEe,2098-09-08,4413,401583
ueVpT,2089-10-28,4445,208915
kARRM,2087-09-21,4717,160378
HeRgG,2088-05-24,8539,520879
KtVeF,2099-06-16,4610,382630
TYMCc,2035-02-14,9402,893190
rPlyx,2049-09-20,2122,176126
RwoJX,2065-11-08,7971,661593
RnfWE,2099-05-07,2451,151962
dLNJC,2095-07-17,4429,376465
wRVSD,2073-07-03,4040,254520
naVXO,2023-04-24,9026,72208
Vhrir,2094-12-30,3173,72979
xnqgV,2054-10-18,3028,175624
UAlSz,2102-12-04,3595,215700
soSos,2042-07-14,9740,623360
pBadJ,2088-12-09,7362,220860
DiAjh,2092-06-02,8290,116060
MGHhA,2123-12-17,5532,154896
rWKmx,2054-01-01,2547,94239
JuHHk,2051-12-12,7147,35735
gosJF,2102-07-15,7412,200124
wEXNf,2054-12-03,9613,519102
erENa,2031-06-06,8682,850836
KIYze,2038-01-03,7631,427336
ZITXO,2091-11-15,3734,306188
ukwKz,2112-01-27,9648,183312
fROpz,2062-02-22,9573,746694
SOpJC,2074-01-23,5603,201708
dEUJN,2118-03-26,5191,347797
SIymk,2099-11-08,4287,424413
dGlTK,2062-11-13,3050,164700
rKzml,2081-03-12,7312,446032
lbbAI,2038-03-17,2613,237783
DJjpR,2056-01-19,6705,73755
hejzM,2060-11-28,3759,120288
oZZEy,2092-02-04,8037,40185
HytDf,2062-12-11,4816,404544
ImKgR,2056-09-14,2004,102204
bzqhj,2094-04-16,7617,441786
JtNFm,2113-12-27,2824,53656
gIBGn,2072-02-08,2690,266310
BYHfs,2032-07-09,2646,148176
jSYfC,2062-04-22,9625,288750
XfDRz,2118-08-04,6604,158496
wuyow,2106-08-30,3314,112676
GhoWI,2109-05-19,7116,483888
LWALp,2101-05-25,6365,426455
kImZj,2101-12-19,2545,40720
xUZHW,2076-07-19,7930,531310
XHXCu,2072-12-04,7842,297996
LrRYP,2047-08-18,7083,254988
ZTCzx,2056-10-08,8975,538500
GaflA,2058-04-26,9888,761376
xXQVx,2095-12-13,4160,212160
yoPMM,2094-04-21,2031,190914
fnifp,2080-05-12,9894,49470
UBiHD,2072-08-25,2992,143616
pHkIy,2051-08-31,4097,57358
hAamr,2023-12-09,8323,507703
NGGPn,2076-07-15,3189,258309
PieYt,2064-03-21,4364,401488
BBviV,2083-02-11,5078,96482
WGIMR,2064-01-03,8743,690697
Fcoqj,2025-06-15,5382,425178
zxbcV,2065-01-12,9287,612942
aqXjv,2037-02-14,8547,299145
HwABJ,2103-02-02,9917,595020
pwxsm,2050-09-18,7668,674784
AxKjw,2098-08-21,3209,314482
KhQou,2037-03-20,2633,258034
FVLXv,2045-11-09,5234,240764
LzYQM,2067-01-29,4923,123075
eiFNn,2043-05-31,5253,478023
HTneU,2027-10-25,4737,388434
woWTU,2107-03-27,4568,150744
afDKH,2083-03-12,3729,201366
fXnQd,2111-10-02,8226,789696
nDWOq,2030-09-07,3170,177520
mgRkA,2072-09-22,2071,20710
rwALY,2067-12-22,2985,277605
bGjFI,2023-09-28,4294,231876
OjAxV,2074-06-29,3078,252396
pliSK,2113-05-26,5732,556004
dkzSF,2024-03-09,2655,103545
MuwFP,2053-12-15,2114,33824
cfFWu,2066-06-25,3538,198128
xfVbw,2078-04-10,2039,142730
xBRCe,2067-08-15,6796,101940
AiXGp,2059-12-05,3199,54383
COxZZ,2087-10-14,6234,81042
DgDLy,2031-02-22,4452,258216
yqSqM,2084-05-02,8141,203525
KuELV,2102-05-31,9331,503874
LQmGM,2051-04-08,4147,269555
gMrrU,2100-11-08,8534,597380
yYKlJ,2041-07-23,6684,601560
vlExD,2100-06-26,7973,486353
