StoreCode,Date,TotalSales,TotalAmount
gMrrU,2105-07-23,2291,199317
yYKlJ,2041-10-08,5415,276165
vlExD,2112-02-18,8823,767601
unHPa,2080-07-12,3866,224228
Ijovy,2097-09-20,2453,235488
jPInm,2092-12-18,2900,234900
gkiUJ,2106-12-03,9119,455950
cSwhe,2073-10-15,3886,31088
zKGLk,2085-11-17,2404,72120
HRRep,2046-05-24,6180,494400
cAurE,2104-04-02,6844,417484
YhtWY,2079-03-13,9618,596316
eSItw,2032-02-12,6359,578669
flkSX,2052-01-22,3361,114274
ltOdM,2103-09-17,9096,518472
iwuQa,2070-02-03,9742,847554
KcZRO,2120-12-27,6890,558090
yGEPn,2036-10-24,3655,40205
ZPCiI,2057-08-26,2899,173940
clyey,2025-11-14,7119,99666
ptuHY,2081-06-06,9099,482247
DSLiG,2034-06-19,7832,571736
tkjTV,2038-02-15,9047,334739
jpOue,2045-05-01,8507,204168
gHtBk,2047-12-10,2948,250580
HaQbW,2082-12-02,7025,674400
lPFrF,2067-01-17,5314,271014
zNqnr,2056-02-26,2321,225137
oSLEf,2098-08-09,4024,402400
XOeGK,2029-12-29,6686,60174
MkhmR,2097-08-22,3656,73120
HDFVh,2069-11-07,3986,131538
bZNrv,2085-04-28,5722,572200
qqMRa,2085-07-19,7871,220388
yuPlp,2108-02-17,9826,884340
EgDVY,2105-06-29,5508,363528
oJRnH,2087-04-14,5417,195012
Ulvwf,2115-07-29,8941,563283
Zdkte,2087-11-28,8725,200675
vuCOP,2043-05-25,7116,590628
kLAcH,2119-12-15,7637,389487
XGhbO,2039-08-22,3667,220020
XQaHJ,2089-09-18,4985,74775
xHllz,2043-10-28,2339,168408
XEmIJ,2104-08-31,6754,270160
orpMr,2047-05-02,2044,186004
jyrvB,2103-11-01,6651,146322
DiWdM,2043-04-17,3022,148078
pJbdt,2085-10-02,2419,166911
aQesR,2063-03-30,7369,66321
yaVEF,2061-12-28,4285,218535
NRoJG,2038-01-19,8165,783840
aTfZz,2105-07-08,5969,179070
oWLEE,2109-11-13,7054,648968
yutoT,2101-11-08,5469,464865
dGvdC,2028-01-28,9972,977256
AYYHE,2065-04-04,9335,765470
Pqphe,2030-01-06,9364,852124
VZEKW,2049-09-27,9224,101464
WRVNv,2112-04-26,6794,305730
iHfaD,2051-08-26,5564,172484
alDAd,2052-07-30,8220,772680
flZxQ,2076-07-26,8403,789882
NoAhW,2027-11-10,7842,548940
MRUez,2087-12-10,3939,86658
jqVSB,2042-07-25,5986,47888
aEZLq,2043-08-31,9524,638108
jFHnp,2040-03-18,2381,150003
niuao,2052-03-04,4265,110890
uxoTY,2036-06-18,6695,629330
QfxWo,2052-10-01,5972,173188
AgdDr,2122-10-10,2615,146440
zDqyD,2088-01-26,2365,21285
DQdfx,2043-01-07,4985,229310
GrqPo,2107-06-26,5220,328860
eSTsG,2060-04-28,7347,323268
oqAWv,2036-01-11,2664,234432
TbVIw,2024-10-24,2438,212106
FCIWC,2097-02-07,3559,263366
wAqsT,2031-07-07,7869,487878
UmHsj,2075-03-22,6301,365458
aOMVv,2099-12-19,2671,29381
DgKsH,2061-12-03,9271,556260
XAQvR,2025-07-18,2070,107640
VMttA,2091-05-20,7126,648466
RMmcx,2033-09-18,3755,262850
fGpJo,2031-12-02,7952,469168
gQLfK,2035-01-24,9662,367156
NwOBS,2043-08-21,9313,400459
vpVkm,2093-01-09,4164,303972
BvaxX,2098-11-05,8736,244608
WkQEr,2031-06-15,7094,212820
NEJMD,2078-05-12,9150,841800
iWElQ,2024-03-13,6648,285864
uBeRU,2032-06-22,3241,35651
IGvms,2072-04-17,6471,207072
QtidG,2028-03-15,7352,492584
QAbBt,2025-01-10,8588,652688
GlqCH,2081-01-16,2578,64450
clIpF,2030-05-27,2984,92504
hgYlA,2079-09-19,7560,166320
GXuAF,2054-01-06,3218,67578
aTYKa,2112-04-27,5072,167376
jDKYr,2040-11-25,9652,801116
HpDxV,2054-07-13,4283,77094
yKFQJ,2042-02-06,7552,687232
mYRzy,2024-02-17,2078,54028
YbrVf,2079-11-24,9628,914660
OnxjQ,2050-06-12,6672,300240
TSqRr,2093-03-17,6936,617304
NDtjR,2100-03-04,7119,647829
kPsmd,2085-01-29,5417,281684
GeMWZ,2121-08-13,6500,91000
Dgwbu,2076-09-27,6016,162432
RJOUN,2107-12-23,4953,307086
KOOGk,2079-11-18,5823,483309
etwzA,2057-03-17,7902,173844
gkJwL,2101-10-27,7133,114128
TkCEQ,2103-04-13,4741,113784
mfVba,2044-08-27,2639,174174
iVjoX,2088-04-28,2218,44360
xNjcJ,2118-09-21,6395,268590
GQUGT,2026-03-28,3284,26272
YaHYp,2100-03-04,9077,108924
XPLIp,2054-09-30,8506,493348
KhXqf,2068-10-08,8611,852489
nBQnc,2033-11-18,2527,123823
TbFwW,2036-06-02,4500,414000
kNhde,2093-04-19,9093,909300
dhFID,2118-08-14,9348,271092
EZiaQ,2105-08-28,3563,349174
sLFmF,2084-07-10,6776,542080
toqFu,2036-02-17,3559,113888
PdveO,2111-10-12,3007,27063
BzZTV,2063-02-03,7592,668096
khBfg,2038-01-27,9986,549230
Brbyo,2094-01-29,7493,329692
hxCJQ,2030-07-05,5894,335958
PXenY,2035-11-03,6096,524256
cwtDX,2052-08-13,8075,678300
eUPbR,2087-11-15,9256,694200
WmlnQ,2042-10-27,4426,88520
kOlaN,2058-09-30,3950,331800
yrQct,2055-08-20,9733,574247
WJdpA,2091-06-23,9062,108744
fXWVR,2117-07-07,2916,163296
NMxTB,2084-03-06,5692,358596
pUtri,2114-01-02,5508,363528
wnZIE,2099-01-01,3645,295245
TgYFa,2082-08-24,6065,509460
aNprq,2089-10-17,6615,601965
FLcJk,2119-04-11,7038,647496
DsvRZ,2049-06-27,9034,108408
MUHIO,2077-12-06,5445,81675
PnQku,2048-04-23,6109,323777
auapI,2059-03-04,7602,402906
OgydP,2089-01-27,6407,525374
zFXxM,2092-03-10,8929,98219
zQzLp,2123-09-29,9216,552960
FIAJK,2071-12-02,9686,639276
fhhcY,2118-11-03,6861,473409
zghcv,2057-06-19,7601,676489
KIJls,2053-05-04,2160,56160
wdpvP,2123-06-16,2726,188094
fFXEw,2083-09-06,6690,167250
qYLhG,2100-08-15,2160,140400
VuEHV,2055-04-07,8418,328302
GlgRx,2108-12-09,7221,649890
nvdSW,2057-01-29,9152,155584
kOoCc,2059-02-02,4771,42939
UbVdI,2081-09-15,2181,39258
NssPe,2094-09-29,7236,123012
xFuoR,2036-12-10,5140,498580
DTMgX,2103-11-16,9149,750218
mlJlb,2107-05-20,8935,723735
ymBoG,2053-04-20,6031,410108
IaTIL,2080-08-28,5710,57100
RDRbk,2026-06-11,5470,71110
PEdzJ,2115-07-24,6462,413568
uvYKG,2058-06-30,7090,418310
kaKpY,2030-05-18,6350,209550
SeXAD,2039-07-25,8744,410968
QMmbL,2034-12-21,4869,34083
AGZKo,2039-11-17,8209,615675
TScRb,2113-09-27,2854,282546
KGAMJ,2116-11-26,2412,14472
JViUc,2058-10-20,6104,201432
KAhnw,2051-12-13,2100,119700
xhPHG,2042-07-08,8305,822195
ZSErb,2099-07-04,5854,368802
PuWMA,2067-08-04,7578,522882
IXpTk,2032-03-28,3571,135698
soqBT,2116-03-30,4255,157435
UYTSr,2091-01-24,5683,28415
cfLcc,2123-04-04,4749,413163
LCmQP,2121-12-23,5760,483840
zQebo,2027-11-19,8741,183561
hWvFA,2065-10-01,3127,231398
tqpRp,2052-02-27,9057,597762
hUecU,2074-08-30,5113,429492
wyZhm,2030-11-07,8992,683392
EOVmQ,2031-11-13,6257,625700
wdJWS,2034-06-19,7409,496403
vVlLg,2064-11-09,8807,757402
dvYIP,2042-09-27,8222,756424
EYsXj,2062-11-24,5507,291871
IJRUx,2034-11-04,2058,72030
BQvxj,2029-06-02,5938,528482
MZeaV,2029-05-23,9079,771715
GdwjX,2123-09-21,2125,59500
XzDRI,2040-10-20,8061,137037
SfoCb,2076-05-24,6461,51688
XHZpl,2079-03-29,3516,137124
qhGWw,2038-01-29,3178,101696
EyAMJ,2049-01-26,3234,87318
cOkai,2107-11-16,4048,40480
ErNKN,2048-09-28,2174,115222
LUZXk,2069-07-19,8060,806000
LCbTC,2102-02-04,5046,216978
aFBqj,2101-11-20,2884,103824
LgLtU,2043-10-15,5318,53180
SVJuK,2065-06-21,7652,665724
VgqlC,2045-12-01,2014,189316
lNIwZ,2070-12-05,6606,541692
nrDwj,2099-08-27,4130,45430
mTYLg,2061-10-20,7785,171270
kZqaY,2031-07-10,6131,263633
biUrp,2034-07-13,2541,60984
dySwt,2032-08-01,9919,109109
nXTSo,2096-10-17,3508,185924
NYJYP,2033-10-13,4962,466428
TdqRz,2104-10-30,2024,165968
DLuNM,2119-01-15,7299,357651
iOdxH,2122-11-10,2147,113791
gKrAl,2102-04-18,9631,876421
qjOML,2067-03-06,3161,50576
vzFzF,2119-05-19,5686,45488
IedHV,2115-11-30,3920,215600
eZrvP,2048-04-08,5865,164220
iflfM,2064-09-04,4444,235532
ylIMC,2106-08-25,8579,94369
VMeqN,2115-03-18,6388,178864
AwOZr,2116-01-02,9728,340480
SiIRG,2033-02-25,4207,222971
KMQJh,2106-07-23,9926,466522
ZkYJi,2083-08-12,7466,507688
QivYi,2073-10-19,8336,441808
