StoreCode,Date,TotalSales,TotalAmount
LtozY,2028-08-03,6507,78084
rDduE,2081-10-04,2671,120195
yfBSp,2070-02-22,8402,436904
hlorh,2072-09-18,8138,610350
hFHEe,2076-05-05,5966,256538
ueVpT,2050-08-16,5287,269637
kARRM,2068-03-12,7963,183149
HeRgG,2084-08-13,7306,606398
KtVeF,2051-07-13,7531,75310
TYMCc,2072-04-16,2004,74148
rPlyx,2075-11-13,9068,262972
RwoJX,2039-01-19,7431,104034
RnfWE,2070-11-11,2453,142274
dLNJC,2107-10-29,7448,275576
wRVSD,2060-10-29,4824,236376
naVXO,2050-09-12,8116,235364
Vhrir,2051-10-14,4451,155785
xnqgV,2086-02-27,9611,538216
UAlSz,2118-08-27,4548,72768
soSos,2046-03-19,2555,94535
pBadJ,2081-01-31,5402,313316
DiAjh,2101-03-17,3163,287833
MGHhA,2042-10-28,2154,204630
rWKmx,2115-02-21,3482,295970
JuHHk,2123-03-10,7312,277856
gosJF,2069-05-27,2551,91836
wEXNf,2120-04-14,4115,111105
erENa,2108-09-20,9051,461601
KIYze,2057-08-20,2832,186912
ZITXO,2055-09-26,9197,901306
ukwKz,2064-09-24,5934,243294
fROpz,2100-03-06,4823,226681
SOpJC,2087-07-28,9936,89424
dEUJN,2104-01-28,4196,96508
SIymk,2085-07-12,7474,67266
dGlTK,2047-03-05,9261,46305
rKzml,2099-05-16,2669,122774
lbbAI,2080-08-07,6495,584550
DJjpR,2088-07-29,4427,433846
hejzM,2048-02-20,9403,56418
oZZEy,2114-08-11,7478,717888
HytDf,2108-06-11,2672,256512
ImKgR,2043-12-05,8262,99144
bzqhj,2111-08-21,2139,44919
JtNFm,2107-01-06,4310,159470
gIBGn,2056-09-09,7948,294076
BYHfs,2032-06-12,7547,256598
jSYfC,2044-06-28,4451,289315
XfDRz,2097-12-04,5972,179160
wuyow,2100-09-13,4796,187044
GhoWI,2115-09-27,2670,37380
LWALp,2102-01-15,4345,182490
kImZj,2051-12-16,9159,174021
xUZHW,2065-11-30,5229,371259
XHXCu,2075-01-17,2576,149408
LrRYP,2053-05-04,6464,497728
ZTCzx,2056-01-05,4553,50083
GaflA,2087-04-25,8190,663390
xXQVx,2023-11-16,4722,193602
yoPMM,2054-12-23,2900,211700
fnifp,2115-11-20,9587,249262
UBiHD,2084-10-21,9993,449685
pHkIy,2101-07-11,5016,60192
hAamr,2095-05-12,3865,320795
NGGPn,2058-04-20,8771,456092
PieYt,2062-02-22,2001,88044
BBviV,2080-05-25,7286,553736
WGIMR,2085-12-07,7581,83391
Fcoqj,2063-01-24,9410,94100
zxbcV,2118-11-11,5352,412104
aqXjv,2031-06-18,7340,653260
HwABJ,2029-06-22,4197,390321
pwxsm,2088-10-31,4543,349811
AxKjw,2076-03-30,3949,232991
KhQou,2038-06-27,9742,964458
FVLXv,2031-10-05,9513,694449
LzYQM,2048-09-01,5353,214120
eiFNn,2028-06-11,6102,73224
HTneU,2114-11-09,2922,262980
woWTU,2082-07-16,3388,301532
afDKH,2055-01-03,6180,463500
fXnQd,2062-10-12,7139,107085
nDWOq,2090-05-31,6802,68020
mgRkA,2111-12-24,8826,626646
rwALY,2032-04-02,6924,76164
bGjFI,2096-12-07,9784,772936
OjAxV,2096-12-23,3840,341760
pliSK,2118-08-20,7467,395751
dkzSF,2054-02-05,4311,349191
MuwFP,2122-07-20,8421,421050
cfFWu,2085-12-30,5463,300465
xfVbw,2095-04-10,2271,99924
xBRCe,2123-11-03,9983,688827
AiXGp,2080-02-26,5829,466320
COxZZ,2071-09-01,2223,191178
DgDLy,2066-06-24,6727,544887
yqSqM,2050-10-18,4149,307026
KuELV,2037-04-09,5795,237595
LQmGM,2034-03-04,5437,168547
gMrrU,2087-08-02,4163,403811
yYKlJ,2100-12-31,3731,41041
vlExD,2123-08-21,6006,282282
unHPa,2082-07-27,3226,319374
Ijovy,2091-09-06,6136,325208
jPInm,2027-02-23,6735,154905
gkiUJ,2113-09-01,4073,146628
cSwhe,2088-07-10,7152,472032
zKGLk,2074-09-15,3092,278280
HRRep,2069-05-17,6415,416975
cAurE,2037-01-26,3026,184586
YhtWY,2060-11-03,5105,306300
eSItw,2049-08-09,3198,207870
flkSX,2035-10-01,3776,117056
ltOdM,2115-08-12,8221,189083
iwuQa,2079-12-26,9202,423292
KcZRO,2075-09-23,8618,293012
yGEPn,2119-09-12,9307,241982
ZPCiI,2050-05-02,6328,563192
clyey,2024-02-08,5344,48096
ptuHY,2062-06-12,7304,671968
DSLiG,2105-09-22,2751,123795
tkjTV,2047-05-12,5231,172623
jpOue,2111-03-23,9432,424440
gHtBk,2054-10-14,3624,61608
HaQbW,2037-06-12,9527,485877
lPFrF,2108-02-09,7479,508572
zNqnr,2045-06-07,4037,60555
oSLEf,2059-09-03,7449,134082
XOeGK,2026-12-06,9137,868015
MkhmR,2035-02-06,3314,169014
HDFVh,2058-08-17,6322,69542
bZNrv,2066-07-01,5899,377536
qqMRa,2053-05-17,7779,186696
yuPlp,2069-04-25,7899,655617
EgDVY,2117-07-04,9246,804402
oJRnH,2043-12-21,3994,243634
Ulvwf,2054-11-08,2289,222033
Zdkte,2036-03-04,5050,202000
vuCOP,2055-03-23,8562,625026
kLAcH,2069-12-08,4770,238500
XGhbO,2030-02-11,5591,89456
XQaHJ,2094-03-24,3400,275400
xHllz,2086-11-07,8638,492366
XEmIJ,2025-10-17,5194,36358
orpMr,2034-10-16,9549,553842
jyrvB,2036-10-10,7632,526608
DiWdM,2032-02-28,4309,241304
pJbdt,2095-10-04,4964,476544
aQesR,2098-01-09,9331,457219
yaVEF,2109-02-15,3605,183855
NRoJG,2035-08-23,5467,273350
aTfZz,2071-10-07,3819,183312
oWLEE,2112-10-23,5516,126868
yutoT,2036-12-27,7408,459296
dGvdC,2056-12-10,3351,164199
AYYHE,2034-11-08,7096,560584
Pqphe,2089-03-18,9909,881901
VZEKW,2042-02-10,6260,519580
WRVNv,2061-03-12,5407,362269
iHfaD,2070-04-16,4877,263358
alDAd,2106-07-04,7257,478962
flZxQ,2029-11-26,8249,602177
NoAhW,2100-07-31,9689,242225
MRUez,2068-03-29,4105,279140
jqVSB,2069-05-16,2088,179568
aEZLq,2082-06-01,3656,65808
jFHnp,2116-11-02,8905,142480
niuao,2056-03-19,2830,223570
uxoTY,2107-08-14,4821,159093
QfxWo,2025-03-28,2523,52983
AgdDr,2046-09-11,6164,141772
zDqyD,2055-04-18,7088,340224
DQdfx,2083-05-03,6803,34015
GrqPo,2032-07-14,3576,150192
eSTsG,2086-07-20,2630,110460
oqAWv,2053-08-02,7627,68643
TbVIw,2059-03-21,9373,731094
FCIWC,2061-05-26,9502,893188
wAqsT,2082-04-04,8113,762622
UmHsj,2102-11-10,5527,359255
aOMVv,2112-09-15,7004,630360
DgKsH,2119-04-19,7737,324954
XAQvR,2072-07-07,7056,84672
VMttA,2062-09-27,3691,95966
RMmcx,2072-05-16,6282,584226
fGpJo,2114-09-01,2402,28824
gQLfK,2123-04-06,3619,275044
NwOBS,2059-08-14,5695,68340
vpVkm,2078-11-18,3715,330635
BvaxX,2036-03-01,4514,397232
WkQEr,2035-10-13,5700,302100
NEJMD,2122-03-10,7440,223200
iWElQ,2074-06-08,7060,628340
uBeRU,2063-05-28,3100,223200
IGvms,2029-05-30,9897,376086
QtidG,2024-10-29,8523,809685
QAbBt,2109-11-26,7428,735372
GlqCH,2108-06-16,8600,352600
clIpF,2072-01-28,7992,295704
hgYlA,2029-04-16,3979,135286
GXuAF,2123-02-02,3169,41197
aTYKa,2085-11-11,8479,406992
jDKYr,2049-08-15,6867,391419
HpDxV,2074-12-14,9607,384280
yKFQJ,2033-04-16,6659,459471
mYRzy,2079-11-24,6051,139173
YbrVf,2061-11-16,5983,71796
OnxjQ,2046-01-25,4224,266112
TSqRr,2035-04-21,6295,220325
NDtjR,2092-06-30,2463,162558
kPsmd,2051-03-19,4137,281316
GeMWZ,2048-04-06,9368,730704
Dgwbu,2113-02-26,2365,56760
RJOUN,2108-08-14,7897,110558
KOOGk,2112-10-28,5211,177174
etwzA,2112-09-14,9005,342190
gkJwL,2107-06-22,6058,551278
TkCEQ,2079-07-13,6794,428022
mfVba,2114-09-26,9533,581513
iVjoX,2122-11-25,4738,118450
xNjcJ,2096-10-09,7956,445536
GQUGT,2052-10-12,5393,474584
YaHYp,2033-07-06,9880,721240
XPLIp,2037-05-06,2116,95220
KhXqf,2074-04-23,6094,335170
nBQnc,2088-11-06,4032,358848
TbFwW,2087-05-12,7012,196336
kNhde,2057-04-22,6538,294210
dhFID,2110-09-23,5492,532724
EZiaQ,2078-09-04,2710,271000
sLFmF,2083-02-25,8128,430784
toqFu,2030-06-06,7535,361680
PdveO,2035-11-25,9656,675920
BzZTV,2115-07-08,8899,756415
khBfg,2104-07-29,7322,710234
Brbyo,2081-12-26,3203,304285
hxCJQ,2120-01-21,4622,300430
PXenY,2098-11-01,8578,694818
cwtDX,2023-08-09,2726,16356
eUPbR,2095-08-18,6755,236425
WmlnQ,2104-12-16,9452,245752
kOlaN,2088-05-04,9253,342361
yrQct,2112-03-11,6464,452480
WJdpA,2035-01-23,4396,408828
fXWVR,2074-07-27,5646,400866
NMxTB,2115-12-24,7458,261030
pUtri,2063-10-20,2848,51264
wnZIE,2045-10-07,5356,407056
TgYFa,2062-06-04,5948,576956
aNprq,2108-02-05,7669,283753
FLcJk,2064-05-06,4357,217850
DsvRZ,2083-09-06,4081,253022
MUHIO,2077-12-24,7363,169349
PnQku,2063-03-07,2312,18496
auapI,2074-05-23,8442,464310
OgydP,2111-12-26,3781,272232
zFXxM,2105-08-20,9426,886044
zQzLp,2101-06-11,3821,26747
FIAJK,2093-12-03,5741,493726
fhhcY,2043-08-30,2919,90489
zghcv,2053-07-21,5297,217177
KIJls,2122-12-01,8150,472700
wdpvP,2028-04-18,6986,461076
fFXEw,2069-04-24,8044,337848
qYLhG,2044-09-14,5972,328460
VuEHV,2092-07-05,2294,165168
GlgRx,2104-09-02,6622,410564
nvdSW,2079-10-10,2264,190176
kOoCc,2071-09-01,7975,550275
UbVdI,2026-03-14,9445,377800
NssPe,2102-09-07,7903,316120
xFuoR,2060-08-16,7253,456939
DTMgX,2095-08-01,9439,368121
mlJlb,2060-02-10,3427,263879
ymBoG,2026-02-27,8915,160470
IaTIL,2057-12-13,4284,85680
RDRbk,2032-11-07,7453,685676
PEdzJ,2066-05-17,5073,76095
uvYKG,2050-12-25,5557,472345
kaKpY,2113-02-27,6243,368337
SeXAD,2121-04-15,2506,215516
QMmbL,2038-01-24,3034,273060
AGZKo,2073-11-13,3837,46044
TScRb,2118-10-01,8231,510322
KGAMJ,2094-03-21,5330,389090
JViUc,2116-08-12,2758,217882
KAhnw,2072-11-05,9150,549000
xhPHG,2041-10-24,8476,695032
ZSErb,2102-10-13,9342,252234
PuWMA,2051-09-26,4283,286961
IXpTk,2079-12-16,5704,119784
soqBT,2070-02-20,9311,335196
