StoreCode,Date,TotalSales,TotalAmount
TfCjo,2086-03-25,4757,418616
uSIuL,2043-03-18,8127,495747
DKhMG,2091-02-14,8471,609912
UMzIr,2076-04-26,3823,122336
JEcPe,2082-03-27,9753,916782
dHOWb,2056-08-13,5648,141200
MTtET,2042-02-21,8561,642075
cDvSm,2073-12-29,4425,336300
YqlzQ,2027-12-13,3243,123234
TIIHZ,2050-09-21,4977,233919
tQEig,2055-10-30,8267,314146
zEpHg,2106-10-07,9234,794124
EJFNk,2076-02-08,5943,160461
AvbxV,2094-01-03,2225,24475
HpTWl,2078-04-06,7789,545230
QCjmN,2079-09-18,2490,164340
tzeZO,2049-08-11,7475,612950
Kwcjp,2028-09-12,3124,168696
pcROx,2069-07-14,4346,147764
gAMtd,2042-01-24,4720,118000
VjKsx,2109-06-05,4195,276870
svunt,2052-03-14,7885,551950
YuwRT,2047-11-14,8086,614536
hPeiL,2122-02-15,3060,226440
uadTG,2090-08-04,9962,667454
CcTQy,2091-05-30,6421,276103
MfVCP,2100-02-02,9880,652080
gfSXb,2024-01-05,4487,103201
GPemI,2062-09-08,6290,220150
LohWj,2103-12-29,6112,213920
AlHDZ,2109-03-13,4581,426033
rykeP,2071-03-06,6225,80925
hAfge,2111-04-18,3997,399700
HMraQ,2059-07-15,2186,159578
eRGZG,2123-07-25,8398,487084
BzeNi,2103-08-30,7518,706692
dnagi,2053-11-24,6886,337414
JIrDE,2121-09-02,4951,168334
hYddv,2078-07-03,5292,222264
NvIxY,2117-01-18,4137,82740
geUiu,2122-08-31,5546,549054
vFTOt,2121-03-25,6189,284694
rLEAw,2117-10-06,8008,400400
jTOEa,2113-02-07,7744,549824
UufKk,2114-03-17,3342,187152
NaMdF,2046-02-24,2098,12588
vGgMR,2090-09-14,3914,230926
pqzjt,2047-05-20,5057,176995
qoWVi,2079-05-24,4882,414970
EzcZR,2045-08-31,6492,305124
XdLFb,2078-05-22,3175,314325
WqIEX,2108-02-14,3169,95070
KsXVw,2066-03-21,5742,292842
pQOhV,2106-01-15,6854,397532
