StoreCode,Date,TotalSales,TotalAmount
NRoJG,2063-01-07,5239,214799
aTfZz,2077-07-11,7294,72940
oWLEE,2085-07-22,9641,57846
yutoT,2035-03-13,2353,117650
dGvdC,2029-06-22,4115,144025
AYYHE,2037-10-30,7769,543830
Pqphe,2098-08-18,7812,742140
VZEKW,2081-04-04,7348,426184
WRVNv,2076-05-13,7927,396350
iHfaD,2054-03-24,9818,461446
alDAd,2031-12-21,8438,151884
flZxQ,2121-08-09,5020,286140
NoAhW,2077-10-16,6805,156515
MRUez,2063-02-15,7285,509950
jqVSB,2061-10-05,9848,98480
aEZLq,2058-11-10,4065,60975
jFHnp,2061-01-14,9063,99693
niuao,2093-07-25,9587,373893
uxoTY,2034-04-26,6065,588305
QfxWo,2024-03-09,2972,26748
AgdDr,2035-05-06,6139,30695
zDqyD,2029-05-06,6669,66690
DQdfx,2055-03-24,6258,56322
GrqPo,2062-05-28,6716,631304
eSTsG,2045-05-28,4666,60658
oqAWv,2108-03-21,4880,209840
TbVIw,2053-08-20,2644,15864
FCIWC,2123-12-10,2485,42245
wAqsT,2039-05-27,6511,520880
UmHsj,2068-06-03,2753,176192
aOMVv,2118-06-30,5901,513387
DgKsH,2093-11-11,6117,318084
XAQvR,2119-08-21,7666,76660
VMttA,2118-09-17,7397,562172
RMmcx,2115-08-27,2436,224112
fGpJo,2085-06-19,4792,282728
gQLfK,2036-11-29,2104,52600
NwOBS,2041-09-27,4029,386784
vpVkm,2080-02-03,2870,232470
BvaxX,2075-01-11,7427,586733
WkQEr,2025-04-22,9504,503712
NEJMD,2029-05-08,3516,316440
iWElQ,2088-10-16,2587,191438
uBeRU,2028-06-03,5670,243810
IGvms,2025-07-09,5060,268180
QtidG,2071-07-06,2110,124490
QAbBt,2061-07-10,7748,286676
GlqCH,2122-03-04,4062,93426
clIpF,2111-10-11,3199,89572
hgYlA,2071-02-16,9812,206052
GXuAF,2075-08-05,4143,310725
aTYKa,2080-03-27,6318,138996
jDKYr,2067-08-27,3263,199043
HpDxV,2047-02-12,3582,279396
yKFQJ,2076-11-15,9515,913440
mYRzy,2117-09-13,5301,121923
YbrVf,2070-10-07,4322,401946
OnxjQ,2048-06-04,2076,207600
TSqRr,2080-02-08,7001,546078
NDtjR,2069-01-20,5671,56710
kPsmd,2086-04-21,3675,80850
GeMWZ,2073-05-17,5849,210564
Dgwbu,2109-08-23,3590,330280
RJOUN,2039-06-04,5936,356160
KOOGk,2076-09-04,5403,91851
etwzA,2101-09-19,8772,833340
gkJwL,2050-11-08,8556,308016
TkCEQ,2035-09-05,3860,281780
mfVba,2056-06-24,7420,601020
iVjoX,2069-07-27,4965,417060
xNjcJ,2061-10-23,4243,220636
GQUGT,2100-12-28,8090,380230
YaHYp,2098-04-20,7882,307398
XPLIp,2068-05-28,8961,394284
KhXqf,2122-04-30,4299,421302
nBQnc,2110-05-23,8217,739530
TbFwW,2041-02-26,4368,78624
kNhde,2095-03-04,8848,97328
dhFID,2061-12-20,6395,108715
EZiaQ,2109-12-30,5281,100339
sLFmF,2029-03-25,7888,489056
toqFu,2087-09-27,7854,322014
PdveO,2109-07-28,6368,286560
BzZTV,2102-02-17,3058,290510
khBfg,2047-03-23,9140,667220
Brbyo,2037-01-26,3577,253967
hxCJQ,2078-09-14,7436,89232
PXenY,2095-11-29,8144,781824
cwtDX,2106-07-17,5990,251580
eUPbR,2071-09-16,6259,350504
WmlnQ,2096-06-22,8041,144738
kOlaN,2101-09-10,6475,420875
yrQct,2078-01-01,5354,433674
WJdpA,2081-03-13,8607,137712
fXWVR,2071-12-17,6098,231724
NMxTB,2113-08-06,7705,685745
pUtri,2107-12-12,2372,101996
wnZIE,2113-11-13,8998,89980
TgYFa,2070-11-21,7603,76030
aNprq,2054-08-29,7906,482266
FLcJk,2088-07-11,7327,124559
DsvRZ,2041-12-30,7069,190863
MUHIO,2044-04-16,4644,102168
PnQku,2068-10-01,4295,365075
auapI,2106-02-28,4892,366900
OgydP,2038-01-26,8484,212100
zFXxM,2053-10-28,2430,131220
zQzLp,2028-08-25,3725,331525
FIAJK,2047-10-08,4457,35656
fhhcY,2055-09-07,4506,40554
zghcv,2098-04-16,6848,582080
KIJls,2053-02-27,6693,421659
wdpvP,2078-11-22,8454,735498
fFXEw,2116-02-27,9177,798399
qYLhG,2050-12-03,2409,105996
VuEHV,2069-02-12,3828,340692
GlgRx,2117-05-31,5165,30990
nvdSW,2075-07-08,5181,150249
kOoCc,2122-08-07,7995,663585
UbVdI,2116-04-28,8232,98784
NssPe,2023-07-13,4360,287760
xFuoR,2100-04-23,3369,256044
