StoreCode,Date,TotalSales,TotalAmount
vebAI,2114-01-01,9520,123760
hjmEW,2068-02-04,9039,298287
XwqDz,2121-10-07,7078,375134
oTQNK,2117-04-22,9455,822585
yfCFT,2028-03-25,6113,275085
sqipH,2087-10-20,6547,261880
vKHum,2085-03-10,5565,534240
GJYlu,2065-10-31,9640,192800
XsQNB,2047-04-13,5414,97452
XyNYW,2063-01-07,3309,33090
KfNPE,2052-01-05,9309,307197
zWLjt,2026-09-06,3095,185700
LBZOO,2068-09-05,9376,890720
jBUyx,2110-04-18,9031,740542
BkcIO,2088-05-25,9174,853182
npohD,2055-08-06,4219,92818
oHlSy,2050-10-28,4143,306582
ORjNJ,2051-08-06,9281,835290
nMeRc,2032-10-13,3228,248556
KPZsa,2084-11-15,9963,498150
HjFMY,2050-08-04,5210,187560
ZfISm,2089-10-29,4898,308574
xdQSe,2035-02-09,5538,94146
WZjPt,2084-02-21,3668,242088
uJKMn,2026-10-20,8039,64312
ycZWf,2052-01-15,2469,19752
jzDgS,2051-10-09,2735,199655
ThCjH,2065-06-28,4144,91168
LHQkS,2069-03-12,5962,244442
sEorK,2041-07-07,8784,430416
mlKgn,2084-06-13,9026,586690
wywHO,2073-03-14,9362,758322
YBGmN,2077-11-08,5802,400338
jBTfn,2035-01-30,9606,48030
NxHAX,2081-06-13,4175,150300
BtXrB,2035-02-04,3300,155100
SIGvq,2080-08-31,5179,471289
YUuxM,2043-03-12,2482,168776
lIxwY,2093-07-10,8990,800110
WRTEU,2066-10-01,9807,372666
aYZse,2074-10-20,8335,91685
uGymu,2055-08-03,9727,505804
bdVkY,2055-06-29,6684,140364
xxxdQ,2058-03-17,7721,463260
TEoKF,2031-02-22,2881,74906
TqvHY,2095-09-19,3152,53584
YrCmK,2097-09-08,9232,110784
AyODv,2123-06-21,2557,161091
SLGvg,2053-07-14,2585,209385
xYRIJ,2104-11-28,9475,900125
mQdRc,2051-04-16,6881,350931
PTuRg,2116-05-25,5323,393902
sBYvZ,2106-07-17,6443,612085
obwvs,2078-02-04,2090,129580
FvafL,2077-01-05,6211,366449
Lophj,2092-01-09,6208,521472
kIGjc,2073-04-12,8407,369908
hzhfC,2077-01-24,3715,300915
VcTBw,2103-05-17,8534,580312
SJmMg,2047-11-29,5414,400636
eFaAS,2053-10-15,8955,71640
GAZpr,2075-12-08,9762,302622
RzlSK,2024-03-28,9061,317135
WxaxZ,2040-06-05,3089,151361
VwQUS,2050-02-10,3348,160704
wGTkG,2081-07-03,7412,637432
xhwRj,2026-07-30,6415,327165
SJElI,2119-02-18,2899,249314
KUzqX,2087-11-18,5665,356895
aPylH,2105-04-11,7263,443043
meNtD,2083-05-15,7784,264656
pIQTk,2106-11-17,7195,697915
ExDQm,2025-04-17,9776,156416
bXRMv,2079-01-16,4610,161350
yBnce,2062-07-14,3834,203202
scuvi,2123-08-03,7040,352000
pgqEq,2059-02-15,6525,319725
ytYLT,2046-03-16,4774,415338
LDiYP,2066-10-27,5035,286995
WKkXA,2085-01-14,2546,241870
ABviR,2026-09-28,2882,103752
hJegb,2122-02-26,6456,232416
HKTiq,2071-12-07,9160,403040
OHnow,2031-09-30,5130,46170
FlrAk,2101-01-01,6402,192060
RFgpa,2063-12-16,5612,185196
saQBN,2047-02-03,2381,202385
Jkjcg,2074-04-19,7561,604880
nPQjP,2061-01-08,3054,216834
NdXau,2120-04-07,4850,33950
eNHsM,2110-04-09,7669,107366
ntjoe,2075-08-19,4700,465300
uJhPn,2115-01-07,7874,582676
AXiBL,2102-06-02,3840,142080
CqZhn,2062-01-06,4439,199755
CYcPN,2094-03-22,5084,447392
DpXrY,2107-09-20,3406,163488
JZmGM,2058-07-18,3887,155480
NAqcA,2056-10-04,4589,45890
lTPEo,2103-09-04,3457,138280
sTXYe,2067-05-15,2976,130944
gsXOr,2071-06-12,4401,259659
YRwUE,2081-03-19,3704,248168
RHAuO,2122-07-10,4137,186165
INYMj,2034-01-23,6089,450586
qNgVE,2100-06-21,3374,303660
bPUCM,2070-05-08,2167,54175
NyHOc,2098-03-05,6602,488548
pwnlB,2035-03-24,6071,588887
jcBdh,2054-01-20,6152,79976
byOjC,2067-11-25,9741,974100
AaqJK,2088-01-05,5746,459680
tzcPa,2063-08-10,4382,131460
Hkqpu,2031-07-13,6850,61650
Iizvd,2081-08-31,5858,556510
RDqil,2035-09-22,9635,260145
uHVWC,2068-10-08,5463,98334
RJhmE,2037-01-06,4389,280896
XvqqP,2027-07-17,4476,358080
xWhJf,2086-05-28,9637,366206
yGLBj,2048-10-21,7029,35145
dNYXo,2089-09-16,6652,199560
synBh,2094-11-21,5085,371205
hgXTv,2084-08-25,9540,343440
QscgK,2115-02-16,7990,383520
uDZNS,2090-07-02,5729,441133
gYdPd,2055-09-12,9390,291090
swMcN,2023-11-09,4184,410032
huOCi,2024-07-02,7202,237666
XKpkB,2106-11-13,3060,174420
IQIoQ,2081-11-27,3229,216343
Pqibt,2075-09-30,4184,334720
QLYru,2084-12-22,2771,152405
prNjp,2023-10-28,2175,163125
ywDgw,2035-04-03,3303,115605
EOuGi,2095-03-07,4692,300288
qGCvQ,2075-05-14,3442,89492
IwMFG,2123-06-25,5721,326097
RNCWl,2085-02-26,3193,83018
iufYB,2027-06-24,9035,207805
anlBU,2079-03-04,8402,453708
SPPBt,2055-11-29,9024,550464
uDaMI,2108-11-07,9295,604175
abUtW,2078-03-14,2672,90848
bceYY,2123-08-18,7726,309040
yIpfP,2119-06-30,9763,956774
iapZh,2050-05-06,8432,750448
xqxiX,2085-10-07,2316,74112
GpVwe,2028-07-23,4979,44811
TfCjo,2120-05-23,3087,46305
uSIuL,2106-07-06,2090,131670
DKhMG,2079-04-28,3809,79989
UMzIr,2093-03-07,8520,519720
JEcPe,2077-01-15,7933,253856
dHOWb,2078-07-03,5162,299396
MTtET,2065-07-31,7019,701900
cDvSm,2094-02-16,9167,495018
YqlzQ,2080-10-03,4211,138963
TIIHZ,2077-11-08,7633,435081
tQEig,2069-08-25,9623,182837
zEpHg,2028-01-12,2071,173964
EJFNk,2105-03-25,8356,726972
AvbxV,2062-06-24,3897,350730
HpTWl,2114-08-28,6954,132126
QCjmN,2048-01-26,2546,155306
tzeZO,2072-05-30,9073,871008
Kwcjp,2067-12-24,4618,323260
pcROx,2071-06-14,5344,400800
gAMtd,2084-09-08,7251,94263
VjKsx,2023-09-26,8898,293634
svunt,2104-01-19,9285,659235
YuwRT,2109-05-24,4380,407340
hPeiL,2024-08-08,5560,211280
uadTG,2085-09-27,3552,237984
CcTQy,2031-10-15,7152,336144
MfVCP,2095-04-18,6763,466647
gfSXb,2041-07-02,9845,167365
GPemI,2072-09-30,5658,50922
LohWj,2029-10-14,8802,510516
AlHDZ,2094-06-19,5832,93312
rykeP,2111-10-13,2596,257004
hAfge,2054-06-24,7840,595840
HMraQ,2057-07-14,3545,184340
eRGZG,2057-10-16,3990,47880
BzeNi,2093-10-27,7324,131832
dnagi,2026-10-09,5913,360693
JIrDE,2033-12-01,3330,223110
hYddv,2027-09-13,5059,460369
NvIxY,2089-01-30,3452,220928
geUiu,2083-05-20,3065,202290
vFTOt,2067-05-30,7650,451350
