StoreCode,Date,TotalSales,TotalAmount
xNjcJ,2046-12-09,2249,15743
GQUGT,2101-07-06,3932,283104
YaHYp,2044-11-09,7551,619182
XPLIp,2037-09-17,7887,433785
KhXqf,2087-01-06,7380,317340
nBQnc,2072-05-31,4674,229026
TbFwW,2117-03-29,2770,246530
kNhde,2030-08-16,6981,530556
dhFID,2044-10-23,4428,305532
EZiaQ,2079-06-10,9482,530992
sLFmF,2110-07-26,4701,141030
toqFu,2066-07-22,7674,383700
PdveO,2100-09-10,6426,417690
BzZTV,2083-09-22,4509,428355
khBfg,2070-10-21,5877,258588
Brbyo,2113-07-21,6737,384009
hxCJQ,2099-02-28,2980,190720
PXenY,2065-06-17,8739,367038
cwtDX,2105-05-08,6796,557272
eUPbR,2075-01-23,9288,520128
WmlnQ,2062-07-04,6931,55448
kOlaN,2067-10-26,7191,596853
yrQct,2109-10-25,4730,288530
WJdpA,2027-01-21,5580,518940
fXWVR,2107-04-27,5240,387760
NMxTB,2055-02-18,6945,208350
pUtri,2096-04-18,5992,311584
wnZIE,2098-11-09,3667,62339
TgYFa,2030-04-23,4665,377865
aNprq,2093-09-15,3846,349986
FLcJk,2051-06-02,2550,163200
DsvRZ,2078-01-27,2623,94428
MUHIO,2026-04-03,9391,713716
PnQku,2062-06-26,6914,373356
auapI,2087-01-20,3666,91650
OgydP,2112-08-21,7751,178273
zFXxM,2123-04-19,6516,241092
zQzLp,2035-08-16,3083,95573
FIAJK,2027-05-25,9200,772800
fhhcY,2049-07-07,6063,406221
zghcv,2077-08-29,9042,813780
KIJls,2073-10-19,9499,465451
wdpvP,2056-01-07,5421,195156
fFXEw,2045-06-27,9970,737780
qYLhG,2082-12-18,9123,556503
VuEHV,2064-08-21,9580,450260
GlgRx,2092-02-26,8550,829350
nvdSW,2121-04-03,7390,347330
kOoCc,2060-08-08,2546,183312
UbVdI,2033-10-13,6051,332805
NssPe,2069-08-30,6945,659775
xFuoR,2050-06-25,6064,145536
DTMgX,2061-08-29,7187,294667
mlJlb,2040-01-13,3823,103221
ymBoG,2114-05-04,6994,132886
IaTIL,2118-11-02,7099,198772
RDRbk,2057-02-14,4296,171840
PEdzJ,2053-02-25,6758,560914
uvYKG,2086-02-16,2707,37898
kaKpY,2088-01-24,5120,66560
SeXAD,2066-12-07,3704,85192
QMmbL,2089-07-13,9461,898795
AGZKo,2044-04-29,5608,459856
TScRb,2108-01-18,3629,163305
KGAMJ,2107-12-03,9990,539460
JViUc,2039-01-13,4413,26478
KAhnw,2033-04-06,9401,611065
xhPHG,2110-02-24,8174,343308
ZSErb,2029-12-19,2704,81120
PuWMA,2077-02-01,4193,352212
IXpTk,2117-08-14,9422,414568
soqBT,2077-11-12,7791,225939
UYTSr,2064-05-11,9016,838488
cfLcc,2086-10-11,4199,50388
LCmQP,2094-07-14,9225,507375
zQebo,2085-12-29,9345,140175
hWvFA,2059-05-08,7578,742644
tqpRp,2023-08-07,3704,203720
hUecU,2116-07-26,7970,270980
wyZhm,2069-04-04,5817,267582
EOVmQ,2026-01-17,7710,424050
wdJWS,2071-02-20,5382,301392
vVlLg,2051-03-09,8043,691698
dvYIP,2035-05-07,7160,558480
EYsXj,2098-05-21,6202,613998
IJRUx,2075-05-27,5446,490140
BQvxj,2086-03-19,6248,156200
MZeaV,2062-09-11,2537,96406
GdwjX,2073-10-22,9754,604748
XzDRI,2122-03-10,5218,318298
SfoCb,2034-10-28,5580,178560
XHZpl,2031-08-27,3857,277704
qhGWw,2076-05-04,5102,505098
EyAMJ,2031-09-03,4684,318512
cOkai,2031-10-05,8142,700212
ErNKN,2098-07-27,7097,709700
LUZXk,2118-11-27,4641,222768
LCbTC,2034-01-31,6361,171747
aFBqj,2094-01-17,2129,36193
LgLtU,2058-03-24,9599,652732
SVJuK,2098-05-06,2727,207252
VgqlC,2044-12-27,6584,605728
lNIwZ,2072-06-02,3629,264917
nrDwj,2052-12-03,9991,579478
mTYLg,2069-02-10,8988,871836
kZqaY,2120-01-13,5700,45600
biUrp,2044-04-16,5433,331413
dySwt,2050-11-26,6653,106448
nXTSo,2098-10-20,7980,790020
NYJYP,2080-12-10,2185,48070
TdqRz,2109-02-13,3543,177150
DLuNM,2084-11-26,2359,193438
iOdxH,2103-12-13,7608,456480
gKrAl,2058-12-10,9160,668680
