StoreCode,Date,TotalSales,TotalAmount
XGhbO,2024-02-11,4070,97680
XQaHJ,2117-07-31,4502,234104
xHllz,2080-01-22,3497,139880
XEmIJ,2118-09-29,4365,126585
orpMr,2065-06-07,8051,193224
jyrvB,2100-01-17,2546,66196
DiWdM,2061-01-16,8139,618564
pJbdt,2123-02-18,9956,69692
aQesR,2033-07-21,7006,175150
yaVEF,2034-09-15,2990,83720
NRoJG,2075-12-12,5549,443920
aTfZz,2117-07-02,2053,49272
oWLEE,2094-05-02,9762,312384
yutoT,2116-12-12,8335,733480
dGvdC,2083-12-09,6614,178578
AYYHE,2035-04-12,9259,342583
Pqphe,2067-03-17,5732,447096
VZEKW,2031-12-25,5451,534198
WRVNv,2088-01-06,8657,398222
iHfaD,2063-04-01,4267,25602
alDAd,2120-06-24,4283,171320
flZxQ,2061-03-29,8751,630072
NoAhW,2104-01-17,6530,483220
MRUez,2035-12-19,3990,99750
jqVSB,2041-02-14,3474,253602
aEZLq,2082-01-10,7306,314158
jFHnp,2108-09-23,9947,875336
niuao,2113-12-19,4557,419244
uxoTY,2034-05-28,6422,353210
QfxWo,2093-06-27,4382,43820
AgdDr,2085-05-09,2366,198744
zDqyD,2065-04-08,2752,148608
DQdfx,2050-11-15,2022,123342
GrqPo,2081-01-29,3105,288765
eSTsG,2086-11-25,2049,71715
oqAWv,2078-08-16,5902,519376
TbVIw,2037-03-09,2927,67321
FCIWC,2104-11-23,5466,207708
wAqsT,2111-01-10,5930,385450
UmHsj,2108-10-14,9610,201810
aOMVv,2067-12-24,5290,248630
DgKsH,2038-04-03,9223,700948
XAQvR,2116-08-12,4588,229400
VMttA,2062-01-08,2287,82332
RMmcx,2057-05-11,8359,91949
fGpJo,2081-09-12,5899,29495
gQLfK,2083-10-11,5797,388399
NwOBS,2027-05-19,9518,571080
vpVkm,2078-07-12,2110,183570
BvaxX,2089-10-29,7944,87384
WkQEr,2074-07-06,5892,441900
NEJMD,2111-06-17,7843,549010
iWElQ,2085-11-12,3624,141336
uBeRU,2120-10-04,8420,513620
IGvms,2080-03-22,8087,129392
QtidG,2059-06-16,2711,262967
QAbBt,2045-11-04,7764,139752
GlqCH,2065-01-09,4316,133796
clIpF,2058-03-08,3868,61888
hgYlA,2038-11-27,9012,477636
GXuAF,2080-05-06,7314,277932
aTYKa,2085-04-29,5905,183055
jDKYr,2026-09-24,3471,177021
HpDxV,2104-07-28,2715,266070
yKFQJ,2097-05-16,9751,48755
mYRzy,2044-07-04,9822,717006
YbrVf,2030-09-07,2513,160832
OnxjQ,2089-11-26,5823,58230
TSqRr,2040-04-18,3361,278963
NDtjR,2038-08-06,9267,83403
kPsmd,2030-03-29,9460,350020
GeMWZ,2118-04-11,3103,173768
