StoreCode,Date,TotalSales,TotalAmount
ZBfsh,2095-04-02,7717,162057
FvhES,2049-04-22,4587,362373
ldomP,2027-07-27,4312,353584
QnFtv,2077-06-26,3025,190575
eQHIq,2111-01-09,3670,40370
rhihY,2030-04-07,3986,59790
ScgLy,2048-03-19,7878,354510
TxJsD,2039-06-25,7985,447160
XgfTL,2037-05-25,8629,362418
esjbO,2074-05-22,6325,227700
puVXA,2105-11-06,7633,396916
rEUwW,2063-02-18,8061,322440
hAomW,2121-12-02,6156,203148
HtCeM,2074-11-16,5586,178752
AhDNA,2056-05-29,9376,281280
KErsa,2107-09-09,6956,132164
bfbuU,2105-03-27,7279,269323
crBFQ,2086-11-19,8203,123045
mFdLN,2055-08-24,7335,293400
CVBrm,2092-04-18,2779,130613
qDQip,2113-12-30,4793,182134
KUxkt,2031-09-30,2161,166397
qQbgw,2096-04-14,7478,186950
FBeJv,2107-02-19,2861,268934
kJFpB,2050-10-26,5910,567360
glKdt,2038-10-05,6044,120880
Tocnf,2047-10-05,8268,512616
JcCWb,2080-05-22,4050,52650
pXHPq,2041-05-10,7170,401520
iRpPc,2071-10-30,9774,527796
CjhMA,2109-08-30,6857,658272
mwCWY,2104-12-29,8303,398544
BfPZz,2032-10-07,2076,145320
XAFCB,2033-03-22,6538,313824
hQLuY,2104-04-12,7879,204854
bKFVJ,2110-10-15,7390,73900
cCncM,2072-09-15,2295,89505
NmlOX,2097-06-01,4140,285660
Gmust,2064-02-15,5484,191940
Rxykd,2024-01-29,3808,178976
oWaGI,2027-02-19,8086,80860
RsycJ,2113-01-15,6912,373248
RLIcT,2098-06-07,9031,307054
xzYdQ,2045-06-26,5177,56947
vDyzg,2097-12-14,7624,45744
UlCVn,2029-10-19,5963,77519
FzEpU,2034-06-18,5135,138645
yBIot,2059-12-18,8649,302715
iyptw,2096-08-25,2459,98360
xutyH,2062-01-20,7840,70560
yJMiJ,2046-02-28,6556,59004
NDifr,2069-09-22,7668,628776
RLjJn,2099-06-13,2958,272136
ufPuW,2097-12-30,4653,32571
SLgwX,2104-01-11,9262,648340
NAEvs,2092-03-04,4320,181440
eABiL,2086-06-13,7723,749131
fQuLm,2083-06-03,8284,132544
ldnYd,2061-10-27,2134,145112
ltiCp,2089-11-01,4516,176124
HnpRj,2086-06-28,7622,670736
OTaJQ,2104-10-18,4736,137344
ISWmm,2119-05-12,9137,904563
DahmV,2060-05-22,7610,418550
nNdzJ,2115-03-24,2709,238392
blkyR,2083-08-07,6939,666144
WOYco,2056-06-01,6192,253872
pzkIS,2048-10-18,3711,341412
