StoreCode,Date,TotalSales,TotalAmount
mlKgn,2107-10-13,3197,25576
wywHO,2112-05-20,9262,657602
YBGmN,2068-12-22,6673,613916
jBTfn,2030-10-16,8711,688169
NxHAX,2056-10-13,8894,800460
BtXrB,2088-03-08,6336,183744
SIGvq,2085-09-07,6738,350376
YUuxM,2050-07-25,3611,93886
lIxwY,2067-04-13,9412,367068
WRTEU,2051-09-12,8324,416200
aYZse,2099-07-13,7153,700994
uGymu,2121-03-22,5025,246225
bdVkY,2040-08-02,2505,237975
xxxdQ,2095-08-19,6536,424840
TEoKF,2025-01-19,5968,549056
TqvHY,2118-04-23,4248,182664
YrCmK,2054-07-23,2509,245882
AyODv,2087-10-26,2789,167340
SLGvg,2095-06-04,6863,240205
xYRIJ,2061-09-26,4308,21540
mQdRc,2053-09-28,6992,482448
PTuRg,2104-07-06,3303,330300
sBYvZ,2068-08-04,7845,643290
obwvs,2123-09-09,3029,145392
FvafL,2028-06-04,4482,340632
Lophj,2046-09-18,2962,124404
kIGjc,2067-07-03,2029,18261
hzhfC,2039-03-06,9995,109945
VcTBw,2107-04-23,6911,400838
SJmMg,2073-02-16,9355,598720
eFaAS,2034-08-11,7970,462260
GAZpr,2109-12-05,6615,310905
RzlSK,2047-06-05,6067,36402
WxaxZ,2072-12-22,3035,84980
VwQUS,2026-07-21,5660,130180
wGTkG,2100-01-27,9586,814810
xhwRj,2092-10-05,2832,243552
SJElI,2071-12-06,6380,325380
KUzqX,2071-01-01,9009,234234
aPylH,2025-10-23,2600,49400
meNtD,2103-07-06,7031,703100
pIQTk,2087-08-25,9285,157845
ExDQm,2023-05-12,4961,119064
bXRMv,2093-11-13,8711,853678
yBnce,2049-12-05,6229,479633
scuvi,2044-06-15,8896,418112
pgqEq,2120-06-27,9210,515760
ytYLT,2094-11-19,6468,161700
LDiYP,2031-12-29,7205,410685
WKkXA,2086-03-15,2620,41920
ABviR,2105-01-16,7391,325204
hJegb,2078-11-24,2477,54494
HKTiq,2028-01-11,8791,167029
OHnow,2083-12-11,9450,66150
FlrAk,2111-11-02,3599,302316
RFgpa,2036-05-30,8333,49998
saQBN,2055-01-14,5359,85744
Jkjcg,2110-10-16,2900,60900
nPQjP,2052-07-31,2581,116145
NdXau,2090-08-26,5425,97650
eNHsM,2041-08-15,7232,520704
ntjoe,2105-02-19,6155,418540
uJhPn,2107-04-26,3626,87024
AXiBL,2059-01-04,3444,182532
CqZhn,2037-07-19,8283,273339
CYcPN,2064-03-05,8957,420979
DpXrY,2054-12-01,4954,485492
JZmGM,2033-01-25,3579,189687
NAqcA,2061-02-10,3039,103326
lTPEo,2104-05-07,7506,570456
sTXYe,2115-09-25,2508,168036
gsXOr,2038-12-26,3592,79024
YRwUE,2089-06-17,4801,192040
RHAuO,2096-05-19,3278,268796
INYMj,2064-08-31,2704,121680
qNgVE,2059-12-02,6967,494657
bPUCM,2040-06-13,2467,219563
NyHOc,2050-04-13,2793,86583
pwnlB,2087-04-05,4518,54216
jcBdh,2061-07-14,5247,110187
byOjC,2064-07-21,8237,741330
AaqJK,2112-06-28,5712,171360
tzcPa,2082-03-27,9430,301760
Hkqpu,2066-08-29,6973,606651
Iizvd,2111-07-14,3460,17300
RDqil,2061-09-22,2663,71901
uHVWC,2031-03-03,4690,150080
RJhmE,2090-06-02,3918,172392
XvqqP,2092-04-30,3341,273962
xWhJf,2085-01-18,7005,357255
yGLBj,2119-09-22,3050,216550
dNYXo,2054-06-23,3669,44028
synBh,2027-12-04,8294,298584
hgXTv,2100-11-26,2048,100352
QscgK,2121-01-17,5008,190304
uDZNS,2049-01-01,3901,93624
gYdPd,2091-11-23,7381,103334
swMcN,2043-11-12,7870,574510
huOCi,2098-02-11,9854,512408
XKpkB,2116-05-15,8414,698362
IQIoQ,2072-06-23,9030,352170
Pqibt,2038-02-12,2438,177974
QLYru,2091-06-12,2633,218539
prNjp,2085-04-27,4746,346458
ywDgw,2117-08-28,4494,296604
EOuGi,2099-06-11,3318,155946
qGCvQ,2038-09-29,8043,378021
IwMFG,2066-01-22,3497,304239
RNCWl,2061-07-21,6450,58050
iufYB,2097-04-17,7823,751008
anlBU,2023-04-12,5147,46323
SPPBt,2116-05-03,7287,255045
uDaMI,2033-10-01,4855,67970
abUtW,2025-04-19,5118,440148
bceYY,2062-10-02,3560,220720
yIpfP,2102-05-14,9168,770112
iapZh,2050-09-10,2718,62514
xqxiX,2062-11-09,8321,58247
GpVwe,2094-06-30,9708,902844
TfCjo,2046-03-24,8307,66456
uSIuL,2112-09-30,5341,48069
DKhMG,2086-06-09,5415,427785
UMzIr,2050-07-29,6241,567931
JEcPe,2059-04-09,5820,139680
dHOWb,2027-12-22,5757,74841
MTtET,2043-07-04,4794,321198
cDvSm,2045-08-15,6438,495726
YqlzQ,2099-07-16,3933,239913
TIIHZ,2085-01-23,4384,429632
tQEig,2068-02-23,9960,756960
zEpHg,2083-09-30,4116,288120
EJFNk,2028-10-09,3713,252484
AvbxV,2047-08-18,3108,77700
HpTWl,2042-04-15,3613,285427
QCjmN,2070-05-06,8506,688986
tzeZO,2067-03-29,3546,283680
Kwcjp,2035-05-08,9891,247275
pcROx,2123-02-03,5922,420462
gAMtd,2083-01-04,6471,452970
VjKsx,2055-08-19,4458,419052
svunt,2069-07-25,5502,357630
YuwRT,2052-09-17,7062,388410
hPeiL,2097-09-02,6106,494586
uadTG,2111-08-13,6310,265020
CcTQy,2087-08-30,2752,79808
MfVCP,2042-11-22,9050,905000
gfSXb,2046-02-26,9842,472416
GPemI,2064-06-05,2950,91450
LohWj,2120-10-07,2225,222500
AlHDZ,2117-01-12,2609,36526
rykeP,2094-09-30,4663,447648
hAfge,2064-11-10,2824,186384
HMraQ,2100-01-12,5121,143388
eRGZG,2096-02-28,2691,69966
BzeNi,2050-06-19,8618,241304
dnagi,2109-02-18,4115,197520
JIrDE,2053-11-06,4888,273728
hYddv,2116-01-25,5880,111720
NvIxY,2032-10-16,6708,248196
geUiu,2033-12-22,5272,279416
vFTOt,2117-03-15,9709,932064
rLEAw,2059-02-05,8428,497252
jTOEa,2118-11-20,6754,357962
UufKk,2117-09-09,7940,484340
NaMdF,2081-02-28,3389,335511
vGgMR,2115-02-20,2097,195021
pqzjt,2062-01-15,5884,423648
qoWVi,2110-05-20,8235,139995
EzcZR,2066-01-01,9053,199166
XdLFb,2045-11-16,8967,170373
WqIEX,2078-05-01,4291,64365
KsXVw,2122-02-03,4883,405289
pQOhV,2035-11-23,6169,43183
sQwdy,2094-03-28,2183,21830
jaMrl,2120-12-13,8051,112714
GRjmN,2023-02-12,8084,525460
emfQE,2106-03-19,4871,379938
wRGlS,2038-01-25,6836,430668
YxXHJ,2110-05-31,3637,265501
JHBjS,2120-11-28,2113,31695
vyoFP,2117-10-17,3361,147884
cIism,2122-03-05,9235,618745
OSbey,2077-03-12,7464,522480
RLQox,2050-07-01,4109,160251
DLXXM,2079-08-08,2333,151645
oFMyv,2103-12-31,3530,84720
FMBqm,2064-03-14,4296,309312
RNPtE,2083-09-26,7170,43020
zpakt,2111-08-03,5130,507870
NLIXr,2064-10-28,7345,323180
LWokn,2037-02-03,3598,133126
mEnMN,2081-03-04,8524,144908
jikCb,2072-10-05,6852,232968
hMhBO,2095-07-26,9748,360676
iPoPi,2030-11-17,6341,114138
dqwSi,2120-03-19,4042,145512
fQpRI,2089-05-04,7251,152271
PqbsG,2038-05-21,5199,478308
DTWMq,2051-06-17,2926,198968
gwbWS,2045-06-22,6110,323830
yaSLi,2109-06-24,5583,329397
NSXnP,2115-05-25,2192,153440
btuqq,2072-01-10,3078,196992
rGKjc,2093-08-05,5745,540030
AMajW,2115-09-22,4082,232674
zmeiH,2047-03-09,4858,111734
UodQV,2054-08-18,9081,662913
kFoXg,2049-02-24,3955,118650
aVuXr,2058-05-29,9856,729344
uCgMd,2024-11-04,9633,163761
hRuRL,2023-12-14,7733,378917
tBSGm,2117-12-27,4509,45090
QJNYu,2072-12-06,2697,16182
NUyOZ,2041-05-10,8748,384912
qSebG,2035-02-09,4171,66736
HXgiL,2049-01-04,2953,159462
dziKG,2066-12-18,3762,338580
xjIiO,2115-04-17,7200,374400
rpbLk,2092-06-09,9873,444285
DZcGC,2037-02-03,9590,805560
CRFfQ,2051-09-10,6140,61400
OiMKI,2052-04-27,6976,244160
BTAjc,2053-03-29,3574,346678
XXAjT,2119-09-07,9574,162758
IsNDn,2024-03-18,3690,143910
QaUMN,2072-12-15,3364,121104
wurcK,2040-07-12,6924,422364
kpmEp,2099-08-29,9997,689793
iyUdi,2084-12-05,7927,198175
TUqOz,2039-09-10,4431,310170
TQhEH,2099-11-27,6322,56898
vNjvh,2028-09-20,7001,196028
nCpCR,2052-03-03,8466,347106
OisEW,2102-10-05,5840,379600
rzWpv,2084-09-06,8913,374346
raUeR,2065-06-17,9291,826899
Nmidn,2112-02-02,2029,150146
TFkna,2088-05-16,4180,376200
fwNoW,2031-11-22,4136,74448
Pfnjx,2091-06-28,5375,236500
gnIxY,2079-06-22,9309,437523
eQsqH,2066-10-06,4394,206518
ekYdJ,2038-03-08,4021,285491
UqncH,2064-03-14,9701,679070
bHvQY,2041-03-13,8650,769850
ooFMl,2082-07-18,3570,128520
BHMMR,2103-01-12,6396,364572
iNHre,2067-02-01,5237,26185
vneIJ,2040-08-28,6251,143773
LtozY,2049-12-08,4310,297390
rDduE,2066-03-13,6714,516978
yfBSp,2100-12-30,7780,645740
hlorh,2097-11-07,8103,542901
hFHEe,2121-11-03,4636,403332
ueVpT,2062-11-06,4758,161772
kARRM,2100-11-23,8929,651817
HeRgG,2042-10-07,9900,237600
KtVeF,2026-06-20,2180,87200
TYMCc,2099-09-27,5107,357490
rPlyx,2116-02-09,8764,262920
RwoJX,2114-12-03,7045,190215
RnfWE,2112-06-03,8351,384146
