StoreCode,Date,TotalSales,TotalAmount
NLIXr,2026-01-01,6595,626525
LWokn,2025-01-09,6602,118836
mEnMN,2089-07-09,3597,291357
jikCb,2089-10-27,2174,100004
hMhBO,2092-03-18,9139,45695
iPoPi,2078-02-13,5563,267024
dqwSi,2072-06-26,2914,209808
fQpRI,2072-03-25,4963,59556
PqbsG,2052-02-03,5529,60819
DTWMq,2049-06-11,2926,172634
gwbWS,2112-01-23,2938,190970
yaSLi,2086-05-27,7866,188784
NSXnP,2041-07-21,2865,123195
btuqq,2067-08-13,2749,118207
rGKjc,2067-08-08,5609,364585
AMajW,2102-03-25,9256,175864
zmeiH,2110-01-13,3017,87493
UodQV,2092-04-02,3902,132668
kFoXg,2065-01-19,3932,47184
aVuXr,2089-06-08,6644,166100
uCgMd,2066-06-01,5035,337345
hRuRL,2097-07-19,3376,236320
tBSGm,2082-07-06,4495,292175
QJNYu,2083-05-09,6439,57951
NUyOZ,2093-03-24,8466,126990
qSebG,2055-08-11,6912,559872
HXgiL,2093-03-28,5917,485194
dziKG,2038-12-22,6425,115650
xjIiO,2087-07-04,2125,150875
rpbLk,2056-11-05,2560,61440
DZcGC,2115-11-14,2270,36320
CRFfQ,2041-12-14,4474,259492
OiMKI,2070-07-18,5208,427056
BTAjc,2094-03-25,2933,284501
XXAjT,2098-11-29,7431,334395
IsNDn,2040-06-11,9451,170118
QaUMN,2103-07-03,2619,225234
wurcK,2110-07-04,8933,250124
kpmEp,2100-03-24,7897,134249
iyUdi,2050-07-12,5939,362279
TUqOz,2116-08-08,9208,174952
TQhEH,2067-04-08,3753,221427
vNjvh,2059-03-20,9208,635352
nCpCR,2092-11-26,7485,157185
OisEW,2042-12-05,2627,70929
rzWpv,2056-01-20,8511,646836
raUeR,2090-01-12,4310,38790
Nmidn,2038-04-17,7347,565719
TFkna,2120-05-10,9715,398315
fwNoW,2114-02-13,9344,635392
Pfnjx,2123-02-26,3756,191556
gnIxY,2109-11-07,2204,94772
eQsqH,2110-05-05,7715,293170
ekYdJ,2108-04-10,3793,261717
UqncH,2072-12-18,3440,285520
bHvQY,2067-10-20,9727,875430
ooFMl,2064-08-22,5211,307449
BHMMR,2109-09-30,3950,39500
iNHre,2091-11-14,3993,31944
vneIJ,2093-10-07,5636,95812
LtozY,2071-07-07,7398,473472
rDduE,2079-03-27,7609,677201
yfBSp,2024-07-28,5130,117990
hlorh,2063-08-06,4853,470741
hFHEe,2086-03-03,5947,463866
ueVpT,2115-09-25,6647,272527
kARRM,2057-07-25,5166,413280
HeRgG,2073-05-24,5231,109851
KtVeF,2107-03-23,8057,604275
TYMCc,2034-09-04,8244,57708
rPlyx,2094-01-09,7862,110068
RwoJX,2118-10-16,2659,204743
RnfWE,2025-04-01,9738,779040
dLNJC,2048-11-06,8420,429420
wRVSD,2111-08-09,5429,401746
naVXO,2054-01-14,9046,796048
Vhrir,2026-04-27,7164,494316
xnqgV,2042-12-09,2335,18680
UAlSz,2071-12-30,4297,335166
soSos,2062-02-12,5834,315036
pBadJ,2116-04-17,7956,787644
DiAjh,2055-08-08,6271,395073
MGHhA,2054-09-18,6829,580465
rWKmx,2071-08-13,7588,136584
JuHHk,2057-12-25,8061,757734
gosJF,2066-03-18,7208,569432
wEXNf,2094-10-28,7430,416080
erENa,2032-09-13,5635,433895
KIYze,2122-04-25,3680,18400
ZITXO,2055-05-08,7469,418264
ukwKz,2039-08-15,6331,113958
fROpz,2087-05-05,5351,42808
