StoreCode,Date,TotalSales,TotalAmount
WkQEr,2081-09-25,3298,118728
NEJMD,2047-11-28,4055,186530
iWElQ,2102-01-22,7606,319452
uBeRU,2094-09-29,6113,440136
IGvms,2061-02-18,5069,25345
QtidG,2036-02-03,8970,475410
QAbBt,2038-12-19,2058,14406
GlqCH,2123-02-13,7417,630445
clIpF,2085-05-13,4577,274620
hgYlA,2037-09-04,8217,682011
GXuAF,2097-01-26,4565,31955
aTYKa,2046-03-21,3876,201552
jDKYr,2062-07-28,9533,448051
HpDxV,2050-03-04,7511,353017
yKFQJ,2099-03-05,8624,51744
mYRzy,2029-09-14,9394,723338
YbrVf,2099-07-10,5006,65078
OnxjQ,2035-11-04,9777,420411
TSqRr,2055-12-08,9232,415440
NDtjR,2043-07-04,8700,321900
kPsmd,2075-04-08,6040,465080
GeMWZ,2032-01-20,3234,239316
Dgwbu,2109-08-24,2482,17374
RJOUN,2055-08-16,4819,48190
KOOGk,2100-02-01,2944,111872
etwzA,2029-11-30,5313,297528
gkJwL,2098-08-23,6147,510201
TkCEQ,2120-07-04,6261,338094
mfVba,2106-06-17,2648,52960
iVjoX,2040-06-02,6004,504336
xNjcJ,2045-05-19,7347,191022
GQUGT,2080-03-30,7385,51695
YaHYp,2062-09-18,2501,25010
XPLIp,2114-06-26,2440,165920
KhXqf,2106-07-22,5688,466416
nBQnc,2027-09-19,6638,199140
TbFwW,2043-08-05,2198,151662
kNhde,2096-11-28,2392,224848
dhFID,2094-12-13,5876,264420
EZiaQ,2081-08-28,2319,173925
sLFmF,2046-09-25,7690,107660
toqFu,2104-08-30,2756,19292
PdveO,2121-07-17,6843,335307
BzZTV,2027-12-08,5179,476468
khBfg,2105-08-14,8666,623952
Brbyo,2111-01-27,5619,151713
hxCJQ,2118-04-20,4649,302185
PXenY,2047-09-22,2693,191203
cwtDX,2100-01-18,6080,200640
eUPbR,2076-09-22,5823,570654
WmlnQ,2076-07-22,7191,431460
kOlaN,2115-04-18,6089,249649
yrQct,2120-10-25,8228,57596
WJdpA,2023-10-03,7305,262980
fXWVR,2121-12-24,6536,300656
NMxTB,2076-12-25,9878,938410
pUtri,2117-11-13,2493,144594
wnZIE,2087-06-03,7825,297350
TgYFa,2056-02-24,2801,56020
aNprq,2101-02-02,2738,156066
FLcJk,2034-04-02,6147,116793
DsvRZ,2054-11-10,6305,252200
MUHIO,2028-06-27,5973,232947
PnQku,2029-01-13,6822,593514
auapI,2064-07-26,2058,72030
OgydP,2106-04-20,8793,52758
zFXxM,2076-02-14,9715,641190
zQzLp,2036-03-06,2705,113610
FIAJK,2117-10-26,3871,123872
fhhcY,2063-02-24,4031,20155
zghcv,2087-11-09,9104,737424
KIJls,2098-05-08,3201,243276
wdpvP,2074-12-05,3415,218560
fFXEw,2103-12-11,9723,58338
qYLhG,2095-07-22,3141,223011
VuEHV,2039-10-02,2646,153468
GlgRx,2116-08-05,6898,137960
nvdSW,2106-12-04,4766,190640
kOoCc,2115-07-20,3398,101940
UbVdI,2038-03-28,7552,151040
NssPe,2029-12-05,8263,82630
xFuoR,2081-11-24,3533,158985
DTMgX,2089-06-01,2756,57876
mlJlb,2084-07-18,2809,160113
ymBoG,2118-05-25,3602,183702
IaTIL,2041-10-27,9791,528714
RDRbk,2108-10-13,3165,75960
PEdzJ,2062-10-29,4635,213210
uvYKG,2122-02-04,9447,217281
kaKpY,2060-09-13,9021,712659
SeXAD,2067-02-05,4911,245550
QMmbL,2122-06-19,5983,347014
AGZKo,2101-12-18,7142,78562
TScRb,2094-05-19,8590,146030
KGAMJ,2113-07-21,9253,564433
JViUc,2119-06-14,5028,191064
KAhnw,2074-03-14,2251,200339
xhPHG,2054-05-19,8266,586886
ZSErb,2108-02-19,4370,432630
PuWMA,2025-09-19,3755,146445
IXpTk,2058-01-30,4151,124530
soqBT,2085-01-15,7056,606816
UYTSr,2095-06-21,5330,175890
cfLcc,2085-12-25,4965,322725
LCmQP,2121-02-23,9567,497484
zQebo,2116-06-18,9651,135114
hWvFA,2052-09-23,4502,117052
tqpRp,2108-01-24,8670,762960
hUecU,2121-03-22,5136,498192
wyZhm,2087-07-05,9465,530040
