StoreCode,Date,TotalSales,TotalAmount
NssPe,2038-03-28,6800,564400
xFuoR,2068-06-28,7528,135504
DTMgX,2028-10-07,9311,130354
mlJlb,2105-09-05,7667,529023
ymBoG,2095-12-19,8017,208442
IaTIL,2071-02-04,4451,218099
RDRbk,2046-03-05,7709,61672
PEdzJ,2106-03-19,6863,651985
uvYKG,2045-02-20,4465,325945
kaKpY,2080-09-20,9726,155616
SeXAD,2087-09-30,3264,280704
QMmbL,2045-01-31,5680,79520
AGZKo,2084-08-28,7939,87329
TScRb,2053-03-17,7490,322070
KGAMJ,2112-08-06,5024,366752
JViUc,2041-11-02,4487,174993
KAhnw,2057-07-07,9964,757264
xhPHG,2095-06-14,8336,316768
ZSErb,2024-04-05,2945,288610
PuWMA,2069-12-01,3384,23688
IXpTk,2066-02-21,8981,826252
soqBT,2055-09-18,8140,708180
UYTSr,2111-11-04,6203,521052
cfLcc,2067-03-28,8527,588363
LCmQP,2078-07-31,5887,494508
zQebo,2073-09-10,4924,280668
hWvFA,2075-02-16,4034,157326
tqpRp,2104-08-12,7329,197883
hUecU,2043-07-27,9430,943000
wyZhm,2037-09-19,4032,330624
EOVmQ,2032-04-01,8332,741548
wdJWS,2110-09-11,9116,492264
vVlLg,2123-12-30,9447,632949
dvYIP,2098-10-30,8609,154962
EYsXj,2027-11-01,6546,556410
IJRUx,2048-10-15,8167,612525
BQvxj,2094-12-24,8261,735229
MZeaV,2098-10-17,9292,250884
GdwjX,2045-01-14,9905,485345
XzDRI,2063-06-05,3535,318150
SfoCb,2117-07-09,9522,66654
XHZpl,2083-02-05,6090,542010
qhGWw,2061-06-30,7238,412566
EyAMJ,2083-07-06,5093,336138
cOkai,2081-05-12,5432,76048
ErNKN,2076-08-27,6158,412586
LUZXk,2035-08-21,5697,176607
LCbTC,2032-06-27,3471,218673
aFBqj,2058-02-11,4406,110150
LgLtU,2105-06-10,3757,293046
SVJuK,2060-01-25,6506,520480
VgqlC,2032-10-11,6740,572900
lNIwZ,2112-05-12,5683,193222
nrDwj,2103-11-18,5404,345856
mTYLg,2079-04-07,9388,610220
kZqaY,2024-07-31,2722,215038
biUrp,2039-09-10,6287,408655
dySwt,2103-10-21,2553,171051
nXTSo,2058-09-16,7852,321932
NYJYP,2050-04-14,4333,428967
TdqRz,2117-05-01,9913,267651
DLuNM,2071-12-16,6757,155411
iOdxH,2111-03-14,2272,102240
gKrAl,2035-12-02,3907,328188
qjOML,2063-03-29,3608,209264
vzFzF,2034-12-27,9667,657356
IedHV,2071-05-21,9716,97160
eZrvP,2050-06-13,5881,370503
iflfM,2024-05-15,5029,75435
ylIMC,2111-01-09,8705,705105
VMeqN,2119-02-18,6611,475992
AwOZr,2041-04-24,6404,224140
SiIRG,2080-01-13,5161,98059
KMQJh,2119-06-16,4731,47310
ZkYJi,2031-11-26,2077,78926
QivYi,2102-01-22,4860,345060
jdRdI,2056-08-18,9053,769505
dlRPu,2032-06-10,7803,538407
AEzua,2058-05-14,7715,138870
udeoO,2089-11-18,6558,504966
tIbkH,2083-09-25,9280,204160
jnckU,2073-08-20,3681,136197
UqKHU,2100-08-09,6676,307096
fvvzF,2046-09-16,2061,68013
ubBvJ,2051-10-10,3836,214816
jcBKP,2096-01-31,4408,127832
MZufH,2111-12-16,6787,95018
leBWA,2073-10-20,7385,354480
FZkIh,2081-01-06,9316,46580
QcxGX,2083-04-08,6870,281670
OYDFS,2066-03-09,4348,395668
CWpDO,2069-01-09,2146,85840
yMpVe,2029-08-09,7362,633132
NHPBK,2043-02-16,5086,366192
BTfXS,2093-11-15,8928,339264
GYwgd,2024-11-19,8339,466984
SJHSM,2123-03-04,9907,198140
eaOwZ,2073-01-10,8057,563990
GegCn,2121-10-11,8830,256070
CVdHm,2075-10-02,4752,109296
piDSU,2048-07-21,8129,731610
uHFdq,2062-09-08,7616,175168
VBvsZ,2078-03-31,4355,47905
OaonV,2029-04-16,5260,131500
WxCuC,2083-06-06,9763,956774
lrdmQ,2105-05-02,8391,402768
XDBOn,2065-12-24,3284,118224
zKiCg,2077-12-06,5742,424908
GhWjC,2092-09-15,2779,188972
rLgcW,2085-01-18,6851,459017
Kmhev,2047-06-29,5011,325715
JMnTL,2029-02-20,2915,40810
tygbv,2103-09-14,5321,383112
KSaTN,2106-08-04,7580,576080
kYhLY,2100-10-31,6742,397778
IQpeV,2059-04-25,6582,592380
SSGhM,2112-05-28,9868,897988
qMQqC,2031-05-11,9539,305248
iaKlv,2103-10-08,9304,316336
uTDfX,2107-08-23,4750,166250
EywWq,2082-06-19,2408,31304
YsTui,2091-03-12,7683,745251
KNCJS,2028-05-28,6367,311983
WuKsx,2071-12-17,5816,215192
ANVEy,2093-10-21,9028,659044
UWaYX,2070-04-18,3939,208767
ssYLB,2097-06-27,6665,206615
setOB,2053-08-25,8194,352342
hsrSA,2089-10-23,5149,468559
kqluk,2075-12-22,2307,184560
JYZuR,2032-09-30,3210,221490
STRTS,2044-01-14,9729,612927
qTePA,2046-12-11,8002,216054
mSMBw,2098-05-23,6314,334642
dDwYL,2111-10-13,8224,509888
Xgsru,2082-02-08,8733,52398
ZetEh,2059-01-24,7899,221172
vlvxB,2119-11-29,2400,122400
PGFlN,2052-06-26,4648,404376
hwJkd,2116-12-24,3053,152650
jtVyk,2119-01-26,8862,682374
rbgKb,2106-06-10,6993,440559
DUdIG,2043-12-06,7584,561216
GYZVK,2087-10-18,4444,222200
QliAf,2103-01-26,3917,188016
NlLfn,2100-07-13,6339,240882
tmKjH,2074-01-21,7329,476385
kqimz,2067-04-14,8910,347490
slAfl,2051-04-24,9027,352053
Vahai,2026-09-18,2427,167463
tXPLn,2062-08-18,3807,133245
ePGqv,2027-07-21,8247,263904
zCCRP,2069-10-10,7605,380250
hMOUE,2068-04-25,3061,15305
ntrCa,2100-12-17,8148,81480
GmWQr,2035-03-23,8470,770770
egwMA,2046-08-03,5142,509058
HaEgD,2035-11-18,4915,427605
xdCJc,2122-09-12,4779,339309
okJyN,2101-05-22,8389,536896
ThPsv,2030-06-04,5886,288414
VWPwm,2085-12-11,9281,334116
UdIGN,2049-08-14,5891,35346
rHBoM,2067-12-22,4226,67616
AjNQi,2023-06-29,8778,456456
nHGfU,2099-07-07,9163,916300
vwXuA,2109-05-08,3616,278432
ZJRDH,2113-08-20,2117,196881
KNnBR,2073-03-12,7239,586359
JubAv,2034-07-25,8764,701120
MJXcE,2061-06-11,8888,479952
lzuFZ,2066-07-12,4153,240874
NbkzT,2066-05-01,9556,66892
dbLLF,2039-10-06,8577,154386
CGXWX,2111-04-08,4588,399156
Lnbox,2058-07-16,2945,14725
OOCWw,2057-12-30,4807,153824
oJjpd,2029-01-19,8699,434950
gEHsH,2054-03-12,2691,26910
wzYak,2027-12-27,3142,103686
zgXpN,2077-02-08,6950,76450
oyfDZ,2047-02-17,7340,51380
OKaQl,2044-10-14,3530,134140
rNDTc,2122-07-31,6689,481608
vZRdZ,2065-11-12,5356,139256
PEvtn,2100-01-17,4344,347520
sYwQV,2048-05-13,5172,444792
KBwCt,2111-10-19,6965,668640
mPuGW,2034-01-23,6042,495444
yTBDy,2123-11-24,6787,366498
CueVE,2066-02-16,2333,128315
qkxue,2061-05-16,9387,309771
LYhDl,2070-07-18,3718,48334
gndlW,2029-11-11,3882,135870
Lmlko,2056-12-11,3765,26355
JWBfD,2042-06-21,5550,194250
bIJKs,2106-09-03,6559,616546
wqsBh,2053-02-05,8304,465024
UcLrz,2101-10-11,8403,588210
QOSbc,2069-07-09,5203,286165
sMqHg,2031-06-10,7258,428222
ehiBf,2094-04-15,3302,16510
ddZJd,2068-05-15,3645,196830
CrzOh,2024-10-19,4440,426240
RDaEM,2073-12-27,5792,162176
djmvH,2108-03-08,6246,231102
ndGUZ,2051-06-11,5721,234561
vOfCn,2062-06-25,5128,507672
BTaZB,2113-02-20,8903,765658
Bxwxe,2043-08-05,8874,168606
aaCPZ,2089-06-12,9689,930144
BlIdp,2070-05-17,4717,94340
VBYtQ,2039-06-06,6422,186238
ZpOOw,2122-04-15,8198,106574
fRyHQ,2111-04-12,9862,690340
ttEre,2035-09-30,6058,157508
XfzNT,2065-12-02,8879,621530
KFoSd,2049-07-21,9055,697235
WTDQv,2071-08-20,7749,170478
MkNMD,2050-01-29,2327,11635
KBamU,2061-08-05,9764,165988
xViNc,2115-02-10,9731,204351
gKIyA,2093-05-21,7010,630900
OdkJD,2100-02-08,2008,58232
zxAJF,2105-03-24,6559,583751
Igdvq,2036-02-17,8310,423810
wiIhA,2106-01-28,6283,232471
FnFgI,2119-12-22,9835,776965
wJMYW,2113-04-17,9965,737410
mjplW,2101-02-10,8836,768732
eDTeH,2024-11-29,7190,64710
TIOBi,2037-08-15,7686,714798
xwKsc,2088-05-18,8763,420624
stMiO,2055-04-26,5838,216006
HawXD,2106-02-11,7995,615615
rfDaa,2100-06-08,5836,396848
OXAud,2112-11-07,5782,69384
