StoreCode,Date,TotalSales,TotalAmount
AgdDr,2094-08-27,4233,165087
zDqyD,2101-04-15,8437,362791
DQdfx,2107-03-29,6033,536937
GrqPo,2103-07-04,2513,148267
eSTsG,2027-01-17,7345,675740
oqAWv,2083-05-01,2750,173250
TbVIw,2036-02-11,4762,90478
FCIWC,2118-07-26,6454,161350
wAqsT,2103-04-30,9117,656424
UmHsj,2108-02-10,5841,134343
aOMVv,2097-11-30,8569,642675
DgKsH,2032-10-15,7889,63112
XAQvR,2101-04-30,5506,187204
VMttA,2031-01-03,4573,118898
RMmcx,2055-10-10,6885,647190
fGpJo,2049-09-06,6010,396660
gQLfK,2037-05-11,3289,240097
NwOBS,2087-03-20,5838,40866
vpVkm,2034-05-15,5787,254628
BvaxX,2051-08-18,8007,96084
WkQEr,2085-07-04,9785,88065
NEJMD,2100-11-28,4716,113184
iWElQ,2092-07-18,8531,281523
uBeRU,2068-06-25,4198,151128
IGvms,2076-01-25,7412,726376
QtidG,2108-09-22,5678,176018
QAbBt,2098-10-16,9710,912740
GlqCH,2085-06-13,2920,207320
clIpF,2096-12-31,3635,174480
hgYlA,2066-02-08,9210,322350
GXuAF,2078-06-03,4225,333775
aTYKa,2046-06-08,7762,714104
jDKYr,2028-10-22,6421,282524
HpDxV,2109-02-05,3442,168658
yKFQJ,2097-02-14,4426,44260
mYRzy,2122-02-05,9592,287760
YbrVf,2062-04-20,5657,124454
OnxjQ,2108-05-05,2298,144774
TSqRr,2107-04-30,5496,236328
NDtjR,2118-11-06,4930,330310
kPsmd,2044-01-20,7610,53270
GeMWZ,2074-01-31,7426,326744
Dgwbu,2031-03-16,7746,565458
RJOUN,2096-02-10,3689,354144
KOOGk,2040-11-16,8767,96437
etwzA,2053-02-24,4364,65460
gkJwL,2075-03-03,3130,71990
TkCEQ,2027-10-02,8252,792192
mfVba,2067-03-25,2721,253053
iVjoX,2059-08-13,3433,54928
xNjcJ,2071-07-17,3382,40584
GQUGT,2098-09-22,2083,64573
YaHYp,2042-11-25,7576,469712
XPLIp,2104-02-12,6733,511708
KhXqf,2083-07-29,6860,651700
nBQnc,2087-11-14,9575,756425
TbFwW,2043-10-08,3114,168156
kNhde,2105-06-19,7751,294538
dhFID,2120-01-20,2844,113760
EZiaQ,2052-07-24,9169,898562
sLFmF,2100-08-12,4853,198973
toqFu,2110-07-08,7441,714336
PdveO,2039-02-26,3249,305406
BzZTV,2111-09-27,6417,551862
khBfg,2070-01-21,2391,50211
Brbyo,2027-06-22,7055,585565
hxCJQ,2111-03-20,5229,303282
PXenY,2068-02-19,6399,479925
cwtDX,2075-07-31,9748,848076
eUPbR,2059-10-25,8199,442746
WmlnQ,2110-05-26,7912,102856
kOlaN,2069-01-27,5462,174784
yrQct,2078-03-25,6601,165025
WJdpA,2068-10-09,9070,99770
fXWVR,2096-10-16,9474,900030
NMxTB,2077-04-12,9900,910800
pUtri,2109-03-26,9428,443116
wnZIE,2120-04-14,3067,269896
TgYFa,2056-12-27,6499,220966
aNprq,2032-06-22,3495,83880
FLcJk,2057-03-29,2010,164820
DsvRZ,2116-01-19,2759,52421
MUHIO,2048-08-08,2355,160140
PnQku,2121-01-18,7616,114240
auapI,2089-06-07,4740,412380
OgydP,2080-01-08,4465,383990
zFXxM,2043-07-28,9709,786429
zQzLp,2024-12-22,4512,153408
FIAJK,2087-03-15,4785,196185
fhhcY,2083-01-22,4327,142791
zghcv,2120-12-21,4933,78928
KIJls,2065-09-03,2433,119217
wdpvP,2092-06-26,6281,571571
fFXEw,2084-09-27,5920,325600
qYLhG,2050-05-18,8444,219544
VuEHV,2113-07-10,2135,38430
GlgRx,2037-12-21,6942,138840
nvdSW,2095-05-04,6149,368940
kOoCc,2068-06-26,5711,359793
UbVdI,2031-11-14,3345,207390
NssPe,2082-11-13,9210,653910
xFuoR,2105-11-13,5109,280995
DTMgX,2085-06-08,3148,44072
mlJlb,2025-05-20,9809,559113
ymBoG,2093-06-17,8140,268620
IaTIL,2056-07-10,9117,82053
RDRbk,2027-09-05,4439,239706
PEdzJ,2103-07-01,2398,107910
uvYKG,2033-08-19,8983,853385
kaKpY,2110-07-03,9500,294500
SeXAD,2106-07-10,8093,89023
QMmbL,2027-05-24,3573,128628
AGZKo,2083-07-20,2966,234314
TScRb,2034-03-27,3145,103785
KGAMJ,2093-03-29,3413,201367
JViUc,2034-05-31,5041,504100
KAhnw,2112-05-22,7436,431288
xhPHG,2057-10-02,3992,311376
ZSErb,2081-11-10,7055,345695
PuWMA,2055-09-14,3761,259509
IXpTk,2066-06-02,7199,359950
soqBT,2069-01-20,3777,234174
UYTSr,2105-04-16,6793,529854
cfLcc,2108-01-13,4967,119208
LCmQP,2123-04-03,4209,387228
zQebo,2074-05-07,5402,383542
hWvFA,2077-02-24,4125,82500
tqpRp,2102-01-01,8273,529472
hUecU,2103-07-03,4674,289788
wyZhm,2081-08-27,6859,679041
EOVmQ,2038-12-12,5098,361958
wdJWS,2113-02-23,5950,297500
vVlLg,2026-12-30,8169,98028
dvYIP,2070-02-15,5097,341499
EYsXj,2102-11-25,4053,263445
IJRUx,2035-02-16,3233,158417
BQvxj,2054-10-11,9599,172782
MZeaV,2072-09-24,6837,177762
GdwjX,2111-02-06,6274,401536
XzDRI,2074-01-12,7510,503170
SfoCb,2036-08-02,4767,462399
XHZpl,2046-01-01,4988,64844
qhGWw,2088-06-15,2497,89892
EyAMJ,2069-03-25,5960,429120
cOkai,2089-01-10,5412,470844
ErNKN,2087-10-03,8295,207375
LUZXk,2070-06-07,4780,200760
LCbTC,2032-04-22,3395,210490
aFBqj,2064-02-14,5542,526490
LgLtU,2108-12-21,3591,193914
SVJuK,2050-02-11,7208,295528
VgqlC,2084-06-23,6785,169625
lNIwZ,2063-07-18,7621,746858
nrDwj,2111-08-09,2734,185912
mTYLg,2123-03-18,6554,268714
kZqaY,2082-03-22,5502,77028
biUrp,2120-11-28,4500,171000
dySwt,2069-11-10,8554,111202
nXTSo,2051-03-21,3519,348381
NYJYP,2065-05-30,3058,296626
TdqRz,2033-01-02,9726,758628
DLuNM,2030-10-16,5919,562305
iOdxH,2121-07-13,3948,161868
gKrAl,2101-05-12,7384,502112
qjOML,2072-11-15,2755,104690
vzFzF,2092-08-13,7629,602691
IedHV,2061-02-05,7122,78342
eZrvP,2024-11-26,4003,312234
iflfM,2115-01-26,6290,62900
ylIMC,2100-06-17,5159,500423
VMeqN,2102-01-11,5748,80472
AwOZr,2030-12-02,8076,161520
SiIRG,2122-04-05,7048,606128
KMQJh,2114-05-01,2004,182364
ZkYJi,2027-08-09,7141,385614
QivYi,2076-09-06,7036,633240
jdRdI,2066-12-31,5945,255635
dlRPu,2037-12-05,4404,52848
AEzua,2055-04-15,9899,762223
udeoO,2032-07-17,6530,646470
tIbkH,2090-11-17,4673,238323
jnckU,2032-03-24,8222,633094
UqKHU,2060-08-21,2191,107359
fvvzF,2083-06-13,9506,503818
ubBvJ,2115-06-22,2647,235583
jcBKP,2034-07-11,4201,365487
MZufH,2047-02-23,2970,74250
leBWA,2028-07-06,3982,242902
FZkIh,2045-05-20,7653,214284
QcxGX,2032-02-08,4757,256878
OYDFS,2098-08-23,9254,629272
CWpDO,2039-04-07,2667,80010
yMpVe,2118-03-28,9872,523216
NHPBK,2096-10-06,8965,555830
BTfXS,2036-02-13,6973,418380
GYwgd,2023-10-10,9770,175860
SJHSM,2072-08-02,9441,368199
eaOwZ,2110-10-10,2970,80190
GegCn,2117-11-20,6237,604989
CVdHm,2108-07-06,8976,646272
piDSU,2081-01-10,6060,321180
uHFdq,2067-12-08,4640,218080
VBvsZ,2043-10-26,7607,479241
OaonV,2105-04-02,9075,199650
WxCuC,2067-07-16,3877,352807
lrdmQ,2072-12-10,2555,22995
XDBOn,2075-12-03,9331,93310
zKiCg,2025-11-01,3985,107595
GhWjC,2118-07-25,9359,842310
rLgcW,2093-02-15,2463,49260
Kmhev,2088-03-05,6735,114495
JMnTL,2078-08-04,3443,206580
tygbv,2034-11-04,3298,92344
KSaTN,2034-06-27,4291,171640
kYhLY,2066-11-01,4334,403062
IQpeV,2122-03-14,7240,383720
SSGhM,2026-03-29,9683,174294
qMQqC,2084-11-01,2751,162309
iaKlv,2120-03-17,2951,73775
uTDfX,2114-03-25,7422,423054
EywWq,2103-07-30,5333,90661
YsTui,2097-11-19,8344,41720
