StoreCode,Date,TotalSales,TotalAmount
IPcfn,2030-01-19,4759,266504
MeMGs,2076-05-02,3004,57076
jAhpX,2118-10-14,4464,370512
uGDff,2028-09-10,2028,12168
gOkdO,2027-10-22,5084,81344
jWIre,2079-04-07,2804,168240
fHpMI,2120-07-23,6991,643172
lVMVN,2072-08-18,7874,732282
GSRWU,2120-06-11,5371,300776
idOvW,2123-10-24,8292,298512
VWqbE,2033-08-25,8249,692916
vLmKV,2052-04-21,6752,114784
aWOOV,2098-12-20,6354,400302
kRrkx,2030-02-15,6819,525063
QkEUL,2027-06-03,4488,246840
uFpQH,2046-04-29,2554,160902
rkxtL,2066-11-17,9010,288320
talwS,2089-10-23,9286,789310
UaAMB,2093-09-04,9438,462462
UAeYW,2095-08-05,5293,42344
eyUEn,2074-02-07,8744,61208
PjnUz,2053-05-13,5494,258218
ODyWO,2070-05-25,2937,179157
VHTBY,2089-04-05,4643,403941
qfuvj,2102-12-13,3160,135880
GWKlk,2108-12-29,5677,312235
uDRja,2053-12-09,5566,289432
xncbm,2065-06-02,7188,294708
QqxEp,2030-08-10,7564,423584
QrNwO,2027-02-27,4291,317534
Sahxf,2045-04-07,4961,466334
oRlni,2046-05-12,3023,163242
pWhCP,2088-10-11,4552,50072
nYIib,2061-10-08,9894,316608
lDLzU,2049-07-17,5876,158652
HSBSH,2034-05-23,9273,166914
Amagt,2044-06-17,6043,392795
eZQuo,2043-02-13,6006,216216
oUUDg,2074-10-07,5963,143112
CbeQK,2069-09-24,4916,211388
ZBfsh,2069-05-17,7179,122043
FvhES,2045-08-29,8512,383040
ldomP,2041-01-08,3594,89850
QnFtv,2111-03-28,5427,287631
eQHIq,2037-03-11,8929,642888
rhihY,2060-09-16,7481,403974
ScgLy,2046-05-04,7983,215541
TxJsD,2098-05-29,3891,159531
XgfTL,2071-01-26,8535,145095
esjbO,2026-06-12,9647,926112
puVXA,2063-03-30,5902,301002
rEUwW,2040-10-24,2435,107140
hAomW,2060-02-04,4742,303488
HtCeM,2099-11-10,2844,216144
AhDNA,2113-03-11,6727,40362
KErsa,2079-02-27,9330,149280
bfbuU,2074-04-29,9343,672696
crBFQ,2080-02-24,5828,530348
mFdLN,2029-07-24,8137,227836
CVBrm,2101-08-03,8982,467064
qDQip,2079-03-29,5238,104760
KUxkt,2101-07-02,8539,341560
qQbgw,2084-05-13,7721,602238
FBeJv,2103-08-30,7428,594240
kJFpB,2065-12-24,5824,180544
glKdt,2056-07-31,8905,801450
Tocnf,2040-02-11,5947,89205
JcCWb,2056-12-26,2406,60150
pXHPq,2049-03-07,3229,300297
iRpPc,2074-03-26,6093,414324
CjhMA,2064-06-02,4866,218970
mwCWY,2073-10-11,5500,236500
BfPZz,2117-01-20,2616,130800
XAFCB,2063-04-05,8351,125265
hQLuY,2092-11-04,8213,484567
bKFVJ,2070-08-09,4155,41550
cCncM,2029-10-07,2738,265586
NmlOX,2113-02-27,8498,50988
Gmust,2055-01-25,8608,301280
Rxykd,2061-06-06,8511,348951
oWaGI,2118-06-14,5279,300903
RsycJ,2072-04-05,2914,20398
RLIcT,2023-02-04,4694,445930
xzYdQ,2074-06-15,7691,638353
vDyzg,2050-07-01,5302,440066
UlCVn,2100-03-24,8415,690030
FzEpU,2024-07-15,2213,159336
yBIot,2068-09-02,9310,46550
iyptw,2101-11-24,9949,278572
xutyH,2054-10-10,5411,378770
yJMiJ,2053-04-14,5916,260304
NDifr,2045-12-05,5575,479450
RLjJn,2041-01-23,8822,167618
ufPuW,2069-09-28,2844,258804
SLgwX,2112-04-24,5090,341030
NAEvs,2064-08-03,8426,286484
eABiL,2060-10-09,5101,76515
fQuLm,2094-01-30,6816,415776
ldnYd,2099-03-09,2000,42000
ltiCp,2106-04-28,4788,114912
HnpRj,2060-02-12,3691,103348
OTaJQ,2024-02-25,5234,355912
ISWmm,2110-06-12,5456,212784
DahmV,2061-07-25,6565,282295
nNdzJ,2064-07-24,6243,493197
blkyR,2078-08-30,8270,727760
WOYco,2118-04-10,7587,675243
pzkIS,2053-02-17,3499,20994
qeYBQ,2091-02-26,9054,488916
voZEK,2097-06-08,6396,255840
rpnBO,2057-12-18,7080,339840
ZVuTI,2028-04-18,2554,227306
BtlKJ,2117-10-21,7659,53613
RbQBt,2039-06-06,7126,178150
mZDVM,2113-05-21,3710,241150
SaNNh,2050-06-03,3981,362271
Ksnvj,2074-01-15,5462,464270
NlpJP,2064-05-13,2575,195700
qDBKc,2050-08-15,4768,33376
ELRhJ,2027-11-27,2759,162781
mZpJm,2082-06-17,3841,372577
Myijg,2114-01-10,8627,319199
HESXi,2112-04-22,9144,749808
zmKuF,2113-07-16,6603,382974
Zhwqx,2026-03-11,4830,101430
mrMBd,2074-02-24,4896,313344
gRnNs,2055-07-30,6754,141834
AEaYi,2029-05-24,5804,330828
auACm,2084-08-24,7842,141156
uxZcL,2081-10-10,6736,552352
LLHRI,2067-05-13,8468,177828
Gfuml,2075-06-18,6173,549397
xpWFE,2058-03-31,3589,89725
hzYwn,2064-08-27,5908,484456
asrDF,2080-10-19,5995,167860
WqXEo,2037-04-07,2930,243190
UzyND,2096-02-09,3224,216008
VfSTP,2034-06-27,2074,89182
KICbe,2116-07-04,3748,363556
arcPj,2118-07-24,4706,343538
xuXJD,2068-07-30,5249,241454
LncVn,2082-01-20,3374,141708
DpLms,2109-09-23,6054,175566
ukbYT,2077-10-18,5712,399840
LUaMu,2110-05-20,4799,422312
HlQhV,2057-10-09,7359,206052
xqytA,2069-05-14,7585,743330
yRrjt,2093-02-02,6586,92204
qnaRz,2090-04-29,7907,600932
bLEdL,2044-10-30,5422,482558
nBWsX,2053-04-25,2584,121448
YEDdv,2027-05-18,9892,405572
Huqaw,2114-07-05,3517,130129
VEMDU,2123-04-25,7886,181378
ScRaF,2037-08-21,4387,193028
IkEWb,2054-06-07,9232,193872
yUAkF,2051-08-26,2616,136032
vmMwF,2083-06-05,4932,399492
CxgDi,2059-07-13,4399,127571
EiFLE,2045-02-21,9731,583860
vebAI,2075-07-31,8331,341571
hjmEW,2111-01-22,6036,283692
XwqDz,2088-02-19,7456,89472
oTQNK,2108-02-05,5136,138672
yfCFT,2028-03-21,3719,189669
sqipH,2064-09-19,2871,200970
vKHum,2076-07-11,5233,78495
GJYlu,2066-04-24,4507,229857
XsQNB,2101-11-19,5333,149324
XyNYW,2065-02-10,9889,464783
KfNPE,2121-07-13,2274,168276
zWLjt,2085-11-01,7350,330750
LBZOO,2060-08-26,2918,189670
jBUyx,2045-10-01,8618,646350
BkcIO,2072-06-29,5365,456025
npohD,2083-08-31,5609,297277
oHlSy,2069-10-27,3563,235158
ORjNJ,2088-02-01,2079,158004
nMeRc,2049-01-24,2806,246928
KPZsa,2113-06-01,4604,197972
HjFMY,2077-09-15,4092,257796
ZfISm,2096-09-07,8659,684061
xdQSe,2029-09-14,2594,147858
WZjPt,2119-09-15,9900,89100
uJKMn,2096-02-10,8073,484380
ycZWf,2066-07-09,8110,373060
jzDgS,2114-02-19,5800,498800
ThCjH,2118-12-13,9171,458550
LHQkS,2053-01-27,7706,539420
sEorK,2032-11-02,3246,133086
mlKgn,2032-01-10,6777,271080
wywHO,2074-02-15,5178,305502
YBGmN,2081-06-03,9264,407616
jBTfn,2047-01-12,7806,70254
NxHAX,2090-08-16,9884,909328
BtXrB,2027-06-03,8241,552147
SIGvq,2038-06-26,5729,309366
YUuxM,2027-04-22,6381,44667
lIxwY,2109-08-09,4699,61087
WRTEU,2031-10-21,5969,459613
aYZse,2078-07-15,8935,339530
uGymu,2083-10-09,2865,91680
bdVkY,2101-01-15,9274,899578
xxxdQ,2116-02-28,2515,113175
TEoKF,2107-10-12,9321,223704
TqvHY,2056-07-31,6500,39000
YrCmK,2056-10-21,6285,163410
AyODv,2082-01-10,2867,258030
SLGvg,2122-11-06,4160,145600
xYRIJ,2079-08-12,7272,210888
mQdRc,2114-04-25,5476,38332
PTuRg,2068-08-24,9433,443351
sBYvZ,2088-10-14,8143,643297
obwvs,2113-04-05,4651,97671
FvafL,2053-01-09,8912,579280
Lophj,2051-10-06,6922,200738
kIGjc,2111-11-11,4414,375190
hzhfC,2026-03-23,7915,308685
