StoreCode,Date,TotalSales,TotalAmount
UAeYW,2042-07-14,7117,113872
eyUEn,2077-01-28,5997,509745
PjnUz,2074-12-04,9296,278880
ODyWO,2065-08-27,7698,323316
VHTBY,2095-08-16,2467,143086
qfuvj,2028-10-12,3498,255354
GWKlk,2062-02-26,6245,243555
uDRja,2041-07-01,8778,746130
xncbm,2062-04-08,4093,380649
QqxEp,2023-08-07,5135,277290
QrNwO,2043-03-04,3944,394400
Sahxf,2122-10-17,3085,30850
oRlni,2079-11-23,7633,450347
pWhCP,2107-04-20,4894,58728
nYIib,2115-12-03,9321,904137
lDLzU,2055-01-30,6641,458229
HSBSH,2097-05-30,3379,304110
Amagt,2031-05-01,2217,117501
eZQuo,2073-06-19,8305,99660
oUUDg,2093-03-14,3099,198336
CbeQK,2108-04-20,5060,323840
ZBfsh,2033-07-14,3694,236416
FvhES,2084-10-10,2540,187960
ldomP,2118-08-09,3688,110640
QnFtv,2106-05-11,5305,127320
eQHIq,2051-07-25,6070,109260
rhihY,2101-02-08,6237,480249
ScgLy,2028-07-18,4785,47850
TxJsD,2116-02-03,8019,72171
XgfTL,2057-03-03,5551,260897
esjbO,2049-01-25,5629,247676
puVXA,2057-04-23,5386,91562
rEUwW,2067-10-13,7535,165770
hAomW,2049-07-17,3229,71038
HtCeM,2027-02-24,8847,743148
AhDNA,2098-09-23,5838,554610
KErsa,2023-04-14,4396,149464
bfbuU,2085-10-29,8431,505860
crBFQ,2120-01-15,7936,111104
mFdLN,2084-03-11,8150,423800
CVBrm,2061-03-16,6331,253240
qDQip,2116-07-26,2270,24970
KUxkt,2050-12-04,5665,509850
qQbgw,2113-12-02,5987,574752
FBeJv,2068-06-13,7547,98111
kJFpB,2119-06-12,8147,219969
glKdt,2063-09-29,4323,73491
Tocnf,2092-12-29,8962,134430
JcCWb,2122-06-29,5980,364780
pXHPq,2035-02-22,9454,529424
iRpPc,2029-07-16,8786,448086
CjhMA,2092-02-11,8704,870400
mwCWY,2073-04-09,7894,363124
BfPZz,2103-11-23,9239,434233
XAFCB,2113-07-26,5127,235842
hQLuY,2046-03-10,5518,132432
bKFVJ,2115-05-08,9385,516175
cCncM,2086-05-23,6842,61578
NmlOX,2032-08-13,9314,484328
Gmust,2060-10-21,7285,560945
Rxykd,2060-07-19,5971,567245
oWaGI,2074-01-17,8994,539640
RsycJ,2034-12-18,8148,203700
RLIcT,2119-03-17,7416,296640
xzYdQ,2069-05-29,7147,707553
vDyzg,2122-09-30,9799,235176
UlCVn,2080-10-28,5459,387589
FzEpU,2056-11-25,9110,81990
yBIot,2074-05-10,8473,652421
iyptw,2069-02-18,7880,173360
xutyH,2046-08-31,9756,585360
yJMiJ,2073-05-05,6793,305685
NDifr,2078-11-15,8160,310080
RLjJn,2093-11-02,2369,54487
ufPuW,2094-03-19,9724,136136
SLgwX,2114-12-31,3877,275267
NAEvs,2123-02-27,8237,650723
eABiL,2106-12-09,8188,745108
fQuLm,2101-11-19,2186,83068
ldnYd,2091-01-07,3994,323514
ltiCp,2118-08-27,5935,551955
HnpRj,2044-11-21,5666,515606
OTaJQ,2120-07-20,6666,93324
ISWmm,2049-01-02,9427,367653
DahmV,2049-06-01,7015,540155
nNdzJ,2071-03-04,4770,429300
blkyR,2079-08-10,6835,123030
WOYco,2052-09-08,9830,796230
pzkIS,2058-02-13,4282,346842
qeYBQ,2101-09-09,6308,561412
voZEK,2120-02-06,8912,819904
rpnBO,2051-08-07,5842,332994
ZVuTI,2061-04-29,3533,211980
BtlKJ,2049-06-26,9718,184642
RbQBt,2040-11-22,4412,366196
mZDVM,2023-07-17,2959,139073
SaNNh,2073-06-03,3290,105280
Ksnvj,2122-12-27,9136,740016
NlpJP,2110-04-07,7368,265248
qDBKc,2028-05-16,3290,174370
ELRhJ,2053-09-09,5527,116067
mZpJm,2097-01-29,8402,730974
Myijg,2065-09-26,2588,131988
HESXi,2117-03-29,7220,527060
zmKuF,2037-06-04,7203,367353
Zhwqx,2064-08-02,5893,571621
mrMBd,2082-03-23,9752,234048
gRnNs,2065-09-10,5419,48771
AEaYi,2060-09-13,2990,101660
auACm,2085-08-28,6259,300432
uxZcL,2083-12-29,5086,493342
LLHRI,2117-12-20,8066,451696
Gfuml,2046-11-26,2866,71650
xpWFE,2026-03-18,7262,392148
hzYwn,2089-09-08,7739,773900
asrDF,2121-09-11,2610,93960
WqXEo,2082-05-17,2599,72772
UzyND,2061-10-28,6049,344793
VfSTP,2026-07-08,8828,803348
KICbe,2029-08-22,9946,218812
arcPj,2114-06-26,6221,223956
xuXJD,2055-11-20,4152,203448
LncVn,2067-05-18,5761,501207
DpLms,2083-06-14,9889,385671
ukbYT,2092-06-11,8511,527682
LUaMu,2075-09-29,2763,218277
HlQhV,2067-12-17,5528,287456
xqytA,2082-12-27,3278,272074
yRrjt,2074-03-17,9431,565860
qnaRz,2107-11-07,5398,361666
bLEdL,2104-12-03,7177,122009
nBWsX,2078-04-22,6005,168140
YEDdv,2034-09-08,4331,64965
Huqaw,2051-08-30,5316,446544
VEMDU,2098-06-17,6204,589380
ScRaF,2050-03-04,6203,80639
IkEWb,2075-03-20,3999,127968
yUAkF,2056-08-02,3109,226957
vmMwF,2098-01-05,3071,248751
CxgDi,2045-07-26,3376,192432
EiFLE,2099-10-15,7334,293360
vebAI,2112-06-27,3220,161000
hjmEW,2064-12-03,8456,625744
XwqDz,2071-07-27,2544,78864
oTQNK,2078-11-10,9853,985300
yfCFT,2117-04-16,6803,367362
sqipH,2067-04-02,4487,125636
vKHum,2062-03-16,8226,493560
GJYlu,2032-02-16,2564,115380
XsQNB,2102-05-02,3308,86008
XyNYW,2101-01-28,5764,409244
KfNPE,2025-09-13,9680,300080
zWLjt,2058-04-19,7215,447330
LBZOO,2029-09-20,2406,187668
jBUyx,2023-11-07,8620,801660
BkcIO,2106-10-02,4812,394584
npohD,2062-11-02,9810,873090
oHlSy,2066-04-03,5053,464876
ORjNJ,2065-04-02,6897,386232
nMeRc,2077-05-09,2553,229770
KPZsa,2051-08-29,3202,51232
HjFMY,2107-03-04,2947,109039
ZfISm,2053-09-29,4668,382776
xdQSe,2100-06-18,2042,196032
WZjPt,2038-10-05,2771,229993
uJKMn,2116-03-16,6652,385816
ycZWf,2060-07-15,2715,187335
jzDgS,2058-10-29,8992,674400
ThCjH,2057-06-17,3805,117955
LHQkS,2056-01-03,4865,389200
sEorK,2091-07-17,2444,21996
mlKgn,2039-01-19,2682,177012
