StoreCode,Date,TotalSales,TotalAmount
WmlnQ,2044-11-23,6067,509628
kOlaN,2071-09-28,4623,245019
yrQct,2058-06-21,3232,197152
WJdpA,2024-08-23,6315,511515
fXWVR,2040-06-24,2999,98967
NMxTB,2045-05-16,6816,211296
pUtri,2122-09-30,7079,205291
wnZIE,2026-09-27,8420,715700
TgYFa,2065-10-16,7847,502208
aNprq,2123-11-13,9988,838992
FLcJk,2110-07-26,3890,77800
DsvRZ,2109-03-18,9527,362026
MUHIO,2023-08-09,8868,549816
PnQku,2023-03-10,5716,257220
auapI,2099-01-06,4278,98394
OgydP,2023-12-31,9510,627660
zFXxM,2048-09-11,9795,881550
zQzLp,2087-11-27,5448,517560
FIAJK,2069-03-16,6807,537753
fhhcY,2045-03-08,5683,329614
zghcv,2120-07-11,3304,26432
KIJls,2090-03-02,3228,29052
wdpvP,2086-08-02,2221,79956
fFXEw,2110-02-26,9706,553242
qYLhG,2085-04-11,2788,83640
VuEHV,2083-07-23,4359,287694
GlgRx,2024-09-02,4343,199778
nvdSW,2070-06-19,8008,480480
kOoCc,2112-10-28,4415,326710
UbVdI,2074-01-13,6882,247752
NssPe,2055-05-05,6313,82069
xFuoR,2113-03-11,7184,610640
DTMgX,2117-07-10,6373,293158
mlJlb,2104-10-29,6422,577980
ymBoG,2113-03-22,3010,252840
IaTIL,2095-12-12,7846,156920
RDRbk,2094-02-09,4449,164613
PEdzJ,2115-11-06,2795,25155
uvYKG,2050-09-22,7183,93379
kaKpY,2107-03-27,6318,619164
SeXAD,2094-10-27,9788,254488
QMmbL,2119-08-24,8454,794676
AGZKo,2067-09-02,6207,74484
TScRb,2024-06-15,8520,766800
KGAMJ,2061-06-21,9567,248742
JViUc,2069-03-17,2939,220425
KAhnw,2037-11-04,7606,479178
xhPHG,2029-09-13,3293,79032
ZSErb,2093-03-24,6322,613234
PuWMA,2024-07-28,6444,244872
IXpTk,2075-11-14,7652,183648
soqBT,2049-05-28,3566,135508
UYTSr,2069-01-08,3301,165050
cfLcc,2027-10-01,9214,156638
LCmQP,2057-06-13,6818,286356
zQebo,2063-10-04,8730,235710
hWvFA,2059-03-27,6298,409370
tqpRp,2111-10-26,6855,658080
hUecU,2109-01-15,6365,458280
wyZhm,2029-02-18,6265,582645
EOVmQ,2035-01-14,9032,722560
wdJWS,2086-02-28,3922,78440
vVlLg,2113-12-31,9517,428265
dvYIP,2026-03-05,4507,288448
EYsXj,2045-12-28,5369,112749
IJRUx,2123-03-16,9771,898932
BQvxj,2058-07-04,5391,296505
MZeaV,2074-03-03,2794,83820
GdwjX,2121-06-11,2392,57408
XzDRI,2077-01-26,6595,455055
SfoCb,2112-01-21,8821,97031
XHZpl,2069-01-12,9171,917100
qhGWw,2050-12-27,3943,303611
EyAMJ,2105-01-24,4041,379854
cOkai,2093-06-21,9639,192780
ErNKN,2109-03-05,5334,170688
LUZXk,2057-01-07,9151,585664
LCbTC,2038-01-07,6690,234150
aFBqj,2078-06-22,7308,482328
LgLtU,2092-07-18,6541,170066
SVJuK,2040-09-13,9057,298881
VgqlC,2043-07-21,7054,656022
lNIwZ,2092-12-17,7213,447206
nrDwj,2059-06-13,3656,47528
mTYLg,2065-04-23,3350,247900
kZqaY,2055-05-23,7278,123726
biUrp,2024-11-16,2821,231322
dySwt,2053-10-10,7388,184700
nXTSo,2071-10-03,2466,155358
NYJYP,2108-08-11,4384,118368
TdqRz,2033-05-04,5801,266846
DLuNM,2104-03-29,3292,177768
iOdxH,2060-11-26,7917,443352
gKrAl,2122-08-02,4783,229584
qjOML,2088-06-10,4996,419664
vzFzF,2123-11-10,2916,160380
IedHV,2040-08-05,4364,397124
eZrvP,2053-06-05,9446,292826
iflfM,2106-11-08,7080,247800
ylIMC,2088-01-20,2237,158827
VMeqN,2038-11-16,7791,233730
AwOZr,2073-04-01,7396,636056
SiIRG,2072-03-31,5448,201576
KMQJh,2066-01-13,8243,667683
ZkYJi,2121-05-10,3557,46241
QivYi,2096-02-01,2698,102524
jdRdI,2050-10-19,6112,543968
dlRPu,2122-12-31,5556,433368
AEzua,2032-09-27,6799,47593
udeoO,2062-09-15,9631,770480
tIbkH,2068-11-29,8015,793485
jnckU,2120-05-05,3113,308187
UqKHU,2113-02-04,8322,490998
fvvzF,2105-10-03,3872,23232
ubBvJ,2065-05-10,9035,469820
jcBKP,2054-11-22,2673,259281
MZufH,2113-04-04,2583,23247
leBWA,2074-10-28,7724,115860
FZkIh,2039-07-05,5648,175088
QcxGX,2024-09-18,3894,50622
OYDFS,2080-03-13,2709,235683
CWpDO,2026-12-23,2756,209456
yMpVe,2036-10-15,7882,126112
NHPBK,2048-06-13,7226,708148
BTfXS,2061-03-30,8810,660750
GYwgd,2101-12-28,3382,273942
SJHSM,2078-06-28,3054,79404
eaOwZ,2055-08-15,5464,387944
GegCn,2112-11-07,2622,262200
CVdHm,2041-04-11,5047,166551
piDSU,2070-04-22,5296,529600
uHFdq,2064-10-10,3507,70140
VBvsZ,2024-10-05,5831,454818
OaonV,2054-10-03,3937,212598
WxCuC,2053-12-06,5477,498407
lrdmQ,2032-09-27,2429,53438
XDBOn,2088-06-21,2491,134514
zKiCg,2083-01-11,6263,344465
GhWjC,2034-05-04,7790,529720
rLgcW,2057-10-04,9389,891955
Kmhev,2092-12-08,8070,637530
JMnTL,2091-03-08,6823,156929
tygbv,2025-12-09,5333,122659
KSaTN,2034-04-18,8778,184338
kYhLY,2037-06-05,6825,225225
IQpeV,2103-07-10,3447,110304
SSGhM,2029-12-06,6648,664800
qMQqC,2037-04-03,9587,728612
iaKlv,2065-11-05,9752,594872
uTDfX,2025-04-21,7150,693550
EywWq,2028-10-30,7591,98683
YsTui,2024-12-07,9578,143670
KNCJS,2123-02-18,9521,180899
WuKsx,2108-01-19,9730,291900
ANVEy,2120-09-18,4077,73386
UWaYX,2058-11-19,3238,19428
ssYLB,2062-12-20,4928,157696
setOB,2076-04-27,6927,138540
hsrSA,2038-04-08,2213,24343
kqluk,2066-12-29,7895,442120
JYZuR,2119-09-17,8264,57848
STRTS,2030-06-20,7156,207524
qTePA,2056-06-03,2844,281556
mSMBw,2104-02-18,7101,418959
dDwYL,2066-08-13,2192,28496
Xgsru,2096-09-06,2964,26676
ZetEh,2066-11-18,4756,428040
vlvxB,2081-10-11,3115,218050
PGFlN,2101-07-05,2231,153939
hwJkd,2053-11-14,4035,355080
jtVyk,2076-11-27,4871,321486
rbgKb,2123-02-19,9991,269757
DUdIG,2119-09-21,4338,130140
GYZVK,2099-06-02,5953,476240
QliAf,2094-01-26,3706,333540
NlLfn,2060-08-01,8353,158707
tmKjH,2059-01-20,5936,385840
kqimz,2065-05-07,7385,295400
slAfl,2032-12-06,6705,382185
Vahai,2045-12-21,3644,18220
tXPLn,2073-06-03,2236,131924
ePGqv,2054-07-05,8485,840015
zCCRP,2053-08-14,5697,381699
hMOUE,2067-08-26,4500,391500
ntrCa,2064-08-18,3028,87812
GmWQr,2039-08-22,7530,376500
egwMA,2045-09-19,3544,113408
HaEgD,2120-08-27,5042,126050
xdCJc,2104-08-15,9297,260316
okJyN,2074-08-29,6203,167481
ThPsv,2048-08-23,7319,622115
VWPwm,2024-08-24,9239,73912
UdIGN,2073-02-02,8563,539469
rHBoM,2075-02-24,5104,96976
AjNQi,2080-09-11,6376,325176
nHGfU,2038-10-14,2644,169216
vwXuA,2105-08-19,9294,204468
ZJRDH,2071-10-15,3534,254448
KNnBR,2025-01-30,4740,123240
JubAv,2118-05-26,7929,47574
MJXcE,2071-12-06,3802,300358
lzuFZ,2062-08-26,4519,451900
NbkzT,2089-08-26,2942,135332
dbLLF,2027-08-23,9759,448914
CGXWX,2039-12-01,2849,276353
Lnbox,2043-05-19,8146,480614
OOCWw,2076-02-06,9457,189140
oJjpd,2116-12-04,5159,232155
gEHsH,2088-01-09,5267,252816
wzYak,2106-09-03,8699,304465
zgXpN,2097-12-23,4286,265732
oyfDZ,2024-09-27,6204,235752
OKaQl,2052-10-20,7291,65619
rNDTc,2050-05-30,9828,501228
vZRdZ,2067-10-11,4383,276129
PEvtn,2100-07-22,2509,65234
sYwQV,2041-10-17,9270,732330
KBwCt,2103-03-05,4640,422240
mPuGW,2077-02-03,8374,544310
yTBDy,2031-08-04,5177,315797
CueVE,2034-07-28,5032,231472
qkxue,2040-09-29,4748,432068
LYhDl,2115-12-31,8341,592211
gndlW,2067-11-12,3130,194060
Lmlko,2042-08-07,2303,133574
JWBfD,2097-06-06,5607,84105
bIJKs,2047-03-31,8843,106116
wqsBh,2072-07-17,4271,422829
UcLrz,2081-08-14,5959,572064
QOSbc,2122-12-03,9587,757373
sMqHg,2123-03-31,6175,148200
ehiBf,2053-04-02,2815,76005
ddZJd,2106-04-26,2944,100096
CrzOh,2119-03-30,8175,752100
RDaEM,2060-04-13,6086,60860
djmvH,2104-04-12,5090,366480
ndGUZ,2062-07-04,2178,100188
vOfCn,2085-01-21,7115,668810
BTaZB,2058-06-05,8634,509406
Bxwxe,2065-08-21,9457,784931
aaCPZ,2099-05-19,9636,240900
