StoreCode,Date,TotalSales,TotalAmount
EOVmQ,2060-01-27,8041,289476
wdJWS,2038-09-05,3251,250327
vVlLg,2061-12-11,9099,72792
dvYIP,2057-02-05,5270,94860
EYsXj,2028-11-01,3590,301560
IJRUx,2039-08-07,4164,79116
BQvxj,2071-05-13,2960,189440
MZeaV,2044-03-24,8021,786058
GdwjX,2030-09-17,4978,238944
XzDRI,2081-07-18,8178,572460
SfoCb,2066-06-18,8916,695448
XHZpl,2035-10-28,7088,559952
qhGWw,2069-01-17,6048,102816
EyAMJ,2060-01-22,3437,336826
cOkai,2115-10-06,8471,432021
ErNKN,2099-01-05,6421,38526
LUZXk,2092-03-02,4994,209748
LCbTC,2028-10-22,7770,590520
aFBqj,2031-08-23,4263,315462
LgLtU,2116-09-24,4055,243300
SVJuK,2051-08-20,3572,317908
VgqlC,2061-11-02,5627,393890
lNIwZ,2095-10-16,2651,58322
nrDwj,2032-02-16,6087,420003
mTYLg,2118-07-27,8295,696780
kZqaY,2093-11-24,8399,839900
biUrp,2074-12-20,7049,218519
dySwt,2095-09-25,9227,599755
nXTSo,2062-08-08,2602,215966
NYJYP,2045-10-01,4828,212432
TdqRz,2029-07-15,7713,323946
DLuNM,2104-09-13,7076,247660
iOdxH,2026-07-10,8755,192610
gKrAl,2102-11-04,6724,658952
qjOML,2054-11-13,7332,513240
vzFzF,2095-02-12,2867,249429
IedHV,2081-10-20,4212,332748
eZrvP,2028-12-02,4817,322739
iflfM,2054-02-13,5189,425498
ylIMC,2123-09-20,2892,54948
VMeqN,2108-12-15,4449,80082
AwOZr,2044-05-30,8104,218808
SiIRG,2071-04-21,9015,649080
KMQJh,2112-10-31,9935,735190
ZkYJi,2026-02-13,2692,115756
QivYi,2039-07-19,6622,99330
jdRdI,2030-10-21,4059,60885
dlRPu,2081-05-23,3062,300076
AEzua,2051-06-14,8950,510150
udeoO,2051-08-17,5850,561600
tIbkH,2074-12-23,5631,202716
jnckU,2030-09-29,2154,191706
UqKHU,2057-02-06,9818,775622
fvvzF,2041-07-05,5805,290250
ubBvJ,2089-11-25,8440,379800
jcBKP,2120-04-08,3948,189504
MZufH,2071-07-02,8187,212862
leBWA,2051-09-12,6760,412360
FZkIh,2102-07-16,8036,474124
QcxGX,2109-06-03,9861,700131
OYDFS,2101-06-01,9884,237216
CWpDO,2117-12-23,9230,784550
yMpVe,2069-08-11,4399,211152
NHPBK,2035-06-27,7795,514470
BTfXS,2100-04-02,7599,151980
GYwgd,2027-06-21,6277,552376
SJHSM,2086-03-11,7941,635280
eaOwZ,2100-03-16,8870,824910
GegCn,2062-05-11,3746,235998
CVdHm,2024-10-04,7746,503490
piDSU,2053-03-19,7401,510669
uHFdq,2120-06-22,3519,295596
VBvsZ,2048-05-24,8194,417894
OaonV,2055-08-23,8232,823200
WxCuC,2046-08-24,7376,44256
lrdmQ,2076-08-26,7837,391850
XDBOn,2119-11-25,5969,179070
zKiCg,2031-10-28,8231,74079
GhWjC,2118-04-03,9361,524216
rLgcW,2106-07-22,8747,262410
