StoreCode,Date,TotalSales,TotalAmount
hRuRL,2029-12-01,4591,174458
tBSGm,2057-03-28,3352,67040
QJNYu,2056-05-08,3317,291896
NUyOZ,2102-11-12,5709,199815
qSebG,2080-07-30,7085,481780
HXgiL,2040-10-20,7182,509922
dziKG,2041-02-11,4463,111575
xjIiO,2100-11-23,4763,238150
rpbLk,2068-10-07,7531,655197
DZcGC,2059-08-16,3029,175682
CRFfQ,2093-11-07,5886,570942
OiMKI,2109-02-06,4708,348392
BTAjc,2107-04-01,4152,37368
XXAjT,2096-03-21,6214,379054
IsNDn,2050-06-02,2826,240210
QaUMN,2026-04-27,5945,136735
wurcK,2047-07-23,8539,298865
kpmEp,2061-02-17,5765,530380
iyUdi,2052-11-08,7079,552162
TUqOz,2084-09-02,9562,277298
TQhEH,2107-05-30,9800,862400
vNjvh,2108-12-03,2264,156216
nCpCR,2058-04-04,6659,133180
OisEW,2082-05-24,8039,458223
rzWpv,2028-09-15,6911,317906
raUeR,2096-12-24,3566,24962
Nmidn,2073-01-24,9960,488040
TFkna,2073-07-22,9605,153680
fwNoW,2092-08-09,2738,251896
Pfnjx,2041-06-08,2335,193805
gnIxY,2029-04-05,7515,202905
eQsqH,2101-03-05,7196,410172
ekYdJ,2055-12-19,9962,547910
UqncH,2046-07-20,8088,48528
bHvQY,2033-06-11,8896,684992
ooFMl,2104-01-22,8120,97440
BHMMR,2026-04-21,2115,46530
iNHre,2093-07-15,6758,560914
vneIJ,2040-08-02,8074,645920
LtozY,2084-09-17,8922,678072
rDduE,2037-09-16,5932,373716
yfBSp,2075-01-31,2906,110428
hlorh,2069-11-25,4059,150183
hFHEe,2069-12-31,8086,525590
ueVpT,2069-04-10,8638,570108
kARRM,2085-03-25,6863,569629
HeRgG,2029-01-25,2605,213610
KtVeF,2080-11-05,6711,375816
TYMCc,2037-11-10,7695,500175
rPlyx,2100-11-15,5439,146853
RwoJX,2098-03-15,5951,392766
RnfWE,2056-04-11,5808,580800
dLNJC,2123-03-06,3926,337636
wRVSD,2031-06-07,6952,556160
naVXO,2031-02-24,8513,715092
Vhrir,2050-06-17,4140,389160
xnqgV,2044-10-03,6594,362670
UAlSz,2049-09-22,9664,860096
soSos,2032-08-12,7280,87360
pBadJ,2034-09-22,9560,468440
DiAjh,2109-11-23,3178,73094
MGHhA,2073-02-25,2964,109668
rWKmx,2031-02-22,5978,430416
JuHHk,2073-01-30,6351,209583
gosJF,2050-03-04,4665,97965
wEXNf,2058-09-28,7167,250845
erENa,2103-02-06,3117,134031
KIYze,2077-04-08,5632,332288
ZITXO,2088-04-05,6851,472719
ukwKz,2109-09-13,4388,337876
fROpz,2025-11-21,2510,223390
SOpJC,2104-10-07,7253,145060
dEUJN,2076-08-31,3386,203160
SIymk,2096-11-07,4293,34344
dGlTK,2096-03-17,3454,110528
rKzml,2112-05-02,8397,235116
lbbAI,2092-07-21,5623,449840
DJjpR,2055-02-27,9440,821280
hejzM,2108-06-06,5126,71764
oZZEy,2103-03-17,2970,71280
HytDf,2084-12-14,7000,91000
ImKgR,2110-01-16,6336,31680
bzqhj,2039-09-20,8633,276256
JtNFm,2088-03-31,6916,580944
gIBGn,2086-03-25,2966,243212
BYHfs,2112-02-03,3689,210273
jSYfC,2045-01-07,8282,679124
XfDRz,2058-07-18,7404,451644
wuyow,2064-11-08,3234,236082
GhoWI,2091-09-02,7662,582312
LWALp,2085-06-06,5349,358383
kImZj,2103-05-31,5976,161352
xUZHW,2044-12-05,4226,131006
XHXCu,2036-03-13,6807,190596
LrRYP,2092-11-29,6539,326950
ZTCzx,2121-05-08,6487,304889
GaflA,2035-01-29,3512,249352
xXQVx,2044-04-10,3480,250560
yoPMM,2035-08-14,7341,484506
fnifp,2083-04-29,5959,238360
UBiHD,2070-08-25,6456,439008
pHkIy,2054-08-28,7903,165963
hAamr,2034-11-23,5867,316818
NGGPn,2024-03-05,6936,679728
PieYt,2043-08-10,3820,339980
BBviV,2032-10-27,3272,307568
WGIMR,2086-11-14,4149,124470
Fcoqj,2111-04-05,9027,740214
zxbcV,2088-08-08,5176,445136
aqXjv,2085-07-25,3341,133640
HwABJ,2039-03-18,8450,557700
pwxsm,2084-01-01,4347,299943
AxKjw,2069-12-30,5809,464720
KhQou,2042-06-28,6441,386460
FVLXv,2105-05-02,2318,34770
LzYQM,2071-01-26,3716,330724
eiFNn,2061-05-11,9942,407622
HTneU,2099-10-29,9522,599886
woWTU,2042-02-07,3500,136500
afDKH,2062-12-14,3260,264060
fXnQd,2101-05-17,2665,234520
nDWOq,2097-08-02,9681,212982
mgRkA,2093-11-11,2011,174957
rwALY,2076-11-10,6202,551978
bGjFI,2110-01-15,6559,636223
OjAxV,2053-05-23,5457,163710
pliSK,2081-04-16,3156,233544
dkzSF,2099-11-18,8566,479696
MuwFP,2080-02-19,5008,360576
cfFWu,2082-06-16,3212,221628
xfVbw,2077-05-08,9504,190080
xBRCe,2089-02-03,6857,157711
AiXGp,2074-11-17,7681,737376
COxZZ,2078-11-13,9040,587600
DgDLy,2060-12-25,3519,270963
yqSqM,2102-07-08,9432,452736
KuELV,2070-06-13,6960,180960
LQmGM,2102-02-12,5795,515755
gMrrU,2046-02-28,7252,717948
yYKlJ,2076-01-01,7606,623692
vlExD,2066-06-14,7483,329252
unHPa,2060-05-01,4676,224448
Ijovy,2032-11-07,7478,508504
jPInm,2027-07-22,4833,338310
gkiUJ,2065-05-13,3683,257810
cSwhe,2118-08-02,3028,157456
zKGLk,2063-05-02,9932,903812
HRRep,2035-08-08,9350,65450
cAurE,2037-06-15,8402,436904
YhtWY,2024-05-25,8074,250294
eSItw,2026-08-30,2782,150228
flkSX,2086-08-05,5458,300190
ltOdM,2065-11-07,4679,435147
iwuQa,2117-09-03,2825,14125
KcZRO,2107-02-02,4046,24276
yGEPn,2091-11-22,7397,377247
ZPCiI,2114-11-17,2612,114928
clyey,2081-09-19,8137,252247
ptuHY,2106-07-30,9909,227907
DSLiG,2036-11-19,2304,228096
tkjTV,2090-05-31,4409,105816
jpOue,2116-08-05,9062,888076
gHtBk,2032-10-15,9388,394296
HaQbW,2027-07-24,2686,80580
lPFrF,2065-07-10,4048,141680
zNqnr,2057-01-20,6306,182874
oSLEf,2114-06-24,9822,648252
XOeGK,2090-02-04,5569,361985
MkhmR,2091-07-15,8414,134624
HDFVh,2049-04-19,2560,61440
bZNrv,2074-06-26,7686,760914
qqMRa,2102-10-02,9089,827099
yuPlp,2062-07-13,5387,355542
EgDVY,2084-09-04,3929,263243
oJRnH,2061-10-03,3114,74736
Ulvwf,2106-06-19,7508,157668
Zdkte,2119-03-07,8368,209200
vuCOP,2113-12-13,4387,394830
kLAcH,2063-01-26,8527,247283
XGhbO,2076-01-08,8263,49578
XQaHJ,2060-06-12,9574,430830
xHllz,2112-07-01,6378,344412
XEmIJ,2029-10-31,2945,20615
orpMr,2094-11-03,6333,234321
jyrvB,2056-10-14,2020,197960
DiWdM,2054-03-16,6134,527524
pJbdt,2024-05-04,2722,65328
aQesR,2044-01-28,7385,118160
yaVEF,2053-10-15,6940,562140
NRoJG,2109-01-05,6256,50048
aTfZz,2044-10-01,9606,960600
oWLEE,2028-08-12,4264,328328
yutoT,2054-10-10,7599,486336
dGvdC,2113-11-15,2187,34992
AYYHE,2044-06-30,3812,369764
Pqphe,2108-07-19,7498,359904
VZEKW,2075-10-07,4713,395892
WRVNv,2037-06-16,7448,74480
iHfaD,2108-02-16,4521,72336
alDAd,2105-01-20,5335,448140
flZxQ,2042-11-24,8045,579240
NoAhW,2121-08-12,7488,509184
MRUez,2117-06-04,6259,194029
jqVSB,2076-12-14,9739,613557
aEZLq,2034-08-11,7079,573399
jFHnp,2082-04-17,7091,127638
niuao,2072-01-09,3264,290496
uxoTY,2064-02-28,9642,887064
QfxWo,2064-04-24,7900,355500
AgdDr,2074-12-24,4895,460130
zDqyD,2059-02-19,9148,311032
DQdfx,2063-02-01,3541,81443
GrqPo,2094-01-21,6016,409088
eSTsG,2053-10-24,5877,82278
oqAWv,2090-10-27,2740,263040
TbVIw,2111-05-22,3939,137865
FCIWC,2111-03-13,7325,73250
wAqsT,2081-02-02,3806,235972
UmHsj,2072-06-16,7411,237152
aOMVv,2028-06-13,5326,42608
DgKsH,2046-06-21,7505,600400
XAQvR,2028-06-19,9254,897638
VMttA,2113-01-18,4168,29176
RMmcx,2123-02-11,4679,252666
fGpJo,2116-06-08,3663,336996
gQLfK,2064-01-13,3777,358815
NwOBS,2053-05-20,8765,543430
vpVkm,2070-10-17,4918,122950
BvaxX,2093-04-09,9552,620880
WkQEr,2122-11-19,8529,68232
NEJMD,2029-03-23,2869,192223
iWElQ,2029-06-03,5383,296065
uBeRU,2071-05-17,4071,407100
IGvms,2082-03-28,5144,51440
QtidG,2102-07-18,9058,878626
QAbBt,2032-05-29,9344,102784
GlqCH,2051-10-12,8554,812630
clIpF,2087-12-20,4654,335088
hgYlA,2118-01-18,5001,120024
GXuAF,2053-12-31,9621,163557
aTYKa,2068-12-16,6605,568030
jDKYr,2028-10-26,6734,282828
HpDxV,2038-12-11,7973,757435
yKFQJ,2041-02-10,4198,180514
mYRzy,2063-09-22,7716,408948
YbrVf,2080-08-26,4766,171576
OnxjQ,2079-12-29,3520,109120
TSqRr,2103-02-04,4641,352716
NDtjR,2026-04-21,4602,253110
kPsmd,2099-08-18,5177,517700
GeMWZ,2074-12-28,6727,645792
Dgwbu,2040-05-10,8865,735795
RJOUN,2062-03-25,5456,120032
KOOGk,2071-02-10,9890,257140
etwzA,2035-02-13,3936,342432
gkJwL,2065-02-02,8795,61565
TkCEQ,2058-01-15,4612,189092
mfVba,2121-03-17,3801,30408
iVjoX,2068-11-25,6585,190965
xNjcJ,2046-09-25,7669,168718
GQUGT,2117-07-03,9460,662200
YaHYp,2061-08-09,8047,289692
XPLIp,2117-10-06,7845,384405
KhXqf,2066-05-31,3112,84024
nBQnc,2119-12-07,2464,19712
TbFwW,2030-03-22,7039,154858
kNhde,2060-01-30,3952,114608
dhFID,2109-06-08,4005,124155
EZiaQ,2079-06-18,9821,216062
sLFmF,2096-05-06,3310,139020
toqFu,2046-10-07,2859,22872
PdveO,2113-06-06,6371,426857
BzZTV,2089-08-12,6959,431458
khBfg,2055-12-23,7364,353472
Brbyo,2099-02-21,7861,644602
hxCJQ,2028-09-26,3048,277368
PXenY,2118-11-25,7094,191538
cwtDX,2057-05-29,3040,100320
eUPbR,2090-01-23,7526,579502
WmlnQ,2096-01-09,5054,505400
kOlaN,2107-02-16,8584,824064
yrQct,2049-07-24,5413,232759
WJdpA,2066-01-07,2604,49476
fXWVR,2048-03-28,8383,771236
NMxTB,2111-08-18,7931,396550
pUtri,2112-06-13,8619,430950
wnZIE,2086-06-18,4635,180765
TgYFa,2115-02-13,9784,352224
aNprq,2033-05-14,6964,285524
FLcJk,2077-10-31,9202,607332
DsvRZ,2094-07-30,4764,462108
MUHIO,2073-11-15,6977,279080
PnQku,2096-04-21,8383,251490
auapI,2028-05-31,2932,146600
OgydP,2082-03-12,9596,134344
zFXxM,2099-09-13,2671,96156
zQzLp,2075-12-05,6392,517752
FIAJK,2023-10-14,5369,123487
fhhcY,2045-06-10,3065,82755
zghcv,2079-06-25,2930,137710
KIJls,2049-12-16,4443,293238
wdpvP,2025-06-09,9142,356538
fFXEw,2097-06-27,5118,107478
qYLhG,2028-07-29,7859,518694
VuEHV,2098-06-08,6600,369600
GlgRx,2080-04-19,5636,163444
nvdSW,2090-09-16,6276,558564
kOoCc,2118-04-28,4552,277672
UbVdI,2028-11-16,5001,305061
NssPe,2081-01-15,3365,302850
xFuoR,2095-06-20,5932,403376
DTMgX,2033-04-14,2328,55872
mlJlb,2114-12-25,5993,407524
ymBoG,2030-04-23,6685,327565
IaTIL,2108-09-04,4436,372624
RDRbk,2113-08-17,9334,821392
PEdzJ,2116-07-08,5369,386568
uvYKG,2107-10-19,3792,231312
kaKpY,2072-10-15,7315,65835
SeXAD,2040-01-04,3122,299712
QMmbL,2063-10-11,5206,437304
AGZKo,2078-08-04,8947,608396
TScRb,2117-04-09,7049,296058
KGAMJ,2042-07-27,3876,236436
JViUc,2075-01-06,5672,289272
KAhnw,2059-08-14,8947,867859
xhPHG,2057-05-04,6422,378898
ZSErb,2113-09-05,9420,791280
PuWMA,2115-06-10,7793,420822
IXpTk,2062-11-28,9940,616280
