StoreCode,TotalSales,TotalAmount
iRpPc,5724,360612
CjhMA,7432,557400
mwCWY,7023,414357
BfPZz,7787,225823
XAFCB,5541,365706
hQLuY,4083,44913
bKFVJ,8494,798436
cCncM,8118,803682
NmlOX,2209,141376
Gmust,5851,356911
Rxykd,3351,177603
oWaGI,2323,181194
RsycJ,3310,251560
RLIcT,2742,257748
xzYdQ,7496,644656
vDyzg,8681,182301
UlCVn,7543,226290
FzEpU,2868,278196
yBIot,5994,449550
iyptw,3770,82940
xutyH,9064,407880
yJMiJ,8218,197232
NDifr,8732,873200
RLjJn,7542,316764
ufPuW,5841,110979
SLgwX,6552,458640
NAEvs,7456,82016
eABiL,5802,475764
fQuLm,2699,199726
ldnYd,7615,578740
ltiCp,4706,385892
HnpRj,5240,31440
OTaJQ,4405,246680
ISWmm,2522,75660
DahmV,7973,661759
nNdzJ,9171,614457
blkyR,3781,64277
WOYco,9779,704088
pzkIS,2818,39452
qeYBQ,6140,42980
voZEK,8839,300526
rpnBO,9779,694309
ZVuTI,4058,194784
BtlKJ,6566,531846
RbQBt,8878,159804
mZDVM,8363,761033
SaNNh,2589,132039
Ksnvj,8269,661520
NlpJP,9002,810180
qDBKc,2101,44121
ELRhJ,8019,272646
mZpJm,7790,662150
Myijg,9788,636220
HESXi,9858,69006
zmKuF,5044,388388
Zhwqx,5001,480096
mrMBd,5424,395952
gRnNs,6356,451276
AEaYi,9119,492426
auACm,7902,434610
uxZcL,4706,442364
LLHRI,3676,246292
Gfuml,3990,135660
xpWFE,8991,701298
hzYwn,7386,384072
asrDF,4114,197472
WqXEo,4374,214326
UzyND,8929,455379
VfSTP,4452,276024
KICbe,6941,617749
arcPj,3563,356300
xuXJD,8678,763664
LncVn,7775,287675
DpLms,6688,280896
ukbYT,9070,126980
LUaMu,5139,118197
HlQhV,4822,279676
xqytA,7407,288873
yRrjt,5390,43120
qnaRz,3121,56178
bLEdL,3362,235340
nBWsX,6481,200911
YEDdv,3669,267837
Huqaw,2347,178372
VEMDU,5359,155411
ScRaF,2984,241704
IkEWb,2818,225440
yUAkF,3956,59340
vmMwF,8585,678215
CxgDi,8179,310802
EiFLE,4818,77088
vebAI,3092,129864
hjmEW,7768,644744
XwqDz,3018,244458
oTQNK,9003,342114
yfCFT,9119,91190
sqipH,8637,241836
vKHum,9041,551501
GJYlu,7521,285798
XsQNB,8147,374762
XyNYW,2776,99936
KfNPE,4205,382655
zWLjt,5271,474390
LBZOO,4984,483448
jBUyx,4195,318820
BkcIO,3927,54978
npohD,7899,537132
oHlSy,6675,407175
ORjNJ,8873,496888
nMeRc,5931,94896
KPZsa,8530,298550
HjFMY,9805,705960
ZfISm,4536,54432
xdQSe,8379,661941
WZjPt,8040,651240
uJKMn,6207,279315
ycZWf,8466,465630
jzDgS,3400,47600
ThCjH,9363,374520
LHQkS,7175,681625
sEorK,5429,483181
mlKgn,4242,241794
wywHO,7295,393930
YBGmN,4473,407043
jBTfn,2461,137816
NxHAX,7363,427054
BtXrB,8031,530046
SIGvq,7843,149017
YUuxM,3202,67242
lIxwY,9231,627708
WRTEU,6631,610052
aYZse,6774,460632
uGymu,4660,396100
bdVkY,8629,293386
xxxdQ,7592,744016
TEoKF,5569,406537
TqvHY,4636,115900
YrCmK,6771,331779
AyODv,2443,163681
SLGvg,8013,769248
xYRIJ,3302,303784
mQdRc,2014,126882
PTuRg,8683,833568
sBYvZ,3144,163488
obwvs,6946,354246
FvafL,6921,636732
Lophj,9885,800685
kIGjc,3669,352224
hzhfC,5709,171270
VcTBw,6245,156125
SJmMg,5315,265750
eFaAS,7669,153380
GAZpr,4809,259686
RzlSK,8309,166180
WxaxZ,4730,56760
VwQUS,4063,406300
wGTkG,5875,111625
xhwRj,4457,352103
SJElI,5373,274023
KUzqX,4751,475100
aPylH,5425,396025
meNtD,6725,47075
pIQTk,9236,240136
ExDQm,7001,336048
bXRMv,6615,363825
yBnce,9210,746010
scuvi,6457,316393
pgqEq,4324,116748
ytYLT,6329,322779
LDiYP,6161,104737
WKkXA,3498,349800
ABviR,7824,352080
hJegb,3562,103298
HKTiq,6933,381315
OHnow,3433,20598
FlrAk,7969,398450
RFgpa,3503,294252
saQBN,6733,619436
Jkjcg,4474,228174
nPQjP,2113,25356
NdXau,4156,386508
eNHsM,2531,88585
ntjoe,7624,76240
uJhPn,5200,161200
AXiBL,5234,125616
