StoreCode,TotalSales,TotalAmount
EiFLE,2869,120498
vebAI,6735,168375
hjmEW,3149,214132
XwqDz,9972,89748
oTQNK,5235,298395
yfCFT,6418,141196
sqipH,8491,517951
vKHum,9224,516544
GJYlu,5435,445670
XsQNB,8357,743773
XyNYW,4623,420693
KfNPE,7467,724299
zWLjt,7445,67005
LBZOO,7582,227460
jBUyx,8735,480425
BkcIO,4073,256599
npohD,3271,117756
oHlSy,9832,639080
ORjNJ,3768,146952
nMeRc,7975,486475
KPZsa,6858,48006
HjFMY,8704,783360
ZfISm,6556,544148
xdQSe,8459,828982
WZjPt,5637,276213
uJKMn,4308,236940
ycZWf,9749,126737
jzDgS,4137,413700
ThCjH,7297,197019
LHQkS,7952,326032
sEorK,8001,240030
mlKgn,6148,116812
wywHO,6548,301208
YBGmN,8312,556904
jBTfn,3742,44904
NxHAX,8501,731086
BtXrB,8824,264720
SIGvq,7392,362208
YUuxM,4261,200267
lIxwY,3488,303456
WRTEU,9012,459612
aYZse,6872,144312
uGymu,7908,664272
bdVkY,9215,82935
xxxdQ,3856,196656
TEoKF,2513,188475
TqvHY,4462,156170
YrCmK,2934,187776
AyODv,6700,609700
SLGvg,7397,525187
xYRIJ,7912,561752
mQdRc,6121,495801
PTuRg,7399,547526
sBYvZ,4727,231623
obwvs,5887,588700
FvafL,2436,236292
Lophj,4511,207506
kIGjc,7408,429664
hzhfC,5040,85680
VcTBw,3979,322299
SJmMg,7622,685980
eFaAS,3988,75772
GAZpr,3103,245137
RzlSK,5713,182816
WxaxZ,4768,190720
VwQUS,5404,345856
wGTkG,9547,410521
xhwRj,3412,238840
SJElI,7214,36070
KUzqX,4205,168200
aPylH,2970,225720
meNtD,2586,245670
pIQTk,2607,65175
ExDQm,6038,464926
bXRMv,9005,792440
yBnce,8457,397479
scuvi,6384,593712
pgqEq,6104,402864
ytYLT,5381,161430
LDiYP,8955,734310
WKkXA,9022,54132
ABviR,7444,409420
hJegb,5043,166419
HKTiq,5120,445440
OHnow,3003,231231
FlrAk,7968,509952
RFgpa,6426,122094
saQBN,7458,246114
Jkjcg,7513,247929
nPQjP,2667,112014
NdXau,6712,644352
eNHsM,9045,488430
ntjoe,3877,58155
uJhPn,5113,117599
AXiBL,5395,156455
CqZhn,5704,519064
CYcPN,8031,489891
DpXrY,2357,205059
JZmGM,9347,224328
NAqcA,6142,515928
lTPEo,2526,116196
sTXYe,7475,568100
gsXOr,4589,399243
YRwUE,8704,60928
RHAuO,2315,134270
INYMj,5122,507078
qNgVE,9780,166260
bPUCM,6929,256373
NyHOc,4963,24815
pwnlB,3812,38120
jcBdh,4888,234624
byOjC,4664,209880
AaqJK,9123,611241
tzcPa,8777,596836
Hkqpu,7870,47220
Iizvd,4142,70414
RDqil,2138,173178
uHVWC,6078,36468
RJhmE,4000,136000
XvqqP,8107,543169
xWhJf,9643,212146
yGLBj,6787,624404
dNYXo,9391,431986
synBh,7999,71991
hgXTv,2893,214082
QscgK,4767,238350
uDZNS,9443,764883
gYdPd,9909,604449
swMcN,5754,448812
huOCi,6350,571500
XKpkB,7872,629760
IQIoQ,9660,396060
Pqibt,2797,162226
QLYru,8284,530176
prNjp,2510,251000
ywDgw,9670,96700
EOuGi,8775,675675
qGCvQ,8145,342090
IwMFG,8963,690151
RNCWl,3128,262752
iufYB,9009,864864
anlBU,5482,328920
SPPBt,5266,331758
uDaMI,7686,322812
abUtW,3785,291445
bceYY,3155,287105
yIpfP,6154,264622
iapZh,5848,467840
xqxiX,5941,95056
GpVwe,8154,391392
TfCjo,9027,126378
uSIuL,7940,420820
DKhMG,5654,407088
UMzIr,4446,253422
JEcPe,4561,342075
dHOWb,8553,641475
MTtET,3382,250268
cDvSm,7517,729149
YqlzQ,5260,84160
TIIHZ,7800,319800
tQEig,6775,589425
zEpHg,2160,168480
EJFNk,4292,98716
AvbxV,2112,12672
HpTWl,9712,67984
QCjmN,4981,498100
tzeZO,9998,389922
Kwcjp,8580,137280
pcROx,9271,611886
