StoreCode,TotalSales,TotalAmount
shnja,7438,624792
KFUGw,7743,665898
UDpYo,9220,378020
LplpW,6283,106811
aZUOR,5830,396440
FWGHn,7987,599025
LtwFp,2788,50184
bRHtm,7143,464295
MkghG,7834,720728
Ikadb,8244,131904
HZIVT,7585,493025
WDVmp,9722,768038
ozDIX,5694,506766
qIDXq,4444,422180
CTQfN,7929,396450
QgAhx,9981,99810
slAcJ,6079,297871
vmrLU,3365,158155
yTHEh,4095,204750
lGoVa,4220,135040
IRJuG,9949,49745
psBFq,9085,490590
VbuxQ,3060,165240
uKndT,2720,214880
fxCIy,8838,327006
zGyGG,5129,35903
uAkbh,4858,102018
EwABN,6257,563130
bxvtl,8881,115453
mqxxj,3846,376908
tsOJz,9962,537948
GzhSX,4628,97188
kvryu,6430,360080
ZwgUp,7591,265685
NUeWz,3278,301576
vKyIK,4774,448756
AmWQO,5658,475272
fQyRo,4058,105508
hjPHN,5220,297540
POqse,5716,245788
EVDgI,3914,27398
IPcfn,9072,117936
MeMGs,3683,81026
jAhpX,8817,52902
uGDff,8659,432950
gOkdO,3151,28359
jWIre,5218,187848
fHpMI,5106,393162
lVMVN,2445,85575
GSRWU,2038,124318
idOvW,4044,101100
VWqbE,3372,168600
vLmKV,5268,73752
aWOOV,3320,39840
kRrkx,6638,99570
QkEUL,4028,193344
uFpQH,6260,150240
rkxtL,3211,186238
talwS,9350,140250
UaAMB,5707,79898
UAeYW,6997,482793
eyUEn,9270,889920
PjnUz,2334,63018
ODyWO,9169,403436
VHTBY,4882,97640
qfuvj,9647,646349
GWKlk,6772,148984
uDRja,6859,637887
xncbm,4547,341025
QqxEp,8843,106116
QrNwO,4906,210958
Sahxf,5535,177120
oRlni,6555,85215
pWhCP,5493,538314
nYIib,5305,169760
lDLzU,6046,459496
HSBSH,2375,206625
Amagt,7560,574560
eZQuo,3799,182352
oUUDg,9064,779504
CbeQK,6144,411648
ZBfsh,7111,703989
FvhES,3390,122040
ldomP,8566,85660
QnFtv,3820,61120
eQHIq,9689,116268
rhihY,7176,100464
ScgLy,7585,637140
TxJsD,4701,394884
XgfTL,2570,61680
esjbO,2749,214422
puVXA,3604,331568
rEUwW,9773,234552
hAomW,3360,171360
HtCeM,3271,225699
AhDNA,7789,623120
KErsa,4872,258216
bfbuU,9929,317728
crBFQ,2182,41458
mFdLN,8794,765078
CVBrm,8756,332728
qDQip,8079,88869
KUxkt,6519,84747
qQbgw,2968,56392
FBeJv,3604,187408
kJFpB,8926,892600
glKdt,4984,398720
Tocnf,5475,481800
JcCWb,9287,445776
pXHPq,6961,501192
iRpPc,3384,307944
CjhMA,6638,438108
mwCWY,5072,76080
BfPZz,8490,356580
XAFCB,3552,277056
hQLuY,9426,914322
bKFVJ,6283,131943
cCncM,2812,222148
NmlOX,9293,241618
Gmust,3991,223496
Rxykd,6779,467751
oWaGI,7026,295092
RsycJ,7293,80223
RLIcT,7607,623774
xzYdQ,4473,398097
vDyzg,8097,510111
UlCVn,3270,271410
FzEpU,8469,685989
yBIot,4601,202444
iyptw,9099,800712
xutyH,6199,458726
yJMiJ,3084,40092
NDifr,9634,616576
RLjJn,6579,177633
ufPuW,5381,123763
SLgwX,5125,205000
NAEvs,7650,221850
eABiL,3307,152122
fQuLm,9131,538729
ldnYd,9005,423235
ltiCp,9832,835720
HnpRj,8693,495501
OTaJQ,5876,329056
ISWmm,2543,83919
DahmV,6719,127661
nNdzJ,9415,433090
blkyR,5922,254646
WOYco,3186,28674
pzkIS,6231,479787
qeYBQ,4365,52380
voZEK,9864,601704
rpnBO,8739,672903
ZVuTI,4721,453216
BtlKJ,6430,456530
RbQBt,8314,698376
mZDVM,9093,745626
SaNNh,6402,70422
Ksnvj,4261,208789
NlpJP,5734,258030
qDBKc,4803,461088
ELRhJ,5449,316042
mZpJm,2969,124698
Myijg,2903,159665
HESXi,2874,31614
zmKuF,6630,424320
Zhwqx,9104,564448
mrMBd,9370,908890
gRnNs,5473,158717
AEaYi,3860,81060
auACm,7992,119880
uxZcL,4291,399063
LLHRI,5479,126017
Gfuml,7836,673896
xpWFE,3437,340263
hzYwn,6490,292050
asrDF,5495,76930
WqXEo,8510,204240
UzyND,9271,806577
VfSTP,2607,54747
KICbe,3172,183976
arcPj,8471,474376
xuXJD,5343,240435
LncVn,8707,130605
DpLms,6971,202159
ukbYT,9580,641860
LUaMu,2974,181414
HlQhV,9180,403920
xqytA,8973,170487
yRrjt,8719,296446
qnaRz,7968,565728
bLEdL,9943,536922
nBWsX,3911,351990
YEDdv,7872,432960
Huqaw,6122,581590
VEMDU,5138,174692
ScRaF,8071,403550
IkEWb,3234,48510
yUAkF,2875,115000
vmMwF,7608,98904
CxgDi,6218,466350
EiFLE,9141,466191
vebAI,7957,580861
hjmEW,8429,514169
XwqDz,6529,215457
oTQNK,3004,231308
yfCFT,2826,234558
sqipH,6551,32755
vKHum,2786,39004
GJYlu,4560,337440
XsQNB,5886,258984
XyNYW,8139,463923
KfNPE,2736,199728
zWLjt,4189,129859
LBZOO,4357,143781
jBUyx,5815,500090
BkcIO,3962,396200
npohD,7577,401581
oHlSy,2214,148338
ORjNJ,4230,401850
nMeRc,5527,44216
KPZsa,8581,720804
HjFMY,9811,225653
ZfISm,5717,320152
xdQSe,4385,118395
WZjPt,4030,177320
uJKMn,6891,454806
ycZWf,5875,76375
jzDgS,4085,155230
ThCjH,3585,276045
LHQkS,4289,403166
sEorK,7239,159258
mlKgn,9645,771600
wywHO,8890,168910
YBGmN,7310,160820
jBTfn,9886,326238
NxHAX,5347,160410
BtXrB,3184,200592
SIGvq,5626,427576
YUuxM,3295,26360
lIxwY,2119,86879
WRTEU,2903,127732
aYZse,4445,155575
uGymu,8887,479898
bdVkY,9670,889640
xxxdQ,8779,842784
TEoKF,5778,288900
TqvHY,9075,462825
YrCmK,2414,108630
AyODv,6305,31525
SLGvg,7794,553374
xYRIJ,3043,301257
mQdRc,6397,582127
PTuRg,5150,267800
sBYvZ,6966,424926
obwvs,2874,57480
FvafL,5905,242105
Lophj,4516,135480
kIGjc,2706,221892
hzhfC,7675,345375
VcTBw,2526,98514
SJmMg,4809,432810
eFaAS,5304,381888
GAZpr,2299,204611
RzlSK,7575,734775
WxaxZ,4485,269100
VwQUS,6101,402666
wGTkG,8674,728616
xhwRj,2865,249255
SJElI,2694,56574
KUzqX,2155,176710
aPylH,5796,411516
meNtD,5823,500778
pIQTk,4605,27630
ExDQm,2465,162690
bXRMv,6682,300690
yBnce,5619,67428
scuvi,6376,446320
pgqEq,4441,430777
ytYLT,4944,336192
LDiYP,8261,198264
WKkXA,6637,444679
ABviR,6780,94920
hJegb,9422,310926
HKTiq,4855,407820
OHnow,9439,226536
FlrAk,4032,48384
RFgpa,6593,79116
saQBN,9796,225308
Jkjcg,5714,525688
nPQjP,7119,548163
NdXau,3791,140267
eNHsM,7778,38890
ntjoe,5240,497800
uJhPn,8803,448953
AXiBL,7464,724008
CqZhn,3399,220935
CYcPN,3110,189710
DpXrY,2367,108882
JZmGM,5628,410844
NAqcA,5408,465088
lTPEo,9931,863997
sTXYe,3023,57437
gsXOr,2062,183518
YRwUE,6325,543950
RHAuO,8172,187956
INYMj,5420,27100
qNgVE,2236,223600
bPUCM,4000,200000
NyHOc,5150,242050
pwnlB,5341,507395
jcBdh,6006,498498
byOjC,6228,591660
AaqJK,3284,141212
tzcPa,4109,172578
Hkqpu,7719,108066
Iizvd,4244,144296
RDqil,5021,155651
uHVWC,2891,248626
RJhmE,2251,189084
XvqqP,3650,153300
xWhJf,3677,205912
yGLBj,9491,256257
dNYXo,5807,307771
synBh,4358,26148
hgXTv,8104,688840
QscgK,6025,210875
uDZNS,9271,203962
gYdPd,7027,625403
swMcN,5175,72450
huOCi,7946,357570
XKpkB,4814,129978
