StoreCode,TotalSales,TotalAmount
zcMQT,9991,959136
oZZEy,2142,137088
HytDf,8859,274629
ImKgR,7479,134622
bzqhj,9162,494748
JtNFm,2722,179652
gIBGn,9576,517104
BYHfs,2635,23715
jSYfC,2871,235422
XfDRz,3713,107677
wuyow,5732,154764
GhoWI,6969,564489
LWALp,5329,378359
kImZj,8160,505920
xUZHW,6105,500610
XHXCu,4544,190848
LrRYP,2104,113616
ZTCzx,9836,619668
GaflA,6583,375231
xXQVx,8890,871220
yoPMM,3422,273760
fnifp,9415,329525
UBiHD,2543,180553
pHkIy,3195,35145
hAamr,7705,146395
NGGPn,9276,575112
PieYt,9022,496210
BBviV,8216,681928
WGIMR,9369,683937
Fcoqj,5473,279123
zxbcV,5723,394887
aqXjv,9991,949145
HwABJ,7951,691737
pwxsm,4240,152640
AxKjw,7949,794900
KhQou,2152,60256
FVLXv,2816,281600
LzYQM,7692,530748
eiFNn,9770,674130
HTneU,9653,106183
woWTU,5725,246175
afDKH,8634,431700
fXnQd,7070,402990
nDWOq,9134,566308
mgRkA,3974,27818
rwALY,3608,346368
bGjFI,4878,58536
OjAxV,2739,87648
pliSK,2609,88706
dkzSF,3665,329850
MuwFP,9234,895698
cfFWu,9181,633489
xfVbw,3969,353241
xBRCe,8902,258158
AiXGp,6106,494586
COxZZ,7119,220689
DgDLy,8142,545514
yqSqM,8811,326007
KuELV,7049,324254
LQmGM,2968,207760
gMrrU,3868,266892
yYKlJ,8635,310860
vlExD,3168,25344
unHPa,5951,190432
Ijovy,9953,49765
jPInm,2588,168220
gkiUJ,5222,57442
cSwhe,2100,42000
zKGLk,7870,149530
HRRep,4580,160300
cAurE,4779,167265
YhtWY,5109,91962
eSItw,7721,741216
flkSX,9499,769419
ltOdM,8570,565620
iwuQa,4878,160974
KcZRO,7452,365148
yGEPn,9028,442372
ZPCiI,7224,404544
clyey,2695,105105
ptuHY,2892,222684
DSLiG,2474,170706
tkjTV,5582,362830
jpOue,3240,239760
gHtBk,6420,340260
HaQbW,7458,283404
lPFrF,2195,166820
zNqnr,5816,186112
oSLEf,9177,183540
XOeGK,3214,286046
MkhmR,3624,47112
HDFVh,8702,652650
bZNrv,8163,432639
qqMRa,6296,604416
yuPlp,2611,114884
EgDVY,7561,483904
oJRnH,8756,113828
Ulvwf,2424,223008
Zdkte,6929,187083
vuCOP,7334,667394
kLAcH,9198,174762
XGhbO,5530,160370
XQaHJ,2801,221279
xHllz,7025,646300
XEmIJ,3810,114300
orpMr,8610,206640
jyrvB,5611,235662
DiWdM,7701,415854
pJbdt,3784,192984
aQesR,9741,311712
yaVEF,5281,448885
NRoJG,9077,462927
aTfZz,9840,560880
oWLEE,9616,653888
yutoT,3356,298684
dGvdC,8601,533262
AYYHE,4213,227502
Pqphe,3459,76098
VZEKW,5929,88935
WRVNv,7148,164404
iHfaD,5372,268600
alDAd,4591,390235
flZxQ,5771,46168
NoAhW,7305,138795
MRUez,7456,387712
jqVSB,7831,485522
aEZLq,4020,80400
jFHnp,2355,207240
niuao,8434,733758
uxoTY,7647,152940
QfxWo,2925,187200
AgdDr,9101,336737
zDqyD,2369,80546
DQdfx,6725,470750
GrqPo,2700,45900
eSTsG,4803,211332
oqAWv,9115,328140
TbVIw,2832,229392
FCIWC,3065,64365
wAqsT,4792,301896
UmHsj,2924,245616
aOMVv,5302,493086
DgKsH,7891,134147
XAQvR,8716,697280
VMttA,6771,582306
RMmcx,4414,247184
fGpJo,4322,220422
gQLfK,5682,528426
NwOBS,3604,291924
vpVkm,6550,242350
BvaxX,7359,699105
WkQEr,8302,796992
NEJMD,9152,841984
iWElQ,6605,356670
uBeRU,9684,900612
IGvms,3345,50175
QtidG,8793,61551
QAbBt,9314,381874
GlqCH,7232,462848
clIpF,6455,64550
hgYlA,7336,704256
GXuAF,8568,531216
aTYKa,3352,103912
jDKYr,6597,98955
HpDxV,5671,249524
yKFQJ,9286,427156
mYRzy,6530,581170
YbrVf,4078,301772
OnxjQ,5928,165984
TSqRr,4507,338025
NDtjR,5432,135800
kPsmd,7098,177450
GeMWZ,3699,303318
Dgwbu,5413,173216
RJOUN,4391,241505
KOOGk,9737,925015
etwzA,6481,473113
gkJwL,9140,137100
TkCEQ,6025,512125
mfVba,7771,699390
iVjoX,4625,97125
xNjcJ,9982,399280
GQUGT,5807,255508
YaHYp,8225,427700
XPLIp,5525,281775
KhXqf,4872,272832
nBQnc,4821,482100
TbFwW,7451,283138
kNhde,2398,179850
dhFID,6292,119548
EZiaQ,7453,178872
sLFmF,4452,400680
toqFu,6795,563985
PdveO,8115,641085
BzZTV,7320,710040
