StoreCode,TotalSales,TotalAmount
LgLtU,3486,191730
SVJuK,6101,323353
VgqlC,9313,102443
lNIwZ,5583,273567
nrDwj,3922,121582
mTYLg,9071,145136
kZqaY,4202,58828
biUrp,5450,457800
dySwt,9245,406780
nXTSo,5182,238372
NYJYP,8881,550622
TdqRz,8340,408660
DLuNM,3751,371349
iOdxH,5870,510690
gKrAl,5059,445192
qjOML,3360,211680
vzFzF,5365,300440
IedHV,3248,227360
eZrvP,7490,749000
iflfM,7728,131376
ylIMC,6519,39114
VMeqN,4109,373919
AwOZr,3848,200096
SiIRG,6579,164475
KMQJh,9982,828506
ZkYJi,8826,44130
QivYi,7411,326084
jdRdI,6909,200361
dlRPu,7420,593600
AEzua,2736,73872
udeoO,8911,285152
tIbkH,7444,580632
jnckU,7478,44868
UqKHU,5118,174012
fvvzF,3731,175357
ubBvJ,8680,338520
jcBKP,6143,122860
MZufH,8142,374532
leBWA,9597,815745
FZkIh,2505,22545
QcxGX,5361,134025
OYDFS,6316,151584
CWpDO,3549,315861
yMpVe,7151,657892
NHPBK,4514,185074
BTfXS,4145,302585
GYwgd,6846,397068
SJHSM,9333,177327
eaOwZ,6629,629755
GegCn,3736,298880
CVdHm,3025,190575
piDSU,3418,201662
uHFdq,8649,415152
VBvsZ,5020,130520
OaonV,5851,315954
WxCuC,2477,22293
lrdmQ,2043,65376
XDBOn,3607,328237
zKiCg,5451,163530
GhWjC,2071,157396
rLgcW,6373,611808
Kmhev,3293,240389
JMnTL,3878,345142
tygbv,7955,357975
KSaTN,7969,71721
kYhLY,8986,664964
IQpeV,9354,93540
SSGhM,7662,498030
qMQqC,3174,107916
iaKlv,4264,136448
uTDfX,5215,484995
EywWq,4872,165648
YsTui,7651,749798
KNCJS,9487,113844
WuKsx,8414,841400
ANVEy,5632,247808
UWaYX,5078,370694
ssYLB,7013,252468
setOB,5714,537116
hsrSA,6764,229976
kqluk,4844,324548
JYZuR,8169,432957
STRTS,9171,770364
qTePA,2506,240576
mSMBw,3762,154242
dDwYL,3085,274565
Xgsru,5022,301320
ZetEh,8526,272832
vlvxB,7478,732844
PGFlN,6727,423801
hwJkd,2913,110694
jtVyk,5683,39781
rbgKb,7393,421401
DUdIG,5200,468000
GYZVK,6646,312362
QliAf,2845,136560
NlLfn,9454,756320
tmKjH,4512,266208
kqimz,8736,192192
slAfl,4913,73695
Vahai,7551,430407
tXPLn,9842,649572
ePGqv,3628,250332
zCCRP,9157,137355
hMOUE,5288,433616
ntrCa,3294,266814
GmWQr,2480,158720
egwMA,3251,321849
HaEgD,2459,169671
xdCJc,8379,485982
okJyN,7244,398420
ThPsv,5788,405160
VWPwm,6930,395010
UdIGN,9488,313104
rHBoM,9929,883681
AjNQi,9415,885010
nHGfU,3198,99138
