StoreCode,TotalSales,TotalAmount
uCgMd,6543,52344
hRuRL,9926,406966
tBSGm,4810,466570
QJNYu,6226,224136
NUyOZ,7097,404529
qSebG,3855,346950
HXgiL,4014,212742
dziKG,9874,98740
xjIiO,7167,379851
rpbLk,2560,220160
DZcGC,3448,206880
CRFfQ,6060,575700
OiMKI,3411,78453
BTAjc,7023,77253
XXAjT,2763,248670
IsNDn,3432,264264
QaUMN,4861,471517
wurcK,9892,929848
kpmEp,8499,365457
iyUdi,7462,335790
TUqOz,8484,76356
TQhEH,3336,306912
vNjvh,5669,487534
nCpCR,6700,221100
OisEW,9615,596130
rzWpv,2357,216844
raUeR,2178,91476
Nmidn,9814,902888
TFkna,4398,246288
fwNoW,2964,44460
Pfnjx,9967,657822
gnIxY,3522,341634
eQsqH,5517,237231
ekYdJ,2001,80040
UqncH,9438,632346
bHvQY,6315,37890
ooFMl,5758,380028
BHMMR,7632,587664
iNHre,2557,120179
vneIJ,6868,295324
LtozY,2606,65150
rDduE,5826,302952
yfBSp,5386,269300
hlorh,5719,142975
hFHEe,9830,806060
ueVpT,9145,521265
kARRM,4176,104400
HeRgG,7784,319144
KtVeF,8407,538048
TYMCc,2334,196056
rPlyx,5699,501512
RwoJX,9730,204330
RnfWE,7481,149620
dLNJC,2701,94535
wRVSD,7336,73360
naVXO,2493,37395
Vhrir,8396,184712
xnqgV,2949,153348
UAlSz,2200,41800
soSos,6561,446148
pBadJ,4744,175528
DiAjh,8352,384192
MGHhA,5179,424678
rWKmx,7834,266356
JuHHk,6284,301632
gosJF,6679,213728
wEXNf,4642,269236
erENa,3743,374300
KIYze,9698,407316
ZITXO,2198,164850
ukwKz,5571,529245
fROpz,7363,655307
SOpJC,5269,505824
dEUJN,9399,385359
SIymk,2145,75075
dGlTK,4212,400140
rKzml,9634,635844
lbbAI,6051,326754
DJjpR,5949,148725
hejzM,5271,110691
oZZEy,3181,276747
HytDf,2125,21250
ImKgR,9198,662256
bzqhj,7465,724105
JtNFm,7887,575751
gIBGn,6026,343482
BYHfs,6812,599456
jSYfC,3397,81528
XfDRz,5242,104840
wuyow,2698,35074
GhoWI,7536,700848
LWALp,9565,602595
kImZj,7986,471174
xUZHW,9711,388440
XHXCu,3316,285176
LrRYP,6060,199980
ZTCzx,8986,215664
GaflA,7509,60072
xXQVx,4438,190834
yoPMM,9190,303270
fnifp,5334,384048
UBiHD,8642,483952
pHkIy,4798,134344
hAamr,7942,492404
NGGPn,3376,74272
PieYt,4190,259780
BBviV,5674,124828
WGIMR,8447,295645
Fcoqj,4525,348425
zxbcV,3960,91080
aqXjv,8949,71592
HwABJ,4008,260520
pwxsm,4310,370660
AxKjw,3801,296478
KhQou,9309,204798
FVLXv,4639,315452
