StoreCode,TotalSales,TotalAmount
Rxykd,5823,180513
oWaGI,7896,750120
RsycJ,8594,790648
RLIcT,7147,157234
xzYdQ,7165,587530
vDyzg,5220,229680
UlCVn,9665,454255
FzEpU,2570,231300
yBIot,8249,98988
iyptw,6302,453744
xutyH,3461,308029
yJMiJ,6195,136290
NDifr,3492,202536
RLjJn,2762,154672
ufPuW,5181,186516
SLgwX,4205,298555
NAEvs,5183,435372
eABiL,3434,144228
fQuLm,5464,453512
ldnYd,5372,435132
ltiCp,5358,326838
HnpRj,3884,120404
OTaJQ,2089,71026
ISWmm,9229,239954
DahmV,5583,374061
nNdzJ,9507,275703
blkyR,8040,305520
WOYco,8799,167181
pzkIS,2102,159752
qeYBQ,2713,111233
voZEK,5255,168160
rpnBO,2849,196581
ZVuTI,8874,638928
BtlKJ,9460,898700
RbQBt,8647,466938
mZDVM,9662,772960
SaNNh,3058,211002
Ksnvj,2106,115830
NlpJP,5757,270579
qDBKc,5560,556000
ELRhJ,6873,405507
mZpJm,4510,90200
Myijg,9515,808775
HESXi,6730,343230
zmKuF,5293,481663
Zhwqx,2863,77301
mrMBd,7012,280480
gRnNs,9736,506272
AEaYi,6413,448910
auACm,9314,46570
uxZcL,7696,330928
LLHRI,5762,484008
Gfuml,7157,329222
xpWFE,7875,393750
hzYwn,3001,51017
asrDF,5575,529625
WqXEo,9208,561688
UzyND,7856,683472
VfSTP,8846,813832
KICbe,6777,203310
arcPj,7984,215568
xuXJD,3530,314170
LncVn,3175,301625
DpLms,9347,467350
ukbYT,5207,26035
LUaMu,5769,219222
HlQhV,2210,114920
xqytA,5025,80400
yRrjt,8392,75528
qnaRz,6989,216659
bLEdL,2061,125721
nBWsX,2223,131157
YEDdv,2580,95460
Huqaw,4127,107302
VEMDU,3141,307818
ScRaF,7941,198525
IkEWb,8177,564213
yUAkF,8738,192236
vmMwF,7760,69840
CxgDi,6791,264849
EiFLE,9090,227250
vebAI,8323,158137
hjmEW,8307,498420
XwqDz,4480,107520
oTQNK,8017,80170
yfCFT,2603,208240
sqipH,7664,383200
vKHum,6151,123020
GJYlu,6218,55962
XsQNB,4655,162925
XyNYW,6204,285384
KfNPE,2213,106224
zWLjt,9316,447168
LBZOO,9868,49340
jBUyx,6392,364344
BkcIO,6239,330667
npohD,9343,784812
oHlSy,7877,299326
ORjNJ,7124,163852
nMeRc,6113,287311
KPZsa,5686,545856
HjFMY,6097,371917
ZfISm,6870,377850
xdQSe,7150,679250
WZjPt,5729,211973
uJKMn,3285,160965
ycZWf,4429,314459
jzDgS,5006,240288
ThCjH,7878,551460
LHQkS,9766,341810
sEorK,2047,42987
mlKgn,7320,204960
wywHO,9701,77608
YBGmN,5595,290940
jBTfn,9735,798270
NxHAX,3576,275352
BtXrB,2144,96480
SIGvq,6059,345363
YUuxM,4280,218280
lIxwY,9050,796400
WRTEU,7974,207324
aYZse,5939,516693
uGymu,4707,324783
bdVkY,2224,48928
xxxdQ,2198,54950
TEoKF,9089,272670
TqvHY,5548,299592
YrCmK,6143,534441
AyODv,7366,250444
SLGvg,9643,433935
xYRIJ,8122,56854
mQdRc,8768,271808
PTuRg,5988,461076
sBYvZ,9160,778600
obwvs,7218,461952
FvafL,8266,165320
Lophj,5444,201428
kIGjc,5790,509520
hzhfC,4735,416680
VcTBw,4050,32400
SJmMg,6223,504063
eFaAS,3183,124137
GAZpr,5673,521916
RzlSK,6648,159552
WxaxZ,5346,523908
VwQUS,8853,522327
wGTkG,4908,289572
xhwRj,2398,203830
SJElI,2689,134450
KUzqX,6116,354728
aPylH,7084,240856
meNtD,9910,406310
pIQTk,6710,664290
ExDQm,2882,95106
bXRMv,7086,297612
yBnce,5945,47560
scuvi,9843,314976
pgqEq,5010,360720
ytYLT,6911,317906
LDiYP,3583,272308
WKkXA,7449,238368
ABviR,9949,676532
hJegb,7160,193320
HKTiq,5700,45600
OHnow,7381,575718
FlrAk,7196,474936
RFgpa,5260,284040
saQBN,2904,63888
Jkjcg,8277,57939
nPQjP,7258,137902
NdXau,4296,386640
eNHsM,9395,469750
ntjoe,8820,194040
uJhPn,6249,49992
AXiBL,8275,124125
CqZhn,6514,455980
CYcPN,4534,122418
DpXrY,6009,270405
JZmGM,8793,123102
NAqcA,3111,230214
lTPEo,3718,104104
sTXYe,2590,75110
gsXOr,5955,267975
YRwUE,6538,418432
RHAuO,7290,218700
INYMj,7502,255068
qNgVE,3068,177944
bPUCM,6903,34515
NyHOc,2139,186093
pwnlB,6081,462156
jcBdh,5612,488244
byOjC,6560,131200
AaqJK,9982,539028
tzcPa,5524,33144
Hkqpu,5985,263340
Iizvd,5894,489202
RDqil,9150,622200
uHVWC,5442,457128
RJhmE,3687,287586
XvqqP,9942,457332
xWhJf,5228,339820
yGLBj,5385,96930
dNYXo,8418,521916
synBh,4548,368388
hgXTv,9734,700848
QscgK,4392,101016
uDZNS,9892,553952
gYdPd,2785,211660
swMcN,8090,428770
huOCi,6615,337365
XKpkB,4757,347261
IQIoQ,6351,336603
Pqibt,9284,92840
QLYru,8846,849216
prNjp,2977,163735
ywDgw,4390,74630
EOuGi,6041,144984
qGCvQ,6797,584542
IwMFG,4417,269437
RNCWl,2571,154260
iufYB,7983,494946
anlBU,8882,559566
SPPBt,8332,424932
uDaMI,7684,122944
abUtW,8742,699360
bceYY,5434,396682
yIpfP,7779,497856
iapZh,6543,78516
xqxiX,3666,76986
GpVwe,3539,116787
TfCjo,6757,418934
uSIuL,5497,500227
DKhMG,9080,517560
UMzIr,6024,578304
JEcPe,8285,223695
dHOWb,6636,172536
MTtET,9639,462672
cDvSm,9364,702300
YqlzQ,6045,199485
TIIHZ,5551,510692
tQEig,7245,36225
zEpHg,8788,711828
EJFNk,3688,335608
AvbxV,9715,806345
HpTWl,5813,372032
QCjmN,7283,327735
tzeZO,3654,197316
Kwcjp,2612,80972
pcROx,8090,234610
gAMtd,5844,146100
VjKsx,6166,117154
svunt,8106,599844
YuwRT,6587,632352
hPeiL,5864,93824
uadTG,6628,165700
CcTQy,3270,22890
MfVCP,5901,306852
gfSXb,2887,77949
GPemI,9088,663424
LohWj,4601,345075
AlHDZ,7476,149520
rykeP,7307,650323
hAfge,9379,225096
HMraQ,4435,199575
eRGZG,8199,434547
BzeNi,7412,674492
dnagi,7701,462060
JIrDE,8193,155667
hYddv,3059,192717
NvIxY,6854,342700
geUiu,5612,505080
vFTOt,5282,274664
rLEAw,4904,470784
jTOEa,7119,298998
UufKk,4790,177230
NaMdF,7808,234240
vGgMR,8335,250050
pqzjt,9651,289530
qoWVi,9987,599220
EzcZR,8000,440000
XdLFb,2038,181382
WqIEX,7761,636402
KsXVw,3633,247044
pQOhV,2669,258893
sQwdy,7341,44046
jaMrl,3456,86400
GRjmN,3103,80678
emfQE,8406,655668
wRGlS,8282,322998
YxXHJ,9015,396660
JHBjS,5504,352256
vyoFP,9899,227677
cIism,6404,441876
OSbey,3368,218920
RLQox,4794,234906
DLXXM,3052,192276
oFMyv,4857,145710
FMBqm,5333,58663
RNPtE,7135,549395
zpakt,5177,51770
NLIXr,4572,374904
LWokn,5606,39242
mEnMN,8249,453695
jikCb,8218,410900
hMhBO,5195,161045
iPoPi,6826,552906
dqwSi,6493,409059
fQpRI,2188,168476
PqbsG,7299,109485
DTWMq,9557,630762
gwbWS,2937,187968
yaSLi,8239,461384
NSXnP,8721,244188
btuqq,2758,162722
rGKjc,7101,418959
AMajW,7114,405498
zmeiH,2381,114288
UodQV,4517,316190
kFoXg,7557,717915
aVuXr,4115,296280
uCgMd,6416,372128
hRuRL,5223,517077
tBSGm,7498,682318
QJNYu,4475,22375
NUyOZ,2307,212244
qSebG,2896,63712
HXgiL,4209,374601
dziKG,3692,81224
xjIiO,3219,93351
rpbLk,9562,717150
DZcGC,7100,596400
CRFfQ,8842,671992
OiMKI,3706,114886
BTAjc,5089,422387
XXAjT,3628,235820
IsNDn,9980,419160
QaUMN,8382,343662
wurcK,4439,44390
kpmEp,4446,97812
iyUdi,9182,486646
TUqOz,4516,121932
TQhEH,4926,280782
vNjvh,4520,81360
nCpCR,3249,318402
OisEW,2452,144668
rzWpv,6917,207510
raUeR,9557,946143
Nmidn,6695,441870
TFkna,2930,105480
fwNoW,4612,124524
