StoreCode,TotalSales,TotalAmount
wzYak,4130,379960
zgXpN,4733,151456
oyfDZ,6907,531839
OKaQl,7833,328986
rNDTc,8966,62762
vZRdZ,5469,87504
PEvtn,3273,72006
sYwQV,2201,209095
KBwCt,9740,204540
mPuGW,2487,223830
yTBDy,2843,270085
CueVE,4405,325970
qkxue,8671,771719
LYhDl,3852,254232
gndlW,3019,42266
Lmlko,3100,77500
JWBfD,9751,770329
bIJKs,8625,439875
wqsBh,5766,530472
UcLrz,6996,83952
QOSbc,5984,538560
sMqHg,3227,48405
ehiBf,9721,427724
ddZJd,5122,445614
CrzOh,8374,385204
RDaEM,9562,267736
djmvH,8773,473742
ndGUZ,3089,101937
vOfCn,2379,190320
BTaZB,3897,35073
Bxwxe,8495,263345
aaCPZ,4937,256724
BlIdp,8381,251430
VBYtQ,8907,62349
ZpOOw,4500,72000
fRyHQ,7881,417693
ttEre,5948,493684
XfzNT,7414,452254
KFoSd,7439,200853
WTDQv,3474,166752
MkNMD,7723,756854
KBamU,8574,102888
xViNc,4142,124260
gKIyA,3809,331383
OdkJD,7677,514359
zxAJF,7553,453180
Igdvq,8667,442017
wiIhA,5823,157221
FnFgI,3570,196350
wJMYW,5485,60335
mjplW,3042,182520
eDTeH,6651,392409
TIOBi,6353,165178
xwKsc,4307,361788
stMiO,2456,130168
HawXD,3526,345548
rfDaa,3178,50848
OXAud,9256,666432
lglks,8041,152779
nTacC,2337,95817
SeDoA,4150,278050
TGccw,5245,372395
XBWmR,3497,55952
gykMD,6524,443632
wEQqZ,5050,141400
NyJnU,2302,48342
DXhHc,8384,511424
qDvAh,8476,466180
nUTHk,4731,406866
acGxm,2170,21700
shnja,2054,28756
KFUGw,5472,284544
UDpYo,4154,124620
LplpW,2792,150768
aZUOR,9119,528902
FWGHn,7613,487232
LtwFp,6789,278349
bRHtm,6767,554894
MkghG,3007,222518
Ikadb,5845,29225
HZIVT,2098,50352
WDVmp,2398,93522
ozDIX,2338,30394
qIDXq,8401,327639
CTQfN,4508,392196
QgAhx,8948,867956
slAcJ,8311,398928
vmrLU,8255,544830
yTHEh,6364,502756
lGoVa,9326,177194
IRJuG,3032,187984
psBFq,4418,83942
VbuxQ,2255,218735
uKndT,6973,334704
fxCIy,6551,635447
zGyGG,7620,243840
uAkbh,7896,307944
EwABN,3497,69940
bxvtl,2837,79436
mqxxj,7317,526824
tsOJz,8981,871157
GzhSX,3451,220864
kvryu,2460,36900
ZwgUp,9724,495924
NUeWz,3989,299175
vKyIK,4801,355274
AmWQO,5185,466650
fQyRo,8956,752304
hjPHN,2223,68913
POqse,2360,221840
EVDgI,6104,378448
IPcfn,4215,396210
MeMGs,6608,409696
jAhpX,3151,100832
uGDff,9896,405736
gOkdO,3423,109536
jWIre,2247,199983
fHpMI,4429,438471
lVMVN,4947,34629
GSRWU,3186,168858
idOvW,2990,182390
VWqbE,3718,37180
vLmKV,5669,124718
aWOOV,5627,78778
kRrkx,7017,266646
QkEUL,2714,168268
uFpQH,6602,343304
rkxtL,8032,393568
talwS,2310,66990
UaAMB,6160,215600
UAeYW,8466,728076
eyUEn,7466,261310
PjnUz,9790,577610
ODyWO,6389,523898
VHTBY,2497,114862
qfuvj,8277,811146
GWKlk,9626,779706
uDRja,5978,197274
xncbm,9121,82089
QqxEp,2016,163296
QrNwO,4273,418754
Sahxf,2953,239193
oRlni,4540,31780
pWhCP,2246,44920
nYIib,8427,185394
lDLzU,6003,30015
HSBSH,6101,372161
Amagt,4710,84780
eZQuo,7547,747153
oUUDg,3542,21252
CbeQK,9657,830502
ZBfsh,5329,159870
FvhES,6657,585816
ldomP,7131,142620
QnFtv,8974,646128
eQHIq,5083,330395
rhihY,2218,108682
ScgLy,8843,627853
TxJsD,8377,485866
XgfTL,2089,16712
esjbO,4935,197400
puVXA,7450,89400
rEUwW,7866,228114
hAomW,2285,150810
HtCeM,5855,450835
AhDNA,9407,197547
KErsa,3325,76475
bfbuU,8072,791056
crBFQ,2925,70200
mFdLN,5129,400062
CVBrm,4470,272670
qDQip,8018,729638
KUxkt,3583,308138
qQbgw,7909,403359
FBeJv,8121,276114
kJFpB,4785,177045
glKdt,4776,315216
Tocnf,9165,769860
JcCWb,8366,250980
pXHPq,8382,293370
iRpPc,4795,479500
CjhMA,2629,76241
mwCWY,2725,223450
BfPZz,5602,95234
XAFCB,9733,895436
hQLuY,7891,434005
bKFVJ,2951,250835
cCncM,8106,372876
NmlOX,3669,293520
Gmust,2500,192500
Rxykd,6225,329925
oWaGI,7686,553392
RsycJ,2740,219200
RLIcT,6240,380640
xzYdQ,5109,148161
vDyzg,7531,587418
UlCVn,6487,629239
FzEpU,8409,731583
yBIot,6498,552330
iyptw,4469,169822
xutyH,8305,415250
yJMiJ,2399,64773
NDifr,6480,304560
RLjJn,2457,191646
ufPuW,8975,825700
SLgwX,5586,240198
NAEvs,2946,70704
eABiL,2926,272118
fQuLm,5778,439128
ldnYd,6657,226338
ltiCp,2099,62970
HnpRj,9104,118352
OTaJQ,6937,332976
ISWmm,7057,162311
DahmV,4915,309645
nNdzJ,8019,441045
blkyR,6903,179478
WOYco,9036,903600
pzkIS,6949,361348
qeYBQ,9397,159749
voZEK,4440,35520
rpnBO,2727,152712
ZVuTI,6513,214929
BtlKJ,2179,204826
RbQBt,2810,118020
mZDVM,3762,176814
SaNNh,8128,243840
Ksnvj,5339,224238
NlpJP,5277,369390
qDBKc,4622,138660
ELRhJ,3410,37510
mZpJm,2771,263245
Myijg,9497,740766
HESXi,7308,394632
zmKuF,8430,539520
Zhwqx,9118,601788
mrMBd,8426,522412
gRnNs,5432,505176
AEaYi,4522,253232
auACm,3509,56144
uxZcL,6643,451724
LLHRI,3525,257325
Gfuml,7913,680518
xpWFE,9778,127114
hzYwn,6396,511680
asrDF,8409,664311
WqXEo,4565,114125
UzyND,3918,62688
VfSTP,7989,439395
KICbe,8979,718320
arcPj,2805,218790
xuXJD,6158,104686
LncVn,2164,205580
DpLms,6420,616320
ukbYT,5747,471254
LUaMu,4443,337668
HlQhV,8180,188140
xqytA,8495,450235
yRrjt,3212,308352
qnaRz,5574,278700
bLEdL,6889,234226
nBWsX,7398,192348
YEDdv,7849,463091
Huqaw,6327,354312
VEMDU,9879,691530
ScRaF,3122,149856
IkEWb,7289,116624
yUAkF,8324,274692
vmMwF,8271,719577
CxgDi,7529,707726
EiFLE,7588,159348
vebAI,3574,328808
hjmEW,6116,103972
XwqDz,3255,286440
oTQNK,6818,204540
yfCFT,3371,107872
sqipH,5734,395646
vKHum,6923,145383
GJYlu,6749,418438
XsQNB,9674,96740
XyNYW,8240,296640
KfNPE,7398,688014
zWLjt,2234,31276
LBZOO,9693,358641
jBUyx,5492,356980
BkcIO,6496,266336
npohD,2600,59800
oHlSy,9192,330912
ORjNJ,8514,76626
nMeRc,3552,319680
KPZsa,5470,514180
HjFMY,9874,760298
ZfISm,5723,291873
xdQSe,4046,267036
WZjPt,7758,256014
uJKMn,6393,70323
ycZWf,7299,627714
jzDgS,3757,300560
ThCjH,8091,445005
LHQkS,7223,411711
sEorK,5261,320921
mlKgn,8364,250920
wywHO,7557,483648
YBGmN,2989,14945
jBTfn,5157,489915
NxHAX,4979,129454
BtXrB,5183,347261
SIGvq,4726,326094
YUuxM,4021,20105
lIxwY,6247,299856
WRTEU,2498,217326
aYZse,8081,767695
uGymu,6378,318900
bdVkY,8062,636898
xxxdQ,8000,632000
TEoKF,4112,234384
TqvHY,6503,318647
YrCmK,6977,188379
AyODv,4381,140192
SLGvg,5469,87504
xYRIJ,4551,154734
mQdRc,7544,709136
PTuRg,6050,229900
sBYvZ,2333,139980
