StoreCode,TotalSales,TotalAmount
AlHDZ,7288,466432
rykeP,4948,380996
hAfge,9059,779074
HMraQ,2865,280770
eRGZG,4052,137768
BzeNi,9283,631244
dnagi,7627,251691
JIrDE,7132,171168
hYddv,6575,486550
NvIxY,3441,237429
geUiu,9430,499790
vFTOt,2052,41040
rLEAw,6996,34980
jTOEa,3690,232470
UufKk,6046,72552
NaMdF,5338,293590
vGgMR,6999,643908
pqzjt,3693,273282
qoWVi,5779,156033
EzcZR,4381,280384
XdLFb,6434,205888
WqIEX,2562,15372
KsXVw,5088,188256
pQOhV,5707,388076
sQwdy,5255,357340
jaMrl,3717,252756
GRjmN,5512,330720
emfQE,3686,40546
wRGlS,3477,118218
YxXHJ,7618,457080
JHBjS,3054,195456
vyoFP,5358,278616
cIism,5895,153270
OSbey,5356,492752
RLQox,2455,31915
DLXXM,9331,410564
oFMyv,7870,511550
FMBqm,3741,340431
RNPtE,3875,73625
zpakt,9476,104236
NLIXr,9339,803154
LWokn,3615,162675
mEnMN,9792,332928
jikCb,9136,767424
hMhBO,5215,380695
iPoPi,4921,324786
dqwSi,7177,244018
fQpRI,3161,214948
PqbsG,8978,395032
DTWMq,5073,273942
gwbWS,8315,615310
yaSLi,7635,404655
NSXnP,4708,291896
btuqq,8445,506700
rGKjc,4259,89439
AMajW,3905,273350
zmeiH,2828,277144
UodQV,8620,431000
kFoXg,9512,256824
aVuXr,4614,198402
uCgMd,4180,221540
hRuRL,6914,117538
tBSGm,4664,191224
QJNYu,7184,165232
NUyOZ,8736,69888
qSebG,5560,478160
HXgiL,6628,278376
dziKG,2204,138852
xjIiO,7546,286748
rpbLk,3661,76881
DZcGC,8804,792360
CRFfQ,7313,650857
OiMKI,3741,119712
BTAjc,7805,312200
XXAjT,7627,480501
IsNDn,6558,45906
QaUMN,6824,136480
wurcK,6201,551889
kpmEp,3185,121030
iyUdi,7361,714017
TUqOz,3329,86554
TQhEH,2916,212868
vNjvh,8387,369028
nCpCR,5985,359100
OisEW,5602,112040
rzWpv,2054,143780
raUeR,2864,100240
Nmidn,4312,38808
TFkna,3608,108240
fwNoW,9778,68446
Pfnjx,3345,180630
gnIxY,4770,348210
eQsqH,5981,502404
ekYdJ,8824,564736
UqncH,8557,804358
bHvQY,9991,899190
ooFMl,6655,219615
BHMMR,5470,191450
iNHre,4429,177160
vneIJ,4518,402102
