StoreCode,TotalSales,TotalAmount
PuWMA,8063,620851
IXpTk,5359,289386
soqBT,9243,471393
UYTSr,5964,166992
cfLcc,6873,536094
LCmQP,7027,295134
zQebo,6064,109152
hWvFA,2504,95152
tqpRp,8972,215328
hUecU,5495,522025
wyZhm,2226,207018
EOVmQ,4683,74928
wdJWS,6143,546727
vVlLg,8015,352660
dvYIP,8432,295120
EYsXj,4658,200294
IJRUx,2770,235450
BQvxj,7696,761904
MZeaV,9357,748560
GdwjX,9268,797048
XzDRI,5889,376896
SfoCb,6277,125540
XHZpl,6445,309360
qhGWw,6560,124640
EyAMJ,4571,379393
cOkai,8075,363375
ErNKN,8085,630630
LUZXk,8932,777084
LCbTC,8238,181236
aFBqj,4726,47260
LgLtU,8598,343920
SVJuK,8915,632965
VgqlC,8926,830118
lNIwZ,5953,238120
nrDwj,7104,618048
mTYLg,2331,95571
kZqaY,2746,65904
biUrp,6409,301223
dySwt,8641,406127
nXTSo,7643,596154
NYJYP,2002,130130
TdqRz,3178,98518
DLuNM,9770,908610
iOdxH,7957,549033
gKrAl,8843,424464
qjOML,2710,86720
vzFzF,7639,290282
IedHV,4516,207736
eZrvP,5873,340634
iflfM,4519,379596
ylIMC,5743,333094
VMeqN,4138,111726
AwOZr,6881,612409
SiIRG,8060,169260
KMQJh,8372,736736
ZkYJi,2673,189783
QivYi,7404,584916
jdRdI,2091,140097
dlRPu,8347,834700
AEzua,5871,563616
udeoO,2106,12636
tIbkH,2850,168150
jnckU,9375,665625
UqKHU,9792,215424
fvvzF,3546,351054
ubBvJ,2233,80388
jcBKP,3245,136290
MZufH,5066,106386
leBWA,9553,544521
FZkIh,6341,443870
QcxGX,8122,771590
OYDFS,4420,384540
CWpDO,4653,246609
yMpVe,4062,312774
NHPBK,5892,388872
BTfXS,5458,196488
GYwgd,7373,729927
SJHSM,8218,747838
eaOwZ,7212,180300
GegCn,3243,29187
CVdHm,7425,742500
piDSU,9128,502040
uHFdq,6692,642432
VBvsZ,5250,278250
OaonV,9257,157369
WxCuC,3976,79520
lrdmQ,2891,164787
XDBOn,7911,672435
zKiCg,2869,37297
GhWjC,7996,551724
rLgcW,6362,623476
Kmhev,2819,270624
JMnTL,7745,704795
tygbv,5781,479823
KSaTN,8296,746640
kYhLY,5051,65663
IQpeV,3581,225603
SSGhM,7485,621255
qMQqC,5119,353211
iaKlv,8537,802478
uTDfX,9371,918358
EywWq,3655,80410
YsTui,7399,51793
KNCJS,6504,162600
WuKsx,5713,319928
ANVEy,8042,193008
UWaYX,3689,317254
ssYLB,2804,199084
setOB,7242,275196
hsrSA,4133,132256
kqluk,4271,34168
JYZuR,6163,277335
STRTS,4534,389924
qTePA,8482,559812
mSMBw,2086,143934
dDwYL,5724,40068
Xgsru,9385,900960
ZetEh,2565,28215
vlvxB,7687,630334
PGFlN,8745,323565
hwJkd,5187,425334
jtVyk,9026,695002
rbgKb,5083,259233
DUdIG,8250,742500
GYZVK,2966,258042
QliAf,7578,598662
NlLfn,9424,245024
tmKjH,9490,142350
kqimz,9621,654228
slAfl,2664,189144
Vahai,4180,321860
tXPLn,5037,261924
ePGqv,2978,98274
zCCRP,5333,154657
hMOUE,4284,201348
ntrCa,2335,56040
GmWQr,7637,76370
egwMA,2531,154391
HaEgD,4680,463320
xdCJc,8359,501540
okJyN,7405,622020
ThPsv,4941,316224
VWPwm,9215,193515
UdIGN,9746,945362
rHBoM,3935,153465
AjNQi,6761,622012
nHGfU,8915,240705
vwXuA,8633,155394
ZJRDH,3802,364992
KNnBR,3801,68418
JubAv,9010,846940
MJXcE,6385,600190
lzuFZ,3956,359996
NbkzT,8735,253315
dbLLF,2520,141120
CGXWX,2875,48875
Lnbox,4004,136136
OOCWw,8028,489708
oJjpd,7058,698742
gEHsH,9976,808056
wzYak,3515,298775
zgXpN,5700,28500
oyfDZ,3513,249423
OKaQl,8182,499102
rNDTc,4925,221625
vZRdZ,7309,665119
PEvtn,7521,180504
sYwQV,3160,28440
KBwCt,8091,169911
mPuGW,9491,873172
yTBDy,7681,529989
CueVE,2215,179415
qkxue,9706,300886
LYhDl,2785,220015
gndlW,7552,415360
Lmlko,9092,891016
JWBfD,3580,146780
bIJKs,4082,253084
wqsBh,4375,70000
UcLrz,2877,221529
QOSbc,2238,183516
sMqHg,2216,31024
ehiBf,4280,68480
ddZJd,7959,509376
CrzOh,7382,465066
RDaEM,4612,253660
djmvH,5536,188224
ndGUZ,9299,511445
vOfCn,9327,802122
BTaZB,3451,296786
Bxwxe,6821,661637
aaCPZ,8162,40810
BlIdp,4403,281792
VBYtQ,3503,112096
ZpOOw,6116,409772
fRyHQ,7625,320250
ttEre,8366,451764
XfzNT,7360,603520
KFoSd,9326,93260
WTDQv,8078,266574
MkNMD,9474,341064
KBamU,6232,423776
xViNc,2077,145390
gKIyA,5945,261580
OdkJD,6532,254748
zxAJF,7905,774690
Igdvq,4444,244420
wiIhA,8987,512259
FnFgI,6730,551860
wJMYW,9406,545548
mjplW,5314,116908
eDTeH,2525,239875
TIOBi,4669,116725
xwKsc,7485,404190
stMiO,4474,196856
HawXD,2071,155325
rfDaa,9067,707226
OXAud,5223,156690
lglks,7234,636592
nTacC,4699,310134
SeDoA,2043,30645
TGccw,7032,548496
XBWmR,4727,425430
gykMD,9209,285479
wEQqZ,5081,396318
NyJnU,3390,216960
DXhHc,9842,767676
qDvAh,9617,577020
nUTHk,6857,260566
acGxm,2396,52712
shnja,7959,230811
KFUGw,6714,100710
UDpYo,7660,229800
LplpW,8556,359352
aZUOR,9571,708254
FWGHn,4684,276356
LtwFp,6102,183060
bRHtm,7686,438102
MkghG,3299,65980
Ikadb,3413,300344
HZIVT,2609,96533
WDVmp,3021,214491
ozDIX,3550,39050
qIDXq,5241,508377
CTQfN,6987,593895
QgAhx,7385,649880
slAcJ,4028,197372
vmrLU,8793,492408
yTHEh,9366,889770
lGoVa,6724,174824
IRJuG,6819,559158
psBFq,7019,547482
VbuxQ,3181,108154
uKndT,4460,57980
fxCIy,2301,78234
zGyGG,6083,304150
uAkbh,7391,428678
EwABN,7269,341643
bxvtl,2975,89250
mqxxj,9632,414176
tsOJz,7587,743526
GzhSX,5952,214272
kvryu,6035,331925
ZwgUp,8160,628320
NUeWz,4371,297228
vKyIK,7858,196450
AmWQO,6052,151300
fQyRo,3194,22358
hjPHN,4608,400896
POqse,8119,405950
EVDgI,9037,804293
IPcfn,5926,485932
MeMGs,7102,653384
jAhpX,2514,57822
uGDff,9936,784944
gOkdO,8895,480330
jWIre,6843,581655
fHpMI,9903,415926
lVMVN,2637,105480
GSRWU,3140,169560
idOvW,7980,694260
VWqbE,7534,647924
vLmKV,6211,80743
aWOOV,6386,600284
kRrkx,4764,90516
QkEUL,9594,949806
uFpQH,2051,79989
rkxtL,4619,23095
talwS,8426,530838
UaAMB,2300,213900
UAeYW,8876,390544
eyUEn,3896,276616
PjnUz,4593,114825
ODyWO,8235,650565
VHTBY,6771,548451
qfuvj,6777,74547
GWKlk,4027,322160
uDRja,4569,41121
xncbm,4923,137844
QqxEp,3310,39720
QrNwO,2340,128700
Sahxf,7805,757085
oRlni,4595,238940
pWhCP,7253,718047
nYIib,3171,126840
lDLzU,2670,224280
HSBSH,7728,486864
Amagt,5512,330720
eZQuo,2943,41202
oUUDg,7646,382300
CbeQK,6938,659110
ZBfsh,6332,265944
FvhES,5949,130878
ldomP,8260,214760
QnFtv,7749,581175
eQHIq,7514,278018
rhihY,2601,176868
