StoreCode,TotalSales,TotalAmount
woWTU,8032,755008
afDKH,2340,196560
fXnQd,7370,523270
nDWOq,4256,417088
mgRkA,8644,795248
rwALY,4615,235365
bGjFI,5899,430627
OjAxV,3890,85580
pliSK,6465,155160
dkzSF,3692,343356
MuwFP,2317,106582
cfFWu,9813,490650
xfVbw,4397,373745
xBRCe,2571,89985
AiXGp,9901,475248
COxZZ,3573,285840
DgDLy,9444,56664
yqSqM,6580,72380
KuELV,7134,699132
LQmGM,5009,480864
gMrrU,6066,48528
yYKlJ,9074,54444
vlExD,7199,158378
unHPa,9960,936240
Ijovy,5796,515844
jPInm,5538,382122
gkiUJ,7957,294409
cSwhe,3713,133668
zKGLk,6212,37272
HRRep,8492,568964
cAurE,8740,707940
YhtWY,8460,473760
eSItw,5547,449307
flkSX,3332,129948
ltOdM,8038,498356
iwuQa,9268,658028
KcZRO,3067,306700
yGEPn,3071,135124
ZPCiI,2459,59016
clyey,9346,738334
ptuHY,6736,208816
DSLiG,2206,132360
tkjTV,9970,229310
jpOue,8166,628782
gHtBk,8382,310134
HaQbW,4757,199794
lPFrF,8515,332085
zNqnr,5104,311344
oSLEf,9138,667074
XOeGK,6993,146853
MkhmR,6574,262960
HDFVh,4239,305208
bZNrv,6918,62262
qqMRa,6041,66451
yuPlp,4635,194670
EgDVY,9485,569100
oJRnH,8572,702904
Ulvwf,9417,838113
Zdkte,8224,452320
vuCOP,2494,92278
kLAcH,9568,755872
XGhbO,8471,228717
XQaHJ,3114,236664
xHllz,9651,878241
XEmIJ,9219,184380
orpMr,4187,259594
jyrvB,6363,407232
DiWdM,7257,449934
pJbdt,9274,556440
aQesR,2800,140000
yaVEF,6766,453322
NRoJG,5759,247637
aTfZz,2838,244068
oWLEE,9235,729565
yutoT,6082,450068
dGvdC,7620,701040
AYYHE,3840,161280
Pqphe,4209,366183
VZEKW,4066,341544
WRVNv,5058,349002
iHfaD,6817,613530
alDAd,9107,746774
flZxQ,2345,44555
NoAhW,8805,299370
MRUez,3679,253851
jqVSB,9794,195880
aEZLq,9674,609462
jFHnp,4122,346248
niuao,4377,131310
uxoTY,8311,831100
QfxWo,8924,330188
AgdDr,5366,118052
zDqyD,2509,120432
DQdfx,6599,59391
GrqPo,7968,637440
eSTsG,2371,149373
oqAWv,2509,20072
TbVIw,6495,292275
FCIWC,3297,204414
wAqsT,5190,119370
UmHsj,4660,219020
aOMVv,2449,149389
DgKsH,3777,196404
XAQvR,6704,341904
VMttA,7812,468720
RMmcx,7762,248384
fGpJo,5025,150750
gQLfK,7705,38525
NwOBS,5771,57710
vpVkm,8320,732160
BvaxX,8684,555776
WkQEr,9754,897368
NEJMD,4645,422695
