StoreCode,TotalSales,TotalAmount
XzDRI,4633,296512
SfoCb,6280,452160
XHZpl,8074,88814
qhGWw,2823,223017
EyAMJ,2511,30132
cOkai,2607,143385
ErNKN,4997,114931
LUZXk,2499,169932
LCbTC,5202,124848
aFBqj,4824,57888
LgLtU,5330,159900
SVJuK,9681,193620
VgqlC,9412,442364
lNIwZ,6977,279080
nrDwj,8406,302616
mTYLg,4693,384826
kZqaY,9526,57156
biUrp,7641,519588
dySwt,2618,162316
nXTSo,6181,185430
NYJYP,9790,352440
TdqRz,8116,348988
DLuNM,3588,111228
iOdxH,5122,143416
gKrAl,9865,631360
qjOML,6435,289575
vzFzF,2626,157560
IedHV,3760,255680
eZrvP,6183,612117
iflfM,3374,242928
ylIMC,7400,236800
VMeqN,6008,492656
AwOZr,8038,635002
SiIRG,7476,179424
KMQJh,7807,429385
ZkYJi,3039,297822
QivYi,9535,724660
jdRdI,9171,834561
dlRPu,6329,360753
AEzua,5270,490110
udeoO,3678,183900
tIbkH,8460,846000
jnckU,7355,456010
UqKHU,4211,341091
fvvzF,5216,156480
ubBvJ,6308,630800
jcBKP,2638,263800
MZufH,4217,231935
leBWA,8872,212928
FZkIh,6197,235486
QcxGX,5174,269048
OYDFS,5267,252816
CWpDO,2994,290418
yMpVe,8108,737828
NHPBK,4973,263569
BTfXS,7811,609258
GYwgd,7505,435290
SJHSM,9762,888342
eaOwZ,8146,48876
GegCn,9468,549144
CVdHm,2658,191376
piDSU,4800,220800
uHFdq,8892,755820
VBvsZ,3205,105765
OaonV,9065,426055
WxCuC,5353,519241
lrdmQ,9095,809455
XDBOn,9554,745212
zKiCg,8945,268350
GhWjC,9628,365864
rLgcW,9290,157930
Kmhev,9714,339990
JMnTL,8441,219466
tygbv,8606,266786
KSaTN,9320,512600
kYhLY,8141,740831
IQpeV,5592,458544
SSGhM,9931,456826
qMQqC,7424,282112
iaKlv,4904,127504
uTDfX,5623,196805
EywWq,4896,254592
YsTui,9107,336959
KNCJS,4407,57291
WuKsx,7208,591056
ANVEy,9746,896632
UWaYX,7071,289911
ssYLB,2641,81871
setOB,5514,33084
hsrSA,2721,136050
kqluk,3568,85632
JYZuR,9134,274020
STRTS,2143,60004
qTePA,3489,251208
mSMBw,7507,315294
dDwYL,3951,27657
Xgsru,2637,160857
ZetEh,5956,440744
vlvxB,6565,177255
PGFlN,6493,207776
hwJkd,8974,861504
jtVyk,6353,368474
rbgKb,6961,508153
DUdIG,2521,30252
GYZVK,6921,380655
QliAf,2228,124768
NlLfn,8368,384928
tmKjH,9895,415590
kqimz,9543,229032
slAfl,9565,535640
Vahai,9954,995400
tXPLn,4410,361620
ePGqv,4144,207200
zCCRP,4171,225234
hMOUE,7415,222450
ntrCa,6477,466344
GmWQr,4179,413721
egwMA,8767,412049
HaEgD,3884,302952
xdCJc,7955,55685
okJyN,5334,42672
ThPsv,8990,386570
VWPwm,7425,289575
UdIGN,3441,113553
rHBoM,2049,90156
AjNQi,8134,154546
nHGfU,8091,364095
vwXuA,3764,146796
ZJRDH,9369,206118
KNnBR,5449,38143
JubAv,5080,304800
MJXcE,7636,374164
lzuFZ,9800,460600
NbkzT,9867,197340
dbLLF,7548,573648
CGXWX,3513,108903
Lnbox,5536,110720
OOCWw,7637,313117
oJjpd,5861,46888
gEHsH,5431,347584
wzYak,9844,374072
zgXpN,4888,366600
oyfDZ,5223,219366
OKaQl,8445,464475
rNDTc,2135,17080
vZRdZ,2259,70029
PEvtn,6576,39456
sYwQV,7104,206016
KBwCt,7056,63504
mPuGW,2856,182784
yTBDy,8549,128235
CueVE,2103,193476
qkxue,2807,221753
LYhDl,5297,74158
gndlW,8964,80676
Lmlko,9983,509133
JWBfD,2159,155448
bIJKs,3406,64714
wqsBh,7778,116670
UcLrz,7580,598820
QOSbc,4465,361665
sMqHg,6625,430625
ehiBf,7055,395080
ddZJd,9130,903870
CrzOh,8442,793548
RDaEM,3656,277856
djmvH,5493,318594
ndGUZ,7002,343098
vOfCn,5168,93024
BTaZB,3548,269648
Bxwxe,2913,64086
aaCPZ,4416,362112
BlIdp,5373,445959
VBYtQ,3555,263070
ZpOOw,6252,37512
fRyHQ,9842,423206
ttEre,8049,136833
XfzNT,8143,211718
KFoSd,8870,594290
WTDQv,3044,270916
MkNMD,4562,451638
KBamU,6918,255966
xViNc,3354,117390
gKIyA,5474,426972
OdkJD,9123,729840
zxAJF,5769,530748
Igdvq,5700,547200
wiIhA,5210,31260
FnFgI,5754,420042
wJMYW,8267,99204
mjplW,8029,289044
eDTeH,6424,468952
TIOBi,4434,62076
xwKsc,4520,58760
stMiO,8031,538077
HawXD,3416,78568
rfDaa,2450,159250
OXAud,4474,170012
lglks,8941,473873
nTacC,7492,576884
SeDoA,7770,543900
TGccw,6133,128793
XBWmR,2041,44902
gykMD,2636,134436
wEQqZ,2424,140592
NyJnU,3878,155120
DXhHc,8232,609168
qDvAh,5596,151092
nUTHk,8794,536434
acGxm,6812,361036
shnja,9125,812125
KFUGw,7046,401622
UDpYo,6507,195210
LplpW,7160,637240
aZUOR,3930,106110
FWGHn,4875,160875
LtwFp,7615,677735
bRHtm,6221,497680
MkghG,4772,109756
Ikadb,7337,352176
HZIVT,7537,37685
WDVmp,6527,613538
ozDIX,4562,118612
qIDXq,9584,939232
CTQfN,7152,171648
QgAhx,5258,304964
slAcJ,4456,262904
vmrLU,5093,356510
yTHEh,5598,212724
lGoVa,5246,162626
IRJuG,7886,118290
psBFq,6659,486107
VbuxQ,9499,750421
uKndT,9806,549136
fxCIy,4873,92587
zGyGG,5014,95266
uAkbh,2304,41472
EwABN,4854,286386
bxvtl,8862,770994
mqxxj,6139,190309
tsOJz,7198,640622
GzhSX,3430,72030
kvryu,8850,681450
ZwgUp,2997,140859
NUeWz,3674,330660
vKyIK,6331,392522
AmWQO,6155,584725
fQyRo,5903,578494
hjPHN,6931,159413
POqse,3049,115862
EVDgI,6127,373747
IPcfn,6039,211365
MeMGs,7237,130266
jAhpX,3020,105700
uGDff,2205,92610
gOkdO,9551,725876
jWIre,8086,388128
fHpMI,7795,85745
lVMVN,5447,87152
GSRWU,5918,289982
idOvW,6058,205972
VWqbE,6701,73711
vLmKV,5058,298422
aWOOV,9376,712576
kRrkx,6287,578404
QkEUL,3433,185382
uFpQH,7592,387192
rkxtL,2350,192700
talwS,9253,120289
UaAMB,3874,108472
UAeYW,4335,429165
eyUEn,6761,202830
PjnUz,3411,310401
ODyWO,4942,385476
VHTBY,4171,187695
qfuvj,3355,30195
GWKlk,6840,677160
uDRja,8350,434200
xncbm,5321,409717
QqxEp,2567,53907
QrNwO,7447,662783
Sahxf,4438,204148
oRlni,4453,93513
pWhCP,8769,140304
nYIib,5047,272538
lDLzU,5778,462240
HSBSH,5321,271371
Amagt,5570,172670
eZQuo,5445,468270
oUUDg,2238,212610
CbeQK,8147,48882
ZBfsh,4830,222180
FvhES,6674,340374
ldomP,4946,341274
QnFtv,3470,38170
eQHIq,3330,273060
rhihY,9596,546972
ScgLy,3705,29640
TxJsD,2261,142443
XgfTL,9999,699930
esjbO,2047,106444
puVXA,9469,766989
rEUwW,6621,119178
hAomW,8518,340720
HtCeM,7781,521327
AhDNA,2841,201711
KErsa,6502,331602
bfbuU,6187,352659
crBFQ,2099,50376
mFdLN,3395,329315
CVBrm,2022,129408
qDQip,4298,47278
KUxkt,6064,115216
qQbgw,4428,336528
FBeJv,3657,329130
kJFpB,6216,248640
glKdt,4501,139531
Tocnf,7677,667899
JcCWb,9459,605376
pXHPq,9171,421866
iRpPc,9589,719175
CjhMA,3800,296400
