StoreCode,TotalSales,TotalAmount
kaKpY,3394,257944
SeXAD,3916,281952
QMmbL,9288,250776
AGZKo,5924,82936
TScRb,2963,192595
KGAMJ,8131,487860
JViUc,7814,757958
KAhnw,4396,149464
xhPHG,2076,166080
ZSErb,5407,248722
PuWMA,9558,57348
IXpTk,5677,420098
soqBT,7073,261701
UYTSr,3976,345912
cfLcc,3540,42480
LCmQP,7031,428891
zQebo,5813,499918
hWvFA,3317,129363
tqpRp,4581,96201
hUecU,4081,102025
wyZhm,2066,74376
EOVmQ,7101,63909
wdJWS,4367,336259
vVlLg,4595,275700
dvYIP,8423,555918
EYsXj,7636,702512
IJRUx,7737,247584
BQvxj,3524,70480
MZeaV,9575,517050
GdwjX,9369,103059
XzDRI,9650,183350
SfoCb,4074,268884
XHZpl,5104,255200
qhGWw,4400,246400
EyAMJ,5347,256656
cOkai,7465,388180
ErNKN,8460,846000
LUZXk,3669,333879
LCbTC,7193,647370
aFBqj,4397,378142
LgLtU,8532,315684
SVJuK,2215,28795
VgqlC,9643,964300
lNIwZ,3553,348194
nrDwj,3586,340670
mTYLg,8844,495264
kZqaY,6793,563819
biUrp,6983,132677
dySwt,2302,131214
nXTSo,9045,895455
NYJYP,3671,110130
TdqRz,5035,377625
DLuNM,9298,529986
iOdxH,3505,136695
gKrAl,4399,114374
qjOML,4372,52464
vzFzF,6766,155618
IedHV,6438,502164
eZrvP,9986,409426
iflfM,4236,389712
ylIMC,3163,88564
VMeqN,4142,178106
AwOZr,2988,179280
SiIRG,4737,435804
KMQJh,5636,377612
ZkYJi,4183,242614
QivYi,6806,524062
jdRdI,3248,16240
dlRPu,9228,119964
AEzua,2829,99015
udeoO,5051,494998
tIbkH,7109,703791
jnckU,7707,169554
UqKHU,5208,276024
fvvzF,6999,363948
ubBvJ,9429,876897
jcBKP,3520,193600
MZufH,9331,737149
leBWA,5489,301895
FZkIh,7675,729125
QcxGX,9121,300993
OYDFS,5542,410108
CWpDO,6950,326650
yMpVe,8779,122906
NHPBK,8892,693576
BTfXS,6862,596994
GYwgd,5110,66430
