StoreCode,TotalSales,TotalAmount
mjplW,6635,570610
eDTeH,8724,479820
TIOBi,3768,143184
xwKsc,7101,553878
stMiO,9194,312596
HawXD,7872,480192
rfDaa,3856,370176
OXAud,6855,287910
lglks,2592,15552
nTacC,6374,146602
SeDoA,7584,257856
TGccw,2963,225188
XBWmR,5274,453564
gykMD,3862,289650
wEQqZ,8447,228069
NyJnU,9266,407704
DXhHc,4662,46620
qDvAh,5037,488589
nUTHk,8651,588268
acGxm,8981,404145
shnja,6528,509184
KFUGw,5713,359919
UDpYo,2562,215208
LplpW,8909,53454
aZUOR,9441,358758
FWGHn,6776,555632
LtwFp,4262,72454
bRHtm,6448,599664
MkghG,5714,119994
Ikadb,7279,458577
HZIVT,7730,765270
WDVmp,4880,48800
ozDIX,2578,72184
qIDXq,7404,81444
CTQfN,4111,337102
QgAhx,2962,62202
slAcJ,5412,119064
vmrLU,9564,248664
yTHEh,2642,243064
lGoVa,8716,592688
IRJuG,4899,401718
psBFq,2829,14145
VbuxQ,8533,622909
uKndT,5246,325252
fxCIy,7633,244256
zGyGG,2019,18171
uAkbh,4925,137900
EwABN,2098,16784
bxvtl,3599,316712
mqxxj,8309,681338
tsOJz,2803,86893
GzhSX,7972,589928
kvryu,5767,536331
ZwgUp,3280,88560
NUeWz,7582,371518
vKyIK,4004,300300
AmWQO,2162,75670
fQyRo,8188,319332
hjPHN,9021,847974
POqse,5759,236119
EVDgI,9406,188120
IPcfn,2498,117406
MeMGs,4813,259902
jAhpX,3079,243241
uGDff,6623,311281
gOkdO,6400,294400
jWIre,9113,54678
fHpMI,8365,652470
lVMVN,4213,155881
GSRWU,7809,312360
idOvW,6447,154728
VWqbE,6280,314000
vLmKV,6898,75878
aWOOV,4574,233274
kRrkx,7327,461601
QkEUL,7319,248846
uFpQH,2879,270626
rkxtL,6500,422500
talwS,7877,779823
UaAMB,4695,300480
UAeYW,9889,178002
eyUEn,6794,74734
PjnUz,9829,599569
ODyWO,3345,294360
VHTBY,4616,258496
qfuvj,8434,750626
GWKlk,2650,201400
uDRja,7962,644922
xncbm,2778,258354
QqxEp,8841,114933
QrNwO,7576,568200
Sahxf,8780,395100
oRlni,7298,488966
pWhCP,6680,280560
nYIib,4382,381234
lDLzU,6406,32030
HSBSH,8240,593280
Amagt,4591,160685
eZQuo,8570,162830
oUUDg,2927,29270
CbeQK,6204,428076
ZBfsh,3815,343350
FvhES,5835,583500
ldomP,3386,206546
QnFtv,5369,80535
eQHIq,3068,193284
rhihY,4258,195868
ScgLy,5726,549696
TxJsD,7363,73630
XgfTL,2657,85024
esjbO,2334,126036
puVXA,5111,30666
rEUwW,9815,971685
hAomW,3796,280904
HtCeM,8158,203950
AhDNA,3021,241680
KErsa,9233,701708
bfbuU,7727,231810
crBFQ,6743,161832
mFdLN,6558,550872
CVBrm,6196,285016
qDQip,6401,332852
KUxkt,7965,358425
qQbgw,9462,47310
FBeJv,5637,140925
kJFpB,3604,281112
glKdt,5452,299860
Tocnf,9091,227275
JcCWb,8412,201888
pXHPq,3664,315104
iRpPc,2328,55872
CjhMA,9655,569645
mwCWY,3618,65124
BfPZz,8715,540330
XAFCB,2543,27973
hQLuY,2674,157766
bKFVJ,4879,478142
cCncM,6745,323760
NmlOX,2977,113126
Gmust,5090,25450
Rxykd,4120,86520
oWaGI,7493,397129
RsycJ,9273,871662
RLIcT,5919,189408
xzYdQ,6500,331500
vDyzg,9409,884446
UlCVn,3212,128480
FzEpU,6678,560952
yBIot,6365,38190
iyptw,8137,748604
xutyH,4895,440550
yJMiJ,6840,266760
NDifr,9181,312154
RLjJn,4398,61572
ufPuW,2028,42588
SLgwX,8048,474832
NAEvs,4230,346860
eABiL,3999,259935
fQuLm,7140,606900
ldnYd,5050,297950
ltiCp,2901,98634
HnpRj,6981,160563
OTaJQ,3084,228216
ISWmm,5555,427735
DahmV,2717,133133
nNdzJ,5468,235124
blkyR,2657,159420
WOYco,8851,778888
pzkIS,3682,40502
qeYBQ,3398,244656
voZEK,2276,70556
rpnBO,8308,506788
ZVuTI,7782,420228
BtlKJ,6711,523458
RbQBt,4962,64506
mZDVM,6374,229464
SaNNh,8704,748544
Ksnvj,2335,149440
NlpJP,2274,104604
qDBKc,8684,338676
ELRhJ,6627,324723
mZpJm,3796,242944
Myijg,8528,230256
HESXi,4210,189450
zmKuF,6864,377520
Zhwqx,4849,247299
mrMBd,7682,107548
gRnNs,9047,334739
AEaYi,7826,665210
auACm,8358,526554
uxZcL,8897,800730
LLHRI,4187,104675
Gfuml,7680,130560
xpWFE,4056,206856
hzYwn,9938,526714
asrDF,6959,688941
WqXEo,7506,510408
UzyND,3764,109156
VfSTP,3447,258525
KICbe,6508,247304
arcPj,3749,187450
xuXJD,6810,74910
LncVn,2762,13810
DpLms,6776,149072
ukbYT,3341,130299
LUaMu,8938,402210
HlQhV,5979,406572
xqytA,4315,56095
yRrjt,6342,596148
qnaRz,2180,13080
bLEdL,9834,540870
nBWsX,7664,574800
YEDdv,8895,71160
Huqaw,3554,273658
VEMDU,3294,69174
ScRaF,2811,73086
IkEWb,4822,53042
yUAkF,8576,634624
vmMwF,5439,424242
CxgDi,6104,122080
EiFLE,3505,238340
vebAI,4250,344250
hjmEW,4387,394830
XwqDz,6430,212190
oTQNK,5901,548793
yfCFT,6992,433504
sqipH,2743,54860
vKHum,2782,144664
GJYlu,2959,73975
XsQNB,7259,428281
XyNYW,7878,283608
KfNPE,9098,891604
zWLjt,4130,82600
LBZOO,3799,231739
jBUyx,8252,297072
BkcIO,4026,253638
npohD,9279,482508
oHlSy,5466,333426
ORjNJ,8081,137377
nMeRc,5393,415261
KPZsa,2549,150391
HjFMY,2859,71475
ZfISm,8101,591373
xdQSe,7888,126208
WZjPt,8943,241461
uJKMn,4697,403942
ycZWf,7077,636930
jzDgS,3820,355260
ThCjH,9265,796790
LHQkS,3629,32661
sEorK,7021,308924
mlKgn,9405,733590
wywHO,6861,137220
YBGmN,6527,607011
jBTfn,6288,144624
NxHAX,6666,639936
BtXrB,9599,921504
SIGvq,4025,281750
YUuxM,6530,398330
lIxwY,9962,288898
WRTEU,9403,564180
aYZse,4372,310412
uGymu,7008,679776
bdVkY,3554,195470
xxxdQ,2949,106164
TEoKF,7954,715860
TqvHY,3017,256445
YrCmK,3114,311400
AyODv,6505,201655
SLGvg,3767,244855
xYRIJ,5069,60828
mQdRc,6037,585589
PTuRg,8150,766100
sBYvZ,2356,202616
obwvs,9551,859590
FvafL,7611,106554
Lophj,4364,314208
kIGjc,7942,317680
hzhfC,3747,202338
VcTBw,7023,589932
SJmMg,4757,261635
eFaAS,3813,198276
GAZpr,9296,669312
RzlSK,3321,219186
WxaxZ,3212,77088
VwQUS,2841,34092
wGTkG,2363,189040
xhwRj,7661,145559
SJElI,9408,150528
KUzqX,2125,10625
aPylH,4190,29330
meNtD,7233,593106
pIQTk,4021,305596
ExDQm,6847,314962
bXRMv,5500,434500
yBnce,5088,493536
scuvi,2274,52302
pgqEq,8691,547533
ytYLT,4637,32459
LDiYP,5641,135384
WKkXA,5101,402979
ABviR,6474,194220
hJegb,4525,31675
HKTiq,2560,28160
OHnow,9846,443070
FlrAk,9134,219216
RFgpa,8787,386628
saQBN,2297,169978
Jkjcg,8413,252390
