StoreCode,TotalSales,TotalAmount
uTDfX,8580,223080
EywWq,3231,294021
YsTui,2621,15726
KNCJS,2178,163350
WuKsx,2455,235680
ANVEy,2973,193245
UWaYX,5390,301840
ssYLB,9648,463104
setOB,5074,111628
hsrSA,6356,292376
kqluk,4158,228690
JYZuR,4384,368256
STRTS,6350,177800
qTePA,7283,320452
mSMBw,9789,704808
dDwYL,8478,262818
Xgsru,5858,515504
ZetEh,8510,638250
vlvxB,8410,151380
PGFlN,4896,332928
hwJkd,5626,320682
jtVyk,2432,141056
rbgKb,6855,466140
DUdIG,7161,300762
GYZVK,2607,44319
QliAf,7448,551152
NlLfn,2043,40860
tmKjH,5974,47792
kqimz,5167,413360
slAfl,5623,140575
Vahai,7423,89076
tXPLn,8714,653550
ePGqv,2224,68944
zCCRP,6009,462693
hMOUE,2606,127694
ntrCa,8010,536670
GmWQr,6586,105376
egwMA,8239,790944
HaEgD,4162,99888
xdCJc,5047,343196
okJyN,3501,304587
ThPsv,3657,241362
VWPwm,3145,75480
UdIGN,3907,31256
rHBoM,5623,264281
AjNQi,8896,533760
nHGfU,2915,201135
vwXuA,6930,194040
ZJRDH,3569,303365
KNnBR,4693,201799
JubAv,6463,64630
MJXcE,9605,499460
lzuFZ,5473,481624
NbkzT,7237,448694
dbLLF,8503,807785
CGXWX,7915,348260
Lnbox,2529,128979
OOCWw,9534,457632
oJjpd,2487,179064
gEHsH,8049,651969
wzYak,8369,795055
zgXpN,2685,69810
oyfDZ,7657,298623
OKaQl,2929,134734
rNDTc,9953,577274
vZRdZ,7861,243691
PEvtn,6006,522522
sYwQV,5491,186694
KBwCt,4636,217892
mPuGW,9676,309632
yTBDy,2897,37661
CueVE,5135,277290
qkxue,6711,503325
LYhDl,5909,171361
gndlW,4400,382800
Lmlko,8635,777150
JWBfD,5218,480056
bIJKs,9806,156896
wqsBh,5531,127213
UcLrz,2542,122016
QOSbc,2730,262080
sMqHg,2770,63710
ehiBf,9379,881626
ddZJd,6201,49608
CrzOh,7938,579474
RDaEM,5998,221926
djmvH,6685,80220
ndGUZ,2388,100296
vOfCn,3342,177126
