StoreCode,TotalSales,TotalAmount
rPlyx,9152,713856
RwoJX,8955,268650
RnfWE,6086,486880
dLNJC,3186,181602
wRVSD,3873,127809
naVXO,6149,571857
Vhrir,7474,313908
xnqgV,5992,245672
UAlSz,5529,364914
soSos,8105,494405
pBadJ,2041,106132
DiAjh,7083,474561
MGHhA,4612,309004
rWKmx,3120,37440
JuHHk,9623,644741
gosJF,3367,212121
wEXNf,2762,16572
erENa,5937,231543
KIYze,8163,595899
ZITXO,8318,698712
ukwKz,7167,143340
fROpz,4859,320694
SOpJC,6523,228305
dEUJN,4715,202745
SIymk,6636,192444
dGlTK,2608,23472
rKzml,5116,179060
lbbAI,6869,302236
DJjpR,8798,527880
hejzM,3799,186151
oZZEy,8859,877041
HytDf,8349,192027
ImKgR,3174,304704
bzqhj,4942,163086
JtNFm,6942,104130
gIBGn,6673,66730
BYHfs,4636,268888
jSYfC,6949,166776
XfDRz,4800,38400
wuyow,5371,456535
GhoWI,9452,689996
LWALp,8761,806012
kImZj,2933,17598
xUZHW,8549,837802
XHXCu,3381,327957
LrRYP,8820,44100
ZTCzx,7524,142956
GaflA,2686,67150
xXQVx,5297,323117
yoPMM,2187,32805
fnifp,2122,42440
UBiHD,9159,146544
pHkIy,8550,752400
hAamr,9124,793788
NGGPn,6326,234062
PieYt,8813,52878
BBviV,5978,555954
WGIMR,8050,555450
Fcoqj,3343,274126
zxbcV,4158,378378
aqXjv,8398,436696
HwABJ,5287,216767
pwxsm,6343,285435
AxKjw,5616,494208
KhQou,7507,563025
FVLXv,2678,163358
LzYQM,9761,117132
eiFNn,6216,609168
HTneU,2652,29172
woWTU,7561,257074
afDKH,9073,571599
fXnQd,6688,448096
nDWOq,2995,74875
mgRkA,7433,535176
rwALY,4215,189675
bGjFI,5427,195372
OjAxV,7524,338580
pliSK,6289,295583
dkzSF,2704,140608
MuwFP,2394,62244
cfFWu,6671,213472
xfVbw,8810,370020
xBRCe,8591,824736
AiXGp,4701,173937
COxZZ,7195,633160
DgDLy,9313,707788
yqSqM,5475,531075
KuELV,3765,128010
LQmGM,6701,335050
gMrrU,8125,365625
yYKlJ,5063,480985
vlExD,7998,487878
unHPa,8688,43440
