StoreCode,TotalSales,TotalAmount
SeDoA,8418,665022
TGccw,6521,443428
XBWmR,4658,88502
gykMD,6361,477075
wEQqZ,3598,17990
NyJnU,7570,598030
DXhHc,6299,277156
qDvAh,7278,443958
nUTHk,9267,871098
acGxm,6032,428272
shnja,2403,76896
KFUGw,8651,95161
UDpYo,4669,65366
LplpW,9400,423000
aZUOR,3998,67966
FWGHn,8043,281505
LtwFp,8432,657696
bRHtm,5518,137950
MkghG,5909,230451
Ikadb,2724,89892
HZIVT,4021,201050
WDVmp,8944,187824
ozDIX,9675,416025
qIDXq,5883,400044
CTQfN,3973,234407
QgAhx,3927,322014
slAcJ,3959,19795
vmrLU,8770,359570
yTHEh,5127,143556
lGoVa,4318,228854
IRJuG,3842,288150
psBFq,8161,204025
VbuxQ,8411,109343
uKndT,5401,108020
fxCIy,3877,217112
zGyGG,4761,457056
uAkbh,2523,95874
EwABN,9270,658170
bxvtl,9980,848300
mqxxj,7785,490455
tsOJz,5409,59499
GzhSX,5781,422013
kvryu,5214,359766
ZwgUp,9057,135855
NUeWz,2219,33285
vKyIK,7135,214050
AmWQO,7572,325596
fQyRo,7810,640420
hjPHN,2639,203203
POqse,2017,145224
EVDgI,5369,279188
IPcfn,7350,514500
MeMGs,9892,267084
jAhpX,7493,412115
uGDff,4342,208416
gOkdO,9365,177935
jWIre,6408,352440
fHpMI,3839,261052
lVMVN,4615,115375
GSRWU,4705,357580
idOvW,2304,105984
VWqbE,3260,172780
vLmKV,6277,225972
aWOOV,4443,324339
kRrkx,7938,365148
QkEUL,8751,726333
uFpQH,6842,191576
rkxtL,5641,383588
talwS,8810,792900
UaAMB,9964,169388
UAeYW,3607,209206
eyUEn,4326,402318
PjnUz,8307,41535
ODyWO,3215,292565
VHTBY,9939,894510
qfuvj,6655,159720
GWKlk,8615,792580
uDRja,3616,130176
xncbm,6531,32655
QqxEp,9991,779298
QrNwO,2142,83538
Sahxf,5460,365820
oRlni,3098,30980
pWhCP,3050,192150
nYIib,6751,283542
lDLzU,5318,452030
HSBSH,6807,61263
Amagt,4475,313250
eZQuo,8122,81220
oUUDg,9549,725724
CbeQK,9570,95700
ZBfsh,2415,181125
FvhES,9143,768012
ldomP,2943,55917
QnFtv,3776,173696
eQHIq,6679,627826
rhihY,9993,339762
ScgLy,9608,739816
TxJsD,3295,309730
XgfTL,2769,19383
esjbO,5032,422688
puVXA,8604,361368
rEUwW,4627,101794
hAomW,4823,303849
HtCeM,5611,28055
AhDNA,9847,876383
KErsa,3921,297996
bfbuU,9704,213488
crBFQ,9657,830502
mFdLN,3163,18978
CVBrm,4677,84186
qDQip,5132,225808
KUxkt,3158,183164
qQbgw,2997,263736
FBeJv,2067,18603
kJFpB,6499,227465
glKdt,4887,244350
Tocnf,6737,303165
JcCWb,6469,523989
pXHPq,2702,205352
iRpPc,5939,403852
CjhMA,9983,798640
mwCWY,6599,283757
BfPZz,9952,776256
XAFCB,2485,126735
hQLuY,8077,177694
bKFVJ,3116,230584
cCncM,2555,63875
NmlOX,2611,62664
Gmust,7907,593025
Rxykd,3510,217620
oWaGI,7845,62760
RsycJ,8639,250531
RLIcT,5896,235840
xzYdQ,9404,921592
vDyzg,4147,186615
