StoreCode,TotalSales,TotalAmount
kLAcH,2705,186645
XGhbO,4382,48202
XQaHJ,3282,242868
xHllz,7641,397332
XEmIJ,9712,262224
orpMr,5728,68736
jyrvB,7666,360302
DiWdM,8184,531960
pJbdt,6823,61407
aQesR,8007,40035
yaVEF,7543,82973
NRoJG,3229,303526
aTfZz,8729,741965
oWLEE,2218,35488
yutoT,8546,162374
dGvdC,9283,677659
AYYHE,4821,24105
Pqphe,2598,150684
VZEKW,5752,276096
WRVNv,2681,45577
iHfaD,2986,200062
alDAd,6354,88956
flZxQ,3757,300560
NoAhW,3564,231660
MRUez,2642,248348
jqVSB,2060,84460
aEZLq,4885,117240
jFHnp,3146,78650
niuao,2985,208950
uxoTY,8618,430900
QfxWo,2538,83754
AgdDr,2696,32352
zDqyD,9140,173660
DQdfx,6547,471384
GrqPo,4990,89820
eSTsG,6666,573276
oqAWv,3197,143865
TbVIw,9941,347935
FCIWC,3487,76714
wAqsT,8555,436305
UmHsj,3087,287091
aOMVv,9601,921696
DgKsH,9747,380133
XAQvR,9415,508410
VMttA,2287,226413
RMmcx,9279,927900
fGpJo,6602,105632
gQLfK,5681,397670
NwOBS,8950,662300
vpVkm,9577,545889
BvaxX,8721,828495
WkQEr,8042,257344
NEJMD,7986,135762
iWElQ,2177,206815
uBeRU,2317,94997
IGvms,5998,347884
QtidG,4563,141453
QAbBt,8193,352299
GlqCH,7126,548702
clIpF,8962,53772
hgYlA,9525,600075
GXuAF,4322,103728
aTYKa,3312,39744
jDKYr,9369,899424
HpDxV,5715,228600
yKFQJ,9179,578277
mYRzy,4241,97543
YbrVf,8065,532290
OnxjQ,8202,557736
TSqRr,9816,166872
NDtjR,7471,44826
kPsmd,6575,151225
GeMWZ,4766,224002
Dgwbu,7782,396882
RJOUN,8045,265485
KOOGk,4049,388704
etwzA,8357,300852
gkJwL,6089,60890
TkCEQ,5883,164724
mfVba,7579,750321
iVjoX,9479,758320
xNjcJ,3098,278820
GQUGT,7436,133848
YaHYp,6679,360666
XPLIp,6827,559814
KhXqf,9652,67564
nBQnc,8757,656775
TbFwW,5799,533508
kNhde,7026,379404
dhFID,6794,577490
EZiaQ,9747,487350
sLFmF,6766,257108
toqFu,3385,213255
PdveO,8757,183897
BzZTV,2157,15099
khBfg,3450,276000
Brbyo,7254,623844
hxCJQ,8733,751038
PXenY,5738,309852
cwtDX,4329,329004
eUPbR,3291,115185
WmlnQ,2016,155232
kOlaN,9487,825369
yrQct,4247,225091
WJdpA,6837,656352
fXWVR,7893,213111
NMxTB,5689,529077
pUtri,6706,342006
wnZIE,2960,293040
TgYFa,7152,178800
aNprq,6497,571736
FLcJk,2706,181302
DsvRZ,2581,141955
MUHIO,3239,317422
PnQku,2236,11180
auapI,7136,92768
OgydP,3174,184092
zFXxM,6662,273142
zQzLp,7264,261504
FIAJK,3378,91206
fhhcY,2394,196308
zghcv,4276,414772
KIJls,5881,258764
wdpvP,3514,196784
fFXEw,4646,371680
qYLhG,8119,324760
VuEHV,2151,38718
GlgRx,6791,203730
nvdSW,9389,638452
kOoCc,7790,685520
UbVdI,4369,43690
NssPe,8032,40160
xFuoR,4501,72016
DTMgX,3416,314272
mlJlb,5527,149229
ymBoG,4147,78793
IaTIL,2761,35893
RDRbk,7569,658503
PEdzJ,9064,235664
uvYKG,8423,673840
kaKpY,6237,374220
SeXAD,5390,264110
QMmbL,5534,481458
AGZKo,4784,105248
TScRb,4611,221328
KGAMJ,8213,755596
JViUc,2508,85272
KAhnw,4571,45710
xhPHG,8431,438412
ZSErb,3597,284163
PuWMA,6152,123040
IXpTk,7840,525280
soqBT,9391,535287
UYTSr,2005,30075
cfLcc,7496,697128
LCmQP,2383,176342
zQebo,4945,440105
hWvFA,5807,505209
tqpRp,8981,125734
hUecU,8885,639720
wyZhm,3790,356260
EOVmQ,6667,300015
wdJWS,9940,49700
vVlLg,7712,38560
dvYIP,8761,403006
EYsXj,4452,360612
IJRUx,6572,381176
BQvxj,6585,572895
MZeaV,7062,409596
GdwjX,3781,234422
XzDRI,4467,446700
SfoCb,5409,324540
XHZpl,6711,463059
qhGWw,8440,573920
EyAMJ,3508,185924
cOkai,7249,217470
ErNKN,6711,557013
LUZXk,4884,468864
LCbTC,9903,495150
aFBqj,2283,123282
LgLtU,9641,404922
SVJuK,8905,80145
VgqlC,8176,629552
lNIwZ,4993,279608
nrDwj,7134,313896
mTYLg,6403,57627
kZqaY,2516,233988
biUrp,4420,353600
dySwt,8391,318858
nXTSo,7805,632205
NYJYP,7556,362688
TdqRz,9849,502299
DLuNM,7748,309920
iOdxH,5210,468900
gKrAl,3145,314500
qjOML,2056,141864
vzFzF,2402,60050
IedHV,6040,555680
eZrvP,6091,328914
iflfM,5557,238951
ylIMC,9112,838304
VMeqN,6649,378993
AwOZr,2234,216698
SiIRG,5722,383374
KMQJh,3501,280080
ZkYJi,8496,433296
QivYi,5726,166054
jdRdI,2386,119300
dlRPu,3230,167960
AEzua,8639,336921
udeoO,3144,47160
tIbkH,9444,774408
jnckU,4639,334008
UqKHU,5019,225855
fvvzF,9034,352326
ubBvJ,4147,140998
jcBKP,6952,431024
MZufH,6721,645216
leBWA,3933,365769
FZkIh,4992,139776
QcxGX,8497,203928
OYDFS,7277,80047
CWpDO,6418,288810
yMpVe,4482,389934
NHPBK,2906,165642
BTfXS,7866,747270
GYwgd,3382,233358
SJHSM,2398,16786
eaOwZ,5149,396473
GegCn,3238,126282
CVdHm,5037,463404
piDSU,7055,239870
uHFdq,8609,318533
VBvsZ,3348,56916
OaonV,2910,148410
WxCuC,2627,186517
lrdmQ,8607,817665
XDBOn,9529,952900
zKiCg,7380,154980
GhWjC,6474,414336
rLgcW,7398,369900
Kmhev,5896,512952
JMnTL,4738,52118
tygbv,4120,255440
KSaTN,3543,53145
kYhLY,2506,182938
IQpeV,8188,589536
SSGhM,2269,179251
qMQqC,3354,301860
iaKlv,6052,520472
uTDfX,9507,123591
EywWq,9952,577216
YsTui,2908,49436
KNCJS,7276,174624
WuKsx,7286,575594
ANVEy,3380,294060
UWaYX,7084,566720
ssYLB,5639,377813
setOB,7393,73930
hsrSA,4198,398810
kqluk,2160,123120
JYZuR,8240,304880
STRTS,2390,97990
qTePA,2332,130592
mSMBw,3825,244800
dDwYL,6269,106573
Xgsru,4000,176000
ZetEh,3845,288375
vlvxB,9663,347868
PGFlN,5162,449094
hwJkd,9837,826308
jtVyk,2659,215379
rbgKb,4790,210760
DUdIG,2627,136604
GYZVK,5614,331226
QliAf,3912,207336
NlLfn,2959,221925
tmKjH,9839,836315
kqimz,5165,330560
slAfl,3212,211992
Vahai,4642,139260
tXPLn,8359,342719
ePGqv,3094,120666
zCCRP,9844,492200
hMOUE,7400,547600
ntrCa,3322,29898
GmWQr,5076,416232
egwMA,3127,25016
HaEgD,4418,22090
xdCJc,2877,83433
okJyN,5072,334752
ThPsv,3181,190860
VWPwm,9043,352677
UdIGN,6110,36660
