StoreCode,TotalSales,TotalAmount
xWhJf,5295,174735
yGLBj,9694,833684
dNYXo,2084,175056
synBh,5487,170097
hgXTv,7293,102102
QscgK,2597,173999
uDZNS,7362,633132
gYdPd,6571,545393
swMcN,7724,293512
huOCi,2714,81420
XKpkB,7003,399171
IQIoQ,9706,834716
Pqibt,2858,51444
QLYru,2875,97750
prNjp,7132,363732
ywDgw,5832,186624
EOuGi,4728,151296
qGCvQ,3466,173300
IwMFG,5664,130272
RNCWl,2140,12840
iufYB,4856,165104
anlBU,8891,764626
SPPBt,2536,78616
uDaMI,5410,465260
abUtW,4259,149065
bceYY,2398,203830
yIpfP,7116,377148
iapZh,2460,103320
xqxiX,3395,20370
GpVwe,6406,416390
TfCjo,2537,48203
uSIuL,5344,208416
DKhMG,9618,634788
UMzIr,6406,326706
JEcPe,5744,264224
dHOWb,6591,243867
MTtET,7898,473880
cDvSm,5944,41608
YqlzQ,3874,333164
TIIHZ,4103,201047
tQEig,5918,183458
zEpHg,5673,141825
EJFNk,8765,280480
AvbxV,7717,208359
HpTWl,9731,535205
QCjmN,7559,98267
tzeZO,3478,48692
Kwcjp,8052,571692
pcROx,4273,239288
gAMtd,9434,641512
VjKsx,7957,453549
svunt,8106,97272
YuwRT,9331,793135
hPeiL,3186,226206
uadTG,5182,347194
CcTQy,7849,274715
MfVCP,6243,486954
gfSXb,7217,223727
GPemI,9376,187520
LohWj,7982,215514
AlHDZ,2568,128400
rykeP,6765,622380
hAfge,6217,149208
HMraQ,3326,123062
eRGZG,7133,627704
BzeNi,3705,163020
dnagi,3354,117390
JIrDE,4000,32000
hYddv,7103,99442
NvIxY,4938,246900
geUiu,2822,174964
vFTOt,9881,148215
rLEAw,6386,568354
jTOEa,6877,378235
UufKk,2565,87210
NaMdF,5414,525158
vGgMR,4976,109472
pqzjt,5488,76832
qoWVi,5816,75608
EzcZR,2661,159660
XdLFb,2214,95202
WqIEX,9060,471120
KsXVw,6643,398580
pQOhV,8775,587925
sQwdy,3644,280588
jaMrl,4260,272640
GRjmN,8033,216891
emfQE,3205,60895
wRGlS,4052,239068
YxXHJ,5793,538749
JHBjS,6289,308161
vyoFP,2150,122550
cIism,4298,399714
OSbey,4410,392490
RLQox,5911,360571
DLXXM,6095,396175
oFMyv,7617,274212
FMBqm,6022,204748
RNPtE,7018,442134
zpakt,6377,267834
NLIXr,8045,772320
LWokn,6099,463524
mEnMN,4651,451147
jikCb,3292,243608
hMhBO,8687,564655
iPoPi,8080,40400
dqwSi,6668,226712
fQpRI,5334,522732
PqbsG,5962,327910
DTWMq,5316,154164
gwbWS,2950,141600
yaSLi,2675,173875
NSXnP,2574,144144
btuqq,6487,467064
rGKjc,4212,345384
AMajW,9369,103059
zmeiH,4393,399763
UodQV,5774,381084
kFoXg,8500,476000
aVuXr,3753,360288
uCgMd,8251,709586
hRuRL,2762,267914
tBSGm,4817,91523
QJNYu,7281,276678
NUyOZ,3488,317408
qSebG,3905,105435
HXgiL,3245,45430
dziKG,5406,297330
xjIiO,7868,464212
rpbLk,5460,76440
DZcGC,6045,525915
CRFfQ,5171,155130
OiMKI,5174,248352
BTAjc,4375,240625
XXAjT,2076,153624
IsNDn,8489,263159
QaUMN,2067,192231
wurcK,2995,203660
kpmEp,4920,265680
iyUdi,2477,240269
TUqOz,7526,737548
TQhEH,3475,201550
vNjvh,9515,247390
nCpCR,7283,531659
OisEW,7664,567136
rzWpv,5823,384318
raUeR,8606,447512
Nmidn,4771,410306
TFkna,3164,107576
fwNoW,5706,479304
Pfnjx,2581,185832
gnIxY,4295,111670
eQsqH,2437,155968
ekYdJ,2135,207095
UqncH,7266,108990
bHvQY,8039,458223
ooFMl,5190,103800
BHMMR,3383,311236
iNHre,5236,382228
vneIJ,5403,253941
LtozY,3300,23100
rDduE,8501,408048
yfBSp,8046,563220
hlorh,6945,604215
hFHEe,7532,384132
ueVpT,2646,103194
kARRM,2473,190421
HeRgG,6704,522912
KtVeF,2889,286011
TYMCc,6047,217692
rPlyx,2113,185944
RwoJX,7408,740800
RnfWE,3253,113855
dLNJC,4171,216892
wRVSD,6632,46424
naVXO,7905,569160
Vhrir,8602,258060
xnqgV,2531,225259
UAlSz,7426,668340
soSos,4221,25326
pBadJ,2226,57876
DiAjh,9942,178956
MGHhA,2576,198352
rWKmx,6212,528020
JuHHk,9615,826890
gosJF,2352,221088
wEXNf,7480,501160
erENa,5308,58388
KIYze,8701,530761
ZITXO,9107,582848
ukwKz,7013,540001
fROpz,9744,769776
SOpJC,8061,40305
dEUJN,5789,474698
SIymk,3383,294321
dGlTK,6385,459720
rKzml,3402,207522
lbbAI,4534,267506
DJjpR,9178,890266
hejzM,4600,119600
oZZEy,4923,78768
HytDf,8759,613130
ImKgR,4868,467328
bzqhj,4985,488530
JtNFm,8056,499472
gIBGn,6670,366850
BYHfs,9275,417375
jSYfC,8084,525460
XfDRz,4771,314886
wuyow,9343,906271
GhoWI,6282,125640
LWALp,8451,312687
kImZj,8170,514710
xUZHW,2134,123772
XHXCu,7708,138744
LrRYP,8803,61621
ZTCzx,4283,171320
GaflA,6150,227550
xXQVx,2476,215412
yoPMM,6450,77400
fnifp,7752,589152
UBiHD,9548,534688
pHkIy,4656,381792
hAamr,5814,505818
NGGPn,6638,179226
PieYt,5182,414560
BBviV,5275,131875
WGIMR,5044,65572
Fcoqj,3523,327639
zxbcV,9402,423090
aqXjv,5542,238306
HwABJ,4823,409955
pwxsm,5354,262346
AxKjw,6522,365232
KhQou,2801,271697
FVLXv,2422,205870
LzYQM,3314,72908
eiFNn,4900,49000
HTneU,6951,250236
woWTU,4050,101250
afDKH,3055,180245
fXnQd,5386,231598
nDWOq,6990,685020
mgRkA,6993,615384
rwALY,8889,311115
bGjFI,9282,380562
OjAxV,9800,627200
pliSK,4641,403767
dkzSF,8933,401985
MuwFP,5955,178650
cfFWu,4655,358435
xfVbw,3536,60112
xBRCe,4857,92283
AiXGp,7123,698054
COxZZ,9082,136230
DgDLy,4506,346962
yqSqM,9855,611010
KuELV,4894,479612
LQmGM,7613,121808
gMrrU,3505,350500
yYKlJ,2926,87780
vlExD,5494,203278
unHPa,5950,470050
Ijovy,9171,311814
jPInm,4103,49236
gkiUJ,3052,146496
cSwhe,2919,204330
zKGLk,9723,816732
HRRep,5391,80865
cAurE,7565,665720
YhtWY,9364,683572
eSItw,8953,205919
flkSX,6813,388341
ltOdM,5634,185922
iwuQa,2265,122310
KcZRO,5266,115852
yGEPn,5054,197106
ZPCiI,6955,445120
clyey,6000,588000
ptuHY,2189,199199
DSLiG,5074,60888
tkjTV,3879,65943
jpOue,8761,692119
gHtBk,3909,250176
HaQbW,7974,350856
lPFrF,7766,403832
zNqnr,6756,47292
oSLEf,8287,66296
XOeGK,3127,222017
MkhmR,5954,136942
HDFVh,9244,785740
bZNrv,2219,208586
qqMRa,9365,618090
yuPlp,7813,312520
EgDVY,6767,534593
oJRnH,8718,174360
Ulvwf,4552,218496
Zdkte,9416,131824
vuCOP,4256,340480
kLAcH,9495,579195
XGhbO,7607,174961
XQaHJ,4777,47770
xHllz,2532,179772
XEmIJ,4558,41022
orpMr,3845,269150
jyrvB,4597,326387
DiWdM,2145,197340
pJbdt,7645,405185
aQesR,7279,291160
yaVEF,2859,111501
NRoJG,5158,180530
aTfZz,5825,460175
oWLEE,3976,119280
yutoT,5614,376138
dGvdC,4939,360547
AYYHE,7038,344862
Pqphe,3174,199962
VZEKW,7519,654153
WRVNv,5654,73502
iHfaD,5648,50832
alDAd,3315,53040
flZxQ,6015,156390
NoAhW,6410,211530
MRUez,6280,87920
jqVSB,6825,491400
aEZLq,7926,665784
jFHnp,2688,220416
niuao,8835,644955
uxoTY,2149,113897
QfxWo,5162,500714
AgdDr,3978,43758
zDqyD,9705,562890
DQdfx,6229,429801
GrqPo,6682,521196
eSTsG,5338,277576
oqAWv,8358,760578
TbVIw,5143,354867
FCIWC,4939,484022
