StoreCode,TotalSales,TotalAmount
XKpkB,5333,287982
IQIoQ,7165,616190
Pqibt,5030,296770
QLYru,7865,613470
prNjp,8923,374766
ywDgw,9774,107514
EOuGi,5820,465600
qGCvQ,3983,362453
IwMFG,5403,151284
RNCWl,3441,220224
iufYB,2620,227940
anlBU,5608,342088
SPPBt,8125,576875
uDaMI,4029,253827
abUtW,6117,593349
bceYY,7295,685730
yIpfP,6140,399100
iapZh,6940,464980
xqxiX,7000,539000
GpVwe,6189,513687
TfCjo,4317,30219
uSIuL,3083,144901
DKhMG,6726,511176
UMzIr,9310,688940
JEcPe,8892,257868
dHOWb,8060,765700
MTtET,6880,68800
cDvSm,4249,84980
YqlzQ,5601,106419
TIIHZ,8082,177804
tQEig,6841,314686
zEpHg,2435,138795
EJFNk,9323,102553
AvbxV,7581,113715
HpTWl,8998,818818
QCjmN,5849,309997
tzeZO,5981,550252
Kwcjp,6138,251658
pcROx,5259,273468
gAMtd,9808,78464
VjKsx,7024,203696
svunt,7646,282902
YuwRT,5826,250518
hPeiL,7655,352130
uadTG,4883,488300
CcTQy,4169,200112
MfVCP,6085,523310
gfSXb,6822,436608
GPemI,7662,505692
LohWj,2426,223192
AlHDZ,6201,502281
rykeP,3332,139944
hAfge,5251,420080
HMraQ,7348,514360
eRGZG,8464,770224
BzeNi,4972,84524
dnagi,3420,215460
JIrDE,9212,184240
hYddv,4614,318366
NvIxY,2501,127551
geUiu,9569,755951
vFTOt,2411,31343
rLEAw,7210,173040
jTOEa,5033,392574
UufKk,6673,153479
NaMdF,7530,640050
vGgMR,5879,505594
pqzjt,9868,976932
qoWVi,8971,439579
EzcZR,2119,29666
XdLFb,9171,669483
WqIEX,4971,313173
KsXVw,4640,213440
pQOhV,2437,190086
sQwdy,8142,797916
jaMrl,7820,304980
GRjmN,2586,142230
emfQE,9695,678650
wRGlS,3921,352890
YxXHJ,4523,180920
JHBjS,7894,694672
vyoFP,2715,24435
cIism,7565,98345
OSbey,3851,38510
RLQox,7984,598800
DLXXM,6253,525252
oFMyv,3967,51571
FMBqm,7401,710496
RNPtE,3766,18830
zpakt,9877,987700
NLIXr,2501,235094
LWokn,9481,388721
mEnMN,3995,391510
jikCb,2767,157719
hMhBO,7536,75360
iPoPi,7798,538062
dqwSi,8398,722228
fQpRI,7069,332243
PqbsG,9202,441696
DTWMq,9656,627640
gwbWS,9165,247455
yaSLi,8051,177122
NSXnP,6998,629820
btuqq,7132,627616
rGKjc,7525,729925
AMajW,8441,649957
zmeiH,4012,164492
UodQV,9205,671965
kFoXg,2688,231168
aVuXr,6715,161160
uCgMd,5344,96192
hRuRL,7021,287861
tBSGm,7964,764544
QJNYu,5516,264768
NUyOZ,8708,792428
qSebG,8937,884763
HXgiL,8283,612942
dziKG,9504,199584
xjIiO,4147,49764
rpbLk,4653,46530
DZcGC,5884,529560
CRFfQ,7866,747270
OiMKI,8310,340710
BTAjc,8226,238554
XXAjT,3353,167650
IsNDn,3263,133783
QaUMN,5105,490080
wurcK,3859,331874
kpmEp,7302,167946
iyUdi,4524,402636
TUqOz,3097,179626
TQhEH,7272,538128
vNjvh,7079,431819
nCpCR,6811,347361
OisEW,5182,300556
rzWpv,2376,166320
raUeR,2496,62400
Nmidn,8522,749936
TFkna,7852,667420
fwNoW,2812,247456
Pfnjx,7941,738513
gnIxY,9240,64680
eQsqH,2359,96719
ekYdJ,7523,165506
UqncH,5450,512300
bHvQY,7161,522753
ooFMl,5295,508320
BHMMR,6175,234650
iNHre,4939,93841
vneIJ,4281,81339
LtozY,3148,91292
rDduE,4076,285320
