StoreCode,TotalSales,TotalAmount
EZiaQ,6876,330048
sLFmF,6150,375150
toqFu,6238,268234
PdveO,8959,53754
BzZTV,9879,98790
khBfg,9969,608109
Brbyo,6770,446820
hxCJQ,8192,614400
PXenY,3761,251987
cwtDX,7367,611461
eUPbR,4341,34728
WmlnQ,7652,489728
kOlaN,4927,472992
yrQct,3975,286200
WJdpA,8185,564765
fXWVR,8720,854560
NMxTB,3120,56160
pUtri,5875,499375
wnZIE,6127,61270
TgYFa,2025,52650
aNprq,9308,130312
FLcJk,2655,50445
DsvRZ,7913,39565
MUHIO,8925,794325
PnQku,7916,284976
auapI,3467,301629
OgydP,9204,349752
zFXxM,6608,634368
zQzLp,3504,318864
FIAJK,2834,238056
fhhcY,7103,497210
zghcv,3028,172596
KIJls,7712,53984
wdpvP,3300,52800
fFXEw,6981,565461
qYLhG,2259,124245
VuEHV,7377,398358
GlgRx,5763,242046
nvdSW,2122,93368
kOoCc,2958,272136
UbVdI,8492,399124
NssPe,9207,220968
xFuoR,6557,209824
DTMgX,9116,382872
mlJlb,3601,61217
ymBoG,3073,55314
IaTIL,7630,579880
RDRbk,3060,171360
PEdzJ,3100,198400
uvYKG,2593,241149
kaKpY,5207,312420
SeXAD,7612,60896
QMmbL,9392,291152
AGZKo,4683,327810
TScRb,4112,189152
KGAMJ,3614,184314
JViUc,5188,347596
KAhnw,7572,704196
xhPHG,5479,389009
ZSErb,8506,246674
PuWMA,2726,212628
IXpTk,8194,688296
soqBT,4052,332264
UYTSr,2359,84924
cfLcc,4357,296276
LCmQP,6997,461802
zQebo,6191,99056
hWvFA,3679,275925
tqpRp,8098,226744
hUecU,2043,114408
wyZhm,2773,85963
EOVmQ,4554,350658
wdJWS,3979,43769
vVlLg,5867,551498
dvYIP,3959,150442
EYsXj,9644,221812
IJRUx,5883,264735
BQvxj,6284,421028
MZeaV,9646,713804
GdwjX,6614,112438
XzDRI,7102,582364
SfoCb,8870,869260
XHZpl,7601,760100
qhGWw,4628,97188
EyAMJ,9792,851904
cOkai,5602,560200
ErNKN,2192,92064
LUZXk,6522,410886
LCbTC,3361,77303
aFBqj,4332,47652
LgLtU,2456,73680
SVJuK,7526,752600
VgqlC,2456,61400
lNIwZ,8720,401120
nrDwj,3712,222720
mTYLg,3435,51525
kZqaY,2894,266248
biUrp,8683,720689
dySwt,6425,417625
nXTSo,3888,50544
NYJYP,7752,736440
TdqRz,3558,334452
DLuNM,8635,414480
iOdxH,6722,33610
gKrAl,4718,443492
qjOML,6373,541705
vzFzF,6924,207720
IedHV,5340,277680
eZrvP,3241,314377
iflfM,5923,485686
ylIMC,2056,195320
VMeqN,3341,250575
AwOZr,8635,414480
SiIRG,4520,180800
KMQJh,6539,634283
ZkYJi,5836,110884
QivYi,6365,299155
jdRdI,9632,876512
dlRPu,7650,703800
