StoreCode,TotalSales,TotalAmount
xYRIJ,8142,341964
mQdRc,5328,506160
PTuRg,7602,752598
sBYvZ,8857,371994
obwvs,4789,191560
FvafL,8077,476543
Lophj,3261,179355
kIGjc,6335,278740
hzhfC,7629,236499
VcTBw,2680,155440
SJmMg,3321,322137
eFaAS,2362,11810
GAZpr,8314,764888
RzlSK,8501,221026
WxaxZ,2882,279554
VwQUS,2266,206206
wGTkG,5348,443884
xhwRj,2402,129708
SJElI,9716,738416
KUzqX,7899,221172
aPylH,3606,21636
meNtD,5513,545787
pIQTk,9969,578202
ExDQm,2430,123930
bXRMv,7626,266910
yBnce,3653,138814
scuvi,3372,97788
pgqEq,5321,436322
ytYLT,2979,14895
LDiYP,8402,554532
WKkXA,9308,902876
ABviR,7926,158520
hJegb,5394,426126
HKTiq,4370,218500
OHnow,3644,251436
FlrAk,5620,151740
RFgpa,5616,162864
saQBN,6344,317200
Jkjcg,4568,328896
nPQjP,3964,134776
NdXau,4634,64876
eNHsM,2911,110618
ntjoe,3928,310312
uJhPn,3203,176165
AXiBL,7077,587391
CqZhn,6981,244335
CYcPN,5844,327264
DpXrY,8683,399418
JZmGM,4723,174751
NAqcA,6025,186775
lTPEo,9346,373840
sTXYe,5627,258842
gsXOr,9783,675027
YRwUE,4659,237609
RHAuO,2867,120414
INYMj,7046,77506
qNgVE,9583,239575
bPUCM,6380,236060
NyHOc,9020,405900
pwnlB,7437,141303
jcBdh,8377,745553
byOjC,2956,109372
AaqJK,6551,635447
tzcPa,2871,132066
Hkqpu,8112,202800
Iizvd,6113,592961
RDqil,4242,165438
uHVWC,8856,611064
RJhmE,3803,79863
XvqqP,2295,87210
xWhJf,8068,572828
yGLBj,2904,104544
dNYXo,6954,674538
synBh,2182,168014
hgXTv,3904,281088
QscgK,8666,363972
uDZNS,3236,226520
gYdPd,8702,417696
swMcN,4733,179854
huOCi,4951,361423
XKpkB,5173,506954
IQIoQ,8909,881991
Pqibt,4400,189200
QLYru,5876,364312
prNjp,9303,911694
ywDgw,5320,308560
EOuGi,4347,139104
qGCvQ,9722,145830
IwMFG,2339,28068
RNCWl,2804,182260
iufYB,4608,446976
anlBU,9471,852390
SPPBt,3201,217668
uDaMI,4596,252780
abUtW,5022,160704
bceYY,2340,100620
yIpfP,7033,119561
iapZh,9534,409962
xqxiX,6713,610883
GpVwe,9382,422190
TfCjo,4701,451296
uSIuL,5728,423872
DKhMG,7126,42756
UMzIr,2258,135480
JEcPe,5631,444849
dHOWb,2852,148304
MTtET,6741,620172
cDvSm,4395,219750
YqlzQ,2087,133568
TIIHZ,3424,92448
tQEig,8959,367319
zEpHg,4729,274282
EJFNk,6457,477818
AvbxV,4393,215257
HpTWl,5323,489716
QCjmN,5516,297864
tzeZO,7453,275761
Kwcjp,4494,98868
pcROx,7639,412506
gAMtd,9697,349092
VjKsx,2704,227136
svunt,4848,145440
YuwRT,7924,427896
hPeiL,9699,640134
uadTG,4415,392935
CcTQy,7273,567294
MfVCP,4580,306860
gfSXb,6826,409560
GPemI,8584,652384
LohWj,8892,524628
AlHDZ,5407,37849
rykeP,4401,189243
hAfge,5582,535872
HMraQ,7212,274056
eRGZG,6525,241425
BzeNi,7392,88704
dnagi,8370,468720
JIrDE,8247,593784
hYddv,2923,20461
NvIxY,8629,578143
geUiu,5080,365760
vFTOt,6665,519870
rLEAw,9512,741936
jTOEa,8345,625875
UufKk,9448,122824
NaMdF,3385,44005
vGgMR,2490,84660
pqzjt,8043,627354
qoWVi,7469,186725
EzcZR,8986,332482
XdLFb,6125,453250
WqIEX,5158,185688
KsXVw,2555,107310
pQOhV,9299,688126
sQwdy,2544,53424
jaMrl,2099,188910
GRjmN,5287,105740
emfQE,3172,104676
wRGlS,5307,84912
YxXHJ,9663,164271
JHBjS,6261,356877
vyoFP,4753,23765
cIism,5698,415954
OSbey,8036,233044
RLQox,5118,220074
DLXXM,8426,219076
oFMyv,6702,73722
FMBqm,4477,429792
RNPtE,4984,214312
zpakt,5841,262845
NLIXr,9150,905850
LWokn,6529,548436
mEnMN,4572,73152
jikCb,5156,56716
hMhBO,6469,213477
iPoPi,4346,82574
dqwSi,7243,65187
fQpRI,6114,599172
PqbsG,5846,233840
DTWMq,9080,608360
gwbWS,9871,246775
yaSLi,2916,244944
NSXnP,2304,126720
btuqq,4691,459718
rGKjc,7878,496314
AMajW,2506,238070
zmeiH,9788,939648
UodQV,7355,507495
kFoXg,3555,263070
aVuXr,6831,662607
uCgMd,7519,541368
hRuRL,8433,598743
tBSGm,6529,189341
QJNYu,3589,122026
NUyOZ,7177,143540
qSebG,2799,249111
HXgiL,3733,220247
dziKG,5289,42312
xjIiO,3270,258330
rpbLk,5933,154258
DZcGC,2378,197374
CRFfQ,8130,544710
OiMKI,6013,432936
BTAjc,3268,49020
XXAjT,7248,50736
IsNDn,7781,583575
QaUMN,3333,143319
wurcK,9458,406694
kpmEp,9856,275968
iyUdi,7156,393580
TUqOz,9851,935845
TQhEH,8762,105144
vNjvh,7223,520056
nCpCR,4378,350240
OisEW,6076,571144
rzWpv,5548,299592
raUeR,2883,265236
