StoreCode,TotalSales,TotalAmount
uxZcL,2878,141022
LLHRI,4787,421256
Gfuml,6927,353277
xpWFE,6182,605836
hzYwn,9617,442382
asrDF,4247,416206
WqXEo,6533,352782
UzyND,4021,309617
VfSTP,2389,95560
KICbe,3750,150000
arcPj,4278,175398
xuXJD,9995,959520
LncVn,9302,613932
DpLms,6399,639900
ukbYT,3084,268308
LUaMu,4118,98832
HlQhV,6298,333794
xqytA,7134,356700
yRrjt,2235,60345
qnaRz,3997,343742
bLEdL,3071,227254
nBWsX,2969,95008
YEDdv,9008,756672
Huqaw,6544,58896
VEMDU,9195,864330
ScRaF,8008,56056
IkEWb,2570,105370
yUAkF,7101,688797
vmMwF,5910,206850
CxgDi,6787,183249
EiFLE,4511,329303
vebAI,7618,655148
hjmEW,5690,381230
XwqDz,5292,185220
oTQNK,8028,578016
yfCFT,3174,111090
sqipH,4098,327840
vKHum,9842,747992
GJYlu,9549,811665
XsQNB,2730,38220
XyNYW,2945,73625
KfNPE,9451,661570
zWLjt,8134,349762
LBZOO,2448,208080
jBUyx,3709,18545
BkcIO,8170,784320
npohD,9530,362140
oHlSy,7344,433296
ORjNJ,8355,526365
nMeRc,5155,185580
KPZsa,7719,100347
HjFMY,2360,210040
ZfISm,8975,152575
xdQSe,4015,317185
WZjPt,3096,210528
uJKMn,8532,375408
ycZWf,7240,347520
jzDgS,7842,666570
ThCjH,9095,445655
LHQkS,3069,257796
sEorK,6294,320994
mlKgn,9624,567816
wywHO,6875,254375
YBGmN,6104,128184
jBTfn,7253,282867
NxHAX,2895,254760
BtXrB,4314,202758
SIGvq,7610,357670
YUuxM,4640,264480
lIxwY,8624,802032
WRTEU,8926,660524
aYZse,2966,222450
uGymu,2279,50138
bdVkY,4391,430318
xxxdQ,7922,285192
TEoKF,7062,176550
TqvHY,5404,86464
YrCmK,6737,316639
AyODv,6262,162812
SLGvg,4233,55029
xYRIJ,2761,102157
mQdRc,5551,494039
PTuRg,4307,267034
sBYvZ,7826,727818
obwvs,8815,387860
FvafL,4851,101871
Lophj,3792,144096
kIGjc,9735,311520
hzhfC,2020,32320
VcTBw,9670,425480
SJmMg,8206,607244
eFaAS,2352,77616
GAZpr,6134,312834
RzlSK,6945,83340
WxaxZ,5870,140880
VwQUS,2970,68310
wGTkG,5077,81232
xhwRj,7134,128412
SJElI,8785,289905
KUzqX,9155,320425
aPylH,8443,591010
meNtD,8564,719376
pIQTk,7364,530208
ExDQm,4003,164123
bXRMv,8371,192533
yBnce,2172,32580
scuvi,4957,84269
pgqEq,9277,844207
ytYLT,5441,272050
LDiYP,3218,28962
WKkXA,9586,929842
ABviR,7622,617382
hJegb,3864,150696
HKTiq,7471,82181
OHnow,7685,53795
FlrAk,4118,135894
RFgpa,3639,43668
saQBN,4403,303807
Jkjcg,6054,399564
nPQjP,6394,102304
NdXau,7630,526470
eNHsM,4846,150226
ntjoe,7076,120292
uJhPn,3300,214500
AXiBL,4072,358336
CqZhn,8806,713286
CYcPN,7501,735098
DpXrY,4277,252343
JZmGM,2107,187523
NAqcA,7001,525075
lTPEo,3295,62605
sTXYe,8139,268587
gsXOr,6245,368455
YRwUE,7253,616505
RHAuO,3279,68859
INYMj,3562,106860
qNgVE,2829,101844
bPUCM,6310,296570
NyHOc,5594,106286
pwnlB,9262,157454
jcBdh,8141,122115
byOjC,6815,620165
AaqJK,8585,163115
tzcPa,5299,386827
Hkqpu,4094,176042
Iizvd,8875,292875
RDqil,2246,40428
uHVWC,6626,165650
RJhmE,3522,309936
XvqqP,4771,458016
xWhJf,2045,179960
yGLBj,7441,252994
dNYXo,6831,505494
synBh,6154,61540
hgXTv,8114,689690
QscgK,8033,216891
uDZNS,4487,206402
gYdPd,6568,302128
swMcN,7487,52409
huOCi,7753,201578
XKpkB,6025,397650
IQIoQ,2854,285400
Pqibt,2254,72128
QLYru,5879,493836
prNjp,3395,112035
ywDgw,7008,378432
EOuGi,4799,470302
qGCvQ,7729,316889
IwMFG,4142,91124
RNCWl,4542,54504
iufYB,8976,350064
anlBU,4830,444360
SPPBt,9746,370348
uDaMI,3750,228750
abUtW,7141,207089
bceYY,4566,383544
yIpfP,5182,502654
iapZh,2084,54184
xqxiX,3686,129010
GpVwe,9178,816842
TfCjo,4164,124920
uSIuL,8627,828192
DKhMG,9301,195321
UMzIr,5550,510600
JEcPe,8058,120870
dHOWb,6436,611420
MTtET,2635,63240
cDvSm,8449,177429
YqlzQ,5643,225720
TIIHZ,5287,237915
tQEig,6147,190557
zEpHg,7538,731186
EJFNk,7273,385469
AvbxV,3601,97227
HpTWl,7570,272520
QCjmN,4887,244350
tzeZO,9368,449664
Kwcjp,2593,119278
pcROx,3351,70371
gAMtd,6067,151675
VjKsx,5392,145584
svunt,9292,436724
YuwRT,3051,100683
hPeiL,9996,869652
uadTG,6234,174552
CcTQy,7938,277830
MfVCP,3370,222420
gfSXb,2247,56175
GPemI,7750,658750
LohWj,8611,611381
AlHDZ,7451,618433
rykeP,3366,84150
hAfge,3628,76188
HMraQ,2706,121770
eRGZG,3889,217784
BzeNi,4251,136032
dnagi,7769,163149
JIrDE,8746,244888
hYddv,9657,560106
NvIxY,5494,236242
geUiu,8476,601796
vFTOt,9500,57000
rLEAw,9941,805221
jTOEa,7233,253155
UufKk,5290,306820
NaMdF,6955,333840
vGgMR,2275,191100
pqzjt,6717,362718
qoWVi,5040,398160
EzcZR,2308,210028
XdLFb,8540,435540
WqIEX,3385,54160
KsXVw,5100,275400
pQOhV,6826,75086
sQwdy,7703,747191
jaMrl,5717,343020
GRjmN,7542,437436
emfQE,6967,494657
wRGlS,2279,152693
YxXHJ,3291,306063
JHBjS,6226,74712
vyoFP,8743,821842
cIism,4026,96624
OSbey,5475,219000
RLQox,3750,123750
DLXXM,8304,664320
oFMyv,7278,378456
FMBqm,2190,26280
RNPtE,9111,45555
zpakt,5933,486506
NLIXr,2804,171044
LWokn,4851,189189
mEnMN,7808,218624
jikCb,3004,126168
hMhBO,2883,63426
iPoPi,2930,193380
dqwSi,7571,295269
fQpRI,2328,225816
PqbsG,7060,98840
DTWMq,2332,139920
gwbWS,3610,223820
yaSLi,4772,362672
NSXnP,2720,152320
btuqq,3125,215625
rGKjc,4958,233026
AMajW,2931,70344
zmeiH,7870,165270
UodQV,2663,239670
kFoXg,3294,299754
aVuXr,7582,545904
uCgMd,6991,139820
hRuRL,6912,566784
tBSGm,3360,282240
QJNYu,9355,93550
NUyOZ,4225,130975
qSebG,3315,205530
HXgiL,7010,701000
dziKG,5578,474130
xjIiO,9035,343330
rpbLk,2772,108108
DZcGC,4753,308945
CRFfQ,2015,161200
OiMKI,5397,507318
BTAjc,9454,860314
XXAjT,6869,625079
IsNDn,5352,529848
QaUMN,4914,299754
wurcK,6844,177944
kpmEp,3766,154406
iyUdi,2094,62820
TUqOz,9549,162333
TQhEH,5942,546664
vNjvh,6452,464544
nCpCR,7533,135594
OisEW,5541,166230
rzWpv,6401,576090
raUeR,5577,100386
Nmidn,3977,151126
TFkna,6438,572982
fwNoW,5055,65715
Pfnjx,5991,113829
gnIxY,6358,184382
eQsqH,9400,244400
ekYdJ,8100,631800
UqncH,2286,100584
bHvQY,8746,804632
ooFMl,9957,846345
BHMMR,2650,153700
iNHre,3070,224110
vneIJ,5604,476340
LtozY,5769,548055
rDduE,8337,358491
yfBSp,6997,384835
hlorh,8889,728898
hFHEe,9519,666330
ueVpT,9422,329770
kARRM,4307,150745
HeRgG,7334,718732
KtVeF,3220,286580
TYMCc,3788,268948
rPlyx,6805,190540
RwoJX,7247,724700
RnfWE,6985,642620
dLNJC,5185,513315
wRVSD,4547,309196
naVXO,5457,480216
Vhrir,6278,43946
xnqgV,2136,170880
UAlSz,9958,238992
soSos,7453,670770
pBadJ,2944,144256
DiAjh,5685,142125
MGHhA,8620,646500
rWKmx,7842,784200
JuHHk,7730,463800
gosJF,7152,543552
wEXNf,2807,25263
erENa,3559,17795
KIYze,3638,203728
ZITXO,5760,420480
ukwKz,7895,647390
fROpz,2578,77340
SOpJC,3078,289332
dEUJN,9418,339048
SIymk,6380,165880
dGlTK,8605,197915
rKzml,4101,332181
lbbAI,9267,64869
DJjpR,2023,117334
hejzM,7294,262584
oZZEy,7421,630785
HytDf,5320,31920
ImKgR,7068,289788
bzqhj,5371,64452
JtNFm,3351,211113
gIBGn,7562,400786
BYHfs,4281,398133
jSYfC,7776,614304
XfDRz,2424,237552
wuyow,9830,147450
GhoWI,6737,222321
LWALp,6594,329700
kImZj,5283,68679
xUZHW,7645,214060
XHXCu,6565,315120
LrRYP,7846,729678
ZTCzx,8929,767894
GaflA,6792,339600
xXQVx,9109,628521
yoPMM,5807,63877
fnifp,8075,145350
UBiHD,3898,292350
pHkIy,7586,477918
hAamr,9308,735332
NGGPn,9729,58374
PieYt,4334,286044
BBviV,7745,271075
WGIMR,2917,175020
Fcoqj,9480,113760
zxbcV,4730,425700
aqXjv,3530,180030
HwABJ,3937,220472
pwxsm,4377,306390
AxKjw,5385,64620
KhQou,8300,124500
FVLXv,4011,104286
LzYQM,2421,53262
eiFNn,3244,165444
HTneU,7146,543096
woWTU,5424,504432
afDKH,2630,239330
fXnQd,9735,282315
nDWOq,2094,138204
mgRkA,8998,827816
rwALY,6435,122265
bGjFI,5115,409200
OjAxV,3234,103488
pliSK,6572,289168
dkzSF,9309,819192
MuwFP,3795,125235
cfFWu,9340,317560
xfVbw,9678,329052
xBRCe,2207,59589
AiXGp,7600,547200
COxZZ,5409,97362
DgDLy,9220,691500
yqSqM,3123,306054
KuELV,3881,221217
LQmGM,7807,608946
gMrrU,7672,306880
yYKlJ,3046,179714
vlExD,6289,50312
unHPa,8851,593017
Ijovy,5970,346260
jPInm,4875,394875
gkiUJ,4421,114946
cSwhe,8996,188916
zKGLk,7736,572464
HRRep,2835,269325
cAurE,7586,182064
YhtWY,8790,729570
eSItw,3261,215226
flkSX,2899,211627
ltOdM,6543,628128
iwuQa,5762,437912
KcZRO,4064,60960
yGEPn,5530,376040
ZPCiI,5558,500220
clyey,6348,450708
ptuHY,4277,402038
DSLiG,4854,334926
tkjTV,2779,108381
jpOue,4180,66880
gHtBk,8980,161640
HaQbW,9491,578951
lPFrF,6897,220704
zNqnr,6159,406494
oSLEf,9484,834592
XOeGK,2326,118626
MkhmR,4287,102888
HDFVh,9759,468432
bZNrv,9719,174942
qqMRa,6164,61640
yuPlp,8076,355344
EgDVY,5937,290913
oJRnH,2109,191919
Ulvwf,6094,347358
Zdkte,4467,26802
vuCOP,3971,119130
kLAcH,8210,648590
XGhbO,8662,606340
XQaHJ,3069,239382
xHllz,8351,167020
XEmIJ,7876,606452
orpMr,2786,239596
jyrvB,9092,654624
DiWdM,5723,131629
pJbdt,5845,251335
aQesR,8975,574400
yaVEF,4423,141536
NRoJG,7736,410008
aTfZz,8962,815542
oWLEE,4812,457140
yutoT,8391,176211
dGvdC,6958,194824
