StoreCode,TotalSales,TotalAmount
NLIXr,6240,511680
LWokn,6687,488151
mEnMN,2848,65504
jikCb,5293,79395
hMhBO,9159,384678
iPoPi,8778,333564
dqwSi,5587,346394
fQpRI,7503,82533
PqbsG,2356,202616
DTWMq,3199,175945
gwbWS,7613,304520
yaSLi,6501,357555
NSXnP,6557,360635
btuqq,9244,582372
rGKjc,8830,724060
AMajW,9470,388270
zmeiH,3729,18645
UodQV,3762,289674
kFoXg,6431,553066
aVuXr,3322,106304
uCgMd,6824,300256
hRuRL,8330,49980
tBSGm,7786,537234
QJNYu,5324,133100
NUyOZ,9657,849816
qSebG,5521,154588
HXgiL,4884,390720
dziKG,2639,29029
xjIiO,4370,349600
rpbLk,8546,632404
DZcGC,3628,137864
CRFfQ,5357,476773
OiMKI,3062,211278
BTAjc,8544,196512
XXAjT,2996,23968
IsNDn,6935,610280
QaUMN,6549,347097
wurcK,4839,411315
kpmEp,5235,193695
iyUdi,4263,353829
TUqOz,7238,636944
TQhEH,4823,318318
vNjvh,9552,143280
nCpCR,3002,288192
OisEW,8287,679534
rzWpv,5181,424842
raUeR,8243,296748
Nmidn,8681,112853
TFkna,4868,150908
fwNoW,9781,586860
Pfnjx,9237,267873
gnIxY,3408,81792
eQsqH,3902,183394
ekYdJ,6226,435820
UqncH,2429,204036
bHvQY,4993,179748
ooFMl,3282,65640
BHMMR,2872,89032
iNHre,7408,140752
vneIJ,5077,314774
LtozY,3539,138021
rDduE,2264,13584
yfBSp,7789,490707
hlorh,8707,435350
hFHEe,9253,879035
ueVpT,6739,249343
kARRM,2850,219450
HeRgG,3887,225446
KtVeF,8720,43600
TYMCc,7876,173272
rPlyx,6044,495608
RwoJX,4360,366240
RnfWE,4519,131051
dLNJC,2614,36596
wRVSD,2039,159042
naVXO,3049,201234
Vhrir,2159,15113
xnqgV,3360,231840
UAlSz,6617,436722
soSos,3344,117040
pBadJ,7794,288378
DiAjh,5523,27615
MGHhA,3446,110272
rWKmx,8179,245370
JuHHk,5347,240615
gosJF,2110,120270
wEXNf,6525,143550
erENa,9087,399828
KIYze,8903,302702
ZITXO,9525,638175
ukwKz,9422,56532
fROpz,8548,307728
SOpJC,7087,170088
dEUJN,3432,37752
SIymk,7180,603120
dGlTK,8625,681375
rKzml,6552,406224
lbbAI,7817,320497
DJjpR,9416,273064
hejzM,6365,330980
oZZEy,9955,199100
HytDf,7258,493544
ImKgR,2358,172134
bzqhj,6637,331850
JtNFm,7641,137538
gIBGn,3949,248787
BYHfs,3278,68838
jSYfC,4155,132960
XfDRz,4650,93000
wuyow,7919,229651
GhoWI,9993,729489
LWALp,6583,539806
kImZj,4088,335216
xUZHW,2930,199240
XHXCu,5392,70096
LrRYP,8060,193440
ZTCzx,5499,472914
GaflA,4759,176083
xXQVx,3840,122880
yoPMM,2689,37646
fnifp,5788,329916
UBiHD,6274,175672
pHkIy,7039,225248
hAamr,9502,380080
NGGPn,6996,167904
PieYt,3812,362140
BBviV,9317,559020
WGIMR,7748,255684
Fcoqj,5431,103189
zxbcV,4831,338170
aqXjv,3058,207944
HwABJ,6850,150700
pwxsm,7937,333354
AxKjw,4482,201690
KhQou,6689,133780
FVLXv,5979,215244
LzYQM,8782,658650
eiFNn,2273,209116
HTneU,8026,264858
woWTU,7672,598416
afDKH,2563,164032
fXnQd,3381,206241
nDWOq,7908,371676
mgRkA,2364,28368
rwALY,4519,375077
bGjFI,5407,64884
OjAxV,9856,128128
pliSK,5780,196520
dkzSF,4838,82246
MuwFP,2926,266266
cfFWu,4599,358722
xfVbw,3286,197160
xBRCe,8131,455336
AiXGp,2932,202308
COxZZ,2530,149270
DgDLy,2584,41344
yqSqM,5220,151380
KuELV,5090,305400
LQmGM,3694,166230
gMrrU,6047,598653
yYKlJ,2854,219758
vlExD,5772,184704
unHPa,5023,401840
Ijovy,6175,407550
jPInm,5523,403179
gkiUJ,3651,164295
cSwhe,2172,130320
zKGLk,2507,147913
HRRep,3162,151776
cAurE,8580,420420
YhtWY,9404,761724
eSItw,9878,454388
flkSX,7942,293854
ltOdM,9150,905850
iwuQa,3759,48867
KcZRO,7921,609917
yGEPn,3769,94225
ZPCiI,7731,494784
clyey,8289,339849
ptuHY,7682,483966
DSLiG,2564,43588
tkjTV,3517,270809
