StoreCode,TotalSales,TotalAmount
TfCjo,9308,884260
uSIuL,2563,171721
DKhMG,6561,282123
UMzIr,2134,125906
JEcPe,7193,697721
dHOWb,6876,268164
MTtET,6633,424512
cDvSm,8255,652145
YqlzQ,2066,188006
TIIHZ,8595,60165
tQEig,8071,468118
zEpHg,9542,877864
EJFNk,8520,374880
AvbxV,7446,446760
HpTWl,3002,30020
QCjmN,6498,77976
tzeZO,6011,372682
Kwcjp,9195,441360
pcROx,5657,118797
gAMtd,8261,809578
VjKsx,5654,33924
svunt,7798,647234
YuwRT,5986,119720
hPeiL,6915,228195
uadTG,5763,414936
CcTQy,8371,535744
MfVCP,3041,282813
gfSXb,6932,332736
GPemI,8884,186564
LohWj,6947,55576
AlHDZ,2891,245735
rykeP,7882,677852
hAfge,3734,261380
HMraQ,4026,40260
eRGZG,5416,471192
BzeNi,2145,156585
dnagi,5793,231720
JIrDE,5814,366282
hYddv,3371,33710
NvIxY,6288,440160
geUiu,3927,294525
vFTOt,6201,68211
rLEAw,3457,321501
jTOEa,3579,325689
UufKk,3770,339300
NaMdF,2626,60398
vGgMR,8715,679770
pqzjt,3617,271275
qoWVi,3766,94150
EzcZR,3892,31136
XdLFb,6042,567948
WqIEX,6470,601710
KsXVw,7958,254656
pQOhV,8335,258385
sQwdy,9679,87111
jaMrl,3166,281774
GRjmN,7442,580476
emfQE,8302,473214
wRGlS,9651,376389
YxXHJ,8873,461396
JHBjS,6242,212228
vyoFP,6448,419120
cIism,4184,238488
OSbey,3193,89404
RLQox,2066,28924
DLXXM,7485,419160
oFMyv,7685,407305
FMBqm,8400,831600
RNPtE,8500,85000
zpakt,8689,477895
NLIXr,7992,711288
LWokn,4623,221904
mEnMN,9014,829288
jikCb,5581,279050
hMhBO,7101,191727
iPoPi,7710,393210
dqwSi,7144,92872
fQpRI,6328,360696
PqbsG,5631,456111
DTWMq,3391,27128
gwbWS,6188,439348
yaSLi,8739,157302
NSXnP,8198,352514
btuqq,6245,474620
rGKjc,6678,580986
AMajW,3132,90828
zmeiH,4076,354612
UodQV,5706,462186
kFoXg,8100,72900
aVuXr,7989,279615
uCgMd,7861,479521
hRuRL,4954,94126
tBSGm,8743,830585
QJNYu,9010,252280
NUyOZ,9605,115260
qSebG,8410,740080
HXgiL,5909,389994
dziKG,7934,634720
xjIiO,6087,401742
rpbLk,7758,248256
DZcGC,2319,16233
CRFfQ,2690,231340
OiMKI,7315,387695
BTAjc,2846,99610
XXAjT,4107,127317
IsNDn,2019,139311
QaUMN,4685,187400
wurcK,5469,289857
kpmEp,4865,432985
iyUdi,3123,262332
TUqOz,2618,164934
TQhEH,4380,398580
vNjvh,5734,407114
nCpCR,3206,163506
OisEW,2571,35994
rzWpv,7567,332948
raUeR,3034,94054
Nmidn,3505,31545
TFkna,8492,764280
fwNoW,6507,585630
Pfnjx,2897,191202
gnIxY,6685,441210
eQsqH,2716,24444
ekYdJ,5617,539232
UqncH,8165,432745
bHvQY,4670,336240
ooFMl,2534,68418
BHMMR,8729,331702
iNHre,4723,373117
vneIJ,3794,113820
LtozY,9211,653981
rDduE,6003,48024
yfBSp,9778,948466
hlorh,8360,677160
hFHEe,8138,105794
ueVpT,6343,545498
kARRM,7559,430863
HeRgG,7326,454212
KtVeF,4430,438570
TYMCc,7081,339888
rPlyx,4933,448903
RwoJX,3259,91252
RnfWE,2903,89993
dLNJC,3308,102548
wRVSD,9742,409164
naVXO,5994,491508
Vhrir,3851,196401
xnqgV,7811,179653
UAlSz,6099,365940
soSos,6285,452520
pBadJ,6638,146036
DiAjh,9177,64239
MGHhA,6591,52728
rWKmx,9314,344618
JuHHk,9029,794552
gosJF,8771,254359
wEXNf,8872,523448
erENa,9773,938208
KIYze,2199,213303
ZITXO,6222,37332
ukwKz,6535,568545
fROpz,5909,106362
SOpJC,8561,744807
dEUJN,3508,178908
SIymk,2828,62216
dGlTK,9583,268324
rKzml,3306,72732
lbbAI,6623,198690
DJjpR,4153,253333
hejzM,8472,457488
oZZEy,5787,69444
HytDf,3048,164592
ImKgR,6542,209344
bzqhj,8199,467343
JtNFm,8214,698190
gIBGn,8244,156636
BYHfs,7559,536689
jSYfC,8120,584640
XfDRz,6308,208164
wuyow,8871,221775
GhoWI,6383,593619
LWALp,7197,158334
kImZj,5194,322028
xUZHW,9404,460796
XHXCu,4782,100422
LrRYP,2177,93611
ZTCzx,5305,270555
GaflA,3294,164700
xXQVx,4929,103509
yoPMM,5693,404203
fnifp,4983,109626
UBiHD,4488,76296
pHkIy,3203,249834
hAamr,3415,252710
NGGPn,2669,64056
PieYt,8473,347393
BBviV,2734,207784
WGIMR,2892,28920
Fcoqj,9203,220872
zxbcV,5792,173760
aqXjv,6343,114174
HwABJ,6640,245680
pwxsm,5317,42536
AxKjw,6432,495264
KhQou,4218,126540
FVLXv,8869,496664
LzYQM,5383,322980
eiFNn,7853,471180
HTneU,2388,114624
woWTU,4412,304428
afDKH,5664,294528
fXnQd,3059,201894
nDWOq,6716,470120
mgRkA,8362,819476
rwALY,6761,74371
bGjFI,6504,201624
OjAxV,3941,331044
pliSK,4787,43083
dkzSF,5987,407116
MuwFP,2665,34645
cfFWu,2951,283296
xfVbw,9430,75440
xBRCe,3727,212439
AiXGp,6393,242934
COxZZ,6230,591850
DgDLy,5521,88336
yqSqM,4012,76228
KuELV,7905,671925
LQmGM,6487,207584
gMrrU,2954,292446
yYKlJ,4000,400000
vlExD,8319,124785
unHPa,7257,696672
Ijovy,4028,140980
jPInm,7118,676210
gkiUJ,3841,230460
cSwhe,9152,530816
zKGLk,5103,229635
HRRep,3294,125172
cAurE,3015,156780
YhtWY,2776,83280
eSItw,2700,216000
flkSX,8662,779580
ltOdM,3561,142440
iwuQa,9832,747232
KcZRO,9537,295647
yGEPn,3689,44268
ZPCiI,8928,633888
clyey,6716,315652
ptuHY,6181,247240
DSLiG,6574,197220
tkjTV,3758,341978
jpOue,2004,22044
gHtBk,3344,63536
HaQbW,5566,539902
lPFrF,6097,128037
zNqnr,8372,58604
oSLEf,4586,64204
XOeGK,6935,513190
MkhmR,5530,447930
HDFVh,2305,108335
bZNrv,2368,170496
qqMRa,7379,66411
yuPlp,8923,660302
EgDVY,7663,643692
oJRnH,3130,219100
Ulvwf,6940,305360
Zdkte,4287,420126
vuCOP,7095,581790
kLAcH,5749,517410
XGhbO,7493,179832
XQaHJ,8901,151317
xHllz,6301,535585
XEmIJ,4585,32095
orpMr,2365,101695
jyrvB,9287,120731
DiWdM,5092,264784
pJbdt,5927,468233
aQesR,9599,806316
yaVEF,8134,122010
NRoJG,7754,395454
aTfZz,3973,63568
oWLEE,4856,87408
yutoT,9292,130088
dGvdC,7067,49469
AYYHE,7738,208926
Pqphe,5230,188280
VZEKW,7765,256245
WRVNv,4120,140080
iHfaD,3248,90944
