StoreCode,TotalSales,TotalAmount
HZIVT,9945,646425
WDVmp,8080,541360
ozDIX,9723,544488
qIDXq,2319,129864
CTQfN,2033,164673
QgAhx,8851,97361
slAcJ,8191,638898
vmrLU,2903,179986
yTHEh,4194,385848
lGoVa,7241,535834
IRJuG,7577,287926
psBFq,4341,247437
VbuxQ,2754,154224
uKndT,5459,458556
fxCIy,6631,437646
zGyGG,4996,404676
uAkbh,5197,72758
EwABN,2000,94000
bxvtl,3767,161981
mqxxj,2076,199296
tsOJz,4911,186618
GzhSX,8964,89640
kvryu,7738,317258
ZwgUp,8106,697116
NUeWz,6995,48965
vKyIK,4724,28344
AmWQO,5255,514990
fQyRo,9367,384047
hjPHN,4550,282100
POqse,8040,313560
EVDgI,5515,308840
IPcfn,8877,550374
MeMGs,5445,288585
jAhpX,8996,44980
uGDff,9061,697697
gOkdO,2635,247690
jWIre,2911,34932
fHpMI,4166,299952
lVMVN,6936,221952
GSRWU,6915,248940
idOvW,7936,484096
VWqbE,9442,490984
vLmKV,7772,474092
aWOOV,5377,225834
kRrkx,5687,301411
QkEUL,2692,123832
uFpQH,2743,120692
rkxtL,7839,713349
talwS,8160,497760
UaAMB,9491,512514
UAeYW,3134,200576
eyUEn,6160,443520
PjnUz,2736,251712
ODyWO,8346,817908
VHTBY,8301,240729
qfuvj,9864,581976
GWKlk,4273,76914
uDRja,2922,70128
xncbm,8335,216710
QqxEp,5448,250608
QrNwO,6782,630726
Sahxf,7874,299212
oRlni,7883,780417
pWhCP,7761,178503
nYIib,2656,199200
lDLzU,9166,549960
HSBSH,6463,316687
Amagt,2669,128112
eZQuo,5497,104443
oUUDg,8419,698777
CbeQK,5090,132340
ZBfsh,8558,42790
FvhES,3843,161406
ldomP,3065,248265
QnFtv,4128,396288
eQHIq,2233,104951
rhihY,6139,583205
ScgLy,2253,20277
TxJsD,6456,497112
XgfTL,3672,348840
esjbO,3411,17055
puVXA,4126,152662
rEUwW,3576,89400
hAomW,7065,353250
HtCeM,2542,147436
AhDNA,7140,664020
KErsa,5063,491111
bfbuU,4637,74192
crBFQ,5217,229548
mFdLN,8572,771480
CVBrm,5433,103227
qDQip,4386,350880
KUxkt,6390,83070
qQbgw,9968,279104
FBeJv,2736,131328
kJFpB,9874,977526
glKdt,3207,307872
Tocnf,2319,120588
JcCWb,4747,223109
pXHPq,3143,248297
iRpPc,8736,87360
CjhMA,7466,343436
mwCWY,3006,138276
BfPZz,3588,304980
XAFCB,4235,410795
hQLuY,5310,483210
bKFVJ,6555,216315
cCncM,2125,182750
NmlOX,5565,250425
Gmust,2586,134472
Rxykd,2816,149248
oWaGI,6346,406144
RsycJ,9433,641444
RLIcT,5703,347883
xzYdQ,9983,199660
vDyzg,6639,258921
UlCVn,8962,71696
FzEpU,3942,244404
yBIot,4854,155328
iyptw,8599,610529
xutyH,8228,329120
yJMiJ,5819,436425
NDifr,3046,88334
RLjJn,8991,836163
ufPuW,7537,482368
SLgwX,7115,227680
NAEvs,2589,188997
eABiL,7237,564486
fQuLm,2408,223944
ldnYd,2740,178100
ltiCp,7870,251840
HnpRj,2806,39284
OTaJQ,6241,436870
ISWmm,4085,138890
DahmV,7471,186775
nNdzJ,3860,220020
blkyR,6134,226958
WOYco,2395,158070
pzkIS,6233,542271
qeYBQ,8053,805300
voZEK,6174,358092
rpnBO,5243,487599
ZVuTI,8058,733278
BtlKJ,9344,383104
RbQBt,4491,44910
mZDVM,2780,236300
SaNNh,8930,848350
Ksnvj,3647,123998
NlpJP,4545,440865
qDBKc,3075,119925
ELRhJ,6961,48727
mZpJm,4890,361860
Myijg,3009,90270
HESXi,5181,466290
zmKuF,3395,57715
Zhwqx,2781,36153
mrMBd,9933,576114
gRnNs,7708,92496
AEaYi,9770,361490
auACm,2514,188550
uxZcL,8788,290004
LLHRI,5766,363258
Gfuml,5903,301053
xpWFE,4389,434511
hzYwn,7348,492316
asrDF,7938,777924
WqXEo,5835,99195
UzyND,3713,230206
VfSTP,2611,161882
KICbe,5089,503811
arcPj,9667,821695
xuXJD,2987,232986
LncVn,5727,120267
DpLms,4207,210350
ukbYT,2795,58695
LUaMu,9508,865228
HlQhV,5674,351788
xqytA,7045,472015
