StoreCode,TotalSales,TotalAmount
yoPMM,8229,57603
fnifp,9071,734751
UBiHD,3727,63359
pHkIy,3059,235543
hAamr,6290,245310
NGGPn,9000,261000
PieYt,6343,215662
BBviV,4629,393465
WGIMR,5196,161076
Fcoqj,7762,768438
zxbcV,5811,430014
aqXjv,6042,368562
HwABJ,5384,425336
pwxsm,2342,21078
AxKjw,9479,104269
KhQou,2203,189458
FVLXv,8397,100764
LzYQM,7044,84528
eiFNn,8543,162317
HTneU,8089,509607
woWTU,2152,30128
afDKH,8592,128880
fXnQd,5375,317125
nDWOq,5058,440046
mgRkA,3152,75648
rwALY,4666,37328
bGjFI,3617,54255
OjAxV,8312,340792
pliSK,9814,853818
dkzSF,5036,125900
MuwFP,2621,217543
cfFWu,6832,628544
xfVbw,8254,189842
xBRCe,9842,59052
AiXGp,3229,32290
COxZZ,6165,536355
DgDLy,5868,117360
yqSqM,2207,86073
KuELV,9585,364230
LQmGM,4598,133342
gMrrU,8186,638508
yYKlJ,7467,701898
vlExD,2620,178160
unHPa,4266,332748
Ijovy,3378,229704
jPInm,6764,527592
gkiUJ,6477,569976
cSwhe,5770,253880
zKGLk,2432,43776
HRRep,4552,232152
cAurE,5889,117780
YhtWY,3610,299630
eSItw,2018,96864
flkSX,4277,55601
ltOdM,2001,22011
iwuQa,3722,48386
KcZRO,2946,220950
yGEPn,7627,137286
ZPCiI,5064,227880
clyey,5723,114460
ptuHY,6414,634986
DSLiG,5355,508725
tkjTV,9051,226275
jpOue,4356,182952
gHtBk,6746,182142
HaQbW,2470,229710
lPFrF,8469,76221
zNqnr,6801,659697
oSLEf,7751,193775
XOeGK,4334,208032
MkhmR,2574,43758
HDFVh,5354,433674
bZNrv,6424,468952
qqMRa,5366,418548
yuPlp,3129,256578
EgDVY,7976,797600
oJRnH,3669,95394
Ulvwf,3082,308200
Zdkte,4937,464078
vuCOP,2475,111375
kLAcH,4395,171405
XGhbO,7810,679470
XQaHJ,6915,255855
xHllz,2911,279456
XEmIJ,5409,189315
orpMr,4129,185805
jyrvB,7162,565798
DiWdM,4308,370488
pJbdt,6596,375972
aQesR,2913,139824
yaVEF,6967,243845
NRoJG,3275,212875
aTfZz,2344,161736
oWLEE,5099,453811
yutoT,9572,689184
dGvdC,9124,565688
AYYHE,6564,636708
Pqphe,6778,562574
VZEKW,6958,667968
WRVNv,3857,192850
iHfaD,5550,199800
alDAd,9859,699989
flZxQ,6315,69465
NoAhW,4512,419616
MRUez,5321,117062
jqVSB,9529,829023
aEZLq,6212,534232
jFHnp,3655,43860
niuao,8943,62601
uxoTY,6079,243160
QfxWo,9952,935488
AgdDr,7515,638775
zDqyD,6860,404740
DQdfx,5897,247674
GrqPo,9876,849336
eSTsG,4265,362525
oqAWv,8271,82710
TbVIw,6170,475090
FCIWC,6852,459084
wAqsT,9556,248456
UmHsj,2518,219066
aOMVv,8487,254610
DgKsH,5103,163296
XAQvR,5946,130812
VMttA,4084,330804
RMmcx,8929,464308
fGpJo,8864,859808
gQLfK,5865,340170
NwOBS,7384,494728
vpVkm,6980,265240
BvaxX,2803,56060
WkQEr,7925,578525
NEJMD,8030,529980
iWElQ,4873,77968
uBeRU,3748,266108
IGvms,4377,21885
QtidG,3033,63693
QAbBt,2412,132660
