StoreCode,TotalSales,TotalAmount
ylIMC,4323,142659
VMeqN,3432,96096
AwOZr,4373,310483
SiIRG,5289,169248
KMQJh,8355,200520
ZkYJi,5100,117300
QivYi,9239,184780
jdRdI,3555,348390
dlRPu,6019,36114
AEzua,2054,102700
udeoO,7487,628908
tIbkH,7190,79090
jnckU,6199,471124
UqKHU,3877,34893
fvvzF,7553,354991
ubBvJ,2771,66504
jcBKP,3126,215694
MZufH,8511,246819
leBWA,6942,256854
FZkIh,8804,818772
QcxGX,8893,880407
OYDFS,8213,821300
CWpDO,5810,255640
yMpVe,6177,475629
NHPBK,3907,195350
BTfXS,4402,48422
GYwgd,8438,776296
SJHSM,4827,226869
eaOwZ,4739,265384
GegCn,9546,649128
CVdHm,7645,665115
piDSU,6080,376960
uHFdq,5214,448404
VBvsZ,5755,443135
OaonV,5058,35406
WxCuC,2770,47090
lrdmQ,9793,499443
XDBOn,5137,508563
zKiCg,9059,190239
GhWjC,5962,429264
rLgcW,5660,107540
Kmhev,2616,251136
JMnTL,9963,278964
tygbv,4529,448371
KSaTN,4822,438802
kYhLY,6413,141086
IQpeV,2022,48528
SSGhM,5320,377720
qMQqC,2446,41582
iaKlv,4711,193151
uTDfX,9411,188220
EywWq,2729,166469
YsTui,2644,155996
KNCJS,9241,46205
WuKsx,9133,821970
ANVEy,8600,387000
UWaYX,7454,193804
ssYLB,9360,383760
setOB,9567,191340
hsrSA,9384,807024
kqluk,9756,185364
JYZuR,3924,47088
STRTS,5093,483835
qTePA,3241,142604
mSMBw,6475,466200
dDwYL,5559,522546
Xgsru,2047,159666
ZetEh,8531,383895
vlvxB,7029,98406
PGFlN,6209,378749
hwJkd,6231,56079
jtVyk,9621,192420
rbgKb,9890,553840
DUdIG,8232,74088
GYZVK,2668,240120
QliAf,6189,433230
NlLfn,7406,414736
tmKjH,3692,36920
kqimz,9067,145072
slAfl,3064,156264
Vahai,2742,194682
tXPLn,2632,152656
ePGqv,9995,49975
zCCRP,9431,782773
