StoreCode,TotalSales,TotalAmount
tQEig,4415,225165
zEpHg,8251,478558
EJFNk,3466,346600
AvbxV,3953,359723
HpTWl,3759,120288
QCjmN,8527,306972
tzeZO,7745,116175
Kwcjp,3326,46564
pcROx,6951,333648
gAMtd,6436,302492
VjKsx,8756,183876
svunt,2777,144404
YuwRT,6988,272532
hPeiL,7105,56840
uadTG,7706,570244
CcTQy,4989,269406
MfVCP,5751,385317
gfSXb,8235,362340
GPemI,5428,347392
LohWj,2428,135968
AlHDZ,4925,142825
rykeP,4340,351540
hAfge,5605,414770
HMraQ,8180,556240
eRGZG,4607,317883
BzeNi,8211,525504
dnagi,4024,394352
JIrDE,8408,386768
hYddv,6541,287804
NvIxY,4100,385400
geUiu,8785,298690
vFTOt,8710,609700
rLEAw,5814,418608
jTOEa,3312,82800
UufKk,3266,62054
NaMdF,9777,723498
vGgMR,7038,239292
pqzjt,7472,410960
qoWVi,4454,391952
EzcZR,8956,555272
XdLFb,3552,81696
WqIEX,6521,39126
KsXVw,6311,44177
pQOhV,7033,625937
sQwdy,3399,71379
jaMrl,5479,126017
GRjmN,9286,167148
emfQE,2698,83638
wRGlS,6533,476909
YxXHJ,6390,268380
JHBjS,2436,58464
vyoFP,2259,83583
cIism,3924,231516
OSbey,6142,614200
RLQox,6601,224434
DLXXM,2621,15726
oFMyv,5007,155217
FMBqm,5248,488064
RNPtE,2106,179010
zpakt,2004,36072
NLIXr,9449,623634
LWokn,7423,512187
mEnMN,8950,787600
jikCb,6722,517594
hMhBO,2723,152488
iPoPi,4979,443131
dqwSi,8405,655590
fQpRI,5359,230437
PqbsG,9962,866694
DTWMq,5672,283600
gwbWS,7527,173121
yaSLi,8123,527995
NSXnP,4665,158610
btuqq,3786,219588
rGKjc,8556,171120
AMajW,5500,126500
zmeiH,8999,692923
UodQV,7337,293480
kFoXg,3687,176976
aVuXr,4705,366990
uCgMd,9419,828872
hRuRL,4079,371189
tBSGm,2253,132927
QJNYu,8817,432033
NUyOZ,2435,224020
qSebG,8433,531279
HXgiL,2445,215160
dziKG,7029,400653
xjIiO,8505,51030
rpbLk,9745,838070
DZcGC,6905,642165
CRFfQ,4107,398379
OiMKI,6484,583560
BTAjc,9993,969321
XXAjT,5905,88575
IsNDn,3509,284229
QaUMN,3735,82170
wurcK,9180,899640
kpmEp,6102,518670
iyUdi,4790,306560
TUqOz,9653,453691
TQhEH,5548,421648
vNjvh,6738,471660
nCpCR,6583,552972
OisEW,6832,280112
rzWpv,3075,101475
raUeR,9084,853896
Nmidn,9737,233688
