StoreCode,TotalSales,TotalAmount
LtozY,4659,409992
rDduE,2811,154605
yfBSp,8909,801810
hlorh,8125,406250
hFHEe,9826,510952
ueVpT,6910,373140
kARRM,2552,222024
HeRgG,7976,342968
KtVeF,9168,403392
TYMCc,8948,599516
rPlyx,3056,189472
RwoJX,5538,49842
RnfWE,5773,357926
dLNJC,6388,281072
wRVSD,6695,609245
naVXO,6342,196602
Vhrir,9839,678891
xnqgV,6352,133392
UAlSz,3816,240408
soSos,3464,173200
pBadJ,4327,177407
DiAjh,4998,244902
MGHhA,9969,169473
rWKmx,6437,476338
JuHHk,8817,202791
gosJF,6180,438780
wEXNf,2388,66864
erENa,5127,153810
KIYze,7156,207524
ZITXO,3664,289456
ukwKz,4862,189618
fROpz,9947,278516
SOpJC,6098,396370
dEUJN,7671,122736
SIymk,5532,271068
dGlTK,3751,86273
rKzml,4620,55440
lbbAI,8649,371907
DJjpR,4352,335104
hejzM,9526,647768
oZZEy,2377,199668
HytDf,5162,154860
ImKgR,5404,459340
bzqhj,5869,487127
JtNFm,8158,203950
gIBGn,5300,31800
BYHfs,8300,481400
jSYfC,2351,183378
XfDRz,2350,35250
wuyow,2320,201840
GhoWI,2569,48811
LWALp,9617,173106
kImZj,8135,675205
xUZHW,8431,42155
XHXCu,3513,161598
LrRYP,7718,478516
ZTCzx,4852,179524
GaflA,7292,350016
xXQVx,7472,612704
yoPMM,4000,280000
fnifp,7896,679056
UBiHD,4785,33495
pHkIy,2190,61320
hAamr,6204,68244
NGGPn,2903,46448
PieYt,3168,123552
BBviV,8252,726176
WGIMR,7236,513756
Fcoqj,7661,505626
zxbcV,6886,516450
aqXjv,2198,83524
HwABJ,4379,363457
pwxsm,5952,309504
AxKjw,2812,28120
KhQou,4878,473166
FVLXv,2238,138756
LzYQM,3824,68832
eiFNn,4231,143854
HTneU,4379,389731
woWTU,3975,39750
afDKH,4034,238006
fXnQd,9079,780794
nDWOq,2602,171732
mgRkA,2067,198432
rwALY,7064,473288
bGjFI,6516,58644
OjAxV,5205,286275
pliSK,7144,292904
dkzSF,6594,342888
MuwFP,2272,104512
cfFWu,8468,254040
xfVbw,9184,505120
xBRCe,5525,541450
AiXGp,5185,461465
COxZZ,2554,160902
DgDLy,4090,409000
yqSqM,7242,72420
KuELV,2007,174609
LQmGM,6773,81276
gMrrU,7794,70146
yYKlJ,8522,392012
vlExD,9202,524514
unHPa,3933,306774
Ijovy,7513,90156
jPInm,9930,317760
gkiUJ,2895,240285
cSwhe,5691,91056
zKGLk,3307,62833
HRRep,8172,114408
cAurE,2909,197812
YhtWY,2234,40212
eSItw,2627,36778
flkSX,2460,189420
ltOdM,9142,713076
iwuQa,4856,471032
KcZRO,8348,726276
yGEPn,9392,422640
ZPCiI,9132,200904
clyey,4199,272935
ptuHY,5669,232429
DSLiG,2711,100307
tkjTV,6923,131537
jpOue,2967,130548
gHtBk,4675,406725
HaQbW,8364,786216
lPFrF,4486,170468
zNqnr,4084,204200
oSLEf,9076,299508
XOeGK,6523,123937
MkhmR,2977,14885
HDFVh,4487,219863
bZNrv,4915,378455
qqMRa,9955,657030
yuPlp,8566,728110
EgDVY,6985,132715
oJRnH,3290,36190
Ulvwf,3822,110838
Zdkte,6546,405852
vuCOP,8795,140720
kLAcH,3520,126720
XGhbO,8503,357126
XQaHJ,8715,400890
xHllz,9872,483728
XEmIJ,4061,24366
orpMr,5833,93328
jyrvB,5972,292628
DiWdM,2050,104550
pJbdt,9643,549651
aQesR,2479,84286
yaVEF,7450,67050
NRoJG,4421,225471
aTfZz,8723,78507
oWLEE,3457,34570
yutoT,2728,81840
dGvdC,2489,67203
AYYHE,9995,269865
Pqphe,3112,292528
VZEKW,5308,122084
WRVNv,4861,345131
iHfaD,9249,693675
alDAd,8213,747383
flZxQ,9083,799304
NoAhW,4112,148032
MRUez,5313,228459
jqVSB,9298,260344
aEZLq,6351,44457
jFHnp,9773,830705
niuao,3803,155923
uxoTY,3479,173950
QfxWo,2738,262848
AgdDr,4021,237239
zDqyD,2810,92730
DQdfx,5217,464313
GrqPo,5037,246813
eSTsG,9076,235976
oqAWv,3253,152891
TbVIw,9952,557312
FCIWC,8226,501786
wAqsT,7794,303966
UmHsj,7732,402064
aOMVv,4481,340556
DgKsH,4062,227472
XAQvR,8007,136119
VMttA,8293,505873
RMmcx,6637,610604
fGpJo,8771,157878
gQLfK,5392,237248
NwOBS,4189,360254
vpVkm,7646,734016
BvaxX,5170,36190
WkQEr,8126,276284
NEJMD,5237,151873
iWElQ,2729,120076
uBeRU,8848,619360
IGvms,6065,533720
QtidG,4823,270088
QAbBt,9407,65849
GlqCH,5135,467285
clIpF,3278,101618
hgYlA,9188,523716
GXuAF,6151,301399
aTYKa,3867,363498
jDKYr,4925,103425
HpDxV,4406,312826
yKFQJ,7988,55916
mYRzy,7782,210114
YbrVf,6023,536047
OnxjQ,8701,539462
TSqRr,6783,291669
NDtjR,7852,675272
kPsmd,8306,622950
GeMWZ,7750,356500
Dgwbu,6032,331760
RJOUN,2353,23530
KOOGk,2620,47160
etwzA,7588,675332
gkJwL,5674,39718
TkCEQ,5799,237759
mfVba,7092,156024
iVjoX,7526,421456
xNjcJ,9924,615288
GQUGT,7155,536625
YaHYp,3265,284055
XPLIp,5790,382140
KhXqf,6723,625239
nBQnc,8636,673608
TbFwW,5499,115479
kNhde,6723,67230
dhFID,2783,97405
EZiaQ,7684,407252
sLFmF,9924,913008
toqFu,9826,98260
PdveO,3625,217500
BzZTV,6788,230792
khBfg,6603,435798
Brbyo,4520,108480
hxCJQ,6062,551642
PXenY,2348,216016
cwtDX,4627,50897
eUPbR,4712,117800
WmlnQ,3547,266025
kOlaN,3628,217680
yrQct,5093,315766
WJdpA,5764,311256
fXWVR,6400,486400
NMxTB,5877,152802
pUtri,6784,624128
wnZIE,5271,511287
TgYFa,3387,189672
aNprq,4713,23565
FLcJk,5043,105903
DsvRZ,7756,604968
MUHIO,7710,524280
PnQku,8405,655590
auapI,5590,419250
OgydP,9488,692624
zFXxM,4929,152799
zQzLp,3471,312390
FIAJK,2936,217264
fhhcY,9368,440296
zghcv,7983,119745
KIJls,9965,458390
wdpvP,9796,764088
fFXEw,6484,408492
qYLhG,2797,173414
VuEHV,7134,206886
GlgRx,3540,272580
nvdSW,4783,234367
kOoCc,4140,260820
UbVdI,5545,227345
NssPe,3387,23709
xFuoR,5897,235880
DTMgX,3050,192150
mlJlb,5960,256280
ymBoG,2021,127323
IaTIL,8167,367515
RDRbk,3414,85350
PEdzJ,9072,807408
uvYKG,6281,207273
kaKpY,6475,187775
SeXAD,3669,297189
QMmbL,4099,237742
AGZKo,5805,110295
TScRb,2354,193028
KGAMJ,3129,31290
JViUc,9088,872448
KAhnw,6254,131334
xhPHG,9362,861304
ZSErb,4654,51194
PuWMA,7282,728200
IXpTk,8481,754809
soqBT,6922,553760
UYTSr,6009,408612
cfLcc,8514,280962
LCmQP,6952,611776
zQebo,3787,136332
hWvFA,9152,594880
tqpRp,4030,44330
hUecU,9596,738892
wyZhm,8832,680064
EOVmQ,7073,297066
wdJWS,6690,347880
vVlLg,6770,60930
dvYIP,3865,374905
EYsXj,3357,147708
IJRUx,4540,263320
BQvxj,5943,433839
MZeaV,4751,57012
GdwjX,2898,95634
XzDRI,3716,293564
SfoCb,4578,306726
XHZpl,3687,199098
qhGWw,4090,212680
EyAMJ,5955,41685
cOkai,5571,467964
ErNKN,2507,167969
LUZXk,3863,50219
LCbTC,5319,297864
aFBqj,8837,477198
LgLtU,2759,91047
SVJuK,7541,67869
VgqlC,5816,157032
lNIwZ,5546,493594
nrDwj,4418,212064
mTYLg,7937,420661
kZqaY,5602,487374
biUrp,6217,484926
dySwt,2762,58002
nXTSo,9379,187580
NYJYP,3323,309039
TdqRz,6856,397648
DLuNM,4184,221752
iOdxH,6982,69820
gKrAl,3131,178467
qjOML,2780,236300
vzFzF,2626,228462
IedHV,6498,493848
eZrvP,6323,189690
iflfM,4230,84600
ylIMC,8276,215176
VMeqN,2045,34765
AwOZr,3440,244240
SiIRG,7100,646100
KMQJh,3018,208242
ZkYJi,8515,647140
QivYi,5323,170336
jdRdI,8553,401991
dlRPu,6106,79378
AEzua,3551,131387
udeoO,6800,652800
tIbkH,7912,269008
jnckU,2593,25930
UqKHU,7511,300440
fvvzF,6444,257760
ubBvJ,3849,173205
jcBKP,3105,245295
MZufH,2074,157624
leBWA,5407,91919
FZkIh,4059,109593
QcxGX,3699,136863
OYDFS,8366,543790
CWpDO,5403,205314
yMpVe,7216,461824
NHPBK,5110,76650
BTfXS,3955,181930
GYwgd,3158,110530
SJHSM,3494,167712
eaOwZ,2660,226100
GegCn,3983,55762
CVdHm,2253,121662
piDSU,8901,356040
uHFdq,9483,322422
VBvsZ,8959,295647
OaonV,7046,63414
WxCuC,3168,110880
lrdmQ,4492,121284
XDBOn,6967,236878
zKiCg,4838,77408
GhWjC,5590,167700
rLgcW,6656,652288
Kmhev,5349,385128
JMnTL,6392,319600
tygbv,7879,630320
KSaTN,9474,492648
kYhLY,5044,408564
IQpeV,6237,399168
SSGhM,5351,128424
qMQqC,6770,338500
iaKlv,8084,614384
uTDfX,8691,643134
EywWq,6770,521290
YsTui,8653,692240
KNCJS,7478,523460
WuKsx,8990,44950
ANVEy,7157,415106
UWaYX,4120,131840
ssYLB,6239,405535
setOB,6064,351712
hsrSA,6399,191970
kqluk,7572,128724
JYZuR,8208,451440
STRTS,7947,135099
qTePA,3827,260236
mSMBw,4692,46920
dDwYL,8254,41270
Xgsru,4088,306600
ZetEh,2461,152582
vlvxB,9288,724464
PGFlN,8948,125272
hwJkd,6930,672210
jtVyk,8793,87930
rbgKb,2983,17898
DUdIG,5525,436475
GYZVK,5927,331912
QliAf,2842,76734
NlLfn,3178,15890
tmKjH,7381,302621
kqimz,8414,799330
slAfl,3204,160200
Vahai,4747,460459
tXPLn,6685,334250
ePGqv,6810,136200
zCCRP,2561,238173
hMOUE,7899,568728
ntrCa,2068,70312
GmWQr,2613,128037
egwMA,7599,75990
HaEgD,5829,582900
xdCJc,2659,87747
okJyN,2809,174158
ThPsv,6264,551232
VWPwm,7301,51107
UdIGN,4489,157115
rHBoM,9249,147984
AjNQi,9494,503182
