StoreCode,TotalSales,TotalAmount
wuyow,8095,445225
GhoWI,6678,133560
LWALp,2954,251090
kImZj,2231,87009
xUZHW,7457,514533
XHXCu,8121,430413
LrRYP,5693,290343
ZTCzx,8747,507326
GaflA,5976,454176
xXQVx,7497,539784
yoPMM,7116,35580
fnifp,9307,102377
UBiHD,2358,169776
pHkIy,6719,671900
hAamr,3017,217224
NGGPn,6602,495150
PieYt,7893,726156
BBviV,4852,397864
WGIMR,9126,301158
Fcoqj,8112,113568
zxbcV,5893,571621
aqXjv,4619,415710
HwABJ,2135,166530
pwxsm,9818,471264
AxKjw,6048,332640
KhQou,9942,397680
FVLXv,8519,161861
LzYQM,5874,487542
eiFNn,5100,346800
HTneU,4481,215088
woWTU,4596,266568
afDKH,3333,203313
fXnQd,3430,137200
nDWOq,6155,276975
mgRkA,5994,329670
rwALY,6132,202356
bGjFI,4662,219114
OjAxV,6881,646814
pliSK,4510,288640
dkzSF,5581,72553
MuwFP,4187,318212
cfFWu,4469,308361
xfVbw,5818,46544
xBRCe,6574,368144
AiXGp,3779,290983
COxZZ,5046,307806
DgDLy,8977,861792
yqSqM,7378,302498
KuELV,8435,683235
LQmGM,9110,683250
gMrrU,8070,282450
yYKlJ,9207,856251
vlExD,6567,636999
unHPa,4834,338380
Ijovy,6787,183249
jPInm,3411,286524
gkiUJ,7138,421142
cSwhe,5900,241900
zKGLk,3000,117000
HRRep,4316,284856
cAurE,5713,399910
YhtWY,4731,449445
eSItw,7787,731978
flkSX,2159,151130
ltOdM,3038,91140
iwuQa,4144,236208
KcZRO,6265,250600
yGEPn,9692,358604
ZPCiI,5298,455628
clyey,4986,164538
ptuHY,5425,113925
DSLiG,7386,635196
tkjTV,3077,203082
jpOue,3434,99586
gHtBk,9031,316085
HaQbW,6730,289390
lPFrF,3864,382536
zNqnr,2489,248900
oSLEf,6195,49560
XOeGK,9650,241250
MkhmR,9599,124787
HDFVh,2365,11825
bZNrv,6083,97328
qqMRa,9589,105479
yuPlp,6556,327800
EgDVY,3591,312417
oJRnH,2665,215865
Ulvwf,4160,108160
Zdkte,7597,334268
vuCOP,7623,312543
kLAcH,9883,711576
XGhbO,6786,95004
XQaHJ,7751,519317
xHllz,3837,164991
XEmIJ,9524,314292
orpMr,8581,394726
jyrvB,7061,120037
DiWdM,3243,236739
pJbdt,3013,259118
aQesR,3015,78390
yaVEF,5633,309815
NRoJG,5599,442321
aTfZz,6952,173800
oWLEE,9021,577344
yutoT,7670,521560
dGvdC,8497,144449
AYYHE,7479,545967
Pqphe,3823,91752
VZEKW,2961,118440
WRVNv,8113,97356
iHfaD,6363,458136
alDAd,2292,25212
flZxQ,5869,211284
NoAhW,8422,480054
MRUez,9115,264335
jqVSB,6069,212415
aEZLq,6758,601462
jFHnp,9567,841896
niuao,4033,282310
uxoTY,2340,60840
QfxWo,4854,140766
AgdDr,4542,340650
zDqyD,4267,34136
DQdfx,3081,36972
GrqPo,2984,232752
eSTsG,2309,76197
oqAWv,7495,344770
TbVIw,6602,627190
FCIWC,2397,198951
wAqsT,2935,132075
UmHsj,6797,421414
aOMVv,7814,429770
DgKsH,4020,68340
XAQvR,2312,64736
VMttA,4970,303170
RMmcx,6802,306090
fGpJo,2175,43500
gQLfK,4510,360800
NwOBS,6779,277939
vpVkm,7469,253946
BvaxX,2191,48202
WkQEr,7588,440104
NEJMD,9427,405361
iWElQ,3373,33730
uBeRU,2948,32428
IGvms,2152,49496
QtidG,4749,99729
QAbBt,2158,84162
GlqCH,7740,425700
clIpF,6779,467751
hgYlA,4698,234900
GXuAF,4718,113232
aTYKa,7007,294294
jDKYr,2161,188007
HpDxV,7517,526190
yKFQJ,6548,628608
mYRzy,3163,101216
YbrVf,9574,162758
OnxjQ,7815,648645
TSqRr,8208,205200
NDtjR,8536,674344
kPsmd,5545,60995
GeMWZ,8690,373670
Dgwbu,2348,77484
RJOUN,5891,288659
KOOGk,2608,151264
etwzA,3591,193914
gkJwL,4924,44316
TkCEQ,9125,793875
mfVba,2956,100504
iVjoX,9777,195540
xNjcJ,9731,389240
GQUGT,3914,285722
YaHYp,7071,98994
XPLIp,9301,660371
KhXqf,5379,532521
nBQnc,5221,506437
TbFwW,3465,135135
kNhde,4608,41472
dhFID,2326,151190
EZiaQ,6690,608790
sLFmF,7802,639764
toqFu,9179,761857
PdveO,7083,106245
BzZTV,2793,111720
khBfg,5817,535164
Brbyo,7585,53095
hxCJQ,2364,11820
PXenY,8121,560349
cwtDX,5822,465760
eUPbR,4908,446628
WmlnQ,2896,246160
kOlaN,4654,353704
yrQct,8512,221312
WJdpA,8295,514290
fXWVR,4950,173250
NMxTB,5751,235791
pUtri,7311,453282
wnZIE,4904,416840
TgYFa,6156,572508
aNprq,4018,144648
FLcJk,8429,143293
DsvRZ,4211,366357
MUHIO,9054,814860
PnQku,8733,192126
auapI,7455,67095
OgydP,9860,423980
zFXxM,7557,695244
zQzLp,8434,539776
FIAJK,4488,71808
fhhcY,8254,701590
zghcv,6314,631400
KIJls,8253,132048
wdpvP,4379,267119
fFXEw,7074,672030
qYLhG,5077,431545
VuEHV,9083,454150
GlgRx,9809,392360
nvdSW,6468,64680
kOoCc,3671,201905
UbVdI,5852,269192
NssPe,2544,66144
xFuoR,9722,943034
DTMgX,9890,425270
mlJlb,5079,487584
ymBoG,8775,640575
IaTIL,3310,327690
RDRbk,8982,799398
PEdzJ,3660,186660
uvYKG,5209,151061
kaKpY,7378,545972
SeXAD,5333,26665
QMmbL,4937,365338
AGZKo,8352,350784
TScRb,9210,746010
KGAMJ,3281,213265
JViUc,5562,239166
KAhnw,4377,100671
xhPHG,4850,213400
ZSErb,6155,523175
PuWMA,7048,458120
IXpTk,8895,667125
soqBT,4337,238535
UYTSr,5062,192356
cfLcc,3071,119769
LCmQP,4279,299530
zQebo,7497,254898
hWvFA,3136,232064
tqpRp,4362,117774
hUecU,8732,637436
wyZhm,5539,387730
EOVmQ,7501,622583
wdJWS,8344,66752
vVlLg,7342,616728
dvYIP,2714,59708
EYsXj,4982,303902
IJRUx,4490,264910
BQvxj,2723,226009
MZeaV,9844,423292
GdwjX,2029,174494
XzDRI,7839,78390
SfoCb,6345,539325
XHZpl,5189,290584
qhGWw,3702,92550
EyAMJ,5987,580739
cOkai,8636,379984
ErNKN,9297,706572
LUZXk,9997,379886
LCbTC,5108,224752
aFBqj,5722,234602
LgLtU,6235,118465
SVJuK,5750,184000
VgqlC,5640,112800
lNIwZ,7285,378820
nrDwj,5652,480420
mTYLg,8179,318981
kZqaY,6531,150213
biUrp,7323,102522
dySwt,5900,265500
nXTSo,9314,130396
NYJYP,4685,192085
TdqRz,4306,288502
DLuNM,6443,380137
iOdxH,7238,137522
gKrAl,2888,57760
qjOML,8832,856704
vzFzF,9630,520020
IedHV,5766,547770
eZrvP,3614,361400
iflfM,6919,463573
ylIMC,9292,223008
VMeqN,7557,642345
AwOZr,3479,139160
SiIRG,4509,437373
KMQJh,3891,140076
ZkYJi,3318,132720
QivYi,9869,88821
jdRdI,7613,487232
dlRPu,6613,138873
AEzua,8514,187308
udeoO,2829,84870
tIbkH,5755,63305
jnckU,6486,382674
UqKHU,9727,924065
fvvzF,8786,790740
ubBvJ,8249,156731
jcBKP,5097,35679
MZufH,7399,184975
leBWA,6464,478336
FZkIh,3378,300642
QcxGX,9600,480000
OYDFS,5797,185504
CWpDO,5973,465894
yMpVe,3254,315638
NHPBK,5761,414792
BTfXS,7968,541824
GYwgd,2893,54967
SJHSM,3169,63380
eaOwZ,7302,562254
GegCn,2674,248682
CVdHm,5703,108357
piDSU,9825,186675
uHFdq,9008,765680
VBvsZ,2934,85086
OaonV,5927,77051
WxCuC,2269,154292
lrdmQ,3746,314664
XDBOn,5048,489656
zKiCg,2328,116400
GhWjC,5655,141375
rLgcW,7286,415302
Kmhev,2851,153954
JMnTL,4555,409950
tygbv,8952,599784
KSaTN,9503,817258
kYhLY,7505,450300
IQpeV,8455,532665
SSGhM,2420,29040
qMQqC,5667,102006
iaKlv,4078,24468
uTDfX,5141,236486
EywWq,3595,237270
YsTui,5800,81200
KNCJS,7954,540872
WuKsx,8171,800758
ANVEy,5769,542286
UWaYX,4812,384960
ssYLB,8567,85670
setOB,9989,849065
hsrSA,8342,408758
kqluk,7688,92256
JYZuR,7074,664956
STRTS,5592,329928
qTePA,3513,98364
mSMBw,6114,73368
dDwYL,4212,101088
Xgsru,6064,485120
ZetEh,7244,615740
vlvxB,9447,774654
PGFlN,8421,505260
hwJkd,5365,112665
jtVyk,7838,713258
rbgKb,6213,192603
DUdIG,6600,297000
GYZVK,4197,163683
QliAf,2324,206836
NlLfn,2929,23432
tmKjH,3371,40452
kqimz,3793,113790
slAfl,8343,200232
Vahai,6017,234663
tXPLn,6542,438314
ePGqv,2211,210045
zCCRP,4793,71895
hMOUE,5601,162429
ntrCa,7980,359100
GmWQr,9940,69580
egwMA,9646,202566
HaEgD,4692,164220
xdCJc,9296,845936
okJyN,9305,809535
ThPsv,6113,213955
VWPwm,8022,176484
UdIGN,4183,347189
rHBoM,2656,215136
AjNQi,4342,282230
nHGfU,9591,930327
vwXuA,6572,657200
ZJRDH,5882,64702
KNnBR,9143,758869
JubAv,8945,822940
MJXcE,9100,191100
lzuFZ,9969,309039
NbkzT,3409,85225
dbLLF,2168,58536
CGXWX,9258,601770
Lnbox,5542,160718
OOCWw,2987,298700
oJjpd,8733,707373
gEHsH,5423,222343
wzYak,7263,43578
zgXpN,8789,676753
oyfDZ,7048,472216
OKaQl,4529,226450
rNDTc,5448,207024
vZRdZ,4638,139140
PEvtn,7875,385875
sYwQV,5373,349245
KBwCt,5663,90608
mPuGW,8230,419730
yTBDy,2409,214401
CueVE,9782,469536
qkxue,2759,165540
LYhDl,3784,132440
gndlW,4685,74960
Lmlko,6198,316098
JWBfD,4304,142032
bIJKs,8846,477684
wqsBh,9722,845814
UcLrz,5501,93517
QOSbc,7477,82247
sMqHg,5949,571104
ehiBf,3335,20010
ddZJd,2942,211824
CrzOh,7370,110550
RDaEM,8455,541120
djmvH,9187,881952
ndGUZ,8781,52686
vOfCn,9679,667851
BTaZB,6368,331136
Bxwxe,8522,434622
aaCPZ,6577,144694
BlIdp,9067,670958
VBYtQ,6929,665184
ZpOOw,3291,296190
fRyHQ,5534,204758
ttEre,4638,463800
XfzNT,9406,216338
KFoSd,4623,365217
WTDQv,8895,853920
MkNMD,5363,407588
KBamU,6544,301024
xViNc,4637,143747
gKIyA,8436,717060
OdkJD,7056,239904
zxAJF,4268,196328
Igdvq,7090,701910
wiIhA,8397,604584
FnFgI,6761,392138
wJMYW,2083,208300
mjplW,5757,477831
eDTeH,7378,442680
TIOBi,5939,546388
xwKsc,8835,459420
stMiO,8949,107388
HawXD,3977,318160
rfDaa,3529,176450
OXAud,6238,74856
lglks,4705,399925
nTacC,9066,253848
SeDoA,5560,166800
TGccw,2420,60500
XBWmR,5541,459903
gykMD,4665,373200
wEQqZ,3057,51969
NyJnU,6948,389088
DXhHc,3217,205888
qDvAh,7097,376141
nUTHk,8157,636246
acGxm,5493,373524
shnja,9749,77992
KFUGw,7720,571280
UDpYo,7653,650505
LplpW,8274,413700
aZUOR,7459,283442
FWGHn,4478,156730
LtwFp,6572,617768
bRHtm,8541,751608
MkghG,9340,821920
Ikadb,2127,151017
HZIVT,2805,134640
WDVmp,5863,422136
ozDIX,6407,38442
qIDXq,2242,217474
CTQfN,4433,323609
QgAhx,5014,310868
slAcJ,6794,659018
vmrLU,9920,496000
yTHEh,6235,105995
lGoVa,6062,230356
IRJuG,2522,85748
psBFq,2811,210825
VbuxQ,8114,397586
uKndT,9097,864215
fxCIy,9560,95600
zGyGG,4510,338250
uAkbh,5416,471192
EwABN,6657,572502
bxvtl,9422,800870
mqxxj,9573,430785
tsOJz,9060,117780
GzhSX,3196,31960
kvryu,2739,142428
ZwgUp,6357,368706
NUeWz,5916,437784
vKyIK,6257,563130
AmWQO,9930,933420
fQyRo,2288,144144
hjPHN,4611,281271
POqse,6334,481384
EVDgI,9160,641200
IPcfn,3194,293848
MeMGs,9106,673844
jAhpX,6590,599690
uGDff,6656,33280
gOkdO,5520,529920
jWIre,8764,587188
fHpMI,6384,510720
lVMVN,6069,273105
GSRWU,6385,312865
idOvW,2971,151521
VWqbE,3826,95650
vLmKV,8765,596020
aWOOV,5989,533021
kRrkx,3442,27536
QkEUL,9800,568400
uFpQH,7724,502060
rkxtL,4915,83555
talwS,9865,217030
UaAMB,6399,550314
UAeYW,6254,137588
eyUEn,8399,394753
PjnUz,9889,899899
ODyWO,3402,190512
VHTBY,4836,459420
qfuvj,3385,145555
GWKlk,8065,395185
uDRja,4472,393536
xncbm,3482,174100
QqxEp,9303,697725
QrNwO,2810,177030
Sahxf,3618,47034
oRlni,7981,63848
pWhCP,8920,579800
nYIib,8812,431788
lDLzU,3245,246620
HSBSH,6313,378780
Amagt,8992,179840
eZQuo,8888,711040
oUUDg,7723,216244
CbeQK,7143,678585
ZBfsh,6587,414981
FvhES,9516,352092
ldomP,4818,438438
QnFtv,2700,248400
eQHIq,7016,231528
rhihY,7693,376957
ScgLy,2022,80880
TxJsD,5541,254886
XgfTL,7842,548940
esjbO,9596,383840
puVXA,3309,82725
rEUwW,3675,139650
hAomW,9352,579824
HtCeM,2789,131083
AhDNA,5587,61457
KErsa,6330,303840
bfbuU,3574,228736
crBFQ,2883,207576
mFdLN,7921,475260
CVBrm,3121,71783
qDQip,4520,289280
KUxkt,3774,286824
qQbgw,9166,339142
FBeJv,4526,158410
kJFpB,4557,236964
glKdt,3092,309200
Tocnf,3017,226275
JcCWb,3842,349622
pXHPq,4689,65646
iRpPc,9430,565800
CjhMA,5130,502740
mwCWY,6843,355836
BfPZz,5586,418950
XAFCB,6054,115026
hQLuY,8823,847008
bKFVJ,9905,336770
cCncM,6216,422688
NmlOX,5280,63360
Gmust,4597,367760
Rxykd,9442,292702
oWaGI,4402,325748
RsycJ,9756,936576
RLIcT,5597,117537
xzYdQ,2520,60480
vDyzg,5252,309868
UlCVn,4829,178673
FzEpU,2986,247838
yBIot,3330,236430
iyptw,9033,867168
xutyH,6123,385749
yJMiJ,7723,733685
NDifr,2435,26785
RLjJn,7632,602928
ufPuW,6048,417312
SLgwX,2846,56920
NAEvs,8315,41575
eABiL,8082,581904
fQuLm,6074,406958
ldnYd,4321,99383
ltiCp,9758,761124
HnpRj,4905,451260
OTaJQ,6379,344466
ISWmm,7232,433920
DahmV,8215,616125
nNdzJ,9824,628736
blkyR,4351,274113
WOYco,8958,412068
pzkIS,8114,324560
qeYBQ,6122,312222
voZEK,3134,172370
rpnBO,9065,244755
ZVuTI,3293,220631
BtlKJ,4515,325080
RbQBt,4866,350352
mZDVM,9897,544335
SaNNh,8069,532554
Ksnvj,3933,298908
NlpJP,5464,404336
qDBKc,6969,271791
ELRhJ,4467,187614
mZpJm,5644,474096
Myijg,6637,597330
HESXi,7238,260568
zmKuF,2820,270720
Zhwqx,7365,545010
mrMBd,8558,470690
gRnNs,8187,777765
AEaYi,6413,109021
auACm,4237,355908
uxZcL,9839,88551
LLHRI,2411,192880
Gfuml,6213,453549
xpWFE,3640,120120
hzYwn,2560,245760
asrDF,8045,337890
WqXEo,4466,196504
UzyND,2295,190485
VfSTP,4740,364980
KICbe,6258,619542
arcPj,7953,636240
xuXJD,5111,352659
LncVn,6431,598083
DpLms,6829,259502
ukbYT,7750,682000
LUaMu,7674,537180
HlQhV,7600,205200
xqytA,2460,31980
yRrjt,9986,339524
qnaRz,8425,151650
bLEdL,6028,343596
nBWsX,5513,407962
YEDdv,9678,67746
Huqaw,9820,333880
VEMDU,3318,169218
ScRaF,7729,355534
IkEWb,6398,230328
yUAkF,9643,887156
vmMwF,3010,15050
CxgDi,6498,415872
EiFLE,2461,177192
vebAI,6063,460788
hjmEW,3638,232832
XwqDz,7299,153279
oTQNK,7656,444048
yfCFT,5236,115192
sqipH,5638,389022
vKHum,5549,88784
GJYlu,3687,117984
XsQNB,9119,346522
XyNYW,4163,224802
KfNPE,7458,164076
zWLjt,9077,626313
LBZOO,2564,125636
jBUyx,9250,869500
BkcIO,5622,534090
npohD,9395,648255
oHlSy,2558,250684
ORjNJ,3963,110964
nMeRc,9528,123864
KPZsa,3369,165081
HjFMY,3043,42602
ZfISm,2590,139860
xdQSe,3722,282872
WZjPt,8446,185812
uJKMn,2969,65318
ycZWf,8444,557304
jzDgS,4909,39272
ThCjH,3780,302400
LHQkS,3213,134946
sEorK,9015,54090
mlKgn,2021,181890
wywHO,6514,97710
YBGmN,3774,33966
jBTfn,2218,206274
NxHAX,7669,299091
BtXrB,5665,441870
SIGvq,9498,607872
YUuxM,7932,372804
lIxwY,7209,562302
WRTEU,7715,432040
aYZse,4542,86298
uGymu,6866,370764
bdVkY,5858,187456
xxxdQ,9703,174654
TEoKF,5151,118473
TqvHY,7375,177000
YrCmK,5153,422546
AyODv,2150,68800
SLGvg,9118,875328
xYRIJ,8610,852390
mQdRc,7255,725500
PTuRg,8292,605316
sBYvZ,7658,367584
obwvs,9004,369164
FvafL,6945,520875
Lophj,3296,187872
kIGjc,9318,493854
hzhfC,3862,243306
VcTBw,8412,210300
SJmMg,7410,163020
eFaAS,9152,631488
GAZpr,4669,191429
RzlSK,2170,217000
WxaxZ,8134,382298
VwQUS,6096,487680
wGTkG,3743,112290
xhwRj,9796,842456
SJElI,6609,376713
KUzqX,5960,220520
aPylH,9243,582309
meNtD,4492,404280
pIQTk,6204,260568
ExDQm,7789,179147
bXRMv,7085,127530
yBnce,2564,66664
scuvi,6544,327200
pgqEq,2365,198660
ytYLT,3804,372792
LDiYP,6287,383507
WKkXA,2144,21440
ABviR,9896,178128
hJegb,2300,149500
HKTiq,8425,817225
OHnow,4610,87590
FlrAk,2840,127800
RFgpa,4707,216522
saQBN,4602,354354
Jkjcg,6328,63280
nPQjP,4548,63672
NdXau,8794,756284
eNHsM,2654,230898
ntjoe,8330,274890
uJhPn,9022,559364
AXiBL,6418,340154
CqZhn,6200,390600
CYcPN,5436,527292
DpXrY,6671,466970
JZmGM,3583,257976
NAqcA,9828,884520
lTPEo,5159,448833
sTXYe,6365,451915
gsXOr,6473,90622
YRwUE,9787,773173
RHAuO,9670,686570
INYMj,6430,462960
qNgVE,2164,140660
bPUCM,7602,615762
NyHOc,6618,158832
pwnlB,9671,531905
jcBdh,4456,436688
byOjC,3363,265677
AaqJK,8071,524615
tzcPa,4409,189587
Hkqpu,9142,511952
Iizvd,9663,183597
RDqil,8150,179300
uHVWC,9775,742900
RJhmE,7238,318472
XvqqP,6461,58149
xWhJf,5258,210320
yGLBj,7812,242172
dNYXo,3878,31024
synBh,9936,347760
hgXTv,3307,95903
QscgK,2979,98307
uDZNS,8592,231984
gYdPd,8933,241191
swMcN,8038,546584
huOCi,7091,709100
XKpkB,3380,70980
IQIoQ,2461,145199
Pqibt,3658,299956
QLYru,7164,580284
prNjp,2015,54405
ywDgw,3116,49856
EOuGi,8624,250096
qGCvQ,9657,666333
IwMFG,8329,433108
RNCWl,6648,525192
iufYB,2333,221635
anlBU,6848,636864
SPPBt,3008,87232
uDaMI,5118,225192
abUtW,5486,60346
bceYY,8988,737016
yIpfP,5061,247989
iapZh,2702,164822
xqxiX,2232,37944
GpVwe,6204,601788
