StoreCode,TotalSales,TotalAmount
QfxWo,3106,167724
AgdDr,2654,74312
zDqyD,2820,28200
DQdfx,7199,57592
GrqPo,4697,164395
eSTsG,9690,232560
oqAWv,3343,234010
TbVIw,9818,117816
FCIWC,3697,70243
wAqsT,2878,250386
UmHsj,2154,144318
aOMVv,9953,447885
DgKsH,6457,413248
XAQvR,8886,390984
VMttA,6155,424695
RMmcx,4692,201756
fGpJo,6544,392640
gQLfK,4903,372628
NwOBS,6199,309950
vpVkm,9896,168232
BvaxX,2128,165984
WkQEr,5820,256080
NEJMD,3958,134572
iWElQ,6567,170742
uBeRU,2683,177078
IGvms,3973,154947
QtidG,3659,223199
QAbBt,7570,386070
GlqCH,7549,150980
clIpF,8583,540729
hgYlA,4251,191295
GXuAF,6437,444153
aTYKa,3014,54252
jDKYr,2073,169986
HpDxV,2908,116320
yKFQJ,7956,668304
mYRzy,9617,57702
YbrVf,4850,223100
OnxjQ,3853,115590
TSqRr,3813,320292
NDtjR,8357,777201
kPsmd,3365,309580
GeMWZ,9520,114240
Dgwbu,7040,506880
RJOUN,3498,164406
KOOGk,6286,106862
etwzA,8572,411456
gkJwL,4806,350838
TkCEQ,2939,120499
mfVba,2687,139724
iVjoX,7891,236730
xNjcJ,2205,99225
GQUGT,8217,805266
YaHYp,6020,595980
XPLIp,2123,142241
KhXqf,9854,295620
nBQnc,4714,245128
TbFwW,8241,123615
kNhde,2676,107040
dhFID,6219,323388
EZiaQ,5748,287400
sLFmF,8275,372375
toqFu,5440,103360
PdveO,9515,656535
BzZTV,6852,438528
khBfg,4035,246135
Brbyo,4380,48180
hxCJQ,4779,258066
PXenY,4969,44721
cwtDX,2854,162678
eUPbR,4433,84227
WmlnQ,4146,20730
kOlaN,8180,736200
yrQct,9677,387080
WJdpA,6148,319696
fXWVR,5312,430272
NMxTB,9023,72184
pUtri,7430,520100
wnZIE,4946,341274
TgYFa,9911,733414
aNprq,5375,231125
FLcJk,5515,253690
DsvRZ,7062,381348
MUHIO,9848,827232
PnQku,2257,171532
auapI,6020,186620
OgydP,5269,231836
zFXxM,3845,303755
zQzLp,7640,756360
FIAJK,8654,112502
fhhcY,7678,406934
zghcv,4449,413757
KIJls,3043,231268
wdpvP,6274,112932
fFXEw,8973,53838
qYLhG,6548,530388
VuEHV,7949,381552
GlgRx,9998,269946
nvdSW,9080,272400
kOoCc,4527,76959
UbVdI,5977,394482
NssPe,9576,794808
xFuoR,8392,570656
DTMgX,6067,497494
mlJlb,5421,422838
ymBoG,4313,60382
IaTIL,6239,118541
RDRbk,4152,132864
PEdzJ,8783,518197
uvYKG,7685,322770
kaKpY,4599,252945
SeXAD,4312,219912
QMmbL,4077,252774
AGZKo,4465,102695
TScRb,2879,46064
KGAMJ,5007,265371
JViUc,2635,139655
KAhnw,6966,299538
xhPHG,9000,135000
ZSErb,9848,718904
PuWMA,5451,452433
IXpTk,8301,464856
soqBT,4532,290048
UYTSr,4796,282964
cfLcc,7729,92748
LCmQP,9120,410400
zQebo,6453,232308
hWvFA,6637,172562
tqpRp,8939,554218
hUecU,8423,58961
wyZhm,8562,445224
EOVmQ,6602,118836
wdJWS,3902,128766
vVlLg,6819,490968
dvYIP,2610,151380
EYsXj,5860,345740
IJRUx,5663,113260
BQvxj,3611,259992
MZeaV,3031,63651
GdwjX,4652,404724
XzDRI,6896,62064
SfoCb,8836,795240
XHZpl,6055,90825
qhGWw,2956,47296
EyAMJ,3988,107676
cOkai,2641,261459
ErNKN,7621,38105
LUZXk,8891,391204
LCbTC,2955,121155
aFBqj,4756,128412
LgLtU,8617,310212
SVJuK,2333,34995
VgqlC,2605,145880
lNIwZ,8048,265584
nrDwj,4027,84567
mTYLg,7200,496800
kZqaY,6188,600236
biUrp,7905,221340
dySwt,4498,211406
nXTSo,3933,365769
NYJYP,2881,152693
TdqRz,3504,248784
DLuNM,4632,384456
iOdxH,5616,39312
gKrAl,7909,640629
qjOML,9239,369560
vzFzF,5922,373086
IedHV,3649,127715
eZrvP,8431,42155
iflfM,9182,293824
ylIMC,9526,95260
VMeqN,6834,54672
AwOZr,5415,460275
SiIRG,8338,183436
KMQJh,3276,242424
ZkYJi,5652,406944
QivYi,9315,642735
jdRdI,2477,44586
dlRPu,4868,287212
AEzua,7744,348480
udeoO,9008,810720
tIbkH,9094,791178
jnckU,2471,128492
UqKHU,5895,206325
fvvzF,5606,213028
ubBvJ,7444,141436
jcBKP,6052,387328
MZufH,9862,828408
leBWA,2531,136674
FZkIh,6824,409440
QcxGX,5745,448110
OYDFS,5837,321035
CWpDO,4174,75132
yMpVe,6475,466200
NHPBK,2942,100028
BTfXS,6650,292600
GYwgd,5018,170612
SJHSM,4649,441655
eaOwZ,2989,173362
GegCn,3439,182267
CVdHm,7667,345015
piDSU,9192,505560
uHFdq,6699,167475
VBvsZ,3751,183799
OaonV,8916,427968
