StoreCode,TotalSales,TotalAmount
QrNwO,5921,390786
Sahxf,4296,180432
oRlni,6150,178350
pWhCP,3416,331352
nYIib,9272,509960
lDLzU,3148,66108
HSBSH,5211,448146
Amagt,5426,368968
eZQuo,4517,207782
oUUDg,9940,914480
CbeQK,9694,504088
ZBfsh,5226,151554
FvhES,7989,734988
ldomP,7491,621753
QnFtv,2115,167085
eQHIq,8356,250680
rhihY,10000,80000
ScgLy,6319,575029
TxJsD,7554,596766
XgfTL,7010,336480
esjbO,7184,696848
puVXA,5768,103824
rEUwW,4756,432796
hAomW,4314,43140
HtCeM,2743,222183
AhDNA,9497,674287
KErsa,2187,87480
bfbuU,6667,340017
crBFQ,6752,209312
mFdLN,2625,76125
CVBrm,2020,22220
qDQip,6466,517280
KUxkt,8673,182133
qQbgw,2984,182024
FBeJv,9318,409992
kJFpB,7226,520272
glKdt,9794,156704
Tocnf,6210,155250
JcCWb,2091,198645
pXHPq,2497,214742
iRpPc,4910,103110
CjhMA,4262,144908
mwCWY,7269,414333
BfPZz,3201,172854
XAFCB,3845,157645
hQLuY,3235,148810
bKFVJ,8022,746046
cCncM,9724,972400
NmlOX,3134,253854
Gmust,7242,673506
Rxykd,7492,696756
oWaGI,8535,819360
RsycJ,5475,104025
RLIcT,5192,363440
xzYdQ,8813,511154
vDyzg,9719,252694
UlCVn,5927,468233
FzEpU,3470,117980
yBIot,8755,752930
iyptw,7808,726144
xutyH,5315,207285
yJMiJ,8486,364898
NDifr,2925,49725
RLjJn,7846,486452
ufPuW,8590,489630
SLgwX,8634,250386
NAEvs,6899,386344
eABiL,9378,178182
fQuLm,7267,334282
ldnYd,8792,105504
ltiCp,7168,129024
HnpRj,7490,456890
OTaJQ,2486,226226
ISWmm,8122,373612
DahmV,6794,652224
nNdzJ,6258,219030
blkyR,7898,758208
WOYco,9389,816843
pzkIS,9180,459000
qeYBQ,6992,692208
voZEK,5577,245388
rpnBO,6953,639676
ZVuTI,5718,303054
BtlKJ,4207,382837
RbQBt,6702,596478
mZDVM,8912,695136
SaNNh,5982,203388
Ksnvj,7582,318444
NlpJP,6992,195776
qDBKc,5141,365011
ELRhJ,2029,172465
mZpJm,6909,649446
Myijg,9891,890190
HESXi,9704,203784
zmKuF,7353,102942
Zhwqx,5728,463968
mrMBd,5908,165424
gRnNs,4059,381546
AEaYi,8769,131535
auACm,6785,291755
uxZcL,8496,280368
LLHRI,6792,217344
Gfuml,8082,703134
xpWFE,2333,55992
hzYwn,5562,400464
asrDF,5833,384978
WqXEo,3512,217744
UzyND,9256,314704
VfSTP,6023,397518
KICbe,8998,557876
arcPj,3406,340600
xuXJD,7672,652120
LncVn,8013,721170
DpLms,7907,664188
ukbYT,6540,490500
LUaMu,2429,34006
HlQhV,3996,195804
xqytA,3993,219615
yRrjt,4258,25548
qnaRz,8722,69776
bLEdL,4268,93896
nBWsX,8207,164140
YEDdv,3720,204600
Huqaw,9915,79320
VEMDU,7083,70830
ScRaF,5677,73801
IkEWb,8665,138640
yUAkF,9912,356832
vmMwF,3437,226842
CxgDi,7565,650590
EiFLE,4317,151095
vebAI,7059,289419
hjmEW,2781,205794
XwqDz,9239,886944
oTQNK,8408,134528
yfCFT,4744,137576
sqipH,5112,475416
vKHum,6536,176472
GJYlu,9677,125801
XsQNB,5260,73640
XyNYW,9116,264364
KfNPE,7148,714800
zWLjt,8494,603074
LBZOO,7328,520288
jBUyx,8764,289212
BkcIO,4680,159120
npohD,9459,908064
oHlSy,2463,192114
ORjNJ,8672,277504
nMeRc,7455,283290
KPZsa,5398,388656
HjFMY,4804,163336
ZfISm,6980,383900
xdQSe,2840,107920
WZjPt,8801,237627
uJKMn,3922,86284
ycZWf,5465,289645
jzDgS,8079,412029
ThCjH,2755,24795
LHQkS,5706,427950
sEorK,9772,351792
mlKgn,5159,128975
wywHO,3132,21924
YBGmN,9394,638792
jBTfn,9760,888160
NxHAX,6897,606936
BtXrB,5361,498573
SIGvq,3492,317772
YUuxM,9835,285215
lIxwY,2901,40614
WRTEU,3959,265253
aYZse,5696,267712
uGymu,7094,574614
bdVkY,9976,49880
xxxdQ,6448,464256
TEoKF,2415,169050
TqvHY,6008,588784
YrCmK,5648,135552
AyODv,5202,338130
SLGvg,3663,69597
xYRIJ,8779,368718
mQdRc,5953,279791
PTuRg,3034,142598
sBYvZ,3665,201575
obwvs,7890,710100
FvafL,4846,339220
Lophj,2587,56914
kIGjc,6234,361572
hzhfC,3283,177282
VcTBw,4618,120068
SJmMg,5154,77310
eFaAS,3169,95070
GAZpr,3670,106430
RzlSK,8987,134805
WxaxZ,7388,155148
VwQUS,9046,388978
wGTkG,8580,712140
xhwRj,8560,470800
SJElI,6848,404032
KUzqX,5376,215040
aPylH,9073,326628
meNtD,3331,159888
pIQTk,6875,130625
ExDQm,4771,372138
bXRMv,5917,491111
