StoreCode,TotalSales,TotalAmount
ELRhJ,7197,439017
mZpJm,2940,70560
Myijg,8359,468104
HESXi,2327,165217
zmKuF,5578,251010
Zhwqx,3942,177390
mrMBd,2994,293412
gRnNs,3538,137982
AEaYi,3975,262350
auACm,7011,427671
uxZcL,4493,121311
LLHRI,7790,662150
Gfuml,4168,83360
xpWFE,4883,312512
hzYwn,7115,668810
asrDF,6269,557941
WqXEo,7664,697424
UzyND,9158,366320
VfSTP,9458,510732
KICbe,9458,803930
arcPj,3821,38210
xuXJD,4497,260826
LncVn,6983,202507
DpLms,4377,380799
ukbYT,7446,349962
LUaMu,4415,260485
HlQhV,5562,450522
xqytA,8240,568560
yRrjt,2247,116844
qnaRz,7604,380200
bLEdL,9144,137160
nBWsX,5614,376138
YEDdv,8600,438600
Huqaw,7765,729910
VEMDU,8779,228254
ScRaF,3098,136312
IkEWb,2157,36669
yUAkF,8841,778008
vmMwF,5404,329644
CxgDi,4577,109848
EiFLE,8074,331034
vebAI,8222,772868
hjmEW,6994,524550
XwqDz,8720,723760
oTQNK,7828,610584
yfCFT,6009,96144
sqipH,9469,227256
vKHum,6479,291555
GJYlu,5546,488048
XsQNB,5919,313707
XyNYW,5401,205238
KfNPE,6388,613248
zWLjt,3840,53760
LBZOO,4181,154697
jBUyx,4595,147040
BkcIO,9739,428516
npohD,3909,54726
oHlSy,3996,275724
ORjNJ,5629,236418
nMeRc,3516,21096
KPZsa,6883,605704
HjFMY,3751,210056
ZfISm,5960,35760
xdQSe,4093,98232
WZjPt,4909,417265
uJKMn,3072,202752
ycZWf,7850,675100
jzDgS,6004,564376
ThCjH,3468,190740
LHQkS,8423,117922
sEorK,9387,122031
mlKgn,2998,29980
wywHO,8512,663936
YBGmN,7783,202358
jBTfn,6495,441660
NxHAX,2578,167570
BtXrB,6204,142692
SIGvq,9264,685536
YUuxM,5770,213490
lIxwY,4296,223392
WRTEU,7471,440789
aYZse,9335,336060
uGymu,9797,587820
bdVkY,3484,87100
xxxdQ,6557,491775
TEoKF,7076,198128
TqvHY,9126,775710
YrCmK,4379,39411
AyODv,3720,63240
SLGvg,2103,193476
xYRIJ,9182,238732
mQdRc,6511,292995
PTuRg,8682,251778
